Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,5,0.0,-18.0,12.5,,,0.249
0.1,5,0.0,-18.0,12.5,0.0,50.463,0.249
0.2,5,0.0,-18.0,12.6,0.0,50.463,0.249
0.3,5,0.0,-18.1,12.7,0.0,50.463,0.249
0.4,5,0.0,-18.0,12.6,0.0,50.463,0.249
0.5,5,0.0,-18.1,12.7,0.0,50.463,0.249
0.6,5,0.0,-18.1,12.8,0.0,50.463,0.249
0.7,5,0.0,-18.1,12.9,0.0,50.463,0.249
0.8,5,0.0,-18.1,12.8,0.0,50.463,0.249
0.9,5,0.0,-18.1,12.8,0.0,50.463,0.249
1.0,5,0.0,-18.0,12.7,0.0,50.463,0.249
1.1,5,0.0,-18.0,12.8,0.0,50.463,0.249
1.2,5,0.0,-17.8,12.9,0.0,50.463,0.249
1.3,5,0.001,-17.6,13.1,0.0,50.463,0.248
1.4,5,0.002,-17.3,13.1,0.0,50.463,0.248
1.5,5,0.004,-17.1,13.1,0.0,50.463,0.248
1.6,5,0.007,-16.9,13.2,0.0,50.463,0.247
1.7,5,0.012,-16.6,13.2,0.0,50.463,0.246
1.8,5,0.019,-16.4,13.2,0.0,50.463,0.244
1.9,5,0.027,-16.1,13.3,0.0,50.463,0.242
2.0,5,0.037,-16.0,13.5,0.0,50.463,0.239
2.1,5,0.048,-15.7,13.6,0.0,50.463,0.237
2.2,5,0.061,-15.6,13.7,0.0,50.463,0.233
2.3,5,0.077,-15.3,13.7,0.0,50.463,0.229
2.4,5,0.094,-15.1,13.9,0.0,50.463,0.225
2.5,5,0.11,-14.9,14.0,0.0,50.463,0.221
2.6,5,0.128,-14.8,14.1,0.0,50.463,0.217
2.7,5,0.149,-14.6,14.1,0.0,50.463,0.212
2.8,5,0.17,-14.4,14.2,0.0,50.463,0.206
2.9,5,0.194,-14.2,14.2,0.0,50.463,0.2
3.0,5,0.219,-14.0,14.2,0.0,50.463,0.194
3.1,5,0.243,-13.7,14.3,0.0,50.463,0.188
3.2,5,0.265,-13.6,14.4,0.0,50.463,0.183
3.3,5,0.292,-13.3,14.4,0.0,50.463,0.176
3.4,5,0.314,-13.2,14.5,0.0,50.463,0.171
3.5,5,0.338,-12.9,14.7,0.0,50.463,0.165
3.6,5,0.36,-12.7,14.8,0.0,50.463,0.159
3.7,5,0.387,-12.4,14.9,0.0,50.463,0.152
3.8,5,0.416,-12.2,14.9,0.0,50.463,0.145
3.9,5,0.435,-12.2,14.9,0.0,50.463,0.14
4.0,5,0.461,-12.0,15.0,0.0,50.463,0.134
4.1,5,0.484,-11.9,15.0,0.0,50.463,0.128
4.2,5,0.501,-11.9,15.1,0.0,50.463,0.124
4.3,5,0.521,-11.8,15.1,0.0,50.463,0.119
4.4,5,0.541,-11.9,15.1,0.0,50.463,0.114
4.5,5,0.556,-11.9,15.1,0.0,50.463,0.11
4.6,5,0.58,-11.8,15.1,0.0,50.463,0.104
4.7,5,0.598,-11.7,15.2,0.0,50.463,0.1
4.8,5,0.615,-11.8,15.1,0.0,50.463,0.096
4.9,5,0.634,-11.9,15.0,0.0,50.463,0.091
5.0,5,0.648,-11.9,15.1,0.0,50.463,0.087
5.1,5,0.664,-11.8,15.2,0.0,50.463,0.084
5.2,5,0.676,-11.9,15.2,0.0,50.463,0.081
5.3,5,0.687,-12.0,15.2,0.0,50.463,0.078
5.4,5,0.706,-11.9,15.2,0.0,50.463,0.073
5.5,5,0.721,-11.8,15.3,0.0,50.463,0.069
5.6,5,0.744,-11.5,15.3,0.0,50.463,0.064
5.7,5,0.764,-11.4,15.3,0.0,50.463,0.059
5.8,5,0.781,-11.3,15.3,0.0,50.463,0.054
5.9,5,0.794,-11.3,15.3,0.0,50.463,0.051
6.0,5,0.803,-11.3,15.4,0.0,50.463,0.049
6.1,5,0.811,-11.4,15.4,0.0,50.463,0.047
6.2,5,0.822,-11.5,15.4,0.0,50.463,0.044
6.3,5,0.836,-11.4,15.4,0.0,50.463,0.041
6.4,5,0.851,-11.4,15.3,0.0,50.463,0.037
6.5,5,0.859,-11.4,15.4,0.0,50.463,0.035
6.6,5,0.868,-11.5,15.4,0.0,50.463,0.033
6.7,5,0.876,-11.6,15.3,0.0,50.463,0.031
6.8,5,0.886,-11.5,15.4,0.0,50.463,0.028
6.9,5,0.899,-11.5,15.4,0.0,50.463,0.025
7.0,5,0.909,-11.5,15.4,0.0,50.463,0.023
7.1,5,0.921,-11.4,15.3,0.0,50.463,0.02
7.2,5,0.926,-11.5,15.4,0.0,50.463,0.018
7.3,5,0.936,-11.4,15.4,0.0,50.463,0.016
7.4,5,0.942,-11.3,15.5,0.0,50.463,0.014
7.5,5,0.946,-11.4,15.6,0.0,50.463,0.013
7.6,5,0.95,-11.5,15.6,0.0,50.463,0.012
7.7,5,0.952,-11.6,15.6,0.0,50.463,0.012
7.8,5,0.957,-11.7,15.6,0.0,50.463,0.011
7.9,5,0.967,-11.6,15.6,0.0,50.463,0.008
8.0,5,0.978,-11.6,15.5,0.0,50.463,0.005
8.1,5,0.99,-11.5,15.5,0.0,50.463,0.002
8.2,5,0.997,-11.4,15.5,0.0,50.463,0.001
8.3,5,0.996,-11.7,15.5,0.0,50.463,0.001
8.4,5,1.001,-11.8,15.4,0.0,50.463,0.0
8.5,5,1.002,-11.9,15.4,0.0,50.463,0.0
8.6,5,1.002,-12.0,15.5,0.0,50.463,0.0
8.7,5,1.003,-12.3,15.3,0.0,50.463,0.001
8.8,5,0.998,-12.6,15.3,0.0,50.463,0.0
8.9,5,0.989,-13.0,15.3,0.0,50.463,0.003
9.0,5,0.996,-13.0,15.2,0.0,50.463,0.001
9.1,5,0.999,-13.1,15.2,0.0,50.463,0.0
9.2,5,1.002,-13.3,15.1,0.0,50.463,0.0
9.3,5,1.001,-13.5,15.0,0.0,50.463,0.0
9.4,5,1.0,-13.6,15.1,0.0,50.463,0.0
9.5,5,1.0,-13.8,15.0,0.0,50.463,0.0
9.6,5,1.002,-13.9,15.0,0.0,50.463,0.0
9.7,5,1.004,-14.0,14.9,0.0,50.463,0.001
9.8,5,1.007,-14.0,14.9,0.0,50.463,0.002
9.9,5,1.001,-14.2,14.9,0.0,50.463,0.0
10.0,5,0.992,-14.4,15.0,0.0,50.463,0.002
10.1,5,0.99,-14.4,14.9,0.0,50.463,0.002
10.2,5,0.999,-14.2,15.0,0.0,50.463,0.0
10.3,5,1.004,-14.0,15.0,0.0,50.463,0.001
10.4,5,1.002,-14.0,15.0,0.0,50.463,0.0
10.5,5,1.0,-14.1,15.0,0.0,50.463,0.0
10.6,5,1.001,-14.0,15.1,0.0,50.463,0.0
10.7,5,1.006,-13.9,15.1,0.0,50.463,0.001
10.8,5,0.998,-14.0,15.1,0.0,50.463,0.0
10.9,5,0.99,-14.2,15.1,0.0,50.463,0.002
11.0,5,0.987,-14.3,15.1,0.0,50.463,0.003
