Time,ID,behv,com_radius,Battery,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.0,1,isocontour,5,100.0,-1.9,-5.3,-68.0,,,,-1.9,-5.3,-31.6,1
0.0,2,isocontour,5,100.0,0.1,4.7,-158.0,,,,0.1,4.7,-21.7,2
0.0,3,isocontour,5,100.0,2.7,-6.4,-13.1,,,,2.7,-6.4,-47.5,3
0.0,4,isocontour,5,100.0,-0.5,8.2,-257.5,,,,-0.5,8.2,-68.1,4
0.0,5,isocontour,5,100.0,-9.6,2.0,-321.5,,,,-9.6,2.0,-96.6,5
0.0,6,isocontour,5,100.0,7.1,-5.7,-1.0,,,,7.1,-5.7,-82.8,6
0.0,7,isocontour,5,100.0,-3.2,9.4,-336.8,,,,-3.2,9.4,-98.9,7
0.0,8,isocontour,5,100.0,6.6,7.5,-190.6,,,,6.6,7.5,-100.2,8
0.0,9,isocontour,5,100.0,-4.1,7.7,-303.0,,,,-4.1,7.7,-75.8,9
0.0,10,isocontour,5,100.0,-9.1,-1.4,-260.0,,,,-9.1,-1.4,-84.2,10
0.0,11,isocontour,5,100.0,5.1,0.0,-41.2,,,,5.1,0.0,-26.4,11
0.0,12,isocontour,5,100.0,2.8,0.3,-55.9,,,,2.8,0.3,-7.9,12
0.0,13,isocontour,5,100.0,1.7,-9.1,-28.8,,,,1.7,-9.1,-85.2,13
0.0,14,isocontour,5,100.0,9.2,1.9,-75.6,,,,9.2,1.9,-87.9,14
0.0,15,isocontour,5,100.0,-6.9,5.3,-309.2,,,,-6.9,5.3,-76.1,15
0.0,16,isocontour,5,100.0,-8.0,1.3,-261.4,,,,-8.0,1.3,-65.3,16
0.0,17,isocontour,5,100.0,-1.4,9.2,-300.3,,,,-1.4,9.2,-87.3,17
0.0,18,isocontour,5,100.0,8.0,7.0,-181.0,,,,8.0,7.0,-113.4,18
0.0,19,isocontour,5,100.0,3.7,-8.7,-12.4,,,,3.7,-8.7,-89.5,19
0.0,20,isocontour,5,100.0,6.0,9.3,-243.0,,,,6.0,9.3,-121.9,20
0.0,21,isocontour,5,100.0,-2.8,-4.8,-85.4,,,,-2.8,-4.8,-31.1,21
0.0,22,isocontour,5,100.0,9.8,6.4,-172.9,,,,9.8,6.4,-135.9,22
0.0,23,isocontour,5,100.0,-0.9,-8.0,-54.0,,,,-0.9,-8.0,-65.5,23
0.0,24,isocontour,5,100.0,-0.2,4.2,-152.0,,,,-0.2,4.2,-17.5,24
0.0,25,isocontour,5,100.0,3.7,5.5,-146.6,,,,3.7,5.5,-44.1,25
0.0,26,isocontour,5,100.0,-1.5,-7.3,-61.5,,,,-1.5,-7.3,-55.1,26
0.0,27,isocontour,5,100.0,-8.1,-7.4,-206.9,,,,-8.1,-7.4,-120.1,27
0.0,28,isocontour,5,100.0,-4.3,-8.2,-116.4,,,,-4.3,-8.2,-86.4,28
0.0,29,isocontour,5,100.0,3.6,2.7,-87.9,,,,3.6,2.7,-20.1,29
0.0,30,isocontour,5,100.0,-2.3,-8.0,-76.4,,,,-2.3,-8.0,-68.7,30
0.0,Target,,,,6.28,-6.3,-79.163,0.63,0.21,,,,,
