Time,Sum Area Coverage,Time/Total Time,Non-Dimensional Area Coverage
0.0,0.0,0.0,0.0
0.1,2951.91,0.001,1.181
0.2,2931.91,0.001,1.173
0.3,2895.24,0.002,1.158
0.4,2931.91,0.003,1.173
0.5,2911.91,0.003,1.165
0.6,2995.24,0.004,1.198
0.7,3011.91,0.005,1.205
0.8,3058.58,0.005,1.223
0.9,3048.58,0.006,1.219
1.0,3091.91,0.007,1.237
1.1,3065.24,0.007,1.226
1.2,3003.34,0.008,1.201
1.3,3036.67,0.009,1.215
1.4,2976.67,0.009,1.191
1.5,2990.0,0.01,1.196
1.6,3016.67,0.011,1.207
1.7,2956.67,0.011,1.183
1.8,2916.67,0.012,1.167
1.9,2916.67,0.013,1.167
2.0,2916.67,0.013,1.167
2.1,2903.33,0.014,1.161
2.2,2833.81,0.015,1.134
2.3,2667.14,0.015,1.067
2.4,2644.28,0.016,1.058
2.5,2710.95,0.017,1.084
2.6,2732.38,0.017,1.093
2.7,2674.28,0.018,1.07
2.8,2592.85,0.019,1.037
2.9,2566.19,0.019,1.026
3.0,2519.28,0.02,1.008
3.1,2595.95,0.021,1.038
3.2,2662.38,0.021,1.065
3.3,2634.52,0.022,1.054
3.4,2589.52,0.023,1.036
3.5,2623.09,0.023,1.049
3.6,2569.99,0.024,1.028
3.7,2566.66,0.025,1.027
3.8,2533.33,0.025,1.013
3.9,2523.09,0.026,1.009
4.0,2473.41,0.027,0.989
4.1,2428.72,0.027,0.971
4.2,2403.72,0.028,0.961
4.3,2229.83,0.029,0.892
4.4,2217.77,0.029,0.887
4.5,2263.01,0.03,0.905
4.6,2260.23,0.031,0.904
4.7,2284.12,0.031,0.914
4.8,2264.36,0.032,0.906
4.9,2256.19,0.033,0.902
5.0,2201.66,0.033,0.881
5.1,2166.74,0.034,0.867
5.2,2128.81,0.035,0.852
5.3,2115.54,0.035,0.846
5.4,2213.74,0.036,0.885
5.5,2220.0,0.037,0.888
5.6,2215.39,0.037,0.886
5.7,2179.67,0.038,0.872
5.8,2172.85,0.039,0.869
5.9,2267.23,0.039,0.907
6.0,2263.9,0.04,0.906
6.1,2147.23,0.041,0.859
6.2,2139.76,0.041,0.856
6.3,2126.48,0.042,0.851
6.4,2124.51,0.043,0.85
6.5,2124.51,0.043,0.85
6.6,2085.39,0.044,0.834
6.7,2124.11,0.045,0.85
6.8,2098.57,0.045,0.839
6.9,2126.42,0.046,0.851
7.0,2135.32,0.047,0.854
7.1,2174.74,0.047,0.87
7.2,2155.38,0.048,0.862
7.3,2170.23,0.049,0.868
7.4,2122.59,0.049,0.849
7.5,2029.13,0.05,0.812
7.6,2049.54,0.051,0.82
7.7,2067.16,0.051,0.827
7.8,2067.16,0.052,0.827
7.9,2063.84,0.053,0.826
8.0,2051.93,0.053,0.821
8.1,2019.88,0.054,0.808
8.2,1968.37,0.055,0.787
8.3,1953.93,0.055,0.782
8.4,1918.46,0.056,0.767
8.5,1871.47,0.057,0.749
8.6,1799.61,0.057,0.72
8.7,1793.26,0.058,0.717
8.8,1637.15,0.059,0.655
8.9,1661.74,0.059,0.665
9.0,1623.97,0.06,0.65
9.1,1595.82,0.061,0.638
9.2,1562.73,0.061,0.625
9.3,1528.48,0.062,0.611
9.4,1508.3,0.063,0.603
9.5,1470.9,0.063,0.588
9.6,1445.03,0.064,0.578
9.7,1415.02,0.065,0.566
9.8,1398.18,0.065,0.559
9.9,1417.27,0.066,0.567
10.0,1402.72,0.067,0.561
10.1,1393.43,0.067,0.557
10.2,1382.72,0.068,0.553
10.3,1361.98,0.069,0.545
10.4,1355.43,0.069,0.542
10.5,1351.46,0.07,0.541
10.6,1364.79,0.071,0.546
10.7,1356.11,0.071,0.542
10.8,1367.38,0.072,0.547
10.9,1397.66,0.073,0.559
11.0,1395.01,0.073,0.558
11.1,1385.31,0.074,0.554
11.2,1335.43,0.075,0.534
11.3,1345.71,0.075,0.538
11.4,1345.71,0.076,0.538
11.5,1343.93,0.077,0.538
