Time,ID,behv,com_radius,Battery,Battery Percent,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id,N,Ns,Ne,Ni
0.0,1,seeker,11.283791670955125,47520,100.0,15.1,-9.5,0.0,,,,15.1,-9.5,0.0,1,,,,
0.0,2,seeker,11.283791670955125,47520,100.0,-18.6,-11.2,0.0,,,,-18.6,-11.2,0.0,2,,,,
0.0,3,seeker,11.283791670955125,47520,100.0,24.2,-11.9,0.0,,,,24.2,-11.9,0.0,3,,,,
0.0,4,seeker,11.283791670955125,47520,100.0,4.4,9.4,0.0,,,,4.4,9.4,0.0,4,,,,
0.0,5,seeker,11.283791670955125,47520,100.0,6.5,-22.4,0.0,,,,6.5,-22.4,0.0,5,,,,
0.0,6,seeker,11.283791670955125,47520,100.0,-23.3,8.0,0.0,,,,-23.3,8.0,0.0,6,,,,
0.0,7,seeker,11.283791670955125,47520,100.0,12.1,-19.2,0.0,,,,12.1,-19.2,0.0,7,,,,
0.0,8,seeker,11.283791670955125,47520,100.0,22.0,-11.1,0.0,,,,22.0,-11.1,0.0,8,,,,
0.0,9,seeker,11.283791670955125,47520,100.0,23.3,24.3,0.0,,,,23.3,24.3,0.0,9,,,,
0.0,10,seeker,11.283791670955125,47520,100.0,17.6,-6.7,0.0,,,,17.6,-6.7,0.0,10,,,,
0.0,11,seeker,11.283791670955125,47520,100.0,10.8,-5.5,0.0,,,,10.8,-5.5,0.0,11,,,,
0.0,12,seeker,11.283791670955125,47520,100.0,15.9,-19.0,0.0,,,,15.9,-19.0,0.0,12,,,,
0.0,13,explorer,11.283791670955125,47520,100.0,18.3,18.2,0.0,,,,18.3,18.2,0.0,13,,,,
0.0,14,explorer,11.283791670955125,47520,100.0,17.1,4.5,0.0,,,,17.1,4.5,0.0,14,,,,
0.0,15,explorer,11.283791670955125,47520,100.0,9.4,-3.3,0.0,,,,9.4,-3.3,0.0,15,,,,
0.0,16,explorer,11.283791670955125,47520,100.0,-0.6,24.4,0.0,,,,-0.6,24.4,0.0,16,,,,
0.0,17,explorer,11.283791670955125,47520,100.0,-24.9,-20.0,0.0,,,,-24.9,-20.0,0.0,17,,,,
0.0,18,explorer,11.283791670955125,47520,100.0,-5.0,-16.7,0.0,,,,-5.0,-16.7,0.0,18,,,,
0.0,19,explorer,11.283791670955125,47520,100.0,-9.3,14.2,0.0,,,,-9.3,14.2,0.0,19,,,,
0.0,20,explorer,11.283791670955125,47520,100.0,11.8,-2.5,0.0,,,,11.8,-2.5,0.0,20,,,,
0.0,21,isocontour,11.283791670955125,47520,100.0,8.1,18.4,0.0,,,,8.1,18.4,0.0,21,,,,
0.0,22,isocontour,11.283791670955125,47520,100.0,-8.1,-23.8,0.0,,,,-8.1,-23.8,0.0,22,,,,
0.0,23,isocontour,11.283791670955125,47520,100.0,21.6,19.4,0.0,,,,21.6,19.4,0.0,23,,,,
0.0,24,isocontour,11.283791670955125,47520,100.0,13.9,4.3,0.0,,,,13.9,4.3,0.0,24,,,,
0.0,25,isocontour,11.283791670955125,47520,100.0,-17.3,3.7,0.0,,,,-17.3,3.7,0.0,25,,,,
0.0,Target,,,,,-24.76,-7.67,0.0,2.89,6.54,,,,,,,,,
0.1,1,seeker,11.283791670955125,47519.52,100.0,15.0,-9.4,0.0,-0.2,0.7,0.7,15.0,-9.4,0.0,1,8,6,2,0
0.1,2,seeker,11.283791670955125,47518.76,100.0,-18.6,-11.1,0.0,0.7,0.7,1.0,-18.6,-11.1,0.0,2,1,0,1,0
0.1,3,seeker,11.283791670955125,47519.58,100.0,24.3,-11.9,0.0,0.6,-0.4,0.7,24.3,-11.9,0.0,3,4,4,0,0
0.1,4,seeker,11.283791670955125,47518.9,100.0,4.3,9.4,0.0,-0.9,-0.0,0.9,4.3,9.4,0.0,4,2,0,0,2
0.1,5,seeker,11.283791670955125,47519.93,100.0,6.5,-22.4,0.0,-0.3,-0.2,0.4,6.5,-22.4,0.0,5,2,2,0,0
0.1,6,seeker,11.283791670955125,47519.21,100.0,-23.3,8.1,0.0,-0.4,0.7,0.8,-23.3,8.1,0.0,6,1,0,0,1
0.1,7,seeker,11.283791670955125,47519.0,100.0,12.1,-19.3,0.0,-0.4,-0.8,0.9,12.1,-19.3,0.0,7,3,3,0,0
0.1,8,seeker,11.283791670955125,47519.24,100.0,22.1,-11.1,0.0,0.8,-0.2,0.8,22.1,-11.1,0.0,8,4,4,0,0
0.1,9,seeker,11.283791670955125,47519.34,100.0,23.3,24.3,0.0,0.7,0.4,0.8,23.3,24.3,0.0,9,2,0,1,1
0.1,10,seeker,11.283791670955125,47519.82,100.0,17.6,-6.7,0.0,0.5,-0.0,0.5,17.6,-6.7,0.0,10,7,4,3,0
0.1,11,seeker,11.283791670955125,47518.79,100.0,10.8,-5.5,0.0,-0.7,-0.7,1.0,10.8,-5.5,0.0,11,5,2,2,1
0.1,12,seeker,11.283791670955125,47519.06,100.0,16.0,-19.0,0.0,0.3,-0.8,0.9,16.0,-19.0,0.0,12,5,5,0,0
0.1,13,explorer,11.283791670955125,47395.69,99.74,17.9,18.1,0.0,-4.6,-0.6,4.6,17.9,18.1,0.0,13,3,1,0,2
0.1,14,explorer,11.283791670955125,47477.83,99.91,17.3,4.7,0.0,1.9,2.6,3.2,17.3,4.7,0.0,14,4,1,2,1
