,Time Averaged Non-Dimensional Area Coverage,heterogeneity,seekers,explorers,isocontours
0,1.209856,0.0,0,0,10
0,0.8793606666666667,0.1,0,1,9
0,0.8887873333333334,0.2,0,2,8
0,1.2238246666666668,0.3,0,3,7
0,1.2607426666666668,0.4,0,4,6
0,1.4989120000000002,0.5,0,5,5
0,1.3230666666666666,0.6,0,6,4
0,1.051707333333333,0.7,0,7,3
0,1.1313473333333333,0.8,0,8,2
0,1.1590106666666666,0.9,0,9,1
