,Proximity Threshold,Time to Target,Time on Target,Average Time on Target,Adjusted Time on Target,heterogeneity,Seekers,Explorers,Isocontours
0,0.1,,,,,0.0,0,0,10
0,0.1,,,,,0.1,0,1,9
0,0.1,,,,,0.2,0,2,8
0,0.1,,,,,0.3,0,3,7
0,0.1,,,,,0.4,0,4,6
0,0.1,,,,,0.5,0,5,5
0,0.1,,,,,0.6,0,6,4
0,0.1,,,,,0.7,0,7,3
0,0.1,,,,,0.8,0,8,2
0,0.1,,,,,0.9,0,9,1
