Time,Sum Area Coverage,Time/Total Time,Non-Dimensional Area Coverage
0.0,0.0,0.0,0.0
0.1,3656.91,0.001,1.463
0.2,3620.48,0.001,1.448
0.3,3581.91,0.002,1.433
0.4,3435.24,0.003,1.374
0.5,3386.67,0.003,1.355
0.6,3393.34,0.004,1.357
0.7,3390.0,0.005,1.356
0.8,3456.67,0.005,1.383
0.9,3473.34,0.006,1.389
1.0,3345.24,0.007,1.338
1.1,3261.91,0.007,1.305
1.2,3228.57,0.008,1.291
1.3,3251.91,0.009,1.301
1.4,3368.57,0.009,1.347
1.5,3311.91,0.01,1.325
1.6,3258.57,0.011,1.303
1.7,3025.24,0.011,1.21
1.8,3008.57,0.012,1.203
1.9,3058.57,0.013,1.223
2.0,3065.24,0.013,1.226
2.1,3031.91,0.014,1.213
2.2,3101.91,0.015,1.241
2.3,3068.57,0.015,1.227
2.4,3053.34,0.016,1.221
2.5,3063.34,0.017,1.225
2.6,2913.34,0.017,1.165
2.7,2861.91,0.018,1.145
2.8,2825.24,0.019,1.13
2.9,3025.24,0.019,1.21
3.0,3013.34,0.02,1.205
3.1,3080.0,0.021,1.232
3.2,3136.67,0.021,1.255
3.3,3108.57,0.022,1.243
3.4,3113.34,0.023,1.245
3.5,3060.0,0.023,1.224
3.6,3005.24,0.024,1.202
3.7,2993.81,0.025,1.198
3.8,3043.81,0.025,1.218
3.9,3117.14,0.026,1.247
4.0,3110.48,0.027,1.244
4.1,3122.38,0.027,1.249
4.2,3074.29,0.028,1.23
4.3,3059.29,0.029,1.224
4.4,2962.38,0.029,1.185
4.5,2928.41,0.03,1.171
4.6,2876.51,0.031,1.151
4.7,2905.08,0.031,1.162
4.8,2878.73,0.032,1.151
4.9,2906.83,0.033,1.163
5.0,2845.4,0.033,1.138
5.1,2807.3,0.034,1.123
5.2,2857.62,0.035,1.143
5.3,2904.52,0.035,1.162
5.4,2887.86,0.036,1.155
5.5,2883.41,0.037,1.153
5.6,2952.3,0.037,1.181
5.7,3031.75,0.038,1.213
5.8,3068.65,0.039,1.227
5.9,3066.43,0.039,1.227
6.0,3153.65,0.04,1.261
6.1,3144.84,0.041,1.258
6.2,3061.51,0.041,1.225
6.3,3071.03,0.042,1.228
6.4,3006.27,0.043,1.203
6.5,3072.94,0.043,1.229
6.6,3022.94,0.044,1.209
6.7,2922.94,0.045,1.169
6.8,2883.65,0.045,1.153
6.9,2855.32,0.046,1.142
7.0,2855.32,0.047,1.142
7.1,2838.65,0.047,1.135
7.2,2831.11,0.048,1.132
7.3,2851.43,0.049,1.141
7.4,2958.65,0.049,1.183
7.5,2917.3,0.05,1.167
7.6,2989.2,0.051,1.196
7.7,3089.2,0.051,1.236
7.8,3081.51,0.052,1.233
7.9,3005.08,0.053,1.202
8.0,3077.62,0.053,1.231
8.1,3076.51,0.054,1.231
8.2,3121.83,0.055,1.249
8.3,3052.06,0.055,1.221
8.4,3037.3,0.056,1.215
8.5,3017.06,0.057,1.207
8.6,2990.4,0.057,1.196
8.7,2950.4,0.058,1.18
8.8,2979.84,0.059,1.192
8.9,2942.94,0.059,1.177
9.0,2946.91,0.06,1.179
9.1,2950.8,0.061,1.18
9.2,2945.16,0.061,1.178
9.3,2930.72,0.062,1.172
9.4,2824.84,0.063,1.13
9.5,2781.51,0.063,1.113
9.6,2843.73,0.064,1.137
9.7,2913.41,0.065,1.165
9.8,2770.64,0.065,1.108
9.9,2742.3,0.066,1.097
10.0,2784.76,0.067,1.114
10.1,2791.75,0.067,1.117
10.2,2766.51,0.068,1.107
10.3,2785.95,0.069,1.114
10.4,2785.72,0.069,1.114
10.5,2825.72,0.07,1.13
10.6,2810.57,0.071,1.124
10.7,2838.75,0.071,1.136
10.8,2807.87,0.072,1.123
10.9,2843.26,0.073,1.137
