Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,0.93,3.48,,,,,,0.0,,330.0,1.0
0.1,1.13,3.11,,,,,,0.001,,329.99056,1.0
0.2,0.41,1.9,,,,,,0.002,,329.97392,1.0
0.3,0.42,0.87,,,,,,0.003,,329.95706,1.0
0.4,-0.96,-0.42,,,,,,0.004,,329.94604,1.0
0.5,-1.52,-0.79,,,,,,0.005,,329.93128,1.0
0.6,-1.52,-0.79,,,,,,0.006,,329.91924,1.0
0.7,-1.51,-0.78,,,,,,0.007,,329.90821,1.0
0.8,-1.5,-0.79,,,,,,0.008,,329.89804,1.0
0.9,-1.5,-0.8,,,,,,0.009,,329.89064,1.0
1.0,-1.35,-0.94,,,,,,0.01,,329.8805,1.0
1.1,-1.5,-0.8,,,,,,0.011,,329.86678,1.0
1.2,-1.49,-0.8,,,,,,0.012,,329.8583,1.0
1.3,-1.49,-0.82,,,,,,0.013,,329.85167,1.0
1.4,-1.49,-0.8,,,,,,0.014,,329.83881,1.0
1.5,-2.15,-0.71,,,,,,0.015,,329.82723,0.999
1.6,-2.13,-0.71,,,,,,0.016,,329.81526,0.999
1.7,-2.13,-0.71,,,,,,0.017,,329.80726,0.999
1.8,-2.13,-0.71,,,,,,0.018,,329.79641,0.999
1.9,-2.12,-0.71,,,,,,0.019,,329.78407,0.999
2.0,-2.0,-0.83,,,,,,0.02,,329.77831,0.999
2.1,-2.12,-0.73,,,,,,0.021,,329.7636,0.999
2.2,-2.11,-0.74,,,,,,0.022,,329.75944,0.999
2.3,-2.12,-0.74,,,,,,0.023,,329.74851,0.999
2.4,-2.11,-0.74,,,,,,0.024,,329.74034,0.999
2.5,-2.11,-0.74,,,,,,0.025,,329.72854,0.999
2.6,-2.1,-0.74,,,,,,0.026,,329.72103,0.999
2.7,-2.1,-0.74,,,,,,0.027,,329.71093,0.999
2.8,-2.1,-0.75,,,,,,0.028,,329.69974,0.999
2.9,-2.1,-0.75,,,,,,0.029,,329.69027,0.999
3.0,-1.99,-0.86,,,,,,0.03,,329.68141,0.999
3.1,-2.09,-0.75,,,,,,0.031,,329.67242,0.999
3.2,-2.09,-0.76,,,,,,0.032,,329.66724,0.999
3.3,-1.57,-1.06,,,,,,0.033,,329.65678,0.999
3.4,0.06,-2.16,,,,,,0.034,,329.64633,0.999
3.5,0.06,-2.15,,,,,,0.035,,329.63894,0.999
3.6,0.06,-2.15,,,,,,0.036,,329.63016,0.999
3.7,-0.32,-2.01,,,,,,0.037,,329.62555,0.999
3.8,-0.32,-2.01,,,,,,0.038,,329.61488,0.999
3.9,-0.32,-2.01,,,,,,0.039,,329.60769,0.999
4.0,-1.47,-1.67,,,,,,0.04,,329.59626,0.999
4.1,-0.32,-2.01,,,,,,0.041,,329.58706,0.999
4.2,-0.32,-2.01,,,,,,0.042,,329.57887,0.999
4.3,-0.32,-2.01,,,,,,0.043,,329.57189,0.999
4.4,-0.32,-2.01,,,,,,0.044,,329.56334,0.999
4.5,-0.32,-2.01,,,,,,0.045,,329.55538,0.999
4.6,-0.32,-2.01,,,,,,0.046,,329.54902,0.999
4.7,-0.32,-2.01,,,,,,0.047,,329.53911,0.999
4.8,-0.32,-2.01,,,,,,0.048,,329.53035,0.999
4.9,-0.32,-2.01,,,,,,0.049,,329.521,0.999
5.0,1.32,3.41,,,,,,0.05,,329.51416,0.999
5.1,1.75,4.22,,,,,,0.051,,329.50223,0.998
5.2,3.28,4.88,,,,,,0.052,,329.49681,0.998
5.3,4.24,5.22,,,,,,0.053,,329.48737,0.998
5.4,4.57,5.89,,,,,,0.054,,329.48017,0.998
5.5,4.18,5.37,,,,,,0.055,,329.4667,0.998
5.6,2.31,2.78,,,,,,0.056,,329.46143,0.998
5.7,0.06,-0.35,,,,,,0.057,,329.456,0.998
5.8,-0.3,-2.04,,,,,,0.058,,329.45156,0.998
5.9,-0.3,-2.04,,,,,,0.059,,329.44173,0.998
6.0,-1.43,-1.68,,,,,,0.06,,329.43014,0.998
6.1,-0.3,-2.04,,,,,,0.061,,329.42472,0.998
6.2,-0.3,-2.04,,,,,,0.062,,329.42186,0.998
6.3,-0.3,-2.04,,,,,,0.063,,329.41509,0.998
6.4,-0.3,-2.04,,,,,,0.064,,329.40976,0.998
6.5,-0.3,-2.03,,,,,,0.065,,329.40068,0.998
6.6,-0.3,-2.03,,,,,,0.066,,329.39595,0.998
6.7,-0.3,-2.03,,,,,,0.067,,329.38704,0.998
6.8,-0.3,-2.03,,,,,,0.068,,329.37928,0.998
