Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,16.9,-9.7,,,,,,,,0.0,,,,
0.0,2,-15.4,11.7,,,,,,,,0.0,,,,
0.0,3,-13.4,0.0,,,,,,,,0.0,,,,
0.0,4,5.0,-4.0,,,,,,,,0.0,,,,
0.0,5,0.8,0.2,,,,,,,,0.0,,,,
0.1,1,16.9,-9.6,0.1,0.3,,,,,,0.001,,,,
0.1,2,-15.5,11.7,-0.2,0.0,,,,,,0.001,,,,
0.1,3,-13.4,0.0,-0.1,0.0,,,,,,0.001,,,,
0.1,4,5.0,-3.9,-0.7,0.5,,,,,,0.001,,,,
0.1,5,0.8,0.2,-0.1,-0.3,,,,,,0.001,,,,
0.2,1,16.9,-9.6,0.1,0.1,,,,,,0.002,,,,
0.2,2,-15.5,11.7,-0.3,-0.0,,,,,,0.002,,,,
0.2,3,-13.4,0.1,0.1,0.1,,,,,,0.002,,,,
0.2,4,4.9,-3.8,-0.5,0.6,,,,,,0.002,,,,
0.2,5,0.8,0.2,-0.2,0.5,,,,,,0.002,,,,
0.3,1,16.9,-9.6,0.0,0.1,,,,,,0.003,,,,
0.3,2,-15.5,11.7,-0.3,-0.1,,,,,,0.003,,,,
0.3,3,-13.4,0.1,0.1,0.0,,,,,,0.003,,,,
0.3,4,4.9,-3.8,-0.7,0.6,,,,,,0.003,,,,
0.3,5,0.8,0.2,0.2,-0.8,,,,,,0.003,,,,
0.4,1,16.9,-9.6,-0.1,0.2,,,,,,0.004,,,,
0.4,2,-15.5,11.7,-0.2,0.0,,,,,,0.004,,,,
0.4,3,-13.4,0.1,0.0,0.1,,,,,,0.004,,,,
0.4,4,4.8,-3.7,-0.6,0.5,,,,,,0.004,,,,
0.4,5,0.8,0.2,0.0,0.5,,,,,,0.004,,,,
0.5,1,16.9,-9.6,0.1,0.2,,,,,,0.005,,,,
0.5,2,-15.6,11.7,-0.3,0.0,,,,,,0.005,,,,
0.5,3,-13.4,0.1,-0.1,0.1,,,,,,0.005,,,,
0.5,4,4.7,-3.7,-0.5,0.6,,,,,,0.005,,,,
0.5,5,0.8,0.1,0.1,-0.8,,,,,,0.005,,,,
0.6,1,16.9,-9.5,0.1,0.3,,,,,,0.006,,,,
0.6,2,-15.6,11.7,-0.2,0.0,,,,,,0.006,,,,
