Time,ID,behv,com_radius,Battery,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.0,1,isocontour,6,100.0,-8.9,-10.4,-631.0,,,,-8.9,-10.4,-187.8,1
0.0,2,isocontour,6,100.0,-8.5,19.7,-633.6,,,,-8.5,19.7,-461.8,2
0.0,3,isocontour,6,100.0,-13.2,0.1,-621.1,,,,-13.2,0.1,-173.0,3
0.0,4,isocontour,6,100.0,13.4,17.2,-170.1,,,,13.4,17.2,-476.4,4
0.0,5,isocontour,6,100.0,2.9,3.8,-73.2,,,,2.9,3.8,-22.3,5
0.0,6,isocontour,6,100.0,-6.6,16.3,-465.7,,,,-6.6,16.3,-309.4,6
0.0,7,isocontour,6,100.0,2.9,6.0,-75.2,,,,2.9,6.0,-44.8,7
0.0,8,isocontour,6,100.0,-15.7,-14.4,-1083.5,,,,-15.7,-14.4,-452.3,8
0.0,9,isocontour,6,100.0,-4.1,5.9,-243.5,,,,-4.1,5.9,-51.4,9
0.0,10,isocontour,6,100.0,-20.0,-17.0,-1442.5,,,,-20.0,-17.0,-689.8,10
0.0,11,isocontour,6,100.0,0.1,-19.7,-705.9,,,,0.1,-19.7,-388.7,11
0.0,12,isocontour,6,100.0,5.9,-17.5,-509.7,,,,5.9,-17.5,-342.4,12
0.0,13,isocontour,6,100.0,11.9,-12.8,-294.8,,,,11.9,-12.8,-305.2,13
0.0,14,isocontour,6,100.0,16.2,17.9,-206.0,,,,16.2,17.9,-581.4,14
0.0,15,isocontour,6,100.0,9.6,-14.7,-364.3,,,,9.6,-14.7,-307.2,15
0.0,16,isocontour,6,100.0,-1.0,-2.6,-201.5,,,,-1.0,-2.6,-7.8,16
0.0,17,isocontour,6,100.0,-1.5,19.9,-408.0,,,,-1.5,19.9,-399.2,17
0.0,18,isocontour,6,100.0,-8.4,16.2,-532.5,,,,-8.4,16.2,-332.3,18
0.0,19,isocontour,6,100.0,5.3,-0.0,-56.4,,,,5.3,-0.0,-28.0,19
0.0,20,isocontour,6,100.0,9.0,8.6,-23.5,,,,9.0,8.6,-154.3,20
0.0,21,isocontour,6,100.0,-4.8,-16.3,-689.8,,,,-4.8,-16.3,-288.7,21
0.0,22,isocontour,6,100.0,9.5,-12.6,-290.4,,,,9.5,-12.6,-249.2,22
0.0,23,isocontour,6,100.0,9.0,-7.9,-155.9,,,,9.0,-7.9,-143.9,23
0.0,24,isocontour,6,100.0,-9.8,14.5,-554.3,,,,-9.8,14.5,-307.5,24
