Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,22,0.0,-3.3,6.3,,,0.274
0.0,23,0.0,-3.8,5.9,,,0.274
0.0,24,0.0,22.7,-7.9,,,0.274
0.0,25,0.0,-11.1,4.7,,,0.274
0.1,22,0.0,-3.3,6.2,2.0,7.523,0.274
0.1,23,0.0,-3.9,5.9,2.0,7.523,0.274
0.1,24,0.0,22.7,-7.8,0.0,22.568,0.274
0.1,25,0.0,-11.1,4.7,2.0,7.523,0.274
0.2,22,0.0,-3.3,6.2,2.0,7.523,0.274
0.2,23,0.0,-3.9,5.9,2.0,7.523,0.274
0.2,24,0.0,22.7,-7.7,0.0,22.568,0.274
0.2,25,0.0,-11.1,4.7,2.0,7.523,0.274
0.3,22,0.0,-3.4,6.1,2.0,7.523,0.274
0.3,23,0.0,-4.0,5.8,2.0,7.523,0.274
0.3,24,0.0,22.7,-7.8,0.0,22.568,0.274
0.3,25,0.0,-11.1,4.7,2.0,7.523,0.274
0.4,22,0.0,-3.5,6.1,2.0,7.523,0.274
0.4,23,0.0,-3.9,5.8,2.0,7.523,0.274
0.4,24,0.0,22.7,-7.7,0.0,22.568,0.274
0.4,25,0.0,-11.2,4.7,2.0,7.523,0.274
0.5,22,0.0,-3.5,6.2,2.0,7.523,0.274
0.5,23,0.0,-4.1,5.6,2.0,7.523,0.274
0.5,24,0.0,22.7,-7.8,0.0,22.568,0.274
0.5,25,0.0,-11.2,4.6,2.0,7.523,0.274
0.6,22,0.0,-3.5,6.3,2.0,7.523,0.274
0.6,23,0.0,-4.2,5.5,2.0,7.523,0.274
0.6,24,0.0,22.7,-7.9,0.0,22.568,0.274
0.6,25,0.0,-11.2,4.6,2.0,7.523,0.274
0.7,22,0.0,-3.6,6.2,2.0,7.523,0.274
0.7,23,0.0,-4.2,5.4,2.0,7.523,0.274
0.7,24,0.0,22.8,-7.8,0.0,22.568,0.274
0.7,25,0.0,-11.1,4.7,2.0,7.523,0.274
0.8,22,0.0,-3.6,6.3,2.0,7.523,0.274
0.8,23,0.0,-4.1,5.3,2.0,7.523,0.274
0.8,24,0.0,22.8,-7.9,0.0,22.568,0.274
0.8,25,0.0,-11.1,4.6,2.0,7.523,0.274
0.9,22,0.0,-3.6,6.4,2.0,7.523,0.274
0.9,23,0.0,-4.1,5.4,2.0,7.523,0.274
0.9,24,0.0,22.8,-7.9,0.0,22.568,0.274
0.9,25,0.001,-11.1,4.5,2.0,7.523,0.274
1.0,22,0.0,-3.7,6.3,2.0,7.523,0.274
1.0,23,0.001,-4.3,5.4,2.0,7.523,0.274
1.0,24,0.0,22.7,-7.9,0.0,22.568,0.274
1.0,25,0.003,-11.0,4.5,2.0,7.523,0.273
1.1,22,0.001,-3.9,6.3,2.0,7.523,0.274
1.1,23,0.003,-4.4,5.4,2.0,7.523,0.273
1.1,24,0.0,22.7,-7.9,0.0,22.568,0.274
1.1,25,0.007,-11.0,4.5,2.0,7.523,0.272
1.2,22,0.003,-4.0,6.2,2.0,7.523,0.273
1.2,23,0.006,-4.6,5.4,2.0,7.523,0.273
1.2,24,0.0,22.7,-7.9,0.0,22.568,0.274
1.2,25,0.014,-11.1,4.5,2.0,7.523,0.27
1.3,22,0.007,-4.1,6.2,2.0,7.523,0.272
1.3,23,0.012,-4.9,5.4,2.0,7.523,0.271
1.3,24,0.0,22.7,-7.9,0.0,22.568,0.274
1.3,25,0.024,-11.2,4.5,2.0,7.523,0.268
1.4,22,0.013,-4.3,6.2,2.0,7.523,0.271
1.4,23,0.02,-5.2,5.4,2.0,7.523,0.269
1.4,24,0.0,22.8,-7.9,0.0,22.568,0.274
1.4,25,0.037,-11.2,4.6,2.0,7.523,0.264
1.5,22,0.022,-4.4,6.3,2.0,7.523,0.268
1.5,23,0.033,-5.4,5.3,2.0,7.523,0.265
1.5,24,0.0,22.8,-7.8,0.0,22.568,0.274
1.5,25,0.055,-11.1,4.5,2.0,7.523,0.259
1.6,22,0.034,-4.7,6.2,2.0,7.523,0.265
1.6,23,0.048,-5.5,5.3,2.0,7.523,0.261
1.6,24,0.0,22.6,-7.7,0.0,22.568,0.274
1.6,25,0.079,-11.1,4.4,2.0,7.523,0.253
1.7,22,0.051,-5.0,6.1,2.0,7.523,0.26
1.7,23,0.067,-5.8,5.3,2.0,7.523,0.256
1.7,24,0.0,22.4,-7.7,0.0,22.568,0.274
1.7,25,0.105,-11.2,4.4,2.0,7.523,0.245
1.8,22,0.069,-5.2,6.1,2.0,7.523,0.255
1.8,23,0.087,-6.0,5.4,2.0,7.523,0.25
1.8,24,0.0,22.2,-7.7,0.0,22.568,0.274
1.8,25,0.136,-11.3,4.3,2.0,7.523,0.237
1.9,22,0.089,-5.4,6.1,2.0,7.523,0.25
1.9,23,0.114,-6.2,5.3,2.0,7.523,0.243
1.9,24,0.001,22.0,-7.6,0.0,22.568,0.274
1.9,25,0.166,-11.3,4.4,2.0,7.523,0.229
2.0,22,0.112,-5.6,6.1,2.0,7.523,0.244
