Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,error
5.6,5.1,-2.44,6.34,-3.05,-1.2400000000000002,0.6099999999999999,1.3819189556555045
5.7,5.159999999999999,-2.38,6.63,-2.89,-1.4700000000000006,0.5100000000000002,1.5559562975867933
5.8,5.159999999999999,-2.38,6.89,-2.68,-1.7300000000000004,0.30000000000000027,1.755818897267028
5.9,5.159999999999999,-2.38,6.69,-2.95,-1.5300000000000011,0.5700000000000003,1.6327277789025345
6.0,4.9799999999999995,-2.3600000000000003,6.47,-2.7,-1.4900000000000002,0.33999999999999986,1.5282997088267736
6.1,5.42,-2.5,6.25,-2.45,-0.8300000000000001,-0.04999999999999982,0.8315046602394962
6.2,5.4399999999999995,-2.52,6.48,-2.21,-1.040000000000001,-0.31000000000000005,1.085218871933216
6.3,5.4799999999999995,-2.52,6.63,-1.91,-1.1500000000000004,-0.6100000000000001,1.3017680284904838
6.4,5.5200000000000005,-2.52,6.45,-1.63,-0.9299999999999997,-0.8900000000000001,1.2872451204024817
6.5,5.54,-2.52,6.5,-1.3,-0.96,-1.22,1.5524174696260025
6.6,5.56,-2.54,6.71,-1.04,-1.1500000000000004,-1.5,1.89010581714358
6.7,5.58,-2.54,6.81,-1.36,-1.2299999999999995,-1.18,1.7044940598312446
6.8,5.58,-2.54,7.14,-1.3,-1.5599999999999996,-1.24,1.9927869931329838
6.9,5.58,-2.54,7.2,-1.63,-1.62,-0.9100000000000001,1.8580904176062047
7.0,5.4,-2.4,7.48,-1.45,-2.08,-0.95,2.2866788143506294
7.1,5.58,-2.54,7.34,-1.75,-1.7599999999999998,-0.79,1.9291708063310515
7.2,5.58,-2.54,7.23,-1.44,-1.6500000000000004,-1.1,1.9830532015051943
7.3,5.58,-2.54,7.19,-1.11,-1.6100000000000003,-1.43,2.1533694527414475
7.4,5.58,-2.54,7.52,-1.05,-1.9399999999999995,-1.49,2.446160256401857
7.5,5.8,-2.56,7.32,-0.78,-1.5200000000000005,-1.78,2.3406836608136525
7.6,5.82,-2.5799999999999996,7.23,-1.1,-1.4100000000000001,-1.4799999999999995,2.04413796011913
7.7,5.82,-2.5799999999999996,7.02,-1.36,-1.1999999999999993,-1.2199999999999995,1.7112568480505774
7.8,5.82,-2.5799999999999996,6.73,-1.19,-0.9100000000000001,-1.3899999999999997,1.6613849644197456
7.9,5.82,-2.5799999999999996,6.42,-1.07,-0.5999999999999996,-1.5099999999999996,1.624838453508532
8.0,5.74,-2.54,6.34,-1.39,-0.5999999999999996,-1.1500000000000001,1.2971121771072847
8.1,5.9399999999999995,-2.5799999999999996,6.46,-1.71,-0.5200000000000005,-0.8699999999999997,1.0135580891098448
8.2,5.9399999999999995,-2.5799999999999996,6.36,-1.39,-0.4200000000000008,-1.1899999999999997,1.2619429464123963
8.3,5.9399999999999995,-2.5799999999999996,6.25,-1.7,-0.3100000000000005,-0.8799999999999997,0.9330058949438635
8.4,5.9399999999999995,-2.5799999999999996,5.96,-1.54,-0.020000000000000462,-1.0399999999999996,1.040192289915667
8.5,5.9399999999999995,-2.5799999999999996,6.05,-1.22,-0.11000000000000032,-1.3599999999999997,1.3644412775931396
8.6,5.9399999999999995,-2.5799999999999996,6.37,-1.33,-0.4300000000000006,-1.2499999999999996,1.321892582625381
8.7,5.9399999999999995,-2.5799999999999996,6.12,-1.56,-0.1800000000000006,-1.0199999999999996,1.0357605900979239
8.8,5.9399999999999995,-2.5799999999999996,6.33,-1.82,-0.39000000000000057,-0.7599999999999996,0.8542247947700885
8.9,5.9399999999999995,-2.5799999999999996,6.63,-1.96,-0.6900000000000004,-0.6199999999999997,0.9276313923105449
9.0,5.84,-2.46,6.96,-1.97,-1.12,-0.49,1.2224974437601086
9.1,6.2,-2.62,6.64,-1.88,-0.4399999999999995,-0.7400000000000002,0.8609297300012353
9.2,6.2,-2.62,6.7,-2.21,-0.5,-0.41000000000000014,0.6466065264130885
9.3,6.2,-2.62,6.51,-1.94,-0.3099999999999996,-0.6800000000000002,0.7473285756613351
9.4,6.2,-2.62,6.33,-2.22,-0.1299999999999999,-0.3999999999999999,0.42059481689626166
9.5,6.2,-2.62,6.04,-2.05,0.16000000000000014,-0.5700000000000003,0.5920304046246276
9.6,6.2,-2.62,6.25,-2.31,-0.04999999999999982,-0.31000000000000005,0.31400636936215165
9.7,6.2,-2.62,6.58,-2.24,-0.3799999999999999,-0.3799999999999999,0.537401153701776
9.8,6.2,-2.62,6.26,-2.12,-0.05999999999999961,-0.5,0.5035871324805667
9.9,6.2,-2.62,6.03,-2.36,0.16999999999999993,-0.26000000000000023,0.31064449134018146
10.0,6.14,-2.54,6.2,-2.07,-0.0600000000000005,-0.4700000000000002,0.4738143096192856
10.1,6.32,-2.4,5.87,-2.14,0.4500000000000002,-0.2599999999999998,0.5197114584074514
10.2,6.359999999999999,-2.34,5.68,-2.42,0.6799999999999997,0.08000000000000007,0.6846897107449473
10.3,6.32,-2.3,5.66,-2.08,0.6600000000000001,-0.21999999999999975,0.6957010852370435
10.4,6.3,-2.34,5.98,-1.99,0.3199999999999994,-0.34999999999999987,0.47423622805517457
10.5,6.279999999999999,-2.3600000000000003,5.93,-2.32,0.34999999999999964,-0.04000000000000048,0.3522782990761704
10.6,6.460000000000001,-2.2,5.74,-2.58,0.7200000000000006,0.3799999999999999,0.8141252974819054
10.7,6.540000000000001,-2.12,5.64,-2.26,0.9000000000000012,0.13999999999999968,0.9108238029388572
10.8,6.539999999999999,-2.14,5.87,-2.51,0.669999999999999,0.36999999999999966,0.7653757247260972
10.9,6.640000000000001,-1.98,5.87,-2.18,0.7700000000000005,0.20000000000000018,0.7955501241279526
11.0,6.5200000000000005,-2.08,5.75,-2.49,0.7700000000000005,0.41000000000000014,0.8723531395025761
11.1,6.4,-1.8199999999999998,5.97,-2.74,0.4300000000000006,0.9200000000000004,1.0155294185792951
11.2,6.62,-1.7799999999999998,5.74,-2.99,0.8799999999999999,1.2100000000000004,1.496161755960899
11.3,6.6,-1.8,5.93,-2.71,0.6699999999999999,0.9099999999999999,1.1300442469213317
11.4,6.6,-1.8,6.14,-2.96,0.45999999999999996,1.16,1.2478781991845198
11.5,6.6,-1.8,5.81,-2.98,0.79,1.18,1.4200352108310552
11.6,6.6,-1.8,5.87,-3.31,0.7299999999999995,1.51,1.6772000476985442
11.7,6.6,-1.8,5.98,-3.63,0.6199999999999992,1.8299999999999998,1.9321749403198456
11.8,6.6,-1.8,5.71,-3.81,0.8899999999999997,2.01,2.1982265579325526
11.9,6.6,-1.8,5.38,-3.75,1.2199999999999998,1.95,2.300195643852931
12.0,6.58,-1.8799999999999997,5.12,-3.55,1.46,1.6700000000000002,2.218220007122828
12.1,6.6,-1.8,5.37,-3.77,1.2299999999999995,1.97,2.3224555969921146
12.2,6.6,-1.8,5.66,-3.62,0.9399999999999995,1.82,2.048414020651099
12.3,6.6,-1.8,5.53,-3.31,1.0699999999999994,1.51,1.8506755523321745
12.4,6.6,-1.8,5.67,-3.61,0.9299999999999997,1.8099999999999998,2.0349447166937975
12.5,6.6,-1.8,5.48,-3.89,1.1199999999999992,2.09,2.3711811402758745
12.6,6.6,-1.8,5.8,-3.97,0.7999999999999998,2.17,2.3127689032845455
12.7,6.6,-1.8,5.73,-4.3,0.8699999999999992,2.5,2.6470549673174526
12.8,6.6,-1.8,5.96,-4.54,0.6399999999999997,2.74,2.81375194357996
12.9,6.6,-1.8,6.09,-4.24,0.5099999999999998,2.4400000000000004,2.4927294277558487
13.0,6.540000000000001,-1.9,6.36,-4.43,0.1800000000000006,2.53,2.5363950796356627
13.1,6.6,-1.8,6.21,-4.73,0.3899999999999997,2.9300000000000006,2.9558416737031097
13.2,6.6,-1.8,5.94,-4.53,0.6599999999999993,2.7300000000000004,2.8086473612755305
13.3,6.6,-1.8,6.15,-4.78,0.4499999999999993,2.9800000000000004,3.0137849956491594
13.4,6.6,-1.8,6.44,-4.6,0.15999999999999925,2.8,2.8045677028732965
13.5,6.6,-1.8,6.74,-4.46,-0.14000000000000057,2.66,2.663681662661663
13.6,6.6,-1.8,7.03,-4.62,-0.4300000000000006,2.8200000000000003,2.8525953095383163
13.7,6.6,-1.8,6.92,-4.3,-0.3200000000000003,2.5,2.520396794157618
13.8,6.6,-1.8,7.08,-4.01,-0.4800000000000004,2.21,2.2615260334561706
13.9,6.6,-1.8,7.38,-4.15,-0.7800000000000002,2.3500000000000005,2.4760654272454117
14.0,6.62,-1.86,7.13,-4.38,-0.5099999999999998,2.5199999999999996,2.5710892633278988
14.1,6.6,-1.8,7.44,-4.26,-0.8400000000000007,2.46,2.5994614826921367
14.2,6.6,-1.8,7.45,-3.92,-0.8500000000000005,2.12,2.2840534144367117
14.3,6.6,-1.8,7.59,-3.62,-0.9900000000000002,1.82,2.0718349355100663
14.4,6.6,-1.8,7.6,-3.29,-1.0,1.49,1.7944637081869335
14.5,6.6,-1.8,7.3,-3.43,-0.7000000000000002,1.6300000000000001,1.7739503938949366
14.6,6.6,-1.8,7.16,-3.13,-0.5600000000000005,1.3299999999999998,1.4430869689661814
14.7,6.6,-1.8,7.03,-3.43,-0.4300000000000006,1.6300000000000001,1.6857639217873899
14.8,6.6,-1.8,7.37,-3.43,-0.7700000000000005,1.6300000000000001,1.8027201668589612
14.9,6.6,-1.8,7.63,-3.23,-1.0300000000000002,1.43,1.7623280057923385
15.0,6.720000000000001,-1.8399999999999999,7.3,-3.18,-0.5799999999999992,1.3400000000000003,1.4601369798755184
15.1,7.040000000000001,-2.0,7.6,-3.03,-0.5599999999999987,1.0299999999999998,1.1723907198540928
15.2,7.06,-2.04,7.43,-2.74,-0.3700000000000001,0.7000000000000002,0.7917701686727029
15.3,7.1,-2.04,7.13,-2.6,-0.03000000000000025,0.56,0.5608029957123981
15.4,7.359999999999999,-2.18,7.19,-2.27,0.16999999999999904,0.08999999999999986,0.1923538406167125
15.5,7.339999999999999,-2.18,7.47,-2.09,-0.13000000000000078,-0.0900000000000003,0.15811388300841978
15.6,7.339999999999999,-2.2,7.39,-2.42,-0.05000000000000071,0.21999999999999975,0.22561028345356945
15.7,7.339999999999999,-2.18,7.57,-2.7,-0.23000000000000131,0.52,0.5685947590331806
15.8,7.339999999999999,-2.18,7.79,-2.95,-0.45000000000000107,0.77,0.8918520056601325
15.9,7.339999999999999,-2.18,8.05,-3.15,-0.7100000000000017,0.9699999999999998,1.2020815280171318
16.0,7.359999999999999,-2.1399999999999997,8.36,-3.27,-1.0,1.1300000000000003,1.5089400253157847
16.1,7.339999999999999,-2.18,8.55,-3.55,-1.2100000000000017,1.3699999999999997,1.827840255602224
16.2,7.339999999999999,-2.18,8.87,-3.45,-1.5300000000000002,1.27,1.9884164553734716
16.3,7.339999999999999,-2.18,8.82,-3.78,-1.4800000000000013,1.5999999999999996,2.179541236132045
16.4,7.339999999999999,-2.18,8.59,-3.54,-1.2500000000000009,1.3599999999999999,1.8471870506258974
16.5,7.339999999999999,-2.18,8.79,-3.81,-1.4500000000000002,1.63,2.1816049138191818
16.6,7.339999999999999,-2.18,8.56,-3.56,-1.2200000000000015,1.38,1.841955482632521
16.7,7.339999999999999,-2.18,8.61,-3.89,-1.2700000000000005,1.71,2.130023474049054
16.8,7.339999999999999,-2.18,8.94,-3.89,-1.6000000000000005,1.71,2.3418155350069743
16.9,7.339999999999999,-2.18,8.61,-3.92,-1.2700000000000005,1.7399999999999998,2.1541819793137256
17.0,7.42,-2.1399999999999997,8.5,-4.24,-1.08,2.1000000000000005,2.3614402384985316
17.1,7.339999999999999,-2.18,8.3,-3.97,-0.9600000000000017,1.79,2.031181921936094
17.2,7.339999999999999,-2.18,8.17,-3.66,-0.830000000000001,1.48,1.6968500228364325
17.3,7.339999999999999,-2.18,8.17,-4.0,-0.830000000000001,1.8199999999999998,2.0003249735980404
17.4,7.339999999999999,-2.18,8.5,-4.05,-1.160000000000001,1.8699999999999997,2.200568108466539
17.5,7.339999999999999,-2.18,8.19,-3.94,-0.8500000000000005,1.7599999999999998,1.9545076106272905
17.6,7.339999999999999,-2.18,8.21,-4.27,-0.8700000000000019,2.0899999999999994,2.2638462845343543
17.7,7.339999999999999,-2.18,8.18,-3.94,-0.8400000000000007,1.7599999999999998,1.9501794789198252
17.8,6.8,-3.2,8.21,-3.61,-1.410000000000001,0.4099999999999997,1.4684004903295296
17.9,6.8,-3.2,8.38,-3.33,-1.580000000000001,0.1299999999999999,1.585339080449354
18.0,7.340000000000001,-2.34,8.57,-3.05,-1.2299999999999995,0.71,1.4202112518917736
18.1,6.8,-3.2,8.35,-3.3,-1.5499999999999998,0.09999999999999964,1.5532224567009065
18.2,6.8,-3.2,8.08,-3.49,-1.2800000000000002,0.29000000000000004,1.312440474840669
18.3,6.8,-3.2,7.75,-3.41,-0.9500000000000002,0.20999999999999996,0.9729337079164234
18.4,7.12,-3.5,8.0,-3.19,-0.8799999999999999,-0.31000000000000005,0.9330058949438637
18.5,7.159999999999999,-3.54,7.72,-3.38,-0.5600000000000005,-0.16000000000000014,0.582408791142442
18.6,7.44,-3.7,7.41,-3.25,0.03000000000000025,-0.4500000000000002,0.4509988913511874
18.7,7.3,-3.2600000000000002,7.47,-3.58,-0.16999999999999993,0.31999999999999984,0.3623534186398686
18.8,7.3,-3.3,7.2,-3.39,0.09999999999999964,0.0900000000000003,0.13453624047073703
18.9,7.3,-3.3,7.01,-3.67,0.29000000000000004,0.3700000000000001,0.4701063709417264
19.0,7.44,-2.7800000000000002,6.77,-3.43,0.6700000000000008,0.6499999999999999,0.9334880824091977
19.1,7.3,-3.3,6.47,-3.28,0.8300000000000001,-0.020000000000000018,0.8302409288875128
19.2,7.3,-3.3,6.81,-3.28,0.4900000000000002,-0.020000000000000018,0.49040799340956936
19.3,7.3,-3.3,7.14,-3.28,0.16000000000000014,-0.020000000000000018,0.16124515496597114
19.4,7.3,-3.3,7.06,-3.61,0.2400000000000002,0.31000000000000005,0.39204591567825336
19.5,7.3,-3.3,6.74,-3.69,0.5599999999999996,0.3900000000000001,0.6824221567329124
19.6,7.3,-3.3,6.49,-3.47,0.8099999999999996,0.17000000000000037,0.8276472678623421
19.7,7.3,-3.3,6.27,-3.72,1.0300000000000002,0.4200000000000004,1.112339876117008
19.8,7.3,-3.3,6.48,-3.98,0.8199999999999994,0.6800000000000002,1.0652699188468617
19.9,7.3,-3.3,6.56,-4.3,0.7400000000000002,1.0,1.2440257232067191
20.0,7.4,-3.0,6.26,-4.16,1.1400000000000006,1.1600000000000001,1.6264070831129585
20.1,7.159999999999999,-3.6399999999999997,6.54,-4.32,0.6199999999999992,0.6800000000000006,0.9202173656261872
20.2,7.0200000000000005,-3.84,6.32,-4.08,0.7000000000000002,0.2400000000000002,0.7400000000000003
20.3,7.0,-3.8,6.65,-4.12,0.34999999999999964,0.3200000000000003,0.47423622805517496
20.4,7.08,-3.94,6.94,-4.28,0.13999999999999968,0.3400000000000003,0.36769552621700485
20.5,7.0200000000000005,-4.119999999999999,6.67,-4.09,0.35000000000000053,-0.02999999999999936,0.3512833614050064
20.6,7.0,-4.1,7.0,-4.05,0.0,-0.04999999999999982,0.04999999999999982
20.7,7.0,-4.1,7.16,-4.34,-0.16000000000000014,0.2400000000000002,0.2884441020371194
20.8,7.0,-4.1,7.43,-4.14,-0.4299999999999997,0.040000000000000036,0.4318564576337834
20.9,7.0,-4.1,7.16,-4.34,-0.16000000000000014,0.2400000000000002,0.2884441020371194
21.0,7.159999999999999,-3.8600000000000003,6.97,-4.61,0.1899999999999995,0.75,0.7736924453553878
21.1,7.0,-4.1,6.66,-4.5,0.33999999999999986,0.40000000000000036,0.5249761899362677
21.2,7.0,-4.1,6.77,-4.81,0.23000000000000043,0.71,0.7463243262818117
21.3,7.0,-4.1,7.09,-4.7,-0.08999999999999986,0.6000000000000005,0.6067124524847011
21.4,7.0,-4.1,7.42,-4.75,-0.41999999999999993,0.6500000000000004,0.7738862965578344
21.5,7.0,-4.1,7.12,-4.91,-0.1200000000000001,0.8100000000000005,0.8188406438373713
21.6,7.0,-4.1,6.86,-4.71,0.13999999999999968,0.6100000000000003,0.6258594091327543
21.7,7.0,-4.1,6.93,-5.03,0.07000000000000028,0.9300000000000006,0.9326306878931238
21.8,7.0,-4.1,7.17,-4.8,-0.16999999999999993,0.7000000000000002,0.7203471385380803
21.9,7.0,-4.1,7.47,-4.94,-0.46999999999999975,0.8400000000000007,0.9625487000666517
22.0,7.12,-4.14,7.62,-4.64,-0.5,0.5,0.7071067811865476
22.1,7.0,-4.1,7.45,-4.35,-0.4500000000000002,0.25,0.5147815070493501
22.2,7.0,-4.1,7.65,-4.62,-0.6500000000000004,0.5200000000000005,0.8324061508662709
22.3,7.0,-4.1,7.55,-4.94,-0.5499999999999998,0.8400000000000007,1.0040418317978594
22.4,7.0,-4.1,7.35,-4.67,-0.34999999999999964,0.5700000000000003,0.6688796603276258
22.5,7.0,-4.1,7.54,-4.39,-0.54,0.29000000000000004,0.6129437168288782
22.6,7.0,-4.1,7.22,-4.49,-0.21999999999999975,0.39000000000000057,0.4477722635447626
22.7,7.0,-4.1,7.54,-4.59,-0.54,0.4900000000000002,0.7291776189653658
22.8,7.0,-4.1,7.31,-4.82,-0.3099999999999996,0.7200000000000006,0.7839005038906409
22.9,7.0,-4.1,7.52,-5.08,-0.5199999999999996,0.9800000000000004,1.1094142598686931
23.0,7.06,-4.220000000000001,7.84,-4.97,-0.7800000000000002,0.7499999999999991,1.0820813278122856
23.1,7.0,-4.1,7.56,-5.15,-0.5599999999999996,1.0500000000000007,1.1900000000000004
23.2,7.0,-4.1,7.82,-5.36,-0.8200000000000003,1.2600000000000007,1.5033296378372916
23.3,7.0,-4.1,8.12,-5.22,-1.1199999999999992,1.12,1.583919189857866
23.4,7.0,-4.1,8.1,-5.56,-1.0999999999999996,1.46,1.828004376362376
23.5,7.0,-4.1,8.04,-5.89,-1.0399999999999991,1.79,2.0701932276963904
23.6,7.0,-4.1,8.15,-6.2,-1.1500000000000004,2.1000000000000005,2.3942639787625764
23.7,7.0,-4.1,8.02,-5.9,-1.0199999999999996,1.8000000000000007,2.0689127579480004
23.8,7.0,-4.1,7.78,-5.66,-0.7800000000000002,1.5600000000000005,1.7441330224498366
23.9,7.0,-4.1,8.08,-5.52,-1.08,1.42,1.784040358287895
24.0,7.12,-4.22,7.9,-5.24,-0.7800000000000002,1.0200000000000005,1.2840560735419624
24.1,7.0,-4.1,7.65,-5.02,-0.6500000000000004,0.9199999999999999,1.126454615153225
24.2,7.0,-4.1,7.46,-5.3,-0.45999999999999996,1.2000000000000002,1.2851459061133876
24.3,7.0,-4.1,7.62,-5.59,-0.6200000000000001,1.4900000000000002,1.613846337170922
24.4,7.0,-4.1,7.88,-5.81,-0.8799999999999999,1.71,1.9231484602078956
24.5,7.0,-4.1,8.13,-6.03,-1.1300000000000008,1.9300000000000006,2.2364704335179586
24.6,7.0,-4.1,8.39,-6.24,-1.3900000000000006,2.1400000000000006,2.5518032839543108
24.7,7.0,-4.1,8.68,-6.39,-1.6799999999999997,2.29,2.8401584462842915
24.8,7.0,-4.1,8.44,-6.17,-1.4399999999999995,2.0700000000000003,2.521606630701942
24.9,7.0,-4.1,8.19,-6.38,-1.1899999999999995,2.2800000000000002,2.5718670261115757
25.0,7.06,-4.22,8.5,-6.27,-1.4400000000000004,2.05,2.5052145616693196
25.1,7.32,-4.58,8.17,-6.34,-0.8499999999999996,1.7599999999999998,1.95450761062729
25.2,7.42,-4.54,7.95,-6.09,-0.5300000000000002,1.5499999999999998,1.638108665504215
25.3,7.5,-4.7,7.79,-6.39,-0.29000000000000004,1.6899999999999995,1.714701140140753
25.4,7.5,-4.7,8.1,-6.26,-0.5999999999999996,1.5599999999999996,1.6714065932620938
25.5,7.5,-4.7,7.77,-6.21,-0.2699999999999996,1.5099999999999998,1.533949151699625
25.6,7.42,-4.92,7.71,-6.54,-0.29000000000000004,1.62,1.6457521077003063
25.7,7.4,-4.9,7.51,-6.27,-0.10999999999999943,1.3699999999999992,1.3744089638822927
25.8,7.44,-5.119999999999999,7.83,-6.36,-0.3899999999999997,1.240000000000001,1.2998846102635429
25.9,7.58,-5.24,7.54,-6.21,0.040000000000000036,0.9699999999999998,0.9708243919473797
26.0,7.459999999999999,-5.1,7.81,-6.4,-0.35000000000000053,1.3000000000000007,1.3462912017836268
26.1,7.6,-5.44,8.14,-6.44,-0.5400000000000009,1.0,1.1364858116140302
26.2,7.58,-5.48,7.92,-6.19,-0.33999999999999986,0.71,0.7872102641607259
26.3,7.5200000000000005,-5.8,8.12,-5.93,-0.5999999999999988,0.1299999999999999,0.6139218191268319
26.4,7.92,-5.5,8.45,-5.91,-0.5299999999999994,0.41000000000000014,0.6700746227100377
26.5,7.9,-5.5,8.24,-5.65,-0.33999999999999986,0.15000000000000036,0.3716180835212409
26.6,8.1,-5.6,8.29,-5.98,-0.1899999999999995,0.3800000000000008,0.4248529157249605
26.7,8.1,-5.6,8.55,-5.77,-0.45000000000000107,0.16999999999999993,0.4810405388322287
26.8,8.1,-5.6,8.79,-6.0,-0.6899999999999995,0.40000000000000036,0.7975587752636163
26.9,8.1,-5.6,8.56,-6.24,-0.46000000000000085,0.6400000000000006,0.7881624198095222
27.0,8.059999999999999,-5.68,8.39,-6.53,-0.33000000000000185,0.8500000000000005,0.9118113840043905
27.1,8.1,-5.6,8.42,-6.19,-0.3200000000000003,0.5900000000000007,0.6711929677819941
27.2,8.1,-5.6,8.63,-5.94,-0.5300000000000011,0.34000000000000075,0.629682459657248
27.3,8.1,-5.6,8.78,-5.64,-0.6799999999999997,0.040000000000000036,0.6811754546370558
27.4,8.1,-5.6,8.71,-5.96,-0.6100000000000012,0.3600000000000003,0.7083078426785925
27.5,8.1,-5.6,8.46,-5.74,-0.3600000000000012,0.14000000000000057,0.3862641583165607
27.6,8.1,-5.6,8.74,-5.55,-0.6400000000000006,-0.04999999999999982,0.6419501538281619
27.7,8.1,-5.6,8.41,-5.47,-0.3100000000000005,-0.1299999999999999,0.33615472627943266
27.8,8.1,-5.6,8.4,-5.8,-0.3000000000000007,0.20000000000000018,0.3605551275463996
27.9,8.1,-5.6,8.7,-5.65,-0.5999999999999996,0.05000000000000071,0.6020797289396145
28.0,8.120000000000001,-5.659999999999999,8.99,-5.82,-0.8699999999999992,0.16000000000000103,0.884590300647706
28.1,8.1,-5.6,8.83,-6.11,-0.7300000000000004,0.5100000000000007,0.8905054744357281
28.2,8.1,-5.6,8.86,-6.44,-0.7599999999999998,0.8400000000000007,1.1327841806805041
28.3,8.1,-5.6,8.53,-6.38,-0.4299999999999997,0.7800000000000002,0.8906739021662193
28.4,8.1,-5.6,8.23,-6.23,-0.13000000000000078,0.6300000000000008,0.6432728814430165
28.5,8.1,-5.6,8.56,-6.15,-0.46000000000000085,0.5500000000000007,0.7170076708097352
28.6,8.1,-5.6,8.32,-5.91,-0.22000000000000064,0.3100000000000005,0.380131556174965
28.7,8.1,-5.6,8.39,-5.58,-0.2900000000000009,-0.019999999999999574,0.29068883707497356
28.8,8.1,-5.6,8.72,-5.58,-0.620000000000001,-0.019999999999999574,0.6203224967708338
28.9,8.1,-5.6,8.87,-5.28,-0.7699999999999996,-0.3199999999999994,0.8338465086573181
29.0,8.22,-5.58,9.11,-5.05,-0.8899999999999988,-0.5300000000000002,1.035857133006284
29.1,8.1,-5.6,9.43,-5.12,-1.33,-0.47999999999999954,1.4139660533407439
29.2,8.1,-5.6,9.1,-5.12,-1.0,-0.47999999999999954,1.1092339699089635
29.3,8.1,-5.6,8.92,-4.83,-0.8200000000000003,-0.7699999999999996,1.124855546281388
29.4,8.1,-5.6,9.07,-5.14,-0.9700000000000006,-0.45999999999999996,1.073545527679195
29.5,8.1,-5.6,8.73,-5.16,-0.6300000000000008,-0.4399999999999995,0.7684399781375254
29.6,8.1,-5.6,8.44,-5.0,-0.33999999999999986,-0.5999999999999996,0.6896375859826663
29.7,8.1,-5.6,8.15,-5.16,-0.05000000000000071,-0.4399999999999995,0.4428317965096901
29.8,8.1,-5.6,8.38,-4.93,-0.28000000000000114,-0.6699999999999999,0.7261542535852837
29.9,8.1,-5.6,8.21,-5.21,-0.11000000000000121,-0.3899999999999997,0.4052159917870962
30.0,8.2,-5.4399999999999995,7.95,-5.42,0.2499999999999991,-0.019999999999999574,0.2507987240796881
30.1,8.059999999999999,-5.279999999999999,8.05,-5.74,0.00999999999999801,0.46000000000000085,0.4601086828130944
30.2,8.1,-5.3,8.33,-5.55,-0.23000000000000043,0.25,0.33970575502926087
30.3,8.1,-5.3,8.56,-5.31,-0.46000000000000085,0.009999999999999787,0.46010868281309447
30.4,8.1,-5.3,8.36,-5.05,-0.2599999999999998,-0.25,0.3606937759374285
30.5,8.1,-5.3,8.59,-5.29,-0.4900000000000002,-0.009999999999999787,0.49010203019371407
30.6,8.1,-5.3,8.36,-5.53,-0.2599999999999998,0.23000000000000043,0.34713109915419577
30.7,8.1,-5.3,8.11,-5.75,-0.009999999999999787,0.4500000000000002,0.4501110973970761
30.8,8.1,-5.3,7.89,-6.0,0.20999999999999996,0.7000000000000002,0.7308214556237387
30.9,8.1,-5.3,7.73,-6.29,0.3699999999999992,0.9900000000000002,1.0568822072492279
31.0,8.18,-5.26,8.05,-6.36,0.129999999999999,1.1000000000000005,1.1076551810017414
31.1,8.1,-5.3,8.22,-6.07,-0.120000000000001,0.7700000000000005,0.7792945527847612
31.2,8.1,-5.3,8.29,-6.39,-0.1899999999999995,1.0899999999999999,1.106435718873898
31.3,8.1,-5.3,8.59,-6.26,-0.4900000000000002,0.96,1.0778218776773834
31.4,8.1,-5.3,8.83,-6.5,-0.7300000000000004,1.2000000000000002,1.404599587070992
31.5,8.1,-5.3,8.6,-6.74,-0.5,1.4400000000000004,1.5243359209832987
31.6,8.1,-5.3,8.79,-6.47,-0.6899999999999995,1.17,1.3583077707206122
31.7,8.1,-5.3,8.59,-6.2,-0.4900000000000002,0.9000000000000004,1.0247438704378773
31.8,8.1,-5.3,8.53,-6.53,-0.4299999999999997,1.2300000000000004,1.302996546426736
31.9,8.1,-5.3,8.53,-6.2,-0.4299999999999997,0.9000000000000004,0.9974467404327914
32.0,8.28,-5.34,8.69,-6.49,-0.41000000000000014,1.1500000000000004,1.220901306412603
32.1,8.1,-5.3,8.92,-6.25,-0.8200000000000003,0.9500000000000002,1.254950198215053
32.2,8.1,-5.3,9.22,-6.4,-1.120000000000001,1.1000000000000005,1.5698407562552334
32.3,8.1,-5.3,8.96,-6.19,-0.8600000000000012,0.8900000000000006,1.2376186811776893
32.4,8.1,-5.3,8.63,-6.24,-0.5300000000000011,0.9400000000000004,1.0791200118615176
32.5,8.1,-5.3,8.85,-5.99,-0.75,0.6900000000000004,1.019117265087782
32.6,8.1,-5.3,9.05,-6.25,-0.9500000000000011,0.9500000000000002,1.3435028842544412
32.7,8.1,-5.3,9.28,-6.01,-1.1799999999999997,0.71,1.3771347065556077
32.8,8.1,-5.3,9.11,-5.72,-1.0099999999999998,0.41999999999999993,1.0938464243210742
32.9,8.1,-5.3,9.36,-5.94,-1.2599999999999998,0.6400000000000006,1.4132232661543611
33.0,8.3,-5.279999999999999,9.15,-6.2,-0.8499999999999996,0.9200000000000008,1.2525573839150048
33.1,8.1,-5.3,9.43,-6.03,-1.33,0.7300000000000004,1.5171684151734774
33.2,8.1,-5.3,9.32,-6.34,-1.2200000000000006,1.04,1.6031219541881403
33.3,8.1,-5.3,9.53,-6.59,-1.4299999999999997,1.29,1.9258764238652488
33.4,8.1,-5.3,9.79,-6.81,-1.6899999999999995,1.5099999999999998,2.2663186007267377
33.5,8.1,-5.3,10.0,-6.55,-1.9000000000000004,1.25,2.274313083108832
33.6,8.1,-5.3,9.91,-6.23,-1.8100000000000005,0.9300000000000006,2.0349447166937984
