Time,ID,behv,com_radius,Battery,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.0,1,seeker,5,100.0,-1.3,-7.2,-33.098,,,,-1.3,-7.2,-54.17,1
0.0,2,seeker,5,100.0,8.2,1.2,-61.066,,,,8.2,1.2,-68.322,2
0.0,3,seeker,5,100.0,-0.7,-9.0,-36.053,,,,-0.7,-9.0,-81.712,3
0.0,4,seeker,5,100.0,-2.5,7.8,-221.483,,,,-2.5,7.8,-66.836,4
0.0,5,seeker,5,100.0,3.4,-1.6,-16.1,,,,3.4,-1.6,-14.282,5
0.0,6,explorer,10,100.0,-3.0,6.0,-184.1,,,,-3.0,6.0,-44.9,6
0.0,7,explorer,10,100.0,-0.3,6.5,-164.2,,,,-0.3,6.5,-42.3,7
0.0,8,explorer,10,100.0,6.8,9.0,-218.0,,,,6.8,9.0,-127.2,8
0.0,9,explorer,10,100.0,-8.8,3.1,-242.2,,,,-8.8,3.1,-86.5,9
0.0,10,explorer,10,100.0,4.5,-4.4,-1.4,,,,4.5,-4.4,-39.2,10
0.0,11,isocontour,6,100.0,-2.7,-7.5,-51.9,,,,-2.7,-7.5,-63.9,11
0.0,12,isocontour,6,100.0,8.2,8.8,-220.9,,,,8.2,8.8,-144.3,12
0.0,13,isocontour,6,100.0,4.8,-3.8,-3.3,,,,4.8,-3.8,-37.2,13
0.0,14,isocontour,6,100.0,8.6,-6.6,-20.3,,,,8.6,-6.6,-117.3,14
0.0,15,isocontour,6,100.0,-7.0,6.0,-256.1,,,,-7.0,6.0,-84.0,15
0.0,Target,,,,4.19,-5.52,-47.992,3.13,-1.15,,,,,
0.1,1,seeker,5,99.98,-1.1,-7.2,-32.497,1.6,0.9,1.8,4.5,-4.4,-1.4,10
0.1,2,seeker,5,99.98,8.1,1.0,-53.916,-0.8,-1.6,1.8,4.5,-4.4,-1.4,10
0.1,3,seeker,5,99.99,-0.6,-8.9,-36.869,1.1,0.9,1.4,4.5,-4.4,-1.4,10
0.1,4,seeker,5,99.98,-2.3,7.7,-208.259,1.5,-1.1,1.9,-0.3,6.5,-42.3,7
0.1,5,seeker,5,99.98,3.5,-1.8,-12.272,0.7,-1.8,1.9,4.5,-4.4,-1.4,10
0.1,6,explorer,10,100.0,-3.0,6.0,-176.5,-0.4,-0.4,0.6,-0.3,6.5,-42.3,7
0.1,7,explorer,10,99.98,-0.1,6.4,-153.5,1.8,-0.6,1.9,-0.1,6.4,-42.3,7
0.1,8,explorer,10,99.98,6.6,9.1,-209.1,-1.8,0.6,1.9,-0.3,6.5,-42.3,7
0.1,9,explorer,10,100.0,-8.8,3.1,-237.5,-0.4,-0.4,0.6,-0.3,6.5,-42.3,7
0.1,10,explorer,10,100.0,4.5,-4.4,-0.6,0.2,-0.7,0.7,4.5,-4.4,-1.4,10
0.1,11,isocontour,6,99.99,-2.8,-7.4,-54.2,-0.8,1.4,1.6,4.5,-4.4,-1.4,10
0.1,12,isocontour,6,99.58,7.7,8.6,-201.9,-5.0,-2.1,5.4,-0.3,6.5,-42.3,7
0.1,13,isocontour,6,99.54,5.3,-3.9,-2.9,5.4,-1.2,5.5,4.5,-4.4,-1.4,10
0.1,14,isocontour,6,99.99,8.5,-6.5,-20.5,-0.0,1.6,1.6,4.5,-4.4,-1.4,10
0.1,15,isocontour,6,99.95,-6.7,6.0,-244.9,2.5,0.7,2.6,-0.3,6.5,-42.3,7
0.1,Target,,,,4.21,-5.18,-0.111,0.21,3.33,,,,,
0.2,1,seeker,5,99.97,-1.0,-7.1,-31.971,1.7,0.7,1.8,4.5,-4.4,-0.6,10
0.2,2,seeker,5,99.97,8.0,0.9,-47.333,-0.8,-1.5,1.7,4.5,-4.4,-0.6,10
0.2,3,seeker,5,99.97,-0.4,-8.8,-37.387,1.5,1.1,1.9,4.5,-4.4,-0.6,10
0.2,4,seeker,5,99.97,-2.1,7.6,-196.123,1.6,-0.7,1.7,-0.3,6.5,-42.3,7
0.2,5,seeker,5,99.97,3.6,-1.9,-8.999,0.5,-1.8,1.9,4.5,-4.4,-0.6,10
0.2,6,explorer,10,99.98,-3.2,5.9,-170.2,-1.6,-0.7,1.7,-0.3,6.5,-42.3,7
0.2,7,explorer,10,99.98,-0.0,6.4,-145.6,0.7,0.0,0.7,-0.0,6.4,-42.3,7
0.2,8,explorer,10,99.96,6.4,9.2,-201.6,-1.7,1.0,2.0,-0.3,6.5,-42.3,7
0.2,9,explorer,10,100.0,-8.8,3.0,-231.0,0.3,-0.6,0.7,-0.3,6.5,-42.3,7
0.2,10,explorer,10,100.0,4.5,-4.5,-0.2,-0.1,-0.7,0.7,4.5,-4.5,-0.6,10
0.2,11,isocontour,6,99.98,-3.0,-7.3,-58.1,-1.5,0.4,1.6,4.5,-4.4,-0.6,10
0.2,12,isocontour,6,99.4,7.3,8.6,-191.5,-4.0,0.5,4.0,-0.3,6.5,-42.3,7
0.2,13,isocontour,6,99.39,5.7,-3.9,-3.0,3.8,-0.1,3.8,4.5,-4.4,-0.6,10
0.2,14,isocontour,6,99.98,8.6,-6.6,-22.1,0.3,-1.6,1.6,4.5,-4.4,-0.6,10
0.2,15,isocontour,6,99.91,-6.5,6.1,-233.5,2.4,0.3,2.4,-0.3,6.5,-42.3,7
0.2,Target,,,,4.23,-4.85,-0.111,0.2,3.33,,,,,
0.3,1,seeker,5,99.96,-0.8,-7.0,-33.687,1.5,0.5,1.6,4.5,-4.5,-0.2,10
0.3,2,seeker,5,99.96,7.9,0.7,-40.756,-0.7,-1.5,1.7,4.5,-4.5,-0.2,10
0.3,3,seeker,5,99.96,-0.3,-8.7,-39.146,1.5,1.2,1.9,4.5,-4.5,-0.2,10
0.3,4,seeker,5,99.96,-2.0,7.6,-189.346,1.5,-0.7,1.7,-0.3,6.5,-42.3,7
0.3,5,seeker,5,99.95,3.6,-2.1,-6.94,0.7,-1.7,1.8,4.5,-4.5,-0.2,10
0.3,6,explorer,10,99.98,-3.2,5.9,-167.7,-0.3,-0.5,0.6,-0.3,6.5,-42.3,7
0.3,7,explorer,10,99.97,0.1,6.4,-140.4,1.5,-0.1,1.5,0.1,6.4,-42.3,7
0.3,8,explorer,10,99.95,6.3,9.2,-193.8,-1.6,0.2,1.6,-0.3,6.5,-42.3,7
0.3,9,explorer,10,100.0,-8.7,3.0,-231.0,0.5,-0.5,0.7,-0.3,6.5,-42.3,7
0.3,10,explorer,10,99.98,4.4,-4.7,-0.0,-0.6,-1.8,1.9,4.4,-4.7,-0.2,10
0.3,11,isocontour,6,99.97,-3.1,-7.4,-65.0,-1.2,-1.1,1.6,4.5,-4.5,-0.2,10
0.3,12,isocontour,6,99.32,7.0,8.7,-182.5,-3.1,0.2,3.1,-0.3,6.5,-42.3,7
