Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,1.56,4.93,2.93,12.81,-1.37,-7.88,7.998,0.0,0.84,660.0,1.0
0.1,1.55,4.93,3.24,12.4,-1.69,-7.47,7.659,0.001,0.847,659.63781,0.999
0.2,1.34,4.75,3.27,12.64,-1.93,-7.89,8.123,0.001,0.838,659.36693,0.999
0.3,0.52,4.31,3.7,12.27,-3.18,-7.96,8.572,0.002,0.829,659.01563,0.999
0.4,0.16,5.15,3.59,12.34,-3.43,-7.19,7.966,0.003,0.841,658.73739,0.998
0.5,0.29,5.3,3.89,11.91,-3.6,-6.61,7.527,0.003,0.849,658.48529,0.998
0.6,0.85,5.87,3.79,11.69,-2.94,-5.82,6.52,0.004,0.87,658.19446,0.997
0.7,1.78,5.96,3.89,11.95,-2.11,-5.99,6.351,0.005,0.873,657.94814,0.997
0.8,2.82,6.18,4.08,12.24,-1.26,-6.06,6.19,0.005,0.876,657.65679,0.996
0.9,2.77,6.17,4.54,11.88,-1.77,-5.71,5.978,0.006,0.88,657.39218,0.996
1.0,1.59,4.87,4.76,12.16,-3.17,-7.29,7.949,0.007,0.841,657.17024,0.996
1.1,1.74,4.64,4.74,12.34,-3.0,-7.7,8.264,0.007,0.835,656.8541,0.995
1.2,1.7,5.0,4.98,12.62,-3.28,-7.62,8.296,0.008,0.834,656.58092,0.995
1.3,2.04,5.27,5.37,12.86,-3.33,-7.59,8.288,0.009,0.834,656.27721,0.994
1.4,2.04,5.73,5.92,12.92,-3.88,-7.19,8.17,0.009,0.837,656.01131,0.994
1.5,1.57,5.76,5.84,12.62,-4.27,-6.86,8.08,0.01,0.838,655.75499,0.994
1.6,3.02,6.13,6.27,12.22,-3.25,-6.09,6.903,0.011,0.862,655.46916,0.993
1.7,4.23,6.04,6.13,12.16,-1.9,-6.12,6.408,0.011,0.872,655.19148,0.993
1.8,4.76,6.04,6.25,12.41,-1.49,-6.37,6.542,0.012,0.869,654.86973,0.992
1.9,5.06,5.79,6.7,12.58,-1.64,-6.79,6.985,0.013,0.86,654.60576,0.992
2.0,1.81,4.83,6.56,12.36,-4.75,-7.53,8.903,0.013,0.822,654.28546,0.991
2.1,2.33,4.77,6.59,12.57,-4.26,-7.8,8.887,0.014,0.822,654.01093,0.991
2.2,3.11,5.28,6.63,12.77,-3.52,-7.49,8.276,0.015,0.834,653.64168,0.99
2.3,3.8,5.42,7.21,12.65,-3.41,-7.23,7.994,0.015,0.84,653.32748,0.99
2.4,5.01,5.61,7.27,12.86,-2.26,-7.25,7.594,0.016,0.848,653.05852,0.989
2.5,3.38,5.83,7.19,12.52,-3.81,-6.69,7.699,0.017,0.846,652.7789,0.989
2.6,3.97,5.9,7.23,12.07,-3.26,-6.17,6.978,0.017,0.86,652.48814,0.989
2.7,4.53,5.91,7.73,11.73,-3.2,-5.82,6.642,0.018,0.867,652.1571,0.988
2.8,5.51,5.79,7.95,11.23,-2.44,-5.44,5.962,0.019,0.881,651.84683,0.988
2.9,5.56,5.69,8.28,10.75,-2.72,-5.06,5.745,0.019,0.885,651.43493,0.987
3.0,2.13,5.01,8.13,10.5,-6.0,-5.49,8.133,0.02,0.837,651.09682,0.987
3.1,2.81,5.33,8.34,9.99,-5.53,-4.66,7.232,0.021,0.855,650.72631,0.986
3.2,3.4,5.31,8.75,10.12,-5.35,-4.81,7.194,0.021,0.856,650.36712,0.985
3.3,4.55,5.32,9.2,10.21,-4.65,-4.89,6.748,0.022,0.865,650.04046,0.985
3.4,5.48,5.39,9.04,10.19,-3.56,-4.8,5.976,0.023,0.88,649.72016,0.984
3.5,3.66,5.61,9.12,9.68,-5.46,-4.07,6.81,0.023,0.864,649.33849,0.984
3.6,4.99,5.78,9.56,9.26,-4.57,-3.48,5.744,0.024,0.885,648.99895,0.983
3.7,5.87,5.62,9.49,8.81,-3.62,-3.19,4.825,0.025,0.904,648.61771,0.983
3.8,6.27,5.54,9.59,8.28,-3.32,-2.74,4.305,0.025,0.914,648.19462,0.982
3.9,6.3,5.53,9.56,8.41,-3.26,-2.88,4.35,0.026,0.913,647.81189,0.982
4.0,2.43,5.18,10.05,8.06,-7.62,-2.88,8.146,0.027,0.837,647.52332,0.981
4.1,3.66,4.79,10.38,8.19,-6.72,-3.4,7.531,0.027,0.849,647.14941,0.981
4.2,4.89,4.88,10.31,8.29,-5.42,-3.41,6.403,0.028,0.872,646.7025,0.98
4.3,6.03,4.75,10.35,7.76,-4.32,-3.01,5.265,0.029,0.895,646.27211,0.979
4.4,6.71,4.66,10.81,7.76,-4.1,-3.1,5.14,0.029,0.897,645.90711,0.979
4.5,4.45,4.85,10.65,7.36,-6.2,-2.51,6.689,0.03,0.866,645.50934,0.978
4.6,6.01,4.72,10.94,7.49,-4.93,-2.77,5.655,0.031,0.887,645.08263,0.977
4.7,6.77,4.5,11.29,7.58,-4.52,-3.08,5.47,0.031,0.891,644.66648,0.977
4.8,6.79,4.5,11.17,7.65,-4.38,-3.15,5.395,0.032,0.892,644.30326,0.976
4.9,6.8,4.54,11.4,7.09,-4.6,-2.55,5.26,0.033,0.895,643.9024,0.976
5.0,2.95,5.13,11.48,6.53,-8.53,-1.4,8.644,0.033,0.827,643.59137,0.975
5.1,3.88,5.19,11.88,6.09,-8.0,-0.9,8.05,0.034,0.839,643.29124,0.975
5.2,4.71,5.65,11.73,5.62,-7.02,0.03,7.02,0.035,0.86,643.01678,0.974
5.3,5.22,5.98,12.08,5.67,-6.86,0.31,6.867,0.035,0.863,642.63621,0.974
5.4,5.77,6.23,12.55,5.41,-6.78,0.82,6.829,0.036,0.863,642.2517,0.973
5.5,4.19,5.71,12.49,5.51,-8.3,0.2,8.302,0.037,0.834,641.92238,0.973
5.6,5.52,6.49,12.22,5.32,-6.7,1.17,6.801,0.037,0.864,641.60873,0.972
5.7,6.65,6.19,11.96,5.13,-5.31,1.06,5.415,0.038,0.892,641.32612,0.972
5.8,6.63,6.35,12.15,4.56,-5.52,1.79,5.803,0.039,0.884,641.03376,0.971
5.9,6.64,6.35,11.9,4.19,-5.26,2.16,5.686,0.039,0.886,640.73592,0.971
6.0,3.31,4.97,11.87,4.31,-8.56,0.66,8.585,0.04,0.828,640.40052,0.97
6.1,4.21,5.04,12.31,4.0,-8.1,1.04,8.166,0.041,0.837,640.0897,0.97
6.2,4.9,5.61,12.26,4.11,-7.36,1.5,7.511,0.041,0.85,639.76864,0.969
6.3,6.33,4.24,12.12,3.59,-5.79,0.65,5.826,0.042,0.883,639.32289,0.969
6.4,7.2,3.8,11.83,3.29,-4.63,0.51,4.658,0.043,0.907,638.94839,0.968
6.5,4.72,4.19,11.82,3.41,-7.1,0.78,7.143,0.043,0.857,638.53046,0.967
6.6,6.34,3.96,11.52,3.16,-5.18,0.8,5.241,0.044,0.895,638.12545,0.967
6.7,7.67,3.16,11.81,3.21,-4.14,-0.05,4.14,0.045,0.917,637.7248,0.966
6.8,7.74,3.25,11.62,3.23,-3.88,0.02,3.88,0.045,0.922,637.40448,0.966
6.9,7.8,3.26,11.92,2.72,-4.12,0.54,4.155,0.046,0.917,637.10382,0.965
7.0,3.81,4.62,11.73,2.21,-7.92,2.41,8.279,0.047,0.834,636.80529,0.965
7.1,4.79,4.81,12.03,1.71,-7.24,3.1,7.876,0.047,0.842,636.48567,0.964
7.2,5.87,4.59,11.73,1.61,-5.86,2.98,6.574,0.048,0.869,636.14904,0.964
7.3,6.95,2.46,12.11,1.47,-5.16,0.99,5.254,0.049,0.895,635.67095,0.963
7.4,7.66,1.97,11.97,0.91,-4.31,1.06,4.438,0.049,0.911,635.29576,0.963
7.5,5.51,2.96,11.81,0.35,-6.3,2.61,6.819,0.05,0.864,634.83042,0.962
7.6,6.77,2.17,11.53,-0.12,-4.76,2.29,5.282,0.051,0.894,634.50084,0.961
7.7,7.4,1.65,11.52,0.0,-4.12,1.65,4.438,0.051,0.911,634.11663,0.961
7.8,8.05,1.08,11.84,-0.41,-3.79,1.49,4.072,0.052,0.919,633.79225,0.96
