Time,ID,behv,com_radius,Battery,Battery Percent,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.3,6,explorer,10,47519.87,100.0,6.2,8.2,-103.6,-0.3,0.0,0.3,11.1,13.3,-19.5,17
0.3,7,explorer,10,47518.39,100.0,-10.4,-19.7,-1814.7,0.5,-0.3,0.6,-15.8,-10.1,-350.5,13
0.3,8,explorer,10,47519.84,100.0,-15.4,-14.7,-1690.6,-0.3,0.1,0.3,-15.8,-10.1,-350.5,13
0.3,9,explorer,10,47519.88,100.0,-0.6,-8.1,-776.3,0.3,-0.2,0.4,-0.6,-1.9,-4.1,22
0.3,10,explorer,10,47519.84,100.0,10.3,-4.6,-495.8,-0.3,-0.2,0.4,0.7,-3.5,-12.8,20
0.3,11,explorer,10,47519.86,100.0,19.9,-1.4,-462.3,0.1,0.3,0.3,19.9,-1.4,-398.0,11
0.3,12,explorer,10,47519.85,100.0,-19.2,-16.9,-2048.5,-0.3,0.0,0.3,-15.8,-10.1,-350.5,13
0.3,13,explorer,10,47519.85,100.0,-15.8,-10.1,-1434.4,-0.2,0.2,0.3,-15.8,-10.1,-350.5,13
0.3,14,explorer,10,47519.85,100.0,-15.6,10.7,-701.0,-0.2,-0.2,0.3,-9.5,15.4,-326.9,19
0.3,15,explorer,10,47519.83,100.0,14.8,15.0,-30.5,-0.3,-0.1,0.3,11.1,13.3,-19.5,17
0.3,16,explorer,10,47519.86,100.0,10.7,-8.9,-706.8,-0.2,0.3,0.4,0.7,-3.5,-12.8,20
0.3,17,explorer,10,47519.86,100.0,11.1,13.2,-21.2,0.3,0.2,0.4,11.1,13.2,-19.5,17
0.3,18,explorer,10,47519.85,100.0,2.6,-11.0,-875.4,-0.2,-0.2,0.3,-0.6,-1.9,-4.1,22
0.3,19,explorer,10,47519.86,100.0,-9.4,15.3,-382.5,0.3,-0.2,0.4,-9.5,15.4,-326.9,19
0.3,20,isocontour,6,47518.56,100.0,0.9,-3.5,-533.3,0.5,0.3,0.6,-0.6,-1.9,-4.1,22
0.3,21,isocontour,6,47519.26,100.0,13.4,-12.8,-942.6,-0.1,0.7,0.7,-0.6,-8.0,-64.7,9
0.3,22,isocontour,6,47519.94,100.0,-0.6,-1.9,-496.4,-0.2,0.1,0.2,-0.6,-1.9,-4.1,22
0.3,23,isocontour,6,47518.81,100.0,-14.1,-2.5,-987.6,0.3,-0.3,0.4,0.7,-3.5,-12.8,20
0.3,24,isocontour,6,47518.27,100.0,-8.7,-5.3,-876.0,0.8,-0.2,0.8,-0.6,-1.9,-4.1,22
0.3,Target,,,,,9.97,17.7,-0.018,1.0,0.88,,,,,
0.4,1,seeker,5,47517.0,99.99,-8.9,-11.8,-1230.316,0.5,0.6,0.8,-0.6,-1.9,-4.1,22
0.4,2,seeker,5,47519.3,100.0,14.3,1.6,-276.522,-0.5,0.1,0.5,0.7,-3.5,-12.8,20
0.4,3,seeker,5,47519.92,100.0,-2.3,18.4,-154.86,0.1,-0.0,0.1,-2.3,18.4,-150.009,3
0.4,4,seeker,5,47516.91,99.99,-13.3,-2.2,-940.611,0.7,-0.2,0.7,-0.6,-1.9,-4.1,22
0.4,5,explorer,10,47516.22,99.99,-11.8,-19.5,-1868.5,-0.8,0.4,0.9,-15.8,-10.1,-350.5,13
0.4,6,explorer,10,47519.83,100.0,6.2,8.2,-105.1,-0.3,-0.1,0.3,11.1,13.3,-19.5,17
0.4,7,explorer,10,47518.2,100.0,-10.3,-19.7,-1820.8,0.4,-0.3,0.5,-15.8,-10.1,-350.5,13
0.4,8,explorer,10,47519.79,100.0,-15.4,-14.6,-1694.8,0.2,0.3,0.4,-15.8,-10.1,-350.5,13
0.4,9,explorer,10,47519.82,100.0,-0.6,-8.1,-777.8,0.3,0.2,0.4,-0.6,-1.9,-4.1,22
0.4,10,explorer,10,47519.8,100.0,10.3,-4.6,-497.2,-0.1,-0.3,0.3,0.7,-3.5,-12.8,20
0.4,11,explorer,10,47519.81,100.0,19.9,-1.4,-461.1,0.2,-0.2,0.3,19.9,-1.4,-398.0,11
0.4,12,explorer,10,47519.79,100.0,-19.2,-16.9,-2053.7,0.1,0.3,0.3,-15.8,-10.1,-350.5,13
0.4,13,explorer,10,47519.8,100.0,-15.8,-10.0,-1439.0,0.3,0.2,0.4,-15.8,-10.1,-350.5,13
0.4,14,explorer,10,47519.79,100.0,-15.5,10.7,-706.1,0.3,-0.0,0.3,-9.5,15.4,-326.9,19
0.4,15,explorer,10,47519.79,100.0,14.8,15.0,-29.1,0.0,0.3,0.3,11.1,13.3,-19.5,17
0.4,16,explorer,10,47519.8,100.0,10.7,-8.9,-706.0,-0.3,0.1,0.3,-0.6,-1.9,-4.1,22
0.4,17,explorer,10,47519.81,100.0,11.1,13.3,-20.8,-0.3,0.0,0.3,11.1,13.3,-19.5,17
0.4,18,explorer,10,47519.79,100.0,2.6,-10.9,-876.6,-0.2,0.2,0.3,-0.6,-1.9,-4.1,22
0.4,19,explorer,10,47519.8,100.0,-9.4,15.4,-387.1,0.1,0.3,0.3,-9.5,15.4,-326.9,19
0.4,20,isocontour,6,47517.77,100.0,0.9,-3.5,-534.3,0.8,0.0,0.8,-0.6,-1.9,-4.1,22
0.4,21,isocontour,6,47518.76,100.0,13.4,-12.8,-938.3,-0.5,0.5,0.7,0.7,-3.5,-12.8,20
0.4,22,isocontour,6,47519.92,100.0,-0.6,-1.9,-500.3,-0.2,-0.2,0.3,-0.6,-1.9,-4.1,22
0.4,23,isocontour,6,47518.56,100.0,-14.0,-2.5,-991.2,0.6,0.0,0.6,0.7,-3.5,-12.8,20
0.4,24,isocontour,6,47517.48,99.99,-8.6,-5.3,-879.3,0.8,-0.3,0.9,-0.6,-1.9,-4.1,22
0.4,Target,,,,,10.1,17.7,-0.018,1.33,0.03,,,,,
0.5,1,seeker,5,47516.0,99.99,-8.9,-11.7,-1228.252,0.6,0.7,0.9,-0.6,-1.9,-4.1,22
0.5,2,seeker,5,47519.08,100.0,14.3,1.6,-274.792,-0.5,-0.1,0.5,0.7,-3.5,-12.8,20
0.5,3,seeker,5,47519.91,100.0,-2.3,18.4,-157.945,0.1,0.1,0.1,-2.3,18.4,-150.009,3
0.5,4,seeker,5,47516.37,99.99,-13.2,-2.2,-943.539,0.7,-0.2,0.7,-0.6,-1.9,-4.1,22
0.5,5,explorer,10,47515.31,99.99,-11.9,-19.5,-1873.9,-0.8,0.4,0.9,-15.8,-10.1,-350.5,13
0.5,6,explorer,10,47519.78,100.0,6.2,8.2,-106.0,0.3,-0.2,0.4,11.1,13.3,-19.5,17
0.5,7,explorer,10,47517.61,99.99,-10.3,-19.8,-1825.6,0.6,-0.4,0.7,-15.8,-10.1,-350.5,13
0.5,8,explorer,10,47519.73,100.0,-15.4,-14.6,-1697.8,0.2,0.3,0.4,-15.8,-10.1,-350.5,13
0.5,9,explorer,10,47519.78,100.0,-0.6,-8.1,-781.3,-0.3,-0.2,0.4,-0.6,-1.9,-4.1,22
0.5,10,explorer,10,47519.75,100.0,10.3,-4.6,-497.5,-0.2,-0.2,0.3,-0.6,-1.9,-4.1,22
0.5,11,explorer,10,47519.76,100.0,19.9,-1.4,-456.7,-0.3,0.2,0.4,19.9,-1.4,-398.0,11
0.5,12,explorer,10,47519.75,100.0,-19.2,-16.9,-2063.0,-0.1,-0.3,0.3,-15.8,-10.1,-350.5,13
0.5,13,explorer,10,47519.75,100.0,-15.8,-10.1,-1446.3,0.1,-0.3,0.3,-15.8,-10.1,-350.5,13
0.5,14,explorer,10,47519.73,100.0,-15.5,10.7,-711.0,0.3,0.2,0.4,-9.5,15.4,-326.9,19
0.5,15,explorer,10,47519.74,100.0,14.8,15.1,-27.6,-0.1,0.3,0.3,11.1,13.3,-19.5,17
0.5,16,explorer,10,47519.74,100.0,10.6,-8.9,-704.7,-0.3,0.1,0.3,-0.6,-1.9,-4.1,22
0.5,17,explorer,10,47519.76,100.0,11.1,13.3,-20.3,-0.3,0.1,0.3,11.1,13.3,-19.5,17
0.5,18,explorer,10,47519.74,100.0,2.6,-10.9,-876.7,-0.2,0.3,0.4,-0.6,-1.9,-4.1,22
0.5,19,explorer,10,47519.75,100.0,-9.5,15.4,-393.5,-0.3,0.0,0.3,-9.5,15.4,-326.9,19
0.5,20,isocontour,6,47517.29,99.99,1.0,-3.5,-533.8,0.7,0.3,0.8,-0.6,-1.9,-4.1,22
0.5,21,isocontour,6,47518.65,100.0,13.4,-12.7,-934.0,-0.0,0.4,0.4,-0.6,-1.9,-4.1,22
0.5,22,isocontour,6,47519.9,100.0,-0.6,-2.0,-503.4,0.1,-0.2,0.2,-0.6,-2.0,-4.1,22
0.5,23,isocontour,6,47518.49,100.0,-14.0,-2.5,-994.9,0.3,0.1,0.3,-0.6,-1.9,-4.1,22
0.5,24,isocontour,6,47517.41,99.99,-8.6,-5.3,-883.1,0.3,-0.1,0.3,-0.6,-1.9,-4.1,22
0.5,Target,,,,,10.24,17.69,-0.018,1.33,-0.14,,,,,
0.6,1,seeker,5,47515.0,99.99,-8.8,-11.6,-1230.834,0.6,0.7,0.9,-0.6,-1.9,-4.1,22
0.6,2,seeker,5,47518.53,100.0,14.2,1.6,-275.616,-0.7,0.1,0.7,-0.6,-1.9,-4.1,22
0.6,3,seeker,5,47519.87,100.0,-2.3,18.4,-159.769,0.3,0.0,0.3,-2.3,18.4,-150.009,3
0.6,4,seeker,5,47515.87,99.99,-13.1,-2.2,-948.962,0.7,-0.1,0.7,-0.6,-1.9,-4.1,22
0.6,5,explorer,10,47515.07,99.99,-12.0,-19.5,-1888.3,-0.5,-0.2,0.5,-15.8,-10.1,-350.5,13
0.6,6,explorer,10,47519.73,100.0,6.2,8.2,-108.5,0.3,-0.2,0.4,11.1,13.3,-19.5,17
0.6,7,explorer,10,47517.38,99.99,-10.2,-19.8,-1832.4,0.5,0.2,0.5,-15.8,-10.1,-350.5,13
0.6,8,explorer,10,47519.67,100.0,-15.3,-14.6,-1705.9,0.3,0.2,0.4,-15.8,-10.1,-350.5,13
0.6,9,explorer,10,47519.74,100.0,-0.6,-8.1,-788.4,0.2,-0.2,0.3,-0.6,-1.9,-4.1,22
0.6,10,explorer,10,47519.71,100.0,10.3,-4.6,-502.3,0.2,-0.2,0.3,-0.6,-1.9,-4.1,22
0.6,11,explorer,10,47519.71,100.0,19.9,-1.4,-457.3,-0.3,-0.0,0.3,19.9,-1.4,-398.0,11
0.6,12,explorer,10,47519.69,100.0,-19.2,-16.9,-2071.7,0.2,0.3,0.4,-15.8,-10.1,-350.5,13
0.6,13,explorer,10,47519.7,100.0,-15.8,-10.1,-1458.4,-0.1,-0.3,0.3,-15.8,-10.1,-350.5,13
0.6,14,explorer,10,47519.7,100.0,-15.5,10.7,-718.7,-0.2,-0.2,0.3,-9.5,15.4,-326.9,19
0.6,15,explorer,10,47519.7,100.0,14.8,15.1,-27.3,0.3,-0.1,0.3,11.1,13.3,-19.5,17
0.6,16,explorer,10,47519.68,100.0,10.6,-8.8,-708.3,-0.3,0.1,0.3,-0.6,-1.9,-4.1,22
0.6,17,explorer,10,47519.7,100.0,11.1,13.3,-20.7,0.3,0.2,0.4,11.1,13.3,-19.5,17
0.6,18,explorer,10,47519.7,100.0,2.6,-10.9,-884.3,0.2,-0.3,0.4,-0.6,-1.9,-4.1,22
0.6,19,explorer,10,47519.7,100.0,-9.5,15.4,-398.3,-0.0,-0.3,0.3,-9.5,15.4,-326.9,19
0.6,20,isocontour,6,47516.5,99.99,1.1,-3.5,-537.5,0.8,0.0,0.8,-0.6,-1.9,-4.1,22
0.6,21,isocontour,6,47518.43,100.0,13.3,-12.7,-935.9,-0.4,0.4,0.6,-0.6,-1.9,-4.1,22
0.6,22,isocontour,6,47519.87,100.0,-0.6,-2.0,-509.0,-0.2,0.1,0.2,-0.6,-2.0,-4.1,22
0.6,23,isocontour,6,47518.01,100.0,-13.9,-2.5,-999.7,0.7,0.0,0.7,-0.6,-1.9,-4.1,22
0.6,24,isocontour,6,47517.09,99.99,-8.5,-5.3,-891.0,0.5,-0.4,0.6,-0.6,-1.9,-4.1,22
0.6,Target,,,,,10.34,17.77,-0.018,1.05,0.83,,,,,
0.7,1,seeker,5,47514.39,99.99,-8.7,-11.6,-1234.508,0.6,0.5,0.8,-0.6,-1.9,-4.1,22
0.7,2,seeker,5,47518.07,100.0,14.1,1.6,-276.333,-0.7,0.2,0.7,-0.6,-1.9,-4.1,22
0.7,3,seeker,5,47519.87,100.0,-2.3,18.4,-162.157,0.1,0.0,0.1,-2.3,18.4,-150.009,3
0.7,4,seeker,5,47515.3,99.99,-13.1,-2.2,-954.443,0.7,-0.2,0.7,-0.6,-1.9,-4.1,22
0.7,5,explorer,10,47514.94,99.99,-12.0,-19.5,-1898.6,-0.4,0.3,0.5,-15.8,-10.1,-350.5,13
0.7,6,explorer,10,47519.67,100.0,6.3,8.2,-110.2,0.2,0.3,0.4,11.1,13.3,-19.5,17
0.7,7,explorer,10,47517.14,99.99,-10.2,-19.7,-1838.9,0.5,0.2,0.5,-15.8,-10.1,-350.5,13
0.7,8,explorer,10,47519.63,100.0,-15.4,-14.6,-1719.0,-0.2,-0.2,0.3,-15.8,-10.1,-350.5,13
0.7,9,explorer,10,47519.69,100.0,-0.6,-8.1,-796.1,-0.3,-0.1,0.3,-0.6,-1.9,-4.1,22
0.7,10,explorer,10,47519.66,100.0,10.3,-4.7,-506.9,-0.2,-0.2,0.3,-0.6,-1.9,-4.1,22
0.7,11,explorer,10,47519.67,100.0,19.9,-1.4,-458.8,-0.2,-0.2,0.3,19.9,-1.4,-398.0,11
0.7,12,explorer,10,47519.63,100.0,-19.2,-16.8,-2080.9,0.3,0.1,0.3,-15.8,-10.1,-350.5,13
0.7,13,explorer,10,47519.65,100.0,-15.8,-10.1,-1470.6,-0.3,-0.1,0.3,-15.8,-10.1,-350.5,13
0.7,14,explorer,10,47519.63,100.0,-15.5,10.7,-723.9,0.2,0.3,0.4,-9.5,15.4,-326.9,19
0.7,15,explorer,10,47519.66,100.0,14.8,15.1,-26.6,-0.0,0.3,0.3,11.1,13.3,-19.5,17
0.7,16,explorer,10,47519.64,100.0,10.6,-8.9,-713.6,0.2,-0.2,0.3,-0.6,-1.9,-4.1,22
0.7,17,explorer,10,47519.65,100.0,11.1,13.3,-21.2,0.3,0.2,0.4,11.1,13.3,-19.5,17
0.7,18,explorer,10,47519.66,100.0,2.6,-11.0,-891.7,-0.3,-0.1,0.3,-0.6,-1.9,-4.1,22
0.7,19,explorer,10,47519.64,100.0,-9.5,15.4,-402.3,0.1,0.3,0.3,-9.5,15.4,-326.9,19
0.7,20,isocontour,6,47516.31,99.99,1.1,-3.5,-541.1,0.5,0.2,0.5,-0.6,-1.9,-4.1,22
0.7,21,isocontour,6,47518.17,100.0,13.3,-12.6,-937.5,-0.4,0.4,0.6,-0.6,-1.9,-4.1,22
0.7,22,isocontour,6,47519.85,100.0,-0.6,-2.0,-514.7,-0.2,0.1,0.2,-0.6,-2.0,-4.1,22
0.7,23,isocontour,6,47517.8,100.0,-13.9,-2.5,-1004.8,0.4,0.4,0.6,-0.6,-1.9,-4.1,22
0.7,24,isocontour,6,47516.61,99.99,-8.5,-5.4,-898.6,0.6,-0.4,0.7,-0.6,-1.9,-4.1,22
0.7,Target,,,,,10.45,17.85,-0.018,1.07,0.79,,,,,
0.8,1,seeker,5,47513.39,99.99,-8.7,-11.5,-1234.759,0.6,0.7,0.9,-0.6,-1.9,-4.1,22
0.8,2,seeker,5,47517.76,100.0,14.1,1.7,-275.373,-0.6,0.1,0.6,-0.6,-1.9,-4.1,22
0.8,3,seeker,5,47519.84,100.0,-2.2,18.4,-164.778,0.3,0.0,0.3,-2.2,18.4,-150.009,3
0.8,4,seeker,5,47514.27,99.99,-13.0,-2.2,-957.884,0.9,-0.1,0.9,-0.6,-1.9,-4.1,22
0.8,5,explorer,10,47514.48,99.99,-12.1,-19.5,-1911.1,-0.7,-0.2,0.7,-15.8,-10.1,-350.5,13
0.8,6,explorer,10,47519.62,100.0,6.2,8.2,-111.9,-0.3,0.1,0.3,11.1,13.3,-19.5,17
0.8,7,explorer,10,47516.07,99.99,-10.1,-19.8,-1844.0,0.9,-0.2,0.9,-15.8,-10.1,-350.5,13
0.8,8,explorer,10,47519.57,100.0,-15.4,-14.6,-1726.0,-0.1,0.3,0.3,-15.8,-10.1,-350.5,13
0.8,9,explorer,10,47519.65,100.0,-0.6,-8.1,-801.6,-0.3,-0.1,0.3,-0.6,-1.9,-4.1,22
0.8,10,explorer,10,47519.61,100.0,10.3,-4.7,-508.0,-0.3,0.0,0.3,-0.6,-1.9,-4.1,22
0.8,11,explorer,10,47519.62,100.0,19.9,-1.4,-458.7,0.2,-0.3,0.4,19.9,-1.4,-398.0,11
0.8,12,explorer,10,47519.57,100.0,-19.2,-16.8,-2088.3,-0.0,0.3,0.3,-15.8,-10.1,-350.5,13
0.8,13,explorer,10,47519.6,100.0,-15.8,-10.1,-1480.3,-0.3,0.0,0.3,-15.8,-10.1,-350.5,13
0.8,14,explorer,10,47519.57,100.0,-15.5,10.7,-729.3,0.3,0.2,0.4,-9.5,15.4,-326.9,19
0.8,15,explorer,10,47519.62,100.0,14.8,15.1,-25.7,0.2,0.2,0.3,11.1,13.3,-19.5,17
0.8,16,explorer,10,47519.61,100.0,10.6,-8.9,-716.5,0.1,-0.3,0.3,-0.6,-1.9,-4.1,22
0.8,17,explorer,10,47519.6,100.0,11.1,13.3,-21.5,0.1,-0.3,0.3,11.1,13.3,-19.5,17
0.8,18,explorer,10,47519.62,100.0,2.6,-11.0,-895.9,0.3,-0.2,0.4,-0.6,-1.9,-4.1,22
0.8,19,explorer,10,47519.59,100.0,-9.4,15.4,-406.9,0.1,0.3,0.3,-9.5,15.4,-326.9,19
0.8,20,isocontour,6,47516.22,99.99,1.2,-3.5,-544.4,0.4,-0.1,0.4,-0.6,-1.9,-4.1,22
0.8,21,isocontour,6,47517.48,99.99,13.3,-12.6,-933.5,-0.2,0.8,0.8,-0.6,-1.9,-4.1,22
