Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,-3.35,-0.93,-14.71,13.09,11.36,-14.02,18.045,0.0,0.398,132.0,1.0
0.1,-2.79,1.28,-14.57,13.07,11.78,-11.79,16.667,0.001,0.444,131.99858,1.0
0.2,-2.79,1.91,-14.52,13.19,11.73,-11.28,16.274,0.002,0.458,131.99721,1.0
0.3,-2.42,2.2,-14.58,13.31,12.16,-11.11,16.471,0.003,0.451,131.99593,1.0
0.4,-2.42,2.21,-14.71,13.33,12.29,-11.12,16.574,0.004,0.448,131.99455,1.0
0.5,-2.42,2.2,-14.63,13.43,12.21,-11.23,16.589,0.005,0.447,131.99318,1.0
0.6,-2.41,2.21,-14.52,13.51,12.11,-11.3,16.563,0.006,0.448,131.99157,1.0
0.7,-2.41,2.21,-14.42,13.43,12.01,-11.22,16.436,0.007,0.452,131.99036,1.0
0.8,-2.41,2.21,-14.55,13.44,12.14,-11.23,16.538,0.008,0.449,131.98888,1.0
0.9,-2.41,2.21,-14.46,13.54,12.05,-11.33,16.54,0.009,0.449,131.98739,1.0
1.0,-3.25,-0.54,-14.52,13.66,11.27,-14.2,18.129,0.01,0.396,131.98607,1.0
1.1,-2.7,1.43,-14.57,13.78,11.87,-12.35,17.129,0.011,0.429,131.98503,1.0
1.2,-2.39,2.23,-14.67,13.68,12.28,-11.45,16.79,0.012,0.44,131.98384,1.0
1.3,-2.39,2.23,-14.68,13.82,12.29,-11.59,16.893,0.013,0.437,131.98274,1.0
1.4,-2.4,2.23,-14.56,13.88,12.16,-11.65,16.84,0.014,0.439,131.98127,1.0
1.5,-2.4,2.21,-14.5,13.99,12.1,-11.78,16.887,0.015,0.437,131.97996,1.0
1.6,-2.4,2.22,-14.38,13.93,11.98,-11.71,16.752,0.016,0.442,131.97864,1.0
1.7,-2.4,2.21,-14.48,14.01,12.08,-11.8,16.887,0.017,0.437,131.97743,1.0
1.8,-2.4,2.22,-14.62,14.02,12.22,-11.8,16.987,0.018,0.434,131.97615,1.0
1.9,-2.4,2.22,-14.68,13.91,12.28,-11.69,16.954,0.019,0.435,131.9745,1.0
2.0,-3.21,-0.19,-14.66,13.77,11.45,-13.96,18.055,0.02,0.398,131.97314,1.0
2.1,-3.19,1.19,-14.54,13.81,11.35,-12.62,16.973,0.021,0.434,131.97203,1.0
2.2,-3.2,1.67,-14.61,13.7,11.41,-12.03,16.58,0.022,0.447,131.97105,1.0
2.3,-3.2,1.69,-14.5,13.78,11.3,-12.09,16.549,0.023,0.448,131.97001,1.0
2.4,-3.21,1.71,-14.56,13.66,11.35,-11.95,16.481,0.024,0.451,131.9687,1.0
2.5,-3.22,1.74,-14.67,13.74,11.45,-12.0,16.586,0.025,0.447,131.96739,1.0
