Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,-12.5,6.5,,,-14.71,13.09,-2.21,6.59,6.951,0.0,0.232,-0.318,0.948,
0.0,2,11.7,-4.2,,,-14.71,13.09,-26.41,17.29,31.566,0.0,1.052,-0.837,0.548,
0.0,3,13.8,-6.7,,,-14.71,13.09,-28.51,19.79,34.705,0.0,1.157,-0.821,0.57,
0.0,4,2.4,0.7,,,-14.71,13.09,-17.11,12.39,21.125,0.0,0.704,-0.81,0.587,
0.0,5,-14.4,14.6,,,-14.71,13.09,-0.31,-1.51,1.541,0.0,0.051,-0.201,-0.98,
0.0,6,2.5,-5.7,,,-14.71,13.09,-17.21,18.79,25.48,0.0,0.849,-0.675,0.737,
0.0,7,-14.1,-14.8,,,-14.71,13.09,-0.61,27.89,27.897,0.0,0.93,-0.022,1.0,
0.0,8,0.4,-9.8,,,-14.71,13.09,-15.11,22.89,27.427,0.0,0.914,-0.551,0.835,
0.0,9,-8.8,9.5,,,-14.71,13.09,-5.91,3.59,6.915,0.0,0.23,-0.855,0.519,
0.0,10,-14.5,0.6,,,-14.71,13.09,-0.21,12.49,12.492,0.0,0.416,-0.017,1.0,
0.1,1,-12.4,6.6,0.6,0.6,-14.57,13.07,-2.17,6.47,6.824,0.001,0.227,-0.318,0.948,0.4452296819787986
0.1,2,11.7,-4.1,-0.1,0.2,-14.57,13.07,-26.27,17.17,31.383,0.001,1.046,-0.837,0.547,0.8620535714285714
0.1,3,13.8,-6.6,-0.5,0.7,-14.57,13.07,-28.37,19.67,34.522,0.001,1.151,-0.822,0.57,0.941860465116279
0.1,4,2.4,0.8,-0.1,0.2,-14.57,13.07,-16.97,12.27,20.941,0.001,0.698,-0.81,0.586,0.8848214285714286
0.1,5,-14.4,14.6,0.1,0.0,-14.57,13.07,-0.17,-1.53,1.539,0.001,0.051,-0.11,-0.994,-0.11
0.1,6,2.5,-5.6,-0.0,0.9,-14.57,13.07,-17.07,18.67,25.297,0.001,0.843,-0.675,0.738,0.738
0.1,7,-14.1,-14.8,-0.1,0.1,-14.57,13.07,-0.47,27.87,27.874,0.001,0.929,-0.017,1.0,0.7212765957446811
0.1,8,0.5,-9.7,0.5,0.8,-14.57,13.07,-15.07,22.77,27.305,0.001,0.91,-0.552,0.834,0.41484623541887594
0.1,9,-8.8,9.5,0.1,0.1,-14.57,13.07,-5.77,3.57,6.785,0.001,0.226,-0.85,0.526,-0.2297872340425532
0.1,10,-14.5,0.7,0.2,0.9,-14.57,13.07,-0.07,12.37,12.37,0.001,0.412,-0.006,1.0,0.9748373101952278
0.2,1,-12.4,6.6,0.6,0.4,-14.52,13.19,-2.12,6.59,6.923,0.002,0.231,-0.306,0.952,0.27350901525658816
0.2,2,11.7,-4.2,-0.3,-0.6,-14.52,13.19,-26.22,17.39,31.463,0.002,1.049,-0.833,0.553,-0.12205663189269754
0.2,3,13.7,-6.5,-0.6,0.7,-14.52,13.19,-28.22,19.69,34.41,0.002,1.147,-0.82,0.572,0.9678958785249456
0.2,4,2.4,0.7,0.1,-0.4,-14.52,13.19,-16.92,12.49,21.031,0.002,0.701,-0.805,0.594,-0.7720873786407768
0.2,5,-14.4,14.6,0.1,-0.1,-14.52,13.19,-0.12,-1.41,1.415,0.002,0.047,-0.085,-0.996,0.646099290780142
0.2,6,2.5,-5.5,-0.1,0.9,-14.52,13.19,-17.02,18.69,25.278,0.002,0.843,-0.673,0.739,0.8083885209713024
0.2,7,-14.1,-14.8,-0.0,0.1,-14.52,13.19,-0.42,27.99,27.993,0.002,0.933,-0.015,1.0,1.0
0.2,8,0.5,-9.7,0.3,0.8,-14.52,13.19,-15.02,22.89,27.378,0.002,0.913,-0.549,0.836,0.5902810304449648
0.2,9,-8.8,9.5,0.3,0.1,-14.52,13.19,-5.72,3.69,6.807,0.002,0.227,-0.84,0.542,-0.6259493670886076
0.2,10,-14.5,0.8,0.2,0.8,-14.52,13.19,-0.02,12.39,12.39,0.002,0.413,-0.002,1.0,0.9692121212121214
0.3,1,-12.3,6.7,0.6,0.6,-14.58,13.31,-2.28,6.61,6.992,0.003,0.233,-0.326,0.945,0.4374558303886925
0.3,2,11.7,-4.2,0.4,0.4,-14.58,13.31,-26.28,17.51,31.579,0.003,1.053,-0.832,0.554,-0.19646643109540632
0.3,3,13.7,-6.5,-0.6,0.5,-14.58,13.31,-28.28,19.81,34.528,0.003,1.151,-0.819,0.574,0.9966709346991036
0.3,4,2.4,0.7,0.5,-0.2,-14.58,13.31,-16.98,12.61,21.15,0.003,0.705,-0.803,0.596,-0.9660482374768089
0.3,5,-14.4,14.6,0.1,0.0,-14.58,13.31,-0.18,-1.29,1.302,0.003,0.043,-0.138,-0.991,-0.138
0.3,6,2.5,-5.4,0.1,0.9,-14.58,13.31,-17.08,18.71,25.334,0.003,0.844,-0.674,0.739,0.6597130242825607
0.3,7,-14.1,-14.8,0.0,0.1,-14.58,13.31,-0.48,28.11,28.114,0.003,0.937,-0.017,1.0,1.0
0.3,8,0.5,-9.6,0.1,0.7,-14.58,13.31,-15.08,22.91,27.428,0.003,0.914,-0.55,0.835,0.7489391796322488
0.3,9,-8.7,9.5,0.2,0.0,-14.58,13.31,-5.88,3.81,7.006,0.003,0.234,-0.839,0.544,-0.839
0.3,10,-14.4,0.9,0.5,0.8,-14.58,13.31,-0.18,12.41,12.411,0.003,0.414,-0.015,1.0,0.8404029692470839
0.4,1,-12.2,6.7,0.7,0.4,-14.71,13.33,-2.51,6.63,7.089,0.004,0.236,-0.354,0.935,0.1565756823821341
0.4,2,11.7,-4.2,-0.5,-0.2,-14.71,13.33,-26.41,17.53,31.698,0.004,1.057,-0.833,0.553,0.5675324675324674
0.4,3,13.6,-6.4,-0.6,0.5,-14.71,13.33,-28.31,19.73,34.507,0.004,1.15,-0.82,0.572,0.9961587708066579
0.4,4,2.4,0.7,-0.5,0.4,-14.71,13.33,-17.11,12.63,21.267,0.004,0.709,-0.805,0.594,1.00015625
