Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,1.34,0.84,23.33,0.23,-21.99,0.61,21.998,0.0,0.56,66.0,1.0
0.1,1.32,0.82,23.56,-0.3,-22.24,1.12,22.268,0.001,0.555,65.99905,1.0
0.2,1.34,0.82,23.91,-0.61,-22.57,1.43,22.615,0.001,0.548,65.9986,1.0
0.3,1.32,0.86,23.66,-1.12,-22.34,1.98,22.428,0.002,0.551,65.99775,1.0
0.4,5.02,-0.22,23.99,-1.47,-18.97,1.25,19.011,0.003,0.62,65.98338,1.0
0.5,12.2,4.76,23.88,-1.37,-11.68,6.13,13.191,0.003,0.736,65.966,0.999
0.6,12.26,4.74,23.52,-1.73,-11.26,6.47,12.986,0.004,0.74,65.95172,0.999
0.7,12.3,4.72,23.85,-1.87,-11.55,6.59,13.298,0.005,0.734,65.93242,0.999
0.8,12.34,4.68,23.48,-2.2,-11.14,6.88,13.093,0.005,0.738,65.9124,0.999
0.9,12.4,4.66,23.27,-2.12,-10.87,6.78,12.811,0.006,0.744,65.89288,0.998
1.0,1.82,0.76,23.48,-2.08,-21.66,2.84,21.845,0.007,0.563,65.88211,0.998
1.1,5.4,-0.24,23.13,-2.48,-17.73,2.24,17.871,0.007,0.643,65.8718,0.998
1.2,12.54,4.64,22.92,-2.41,-10.38,7.05,12.548,0.008,0.749,65.85907,0.998
1.3,12.58,4.58,22.6,-2.44,-10.02,7.02,12.234,0.009,0.755,65.84756,0.998
1.4,12.64,4.54,22.73,-3.01,-10.09,7.55,12.602,0.009,0.748,65.83357,0.997
1.5,12.7,4.54,23.0,-3.45,-10.3,7.99,13.036,0.01,0.739,65.82031,0.997
1.6,12.76,4.52,22.6,-3.63,-9.84,8.15,12.777,0.011,0.744,65.80108,0.997
1.7,12.78,4.48,22.27,-3.66,-9.49,8.14,12.503,0.011,0.75,65.77811,0.997
1.8,12.84,4.44,21.86,-3.92,-9.02,8.36,12.298,0.012,0.754,65.75745,0.996
1.9,12.9,4.42,21.47,-4.07,-8.57,8.49,12.063,0.013,0.759,65.74174,0.996
2.0,2.58,0.64,21.67,-4.58,-19.09,5.22,19.791,0.013,0.604,65.72192,0.996
2.1,9.4,2.34,21.92,-5.02,-12.52,7.36,14.523,0.014,0.71,65.70607,0.996
2.2,13.04,4.42,21.58,-5.03,-8.54,9.45,12.737,0.015,0.745,65.68041,0.995
2.3,13.1,4.4,21.43,-4.92,-8.33,9.32,12.5,0.015,0.75,65.65778,0.995
2.4,13.14,4.4,21.64,-5.41,-8.5,9.81,12.98,0.016,0.74,65.63715,0.995
2.5,13.2,4.4,21.29,-5.87,-8.09,10.27,13.074,0.017,0.739,65.61053,0.994
2.6,13.26,4.38,20.98,-5.84,-7.72,10.22,12.808,0.017,0.744,65.58496,0.994
2.7,13.3,4.34,20.55,-6.11,-7.25,10.45,12.719,0.018,0.746,65.56294,0.993
2.8,13.36,4.3,20.7,-6.05,-7.34,10.35,12.689,0.019,0.746,65.54306,0.993
2.9,13.42,4.26,20.48,-5.95,-7.06,10.21,12.413,0.019,0.752,65.51605,0.993
3.0,3.66,0.6,20.24,-5.86,-16.58,6.46,17.794,0.02,0.644,65.49839,0.992
3.1,10.3,2.46,20.52,-6.2,-10.22,8.66,13.396,0.021,0.732,65.48402,0.992
3.2,13.58,4.24,20.34,-6.78,-6.76,11.02,12.928,0.021,0.741,65.46578,0.992
3.3,13.62,4.24,20.57,-7.21,-6.95,11.45,13.394,0.022,0.732,65.44324,0.992
3.4,13.68,4.22,20.15,-7.59,-6.47,11.81,13.466,0.023,0.731,65.42928,0.991
3.5,13.74,4.18,20.17,-7.46,-6.43,11.64,13.298,0.023,0.734,65.41518,0.991
3.6,13.78,4.14,19.78,-7.89,-6.0,12.03,13.443,0.024,0.731,65.39672,0.991
3.7,13.82,4.12,19.7,-7.75,-5.88,11.87,13.247,0.025,0.735,65.37854,0.991
3.8,13.86,4.14,19.43,-8.29,-5.57,12.43,13.621,0.025,0.728,65.35794,0.99
3.9,13.92,4.14,19.12,-8.22,-5.2,12.36,13.409,0.026,0.732,65.33397,0.99
4.0,4.66,0.62,19.06,-8.09,-14.4,8.71,16.829,0.027,0.663,65.31017,0.99
4.1,11.1,2.6,19.19,-8.02,-8.09,10.62,13.35,0.027,0.733,65.28998,0.989
4.2,14.08,4.1,19.32,-8.53,-5.24,12.63,13.674,0.028,0.727,65.27403,0.989
4.3,14.16,4.08,19.5,-8.98,-5.34,13.06,14.11,0.029,0.718,65.25182,0.989
4.4,14.18,4.08,19.18,-8.91,-5.0,12.99,13.919,0.029,0.722,65.2277,0.988
4.5,14.16,4.06,18.93,-8.8,-4.77,12.86,13.716,0.03,0.726,65.1967,0.988
4.6,14.26,4.0,18.62,-9.32,-4.36,13.32,14.015,0.031,0.72,65.17444,0.987
4.7,14.24,3.98,18.17,-9.65,-3.93,13.63,14.185,0.031,0.716,65.15023,0.987
