Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,-19.1,23.3,,,23.33,0.23,42.43,-23.07,48.296,0.0,0.966,0.879,-0.478,
0.0,2,22.0,18.6,,,23.33,0.23,1.33,-18.37,18.418,0.0,0.368,0.072,-0.997,
0.0,3,-15.4,-24.8,,,23.33,0.23,38.73,25.03,46.114,0.0,0.922,0.84,0.543,
0.0,4,19.8,0.2,,,23.33,0.23,3.53,0.03,3.53,0.0,0.071,1.0,0.008,
0.0,5,-0.6,-13.1,,,23.33,0.23,23.93,13.33,27.392,0.0,0.548,0.874,0.487,
0.1,1,-19.1,23.3,0.1,0.3,23.56,-0.3,42.66,-23.6,48.753,0.001,0.975,0.875,-0.484,-0.1825949367088607
0.1,2,22.0,18.6,0.1,0.3,23.56,-0.3,1.56,-18.9,18.964,0.001,0.379,0.082,-0.997,-0.9205696202531646
0.1,3,-15.4,-24.8,-0.8,-0.6,23.56,-0.3,38.96,24.5,46.023,0.001,0.92,0.847,0.532,-0.9967999999999999
0.1,4,19.8,0.1,0.6,-0.5,23.56,-0.3,3.76,-0.4,3.781,0.001,0.076,0.994,-0.106,0.8314980793854033
0.1,5,-0.7,-13.1,-1.0,-0.2,23.56,-0.3,24.26,12.8,27.43,0.001,0.549,0.884,0.467,-0.9582352941176471
0.2,1,-19.1,23.3,-0.1,-0.3,23.91,-0.61,43.01,-23.91,49.209,0.001,0.984,0.874,-0.486,0.1848101265822784
0.2,2,22.0,18.7,0.4,0.8,23.91,-0.61,1.91,-19.31,19.404,0.001,0.388,0.098,-0.995,-0.8465324384787473
0.2,3,-15.4,-24.9,-0.2,-0.4,23.91,-0.61,39.31,24.29,46.209,0.001,0.924,0.851,0.526,-0.8514541387024609
0.2,4,19.9,0.1,0.6,0.2,23.91,-0.61,4.01,-0.71,4.072,0.001,0.081,0.985,-0.174,0.8800632911392405
0.2,5,-0.7,-13.1,-0.3,-0.2,23.91,-0.61,24.61,12.49,27.598,0.001,0.552,0.892,0.453,-0.9922437673130194
0.3,1,-19.1,23.3,0.2,-0.2,23.66,-1.12,42.76,-24.42,49.242,0.002,0.985,0.868,-0.496,0.9639575971731451
0.3,2,22.1,18.8,0.2,1.0,23.66,-1.12,1.56,-19.92,19.981,0.002,0.4,0.078,-0.997,-0.962156862745098
0.3,3,-15.5,-24.9,-0.9,-0.5,23.66,-1.12,39.16,23.78,45.815,0.002,0.916,0.855,0.519,-0.9990291262135921
0.3,4,19.9,0.2,0.7,0.1,23.66,-1.12,3.76,-1.32,3.985,0.002,0.08,0.944,-0.331,0.8878359264497878
0.3,5,-0.8,-13.1,-0.3,-0.2,23.66,-1.12,24.46,11.98,27.236,0.002,0.545,0.898,0.44,-0.990027700831025
0.4,1,-19.1,23.3,0.2,-0.2,23.99,-1.47,43.09,-24.77,49.702,0.003,0.994,0.867,-0.498,0.9646643109540638
0.4,2,22.0,18.6,-0.4,-2.3,23.99,-1.47,1.99,-20.07,20.168,0.003,0.403,0.099,-0.995,0.9631263383297645
0.4,3,-15.6,-24.9,-0.6,-0.1,23.99,-1.47,39.59,23.43,46.004,0.003,0.92,0.861,0.509,-0.9333881578947367
0.4,4,20.0,0.1,0.6,-0.5,23.99,-1.47,3.99,-1.57,4.288,0.003,0.086,0.931,-0.366,0.9495518565941101
0.4,5,-0.5,-13.0,2.6,1.5,23.99,-1.47,24.49,11.53,27.068,0.003,0.541,0.905,0.426,0.9966688874083944
0.5,1,-19.0,23.3,0.3,0.2,23.88,-1.37,42.88,-24.67,49.47,0.003,0.989,0.867,-0.499,0.4440443213296399
0.5,2,22.0,18.3,-0.6,-2.6,23.88,-1.37,1.88,-19.67,19.76,0.003,0.395,0.095,-0.995,0.9482758620689655
0.5,3,-15.5,-24.8,1.0,1.1,23.88,-1.37,39.38,23.43,45.823,0.003,0.916,0.859,0.511,0.9556825823806321
0.5,4,20.1,0.1,0.6,-0.5,23.88,-1.37,3.78,-1.47,4.056,0.003,0.081,0.932,-0.362,0.9477592829705505
0.5,5,-0.3,-12.8,2.6,1.4,23.88,-1.37,24.18,11.43,26.745,0.003,0.535,0.904,0.427,0.9983745343718253
0.6,1,-19.0,23.3,0.1,0.3,23.52,-1.73,42.52,-25.03,49.34,0.004,0.987,0.862,-0.507,-0.2085443037974683
0.6,2,21.9,18.1,-0.3,-2.3,23.52,-1.73,1.62,-19.83,19.896,0.004,0.398,0.081,-0.997,0.9783527382492453
