Proximity Threshold,Time to Target,Time on Target,Average Time on Target,Adjusted Time on Target,heterogeneity,Seekers,Explorers,Isocontours
0.1,0.0,40.4000000000004,20.2000000000002,40.4000000000004,0.76,3,19,3
