Proximity Threshold,Time to Target,Time on Target,Average Time on Target,Adjusted Time on Target,heterogeneity,Seekers,Explorers,Isocontours
0.1,0.011,26.00000000000019,3.2500000000000235,6.500000000000047,0.12,12,3,10
