Time,Sum Area Coverage,Time/Total Time,Non-Dimensional Area Coverage
0.0,0.0,0.0,0.0
0.1,2686.43,0.001,1.075
0.2,2786.43,0.001,1.115
0.3,2706.19,0.002,1.082
0.4,2700.24,0.003,1.08
0.5,2731.43,0.003,1.093
0.6,2661.19,0.004,1.064
0.7,2656.43,0.005,1.063
0.8,2751.19,0.005,1.1
0.9,2766.19,0.006,1.106
1.0,2722.62,0.007,1.089
1.1,2719.28,0.007,1.088
1.2,2709.76,0.008,1.084
1.3,2778.09,0.009,1.111
1.4,2689.28,0.009,1.076
1.5,2694.52,0.01,1.078
1.6,2759.05,0.011,1.104
1.7,2670.95,0.011,1.068
1.8,2624.52,0.012,1.05
1.9,2641.19,0.013,1.056
2.0,2678.09,0.013,1.071
2.1,2744.28,0.014,1.098
2.2,2719.52,0.015,1.088
2.3,2684.28,0.015,1.074
2.4,2657.62,0.016,1.063
2.5,2755.48,0.017,1.102
2.6,2755.71,0.017,1.102
2.7,2692.38,0.018,1.077
2.8,2757.14,0.019,1.103
2.9,2735.71,0.019,1.094
3.0,2759.05,0.02,1.104
3.1,2792.38,0.021,1.117
3.2,2829.05,0.021,1.132
3.3,2788.81,0.022,1.116
3.4,2808.81,0.023,1.124
3.5,2812.14,0.023,1.125
3.6,2795.48,0.024,1.118
3.7,2792.14,0.025,1.117
3.8,2778.81,0.025,1.112
3.9,2821.9,0.026,1.129
4.0,2872.14,0.027,1.149
4.1,2799.04,0.027,1.12
4.2,2819.05,0.028,1.128
4.3,2815.71,0.029,1.126
4.4,2815.71,0.029,1.126
4.5,2807.14,0.03,1.123
4.6,2810.48,0.031,1.124
4.7,2803.81,0.031,1.122
4.8,2760.48,0.032,1.104
4.9,2679.05,0.033,1.072
5.0,2645.48,0.033,1.058
5.1,2725.48,0.034,1.09
5.2,2665.71,0.035,1.066
5.3,2719.05,0.035,1.088
5.4,2722.38,0.036,1.089
5.5,2679.05,0.037,1.072
5.6,2674.05,0.037,1.07
5.7,2732.38,0.038,1.093
5.8,2769.05,0.039,1.108
5.9,2705.71,0.039,1.082
6.0,2782.38,0.04,1.113
6.1,2772.38,0.041,1.109
6.2,2732.38,0.041,1.093
6.3,2845.71,0.042,1.138
6.4,2805.71,0.043,1.122
6.5,2845.71,0.043,1.138
6.6,2842.38,0.044,1.137
6.7,2847.62,0.045,1.139
6.8,2787.62,0.045,1.115
6.9,2807.62,0.046,1.123
7.0,2807.62,0.047,1.123
7.1,2769.52,0.047,1.108
