Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,8,0.0,13.1,-5.0,,,0.249
0.0,9,0.0,-11.3,-2.7,,,0.249
0.0,10,0.0,-4.6,6.7,,,0.249
0.0,11,0.0,-20.3,21.1,,,0.249
0.0,12,0.0,17.0,-8.7,,,0.249
0.0,13,0.0,-20.4,-10.9,,,0.249
0.0,14,0.0,3.0,-5.1,,,0.249
0.0,15,0.0,-4.4,-1.0,,,0.249
0.0,16,0.0,-6.1,-12.0,,,0.249
0.0,17,0.0,-14.9,-3.0,,,0.249
0.0,18,0.0,-19.6,-18.8,,,0.249
0.0,19,0.0,9.0,18.9,,,0.249
0.0,20,0.0,-16.8,-10.4,,,0.249
0.0,21,0.0,-10.8,22.3,,,0.249
0.0,22,0.0,12.0,11.7,,,0.249
0.0,23,0.0,3.8,0.1,,,0.249
0.0,24,0.0,-1.6,7.5,,,0.249
0.0,25,0.0,10.5,3.7,,,0.249
0.1,8,0.0,13.1,-5.0,4.0,4.514,0.249
0.1,9,0.0,-11.3,-2.7,4.0,4.514,0.249
0.1,10,0.0,-4.7,6.7,3.0,5.642,0.249
0.1,11,0.0,-20.4,21.0,1.0,11.284,0.249
0.1,12,0.0,17.0,-8.6,1.0,11.284,0.249
0.1,13,0.0,-20.5,-10.9,3.0,5.642,0.249
0.1,14,0.0,3.0,-5.2,3.0,5.642,0.249
0.1,15,0.0,-4.3,-0.9,7.0,2.821,0.249
0.1,16,0.0,-6.2,-12.0,3.0,5.642,0.249
0.1,17,0.0,-14.9,-2.9,4.0,4.514,0.249
0.1,18,0.0,-19.6,-18.8,2.0,7.523,0.249
0.1,19,0.0,8.9,18.9,1.0,11.284,0.249
0.1,20,0.0,-16.8,-10.3,5.0,3.761,0.249
0.1,21,0.0,-10.8,22.2,1.0,11.284,0.249
0.1,22,0.0,12.0,11.8,2.0,7.523,0.249
0.1,23,0.0,3.8,0.2,6.0,3.224,0.249
0.1,24,0.0,-1.5,7.5,3.0,5.642,0.249
0.1,25,0.0,10.4,3.7,3.0,5.642,0.249
0.2,8,0.0,13.1,-5.0,4.0,4.514,0.249
0.2,9,0.0,-11.4,-2.8,4.0,4.514,0.249
0.2,10,0.0,-4.7,6.8,3.0,5.642,0.249
0.2,11,0.0,-20.4,20.9,1.0,11.284,0.249
0.2,12,0.0,16.9,-8.6,1.0,11.284,0.249
0.2,13,0.0,-20.5,-10.8,3.0,5.642,0.249
0.2,14,0.0,3.0,-5.2,3.0,5.642,0.249
0.2,15,0.0,-4.3,-0.8,7.0,2.821,0.249
0.2,16,0.0,-6.1,-11.9,3.0,5.642,0.249
0.2,17,0.0,-14.9,-2.8,4.0,4.514,0.249
0.2,18,0.0,-19.6,-18.8,2.0,7.523,0.249
0.2,19,0.0,8.9,19.0,1.0,11.284,0.249
0.2,20,0.0,-16.8,-10.2,5.0,3.761,0.249
0.2,21,0.0,-10.8,22.2,1.0,11.284,0.249
0.2,22,0.0,11.9,11.8,2.0,7.523,0.249
0.2,23,0.0,3.8,0.1,6.0,3.224,0.249
0.2,24,0.0,-1.6,7.5,3.0,5.642,0.249
0.2,25,0.0,10.4,3.6,3.0,5.642,0.249
0.3,8,0.0,13.1,-5.1,4.0,4.514,0.249
0.3,9,0.0,-11.3,-2.8,4.0,4.514,0.249
0.3,10,0.0,-4.8,6.8,3.0,5.642,0.249
0.3,11,0.0,-20.3,20.9,1.0,11.284,0.249
0.3,12,0.0,16.9,-8.5,1.0,11.284,0.249
0.3,13,0.0,-20.6,-10.8,3.0,5.642,0.249
0.3,14,0.0,3.0,-5.2,4.0,4.514,0.249
0.3,15,0.003,-4.3,-0.9,7.0,2.821,0.248
0.3,16,0.0,-6.1,-11.9,2.0,7.523,0.249
0.3,17,0.0,-14.9,-2.7,4.0,4.514,0.249
0.3,18,0.0,-19.7,-18.8,2.0,7.523,0.249
0.3,19,0.0,8.9,19.0,1.0,11.284,0.249
0.3,20,0.0,-16.8,-10.2,5.0,3.761,0.249
0.3,21,0.0,-10.8,22.1,1.0,11.284,0.249
0.3,22,0.0,12.0,11.9,2.0,7.523,0.249
0.3,23,0.01,3.8,0.0,6.0,3.224,0.246
0.3,24,0.0,-1.7,7.5,3.0,5.642,0.249
0.3,25,0.0,10.4,3.7,3.0,5.642,0.249
0.4,8,0.0,13.1,-5.0,4.0,4.514,0.249
0.4,9,0.0,-11.2,-2.6,4.0,4.514,0.249
0.4,10,0.0,-4.7,6.5,3.0,5.642,0.249
0.4,11,0.0,-20.3,20.8,1.0,11.284,0.249
0.4,12,0.0,17.0,-8.5,1.0,11.284,0.249
0.4,13,0.0,-20.7,-10.8,3.0,5.642,0.249
0.4,14,0.003,3.0,-5.1,3.0,5.642,0.248
0.4,15,0.028,-4.2,-0.8,7.0,2.821,0.242
0.4,16,0.0,-6.0,-11.7,4.0,4.514,0.249
0.4,17,0.0,-14.7,-2.7,4.0,4.514,0.249
0.4,18,0.0,-19.6,-18.7,2.0,7.523,0.249
0.4,19,0.0,8.8,19.1,1.0,11.284,0.249
0.4,20,0.0,-16.9,-10.3,5.0,3.761,0.249
0.4,21,0.0,-10.8,22.2,1.0,11.284,0.249
0.4,22,0.0,12.0,11.9,2.0,7.523,0.249
0.4,23,0.045,3.8,-0.1,6.0,3.224,0.237
0.4,24,0.0,-1.6,7.3,3.0,5.642,0.249
0.4,25,0.0,10.2,3.6,3.0,5.642,0.249
0.5,8,0.0,12.9,-5.0,4.0,4.514,0.249
0.5,9,0.0,-10.9,-2.5,5.0,3.761,0.249
0.5,10,0.002,-4.5,6.3,4.0,4.514,0.248
0.5,11,0.0,-20.3,20.7,1.0,11.284,0.249
0.5,12,0.0,17.0,-8.4,1.0,11.284,0.249
0.5,13,0.0,-20.7,-10.8,3.0,5.642,0.249
0.5,14,0.019,3.0,-4.9,5.0,3.761,0.244
0.5,15,0.08,-4.0,-0.7,7.0,2.821,0.229
0.5,16,0.0,-5.9,-11.5,4.0,4.514,0.249
0.5,17,0.0,-14.5,-2.8,4.0,4.514,0.249
0.5,18,0.0,-19.6,-18.8,2.0,7.523,0.249
0.5,19,0.0,8.8,19.1,1.0,11.284,0.249
0.5,20,0.0,-16.9,-10.3,5.0,3.761,0.249
0.5,21,0.0,-10.7,22.2,1.0,11.284,0.249
0.5,22,0.0,11.9,11.9,2.0,7.523,0.249
0.5,23,0.098,3.8,-0.2,6.0,3.224,0.224
0.5,24,0.004,-1.4,7.1,3.0,5.642,0.248
0.5,25,0.0,10.0,3.6,3.0,5.642,0.249
0.6,8,0.0,12.6,-4.9,4.0,4.514,0.249
0.6,9,0.0,-10.7,-2.3,5.0,3.761,0.249
0.6,10,0.012,-4.4,6.1,4.0,4.514,0.246
0.6,11,0.0,-20.3,20.8,1.0,11.284,0.249
0.6,12,0.0,16.9,-8.4,1.0,11.284,0.249
0.6,13,0.0,-20.7,-10.7,3.0,5.642,0.249
0.6,14,0.055,3.0,-4.6,5.0,3.761,0.235
0.6,15,0.159,-3.8,-0.6,7.0,2.821,0.209
0.6,16,0.0,-5.8,-11.4,4.0,4.514,0.249
0.6,17,0.0,-14.3,-2.8,4.0,4.514,0.249
0.6,18,0.0,-19.6,-18.7,2.0,7.523,0.249
0.6,19,0.0,8.8,19.1,1.0,11.284,0.249
0.6,20,0.0,-16.9,-10.2,5.0,3.761,0.249
0.6,21,0.0,-10.7,22.3,1.0,11.284,0.249
0.6,22,0.0,11.8,11.8,2.0,7.523,0.249
0.6,23,0.162,3.8,-0.3,6.0,3.224,0.208
0.6,24,0.018,-1.3,6.8,3.0,5.642,0.244
0.6,25,0.001,9.8,3.4,4.0,4.514,0.248
