Time,Sum Area Coverage,Time/Total Time,Non-Dimensional Area Coverage
0.0,0.0,0.0,0.0
0.1,2345.4,0.001,0.938
0.2,2232.06,0.001,0.893
0.3,2245.4,0.002,0.898
0.4,2221.59,0.003,0.889
0.5,2189.21,0.003,0.876
0.6,2175.88,0.004,0.87
0.7,2089.21,0.005,0.836
0.8,2222.54,0.005,0.889
0.9,2127.3,0.006,0.851
1.0,2143.97,0.007,0.858
1.1,2123.97,0.007,0.85
1.2,2153.49,0.008,0.861
1.3,2154.13,0.009,0.862
1.4,2154.13,0.009,0.862
1.5,2154.13,0.01,0.862
1.6,2154.13,0.011,0.862
1.7,2160.95,0.011,0.864
1.8,2149.84,0.012,0.86
1.9,2006.5,0.013,0.803
2.0,2036.03,0.013,0.814
2.1,2036.03,0.014,0.814
2.2,2036.03,0.015,0.814
2.3,2006.5,0.015,0.803
2.4,2006.5,0.016,0.803
2.5,1968.25,0.017,0.787
2.6,1963.81,0.017,0.786
2.7,2062.7,0.018,0.825
2.8,1977.62,0.019,0.791
2.9,1971.76,0.019,0.789
3.0,1947.17,0.02,0.779
3.1,1982.09,0.021,0.793
3.2,1966.74,0.021,0.787
3.3,1954.64,0.022,0.782
3.4,1976.56,0.023,0.791
3.5,1943.23,0.023,0.777
3.6,1908.15,0.024,0.763
3.7,1901.48,0.025,0.761
3.8,1884.01,0.025,0.754
3.9,1737.85,0.026,0.695
4.0,1727.68,0.027,0.691
4.1,1747.04,0.027,0.699
4.2,1727.07,0.028,0.691
4.3,1727.07,0.029,0.691
4.4,1744.34,0.029,0.698
4.5,1744.34,0.03,0.698
4.6,1744.34,0.031,0.698
4.7,1707.98,0.031,0.683
4.8,1707.98,0.032,0.683
4.9,1684.95,0.033,0.674
5.0,1690.5,0.033,0.676
5.1,1680.98,0.034,0.672
5.2,1635.42,0.035,0.654
5.3,1604.64,0.035,0.642
5.4,1604.64,0.036,0.642
5.5,1623.4,0.037,0.649
5.6,1580.85,0.037,0.632
5.7,1580.85,0.038,0.632
5.8,1604.18,0.039,0.642
5.9,1622.26,0.039,0.649
6.0,1620.34,0.04,0.648
6.1,1603.35,0.041,0.641
6.2,1617.31,0.041,0.647
6.3,1561.43,0.042,0.625
6.4,1614.76,0.043,0.646
6.5,1614.76,0.043,0.646
6.6,1657.62,0.044,0.663
6.7,1753.81,0.045,0.702
6.8,1820.47,0.045,0.728
