,Time Averaged Accuracy,Total Energy Remaining,Best Heading/Bearing Correlation,Heterogeneity,Seekers,Explorers,Isocontours
0,0.7673813333333334,0.565,,0.0,0,0,5
0,0.7629120000000001,0.653,,0.2,0,1,4
0,0.8696533333333334,0.497,,0.4,0,2,3
0,0.6287480000000001,0.333,,0.6,0,3,2
0,0.8840793333333334,0.472,,0.8,0,4,1
