,Proximity Threshold,Time to Target,Time on Target,Average Time on Target,Adjusted Time on Target,heterogeneity,Seekers,Explorers,Isocontours
0,0.1,,,,,0.0,0,0,5
0,0.1,,,,,0.2,0,1,4
0,0.1,,,,,0.4,0,2,3
0,0.1,,,,,0.6,0,3,2
0,0.1,,,,,0.8,0,4,1
