Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,-7.14,0.76,0.0,0.0,-7.14,0.76,7.18,0.0,0.856,132.0,1.0
0.1,-7.11,0.72,0.0,0.0,-7.11,0.72,7.146,0.001,0.857,131.95342,1.0
0.2,-6.79,2.07,0.0,0.0,-6.79,2.07,7.099,0.001,0.858,131.92027,0.999
0.3,-6.51,4.31,0.0,0.0,-6.51,4.31,7.807,0.002,0.844,131.87202,0.999
0.4,-6.48,4.39,0.0,0.0,-6.48,4.39,7.827,0.003,0.843,131.79248,0.998
0.5,-6.8,2.2,0.0,0.0,-6.8,2.2,7.147,0.003,0.857,131.72633,0.998
0.6,-6.54,4.38,0.0,0.0,-6.54,4.38,7.871,0.004,0.843,131.64627,0.997
0.7,-6.6,4.32,0.0,0.0,-6.6,4.32,7.888,0.005,0.842,131.59729,0.997
0.8,-6.6,4.26,0.0,0.0,-6.6,4.26,7.855,0.005,0.843,131.53894,0.997
0.9,-6.63,4.31,0.0,0.0,-6.63,4.31,7.908,0.006,0.842,131.47741,0.996
1.0,-6.92,2.07,0.0,0.0,-6.92,2.07,7.223,0.007,0.856,131.44063,0.996
1.1,-4.93,3.82,0.0,0.0,-4.93,3.82,6.237,0.007,0.875,131.39889,0.995
1.2,1.78,4.09,0.0,0.0,1.78,4.09,4.461,0.008,0.911,131.3524,0.995
1.3,3.1,1.73,0.0,0.0,3.1,1.73,3.55,0.009,0.929,131.28587,0.995
1.4,2.89,1.68,0.0,0.0,2.89,1.68,3.343,0.009,0.933,131.22345,0.994
1.5,-2.88,2.06,0.0,0.0,-2.88,2.06,3.541,0.01,0.929,131.15069,0.994
1.6,2.6,1.58,0.0,0.0,2.6,1.58,3.042,0.011,0.939,131.07488,0.993
1.7,2.41,1.5,0.0,0.0,2.41,1.5,2.839,0.011,0.943,131.00101,0.992
1.8,2.24,1.36,0.0,0.0,2.24,1.36,2.621,0.012,0.948,130.95764,0.992
1.9,2.06,1.2,0.0,0.0,2.06,1.2,2.384,0.013,0.952,130.91486,0.992
2.0,-7.13,0.86,0.0,0.0,-7.13,0.86,7.182,0.013,0.856,130.84157,0.991
2.1,-4.38,1.94,0.0,0.0,-4.38,1.94,4.79,0.014,0.904,130.8039,0.991
2.2,0.26,1.33,0.0,0.0,0.26,1.33,1.355,0.015,0.973,130.7637,0.991
2.3,1.48,0.95,0.0,0.0,1.48,0.95,1.759,0.015,0.965,130.65637,0.99
2.4,1.37,0.85,0.0,0.0,1.37,0.85,1.612,0.016,0.968,130.57296,0.989
2.5,-3.38,1.37,0.0,0.0,-3.38,1.37,3.647,0.017,0.927,130.46007,0.988
2.6,-0.06,3.1,0.0,0.0,-0.06,3.1,3.101,0.017,0.938,130.40721,0.988
2.7,-0.23,2.96,0.0,0.0,-0.23,2.96,2.969,0.018,0.941,130.32985,0.987
2.8,-0.29,2.96,0.0,0.0,-0.29,2.96,2.974,0.019,0.941,130.28009,0.987
2.9,-0.42,2.85,0.0,0.0,-0.42,2.85,2.881,0.019,0.942,130.19741,0.986
3.0,-3.62,1.19,0.0,0.0,-3.62,1.19,3.811,0.02,0.924,130.16084,0.986
3.1,-0.61,2.68,0.0,0.0,-0.61,2.68,2.749,0.021,0.945,130.08694,0.986
3.2,-0.65,2.59,0.0,0.0,-0.65,2.59,2.67,0.021,0.947,130.04059,0.985
3.3,-0.65,2.42,0.0,0.0,-0.65,2.42,2.506,0.022,0.95,129.99324,0.985
3.4,-0.7,2.21,0.0,0.0,-0.7,2.21,2.318,0.023,0.954,129.90301,0.984
3.5,-3.6,0.7,0.0,0.0,-3.6,0.7,3.667,0.023,0.927,129.84272,0.984
3.6,-0.64,2.07,0.0,0.0,-0.64,2.07,2.167,0.024,0.957,129.77078,0.983
3.7,-0.85,1.81,0.0,0.0,-0.85,1.81,2.0,0.025,0.96,129.67711,0.982
3.8,-1.03,1.79,0.0,0.0,-1.03,1.79,2.065,0.025,0.959,129.62231,0.982
3.9,-1.14,1.78,0.0,0.0,-1.14,1.78,2.114,0.026,0.958,129.5533,0.981
4.0,-6.56,0.63,0.0,0.0,-6.56,0.63,6.59,0.027,0.868,129.48397,0.981
4.1,-1.46,0.6,0.0,0.0,-1.46,0.6,1.578,0.027,0.968,129.43022,0.981
4.2,-0.88,0.25,0.0,0.0,-0.88,0.25,0.915,0.028,0.982,129.36205,0.98
4.3,-1.01,0.23,0.0,0.0,-1.01,0.23,1.036,0.029,0.979,129.28862,0.979
4.4,-1.0,0.2,0.0,0.0,-1.0,0.2,1.02,0.029,0.98,129.21381,0.979
4.5,-4.02,0.48,0.0,0.0,-4.02,0.48,4.049,0.03,0.919,129.1699,0.979
4.6,-1.73,1.75,0.0,0.0,-1.73,1.75,2.461,0.031,0.951,129.12231,0.978
4.7,-1.69,1.72,0.0,0.0,-1.69,1.72,2.411,0.031,0.952,129.04772,0.978
4.8,-2.33,1.69,0.0,0.0,-2.33,1.69,2.878,0.032,0.942,128.96414,0.977
4.9,-2.52,1.68,0.0,0.0,-2.52,1.68,3.029,0.033,0.939,128.92744,0.977
5.0,-4.52,0.49,0.0,0.0,-4.52,0.49,4.546,0.033,0.909,128.88324,0.976
5.1,-2.7,1.75,0.0,0.0,-2.7,1.75,3.218,0.034,0.936,128.81366,0.976
5.2,-2.77,1.72,0.0,0.0,-2.77,1.72,3.261,0.035,0.935,128.7511,0.975
5.3,-2.75,1.71,0.0,0.0,-2.75,1.71,3.238,0.035,0.935,128.70471,0.975
5.4,-2.76,1.72,0.0,0.0,-2.76,1.72,3.252,0.036,0.935,128.62314,0.974
5.5,-4.54,0.68,0.0,0.0,-4.54,0.68,4.591,0.037,0.908,128.54481,0.974
5.6,-2.74,1.75,0.0,0.0,-2.74,1.75,3.251,0.037,0.935,128.47609,0.973
5.7,-2.75,1.7,0.0,0.0,-2.75,1.7,3.233,0.038,0.935,128.39905,0.973
5.8,-2.77,1.68,0.0,0.0,-2.77,1.68,3.24,0.039,0.935,128.32596,0.972
5.9,-2.75,1.68,0.0,0.0,-2.75,1.68,3.223,0.039,0.936,128.26569,0.972
6.0,-6.39,0.96,0.0,0.0,-6.39,0.96,6.462,0.04,0.871,128.22019,0.971
6.1,-3.86,1.6,0.0,0.0,-3.86,1.6,4.178,0.041,0.916,128.17796,0.971
6.2,-3.96,1.68,0.0,0.0,-3.96,1.68,4.302,0.041,0.914,128.10073,0.97
6.3,-4.0,1.77,0.0,0.0,-4.0,1.77,4.374,0.042,0.913,128.05127,0.97
6.4,-3.26,0.15,0.0,0.0,-3.26,0.15,3.263,0.043,0.935,128.01107,0.97
6.5,-5.06,0.8,0.0,0.0,-5.06,0.8,5.123,0.043,0.898,127.94889,0.969
6.6,-3.26,0.16,0.0,0.0,-3.26,0.16,3.264,0.044,0.935,127.91129,0.969
6.7,-3.24,0.17,0.0,0.0,-3.24,0.17,3.244,0.045,0.935,127.87761,0.969
6.8,-3.26,0.21,0.0,0.0,-3.26,0.21,3.267,0.045,0.935,127.84804,0.969
6.9,-3.28,0.21,0.0,0.0,-3.28,0.21,3.287,0.046,0.934,127.80793,0.968
7.0,-5.14,0.88,0.0,0.0,-5.14,0.88,5.215,0.047,0.896,127.76239,0.968
7.1,-3.28,0.25,0.0,0.0,-3.28,0.25,3.29,0.047,0.934,127.70746,0.967
7.2,-3.26,0.28,0.0,0.0,-3.26,0.28,3.272,0.048,0.935,127.65251,0.967
7.3,-3.28,0.34,0.0,0.0,-3.28,0.34,3.298,0.049,0.934,127.55554,0.966
7.4,-3.25,0.36,0.0,0.0,-3.25,0.36,3.27,0.049,0.935,127.4988,0.966
7.5,-5.13,1.06,0.0,0.0,-5.13,1.06,5.238,0.05,0.895,127.44555,0.965
7.6,-2.28,-3.03,0.0,0.0,-2.28,-3.03,3.792,0.051,0.924,127.38077,0.965
7.7,-2.82,-2.36,0.0,0.0,-2.82,-2.36,3.677,0.051,0.926,127.31816,0.965
7.8,-2.82,-2.32,0.0,0.0,-2.82,-2.32,3.652,0.052,0.927,127.27469,0.964
7.9,-2.82,-2.28,0.0,0.0,-2.82,-2.28,3.626,0.053,0.927,127.20445,0.964
8.0,-7.51,1.43,0.0,0.0,-7.51,1.43,7.645,0.053,0.847,127.16582,0.963
8.1,-3.62,3.8,0.0,0.0,-3.62,3.8,5.248,0.054,0.895,127.09074,0.963
8.2,-3.05,5.71,0.0,0.0,-3.05,5.71,6.474,0.055,0.871,127.03658,0.962
8.3,-2.9,5.59,0.0,0.0,-2.9,5.59,6.297,0.055,0.874,126.9876,0.962
8.4,-2.79,5.48,0.0,0.0,-2.79,5.48,6.149,0.056,0.877,126.92478,0.962
8.5,-5.1,4.67,0.0,0.0,-5.1,4.67,6.915,0.057,0.862,126.86469,0.961
8.6,-2.73,5.37,0.0,0.0,-2.73,5.37,6.024,0.057,0.88,126.81234,0.961
8.7,-2.7,5.36,0.0,0.0,-2.7,5.36,6.002,0.058,0.88,126.78026,0.96
8.8,-2.79,5.26,0.0,0.0,-2.79,5.26,5.954,0.059,0.881,126.7093,0.96
8.9,-2.79,5.31,0.0,0.0,-2.79,5.31,5.998,0.059,0.88,126.64572,0.959
9.0,-5.1,4.62,0.0,0.0,-5.1,4.62,6.881,0.06,0.862,126.5778,0.959
9.1,-2.62,5.49,0.0,0.0,-2.62,5.49,6.083,0.061,0.878,126.53666,0.959
9.2,-2.58,5.47,0.0,0.0,-2.58,5.47,6.048,0.061,0.879,126.46768,0.958
9.3,-2.59,5.46,0.0,0.0,-2.59,5.46,6.043,0.062,0.879,126.39959,0.958
9.4,-2.58,5.44,0.0,0.0,-2.58,5.44,6.021,0.063,0.88,126.32655,0.957
9.5,-4.84,4.44,0.0,0.0,-4.84,4.44,6.568,0.063,0.869,126.28418,0.957
9.6,-2.59,5.34,0.0,0.0,-2.59,5.34,5.935,0.064,0.881,126.24346,0.956
9.7,-2.73,5.27,0.0,0.0,-2.73,5.27,5.935,0.065,0.881,126.20114,0.956
