Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,-5.02,-1.63,3.41,-16.81,-8.43,15.18,17.364,0.0,0.653,330.0,1.0
0.1,-5.04,-1.61,3.14,-17.23,-8.18,15.62,17.632,0.001,0.647,329.84112,1.0
0.2,-5.03,-1.65,2.58,-17.1,-7.61,15.45,17.223,0.001,0.656,329.55728,0.999
0.3,-5.02,-1.6,2.14,-16.83,-7.16,15.23,16.829,0.002,0.663,329.32992,0.998
0.4,-5.01,-1.51,1.58,-16.68,-6.59,15.17,16.54,0.003,0.669,329.11512,0.997
0.5,-4.95,-1.46,1.69,-16.59,-6.64,15.13,16.523,0.003,0.67,328.89824,0.997
0.6,-5.42,-1.33,1.54,-16.26,-6.96,14.93,16.473,0.004,0.671,328.71561,0.996
0.7,-5.69,-1.79,1.09,-16.59,-6.78,14.8,16.279,0.005,0.674,328.57577,0.996
0.8,-5.33,-2.42,1.21,-16.61,-6.54,14.19,15.625,0.005,0.688,328.42767,0.995
0.9,-5.02,-2.89,0.61,-16.58,-5.63,13.69,14.802,0.006,0.704,328.25814,0.995
1.0,-4.88,-1.58,0.09,-16.82,-4.97,15.24,16.03,0.007,0.679,328.11624,0.994
1.1,-4.64,-2.13,0.09,-16.55,-4.73,14.42,15.176,0.007,0.696,327.97465,0.994
1.2,-2.81,-6.22,-0.29,-16.89,-2.52,10.67,10.964,0.008,0.781,327.83917,0.993
1.3,-0.46,-10.32,-0.25,-16.66,-0.21,6.34,6.343,0.009,0.873,327.72457,0.993
1.4,-1.24,-13.65,-0.74,-16.92,-0.5,3.27,3.308,0.009,0.934,327.53992,0.993
1.5,-3.7,-5.03,-0.63,-17.02,-3.07,11.99,12.377,0.01,0.752,327.38821,0.992
1.6,-1.38,-10.98,-1.08,-16.71,-0.3,5.73,5.738,0.011,0.885,327.24686,0.992
1.7,-0.54,-14.55,-1.54,-16.99,1.0,2.44,2.637,0.011,0.947,327.09731,0.991
1.8,0.05,-14.75,-1.45,-16.82,1.5,2.07,2.556,0.012,0.949,326.92159,0.991
1.9,-1.49,-15.06,-2.02,-16.64,0.53,1.58,1.667,0.013,0.967,326.76053,0.99
2.0,-4.75,-1.84,-2.04,-16.9,-2.71,15.06,15.302,0.013,0.694,326.59626,0.99
2.1,-2.96,-5.51,-2.54,-16.62,-0.42,11.11,11.118,0.014,0.778,326.47388,0.989
2.2,-2.23,-9.86,-2.51,-16.82,0.28,6.96,6.966,0.015,0.861,326.29166,0.989
2.3,-1.05,-12.87,-2.75,-16.42,1.7,3.55,3.936,0.015,0.921,326.14271,0.988
2.4,-1.48,-15.19,-3.35,-16.35,1.87,1.16,2.201,0.016,0.956,325.94266,0.988
2.5,-4.36,-5.02,-3.9,-16.11,-0.46,11.09,11.1,0.017,0.778,325.80888,0.987
2.6,-4.1,-12.45,-3.94,-15.75,-0.16,3.3,3.304,0.017,0.934,325.65418,0.987
2.7,-3.87,-15.64,-3.83,-15.82,-0.04,0.18,0.184,0.018,0.996,325.48627,0.986
2.8,-5.35,-15.58,-4.12,-15.4,-1.23,-0.18,1.243,0.019,0.975,325.36556,0.986
2.9,-3.27,-15.67,-4.66,-15.15,1.39,-0.52,1.484,0.019,0.97,325.24338,0.986
3.0,-4.78,-2.32,-4.54,-15.01,-0.24,12.69,12.692,0.02,0.746,325.11498,0.985
3.1,-3.31,-6.31,-4.82,-15.3,1.51,8.99,9.116,0.021,0.818,324.99762,0.985
3.2,-2.2,-9.59,-5.07,-15.59,2.87,6.0,6.651,0.021,0.867,324.83971,0.984
3.3,-2.06,-12.99,-5.28,-15.15,3.22,2.16,3.877,0.022,0.922,324.69834,0.984
3.4,-3.14,-14.85,-5.15,-15.12,2.01,0.27,2.028,0.023,0.959,324.56985,0.984
3.5,-5.1,-5.19,-5.19,-15.36,0.09,10.17,10.17,0.023,0.797,324.41432,0.983
3.6,-6.6,-12.72,-5.06,-15.31,-1.54,2.59,3.013,0.024,0.94,324.27301,0.983
3.7,-6.29,-15.8,-5.55,-14.99,-0.74,-0.81,1.097,0.025,0.978,324.08941,0.982
3.8,-6.26,-15.86,-5.46,-15.07,-0.8,-0.79,1.124,0.025,0.978,323.93703,0.982
3.9,-6.23,-15.9,-5.39,-14.77,-0.84,-1.13,1.408,0.026,0.972,323.7714,0.981
4.0,-4.82,-2.78,-5.93,-14.51,1.11,11.73,11.782,0.027,0.764,323.63333,0.981
4.1,-3.9,-6.68,-6.31,-14.09,2.41,7.41,7.792,0.027,0.844,323.42983,0.98
4.2,-3.24,-9.76,-6.18,-13.9,2.94,4.14,5.078,0.028,0.898,323.22599,0.979
4.3,-4.23,-12.52,-6.23,-13.48,2.0,0.96,2.218,0.029,0.956,323.09569,0.979
4.4,-5.29,-14.04,-6.18,-13.62,0.89,-0.42,0.984,0.029,0.98,322.90083,0.978
4.5,-5.01,-5.59,-6.69,-13.3,1.68,7.71,7.891,0.03,0.842,322.68053,0.978
4.6,-5.58,-13.72,-7.15,-12.92,1.57,-0.8,1.762,0.031,0.965,322.48366,0.977
4.7,-5.78,-16.08,-7.09,-12.57,1.31,-3.51,3.746,0.031,0.925,322.33612,0.977
4.8,-5.74,-16.1,-7.65,-12.36,1.91,-3.74,4.199,0.032,0.916,322.12654,0.976
4.9,-5.73,-16.11,-7.7,-11.9,1.97,-4.21,4.648,0.033,0.907,321.93696,0.976
5.0,-4.76,-3.38,-8.18,-11.52,3.42,8.14,8.829,0.033,0.823,321.77242,0.975
5.1,-3.81,-6.72,-8.71,-11.25,4.9,4.53,6.673,0.034,0.867,321.57788,0.974
5.2,-3.79,-7.9,-9.16,-10.84,5.37,2.94,6.122,0.035,0.878,321.4303,0.974
5.3,-3.69,-9.11,-8.99,-10.76,5.3,1.65,5.551,0.035,0.889,321.28076,0.974
5.4,-4.93,-8.95,-9.08,-10.26,4.15,1.31,4.352,0.036,0.913,321.1253,0.973
5.5,-5.18,-4.82,-9.07,-10.41,3.89,5.59,6.81,0.037,0.864,320.96038,0.973
5.6,-7.08,-7.61,-9.62,-10.21,2.54,2.6,3.635,0.037,0.927,320.79123,0.972
5.7,-7.04,-9.98,-10.05,-9.78,3.01,-0.2,3.017,0.038,0.94,320.63041,0.972
5.8,-7.03,-10.72,-10.3,-9.25,3.27,-1.47,3.585,0.039,0.928,320.42454,0.971
5.9,-7.02,-10.73,-10.76,-8.87,3.74,-1.86,4.177,0.039,0.916,320.2641,0.97
6.0,-4.74,-3.89,-10.72,-8.38,5.98,4.49,7.478,0.04,0.85,320.14679,0.97
6.1,-4.94,-6.61,-10.78,-8.54,5.84,1.93,6.151,0.041,0.877,319.95332,0.97
6.2,-4.77,-8.15,-10.66,-8.11,5.89,-0.04,5.89,0.041,0.882,319.79389,0.969
6.3,-5.16,-9.61,-10.44,-7.96,5.28,-1.65,5.532,0.042,0.889,319.66138,0.969
6.4,-6.1,-10.37,-10.35,-7.49,4.25,-2.88,5.134,0.043,0.897,319.49553,0.968
6.5,-5.05,-5.1,-10.79,-7.5,5.74,2.4,6.222,0.043,0.876,319.27368,0.967
6.6,-6.3,-7.88,-11.15,-7.59,4.85,-0.29,4.859,0.044,0.903,319.0811,0.967
6.7,-7.89,-8.88,-10.93,-7.36,3.04,-1.52,3.399,0.045,0.932,318.92782,0.966
6.8,-8.54,-8.75,-11.41,-7.27,2.87,-1.48,3.229,0.045,0.935,318.73078,0.966
6.9,-8.94,-8.3,-11.35,-7.37,2.41,-0.93,2.583,0.046,0.948,318.55392,0.965
7.0,-4.91,-4.15,-11.64,-7.5,6.73,3.35,7.518,0.047,0.85,318.39568,0.965
7.1,-5.72,-4.7,-11.69,-7.65,5.97,2.95,6.659,0.047,0.867,318.18341,0.964
7.2,-6.78,-6.35,-11.73,-7.09,4.95,0.74,5.005,0.048,0.9,318.00455,0.964
7.3,-7.21,-7.85,-11.53,-7.06,4.32,-0.79,4.392,0.049,0.912,317.80631,0.963
7.4,-7.31,-8.19,-11.48,-6.54,4.17,-1.65,4.485,0.049,0.91,317.63232,0.963
7.5,-5.79,-4.68,-11.28,-6.15,5.49,1.47,5.683,0.05,0.886,317.49969,0.962
7.6,-7.05,-5.32,-11.58,-6.26,4.53,0.94,4.626,0.051,0.907,317.35476,0.962
7.7,-7.2,-7.61,-11.53,-6.37,4.33,-1.24,4.504,0.051,0.91,317.06823,0.961
7.8,-7.73,-7.5,-11.28,-6.16,3.55,-1.34,3.794,0.052,0.924,316.85194,0.96
7.9,-8.01,-7.01,-11.2,-6.25,3.19,-0.76,3.279,0.053,0.934,316.60729,0.959
8.0,-5.27,-4.56,-11.59,-6.29,6.32,1.73,6.553,0.053,0.869,316.45639,0.959
8.1,-5.96,-4.04,-11.39,-6.25,5.43,2.21,5.863,0.054,0.883,316.30372,0.958
8.2,-7.32,-5.24,-11.67,-5.71,4.35,0.47,4.375,0.055,0.912,316.1128,0.958
8.3,-8.13,-5.92,-11.76,-5.86,3.63,-0.06,3.63,0.055,0.927,315.94727,0.957
8.4,-8.34,-6.03,-11.5,-5.65,3.16,-0.38,3.183,0.056,0.936,315.76109,0.957
8.5,-5.8,-3.92,-11.96,-5.51,6.16,1.59,6.362,0.057,0.873,315.60385,0.956
8.6,-6.95,-3.04,-11.97,-4.94,5.02,1.9,5.368,0.057,0.893,315.4403,0.956
8.7,-7.48,-4.18,-12.21,-5.05,4.73,0.87,4.809,0.058,0.904,315.30281,0.955
8.8,-8.12,-5.59,-11.95,-4.73,3.83,-0.86,3.925,0.059,0.922,315.07058,0.955
8.9,-9.17,-6.46,-12.1,-4.15,2.93,-2.31,3.731,0.059,0.925,314.89633,0.954
9.0,-5.54,-4.83,-11.89,-3.69,6.35,-1.14,6.452,0.06,0.871,314.76402,0.954
9.1,-6.12,-4.54,-11.8,-3.78,5.68,-0.76,5.731,0.061,0.885,314.55896,0.953
9.2,-7.24,-4.59,-11.52,-3.45,4.28,-1.14,4.429,0.061,0.911,314.43814,0.953
9.3,-9.42,-5.26,-11.5,-3.57,2.08,-1.69,2.68,0.062,0.946,314.27027,0.952
9.4,-11.0,-5.81,-11.26,-3.53,0.26,-2.28,2.295,0.063,0.954,314.08939,0.952
9.5,-5.92,-4.05,-11.68,-3.18,5.76,-0.87,5.825,0.063,0.884,313.93833,0.951
9.6,-6.6,-2.69,-11.99,-3.21,5.39,0.52,5.415,0.064,0.892,313.76717,0.951
9.7,-6.85,-4.08,-11.69,-2.92,4.84,-1.16,4.977,0.065,0.9,313.65826,0.95
9.8,-7.98,-5.56,-11.48,-2.44,3.5,-3.12,4.689,0.065,0.906,313.46075,0.95
9.9,-8.18,-6.02,-11.69,-1.87,3.51,-4.15,5.435,0.066,0.891,313.34661,0.95
10.0,-5.49,-4.86,-11.92,-1.94,6.43,-2.92,7.062,0.067,0.859,313.12996,0.949
10.1,-6.3,-3.78,-11.75,-2.0,5.45,-1.78,5.733,0.067,0.885,313.00396,0.948
10.2,-7.64,-3.61,-11.81,-2.13,4.17,-1.48,4.425,0.068,0.912,312.85221,0.948
10.3,-9.01,-4.26,-11.78,-1.53,2.77,-2.73,3.889,0.069,0.922,312.66539,0.947
10.4,-9.26,-4.68,-11.45,-1.2,2.19,-3.48,4.112,0.069,0.918,312.52137,0.947
10.5,-5.87,-3.88,-11.14,-0.82,5.27,-3.06,6.094,0.07,0.878,312.40497,0.947
10.6,-6.76,-2.66,-11.52,-0.62,4.76,-2.04,5.179,0.071,0.896,312.29323,0.946
10.7,-7.9,-3.29,-11.27,-0.63,3.37,-2.66,4.293,0.071,0.914,312.10293,0.946
10.8,-9.0,-4.24,-11.07,-0.09,2.07,-4.15,4.638,0.072,0.907,311.92192,0.945
10.9,-9.25,-4.66,-11.39,-0.02,2.14,-4.64,5.11,0.073,0.898,311.76907,0.945
11.0,-5.68,-4.57,-11.72,0.38,6.04,-4.95,7.809,0.073,0.844,311.57128,0.944
11.1,-6.7,-3.75,-11.46,0.89,4.76,-4.64,6.647,0.074,0.867,311.45356,0.944
11.2,-8.05,-3.16,-11.12,0.97,3.07,-4.13,5.146,0.075,0.897,311.22819,0.943
11.3,-9.22,-3.88,-10.85,1.48,1.63,-5.36,5.602,0.075,0.888,311.03802,0.943
11.4,-9.49,-4.28,-11.12,1.52,1.63,-5.8,6.025,0.076,0.88,310.85886,0.942
11.5,-6.02,-3.75,-11.33,2.03,5.31,-5.78,7.849,0.077,0.843,310.62159,0.941
11.6,-6.83,-2.62,-11.22,1.91,4.39,-4.53,6.308,0.077,0.874,310.50872,0.941
11.7,-7.85,-3.54,-10.93,2.42,3.08,-5.96,6.709,0.078,0.866,310.36831,0.941
11.8,-8.98,-4.19,-10.75,2.31,1.77,-6.5,6.737,0.079,0.865,310.20916,0.94
11.9,-9.51,-4.2,-10.38,2.72,0.87,-6.92,6.974,0.079,0.861,310.02675,0.939
12.0,-5.71,-4.3,-10.12,2.65,4.41,-6.95,8.231,0.08,0.835,309.81395,0.939
12.1,-6.2,-2.37,-10.42,2.9,4.22,-5.27,6.751,0.081,0.865,309.62506,0.938
12.2,-5.68,-1.11,-10.01,3.03,4.33,-4.14,5.991,0.081,0.88,309.39864,0.938
12.3,-5.64,-0.56,-10.17,3.55,4.53,-4.11,6.117,0.082,0.878,309.16977,0.937
