Time,Sum Area Coverage,Time/Total Time,Non-Dimensional Area Coverage
0.0,0.0,0.0,0.0
0.1,3286.67,0.001,1.315
0.2,3393.33,0.001,1.357
0.3,3106.67,0.002,1.243
0.4,3297.14,0.003,1.319
0.5,3297.14,0.003,1.319
0.6,3230.48,0.004,1.292
0.7,3330.48,0.005,1.332
0.8,3383.81,0.005,1.354
0.9,3383.81,0.006,1.354
1.0,3383.81,0.007,1.354
1.1,3383.81,0.007,1.354
1.2,3297.14,0.008,1.319
1.3,3254.28,0.009,1.302
1.4,3240.0,0.009,1.296
1.5,3220.95,0.01,1.288
1.6,3197.14,0.011,1.279
1.7,3117.14,0.011,1.247
1.8,3097.14,0.012,1.239
1.9,3143.81,0.013,1.258
2.0,3097.14,0.013,1.239
2.1,3097.14,0.014,1.239
2.2,3097.14,0.015,1.239
2.3,3123.81,0.015,1.25
2.4,3104.76,0.016,1.242
2.5,3104.76,0.017,1.242
2.6,3114.28,0.017,1.246
2.7,3153.33,0.018,1.261
2.8,3153.33,0.019,1.261
2.9,3153.33,0.019,1.261
3.0,3177.14,0.02,1.271
3.1,3143.81,0.021,1.258
3.2,3123.81,0.021,1.25
3.3,3103.81,0.022,1.242
3.4,3100.0,0.023,1.24
3.5,3090.48,0.023,1.236
3.6,3077.14,0.024,1.231
3.7,3143.81,0.025,1.258
3.8,3114.28,0.025,1.246
3.9,3100.95,0.026,1.24
4.0,3000.48,0.027,1.2
4.1,3000.48,0.027,1.2
4.2,3047.14,0.028,1.219
4.3,3056.67,0.029,1.223
4.4,3047.14,0.029,1.219
4.5,3213.81,0.03,1.286
4.6,3176.67,0.031,1.271
4.7,3247.14,0.031,1.299
4.8,3310.0,0.032,1.324
4.9,3347.14,0.033,1.339
5.0,3367.14,0.033,1.347
5.1,3376.67,0.034,1.351
5.2,3333.81,0.035,1.334
5.3,3354.28,0.035,1.342
5.4,3397.14,0.036,1.359
5.5,3234.28,0.037,1.294
5.6,3363.81,0.037,1.346
5.7,3363.81,0.038,1.346
5.8,3417.14,0.039,1.367
5.9,3307.62,0.039,1.323
6.0,3307.62,0.04,1.323
6.1,3220.95,0.041,1.288
6.2,3220.95,0.041,1.288
6.3,3201.9,0.042,1.281
6.4,3174.76,0.043,1.27
6.5,3261.43,0.043,1.305
6.6,3344.76,0.044,1.338
6.7,3317.62,0.045,1.327
6.8,3372.54,0.045,1.349
6.9,3350.95,0.046,1.34
7.0,3312.06,0.047,1.325
7.1,3312.06,0.047,1.325
7.2,3312.06,0.048,1.325
7.3,3248.73,0.049,1.299
7.4,3232.06,0.049,1.293
7.5,3214.92,0.05,1.286
7.6,3248.25,0.051,1.299
7.7,3248.25,0.051,1.299
7.8,3198.25,0.052,1.279
7.9,3203.81,0.053,1.282
8.0,2964.28,0.053,1.186
8.1,3258.57,0.054,1.303
8.2,2964.76,0.055,1.186
8.3,3026.35,0.055,1.211
8.4,3026.35,0.056,1.211
8.5,2989.38,0.057,1.196
8.6,2989.38,0.057,1.196
8.7,2976.68,0.058,1.191
8.8,2976.68,0.059,1.191
8.9,2613.35,0.059,1.045
9.0,2648.43,0.06,1.059
9.1,2653.98,0.061,1.062
9.2,2694.46,0.061,1.078
9.3,2651.9,0.062,1.061
9.4,2558.09,0.063,1.023
9.5,2888.09,0.063,1.155
9.6,2861.43,0.064,1.145
9.7,2886.51,0.065,1.155
9.8,2886.51,0.065,1.155
9.9,2899.84,0.066,1.16
10.0,2593.65,0.067,1.037
10.1,2572.54,0.067,1.029
10.2,2639.2,0.068,1.056
10.3,2596.98,0.069,1.039
10.4,2683.02,0.069,1.073
10.5,2583.02,0.07,1.033
10.6,2583.02,0.071,1.033
10.7,2583.02,0.071,1.033
10.8,2569.86,0.072,1.028
10.9,2553.49,0.073,1.021
11.0,2553.49,0.073,1.021
11.1,2566.05,0.074,1.026
11.2,2566.05,0.075,1.026
11.3,2592.71,0.075,1.037
11.4,2579.38,0.076,1.032
11.5,2822.24,0.077,1.129
11.6,2805.57,0.077,1.122
11.7,2778.9,0.078,1.112
11.8,2512.24,0.079,1.005
11.9,2493.35,0.079,0.997
12.0,2766.2,0.08,1.106
12.1,2778.9,0.081,1.112
12.2,2758.9,0.081,1.104
12.3,2730.82,0.082,1.092
12.4,2753.35,0.083,1.101
12.5,2701.6,0.083,1.081
12.6,2716.68,0.084,1.087
12.7,2740.32,0.085,1.096
12.8,2740.32,0.085,1.096
12.9,2719.2,0.086,1.088
13.0,2714.76,0.087,1.086
13.1,2723.65,0.087,1.089
13.2,2723.65,0.088,1.089
13.3,2723.65,0.089,1.089
13.4,2723.65,0.089,1.089
13.5,2600.32,0.09,1.04
13.6,2774.76,0.091,1.11
13.7,2627.46,0.091,1.051
13.8,2727.46,0.092,1.091
13.9,2665.87,0.093,1.066
14.0,2665.87,0.093,1.066
14.1,2778.57,0.094,1.111
14.2,2446.03,0.095,0.978
14.3,2380.0,0.095,0.952
14.4,2341.11,0.096,0.936
14.5,2360.0,0.097,0.944
14.6,2360.0,0.097,0.944
14.7,2452.7,0.098,0.981
14.8,2513.81,0.099,1.006
14.9,2580.47,0.099,1.032
15.0,2547.14,0.1,1.019
15.1,2551.58,0.101,1.021
15.2,2551.58,0.101,1.021
15.3,2513.81,0.102,1.006
15.4,2443.33,0.103,0.977
15.5,2581.11,0.103,1.032
15.6,2481.11,0.104,0.992
15.7,2566.03,0.105,1.026
15.8,2566.03,0.105,1.026
15.9,2546.03,0.106,1.018
16.0,2543.8,0.107,1.018
16.1,2531.11,0.107,1.012
16.2,2531.11,0.108,1.012
16.3,2531.11,0.109,1.012
16.4,2531.11,0.109,1.012
16.5,2508.89,0.11,1.004
16.6,2499.36,0.111,1.0
16.7,2547.14,0.111,1.019
16.8,2522.06,0.112,1.009
16.9,2506.66,0.113,1.003
17.0,2514.44,0.113,1.006
17.1,2432.22,0.114,0.973
