Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.275,0.0,0.0,23.7,11.7,-13.4,-12.9,123.4,0.0
0.1,0.275,67.7,0.001,23.7,11.8,-13.4,-12.8,123.4,0.549
0.2,0.275,67.7,0.001,23.7,11.7,-13.5,-12.6,123.0,0.55
0.3,0.273,67.7,0.002,23.8,11.7,-13.6,-12.4,123.0,0.55
0.4,0.269,67.7,0.003,23.7,11.7,-13.6,-12.3,122.6,0.552
0.5,0.264,67.7,0.003,23.7,11.7,-13.6,-12.1,122.2,0.554
0.6,0.259,67.7,0.004,23.7,11.7,-13.7,-12.0,122.2,0.554
0.7,0.254,67.7,0.005,23.7,11.8,-13.8,-11.9,122.4,0.553
0.8,0.248,67.7,0.005,23.7,11.9,-13.9,-11.7,122.4,0.553
0.9,0.241,67.7,0.006,23.8,11.8,-14.0,-11.4,122.0,0.555
1.0,0.234,67.7,0.007,23.8,11.9,-14.2,-11.1,122.0,0.555
1.1,0.228,67.7,0.007,23.7,12.0,-14.2,-11.0,121.8,0.556
1.2,0.221,67.7,0.008,23.7,11.9,-14.4,-10.8,121.6,0.557
1.3,0.215,67.7,0.009,23.7,11.8,-14.6,-10.7,121.6,0.557
1.4,0.207,67.7,0.009,23.7,11.7,-14.8,-10.5,121.4,0.558
1.5,0.21,67.7,0.01,23.8,11.6,-15.0,-10.2,121.2,0.559
1.6,0.215,67.7,0.011,23.8,11.6,-14.9,-10.0,120.6,0.561
1.7,0.22,67.7,0.011,23.8,11.5,-14.9,-9.7,119.8,0.565
1.8,0.223,67.7,0.012,23.7,11.5,-15.1,-9.6,119.8,0.565
1.9,0.226,67.7,0.013,23.7,11.5,-15.2,-9.3,119.4,0.567
2.0,0.229,67.7,0.013,23.5,11.6,-15.0,-9.2,118.6,0.571
2.1,0.229,67.7,0.014,23.3,11.4,-14.8,-9.2,117.4,0.577
2.2,0.228,67.7,0.015,23.2,11.3,-14.6,-9.2,116.6,0.581
2.3,0.228,67.7,0.015,23.0,11.3,-14.5,-9.2,116.0,0.584
