Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.249,0.0,0.0,13.3,7.9,-20.3,-2.5,88.0,0.0
0.1,0.249,45.14,0.001,13.4,7.9,-20.3,-2.4,88.0,0.513
0.2,0.249,45.14,0.001,13.3,7.9,-20.3,-2.5,88.0,0.513
0.3,0.249,45.14,0.002,13.4,7.9,-20.3,-2.6,88.4,0.511
0.4,0.249,45.14,0.003,13.4,8.0,-20.2,-2.6,88.4,0.511
0.5,0.249,45.14,0.003,13.3,8.1,-20.3,-2.5,88.4,0.511
0.6,0.249,45.14,0.004,13.3,8.0,-20.3,-2.4,88.0,0.513
0.7,0.249,45.14,0.005,13.0,8.0,-20.3,-2.2,87.0,0.519
0.8,0.248,45.14,0.005,12.8,7.9,-20.3,-2.2,86.4,0.522
0.9,0.247,45.14,0.006,12.7,7.8,-20.2,-2.0,85.4,0.529
1.0,0.246,45.14,0.007,12.5,7.7,-20.2,-1.8,84.4,0.535
1.1,0.244,45.14,0.007,12.3,7.8,-20.2,-1.8,84.2,0.536
1.2,0.24,45.14,0.008,12.1,7.5,-20.0,-1.7,82.6,0.546
1.3,0.237,45.14,0.009,11.9,7.3,-19.8,-1.6,81.2,0.556
1.4,0.232,45.14,0.009,11.6,7.2,-19.6,-1.6,80.0,0.564
1.5,0.226,45.14,0.01,11.5,7.0,-19.4,-1.4,78.6,0.574
1.6,0.22,45.14,0.011,11.2,7.0,-19.2,-1.2,77.2,0.585
1.7,0.213,45.14,0.011,11.0,6.8,-19.0,-1.2,76.0,0.594
1.8,0.205,45.14,0.012,10.8,6.6,-18.9,-1.2,75.0,0.602
1.9,0.196,45.14,0.013,10.6,6.6,-18.7,-1.2,74.2,0.608
2.0,0.187,45.14,0.013,10.3,6.4,-18.5,-1.3,73.0,0.618
2.1,0.177,45.14,0.014,10.1,6.3,-18.3,-1.2,71.8,0.629
2.2,0.167,45.14,0.015,10.0,6.1,-18.1,-1.0,70.4,0.641
2.3,0.156,45.14,0.015,9.8,5.9,-17.9,-1.1,69.4,0.65
2.4,0.146,45.14,0.016,9.7,5.8,-17.7,-1.1,68.6,0.658
2.5,0.133,45.14,0.017,9.5,5.7,-17.4,-0.9,67.0,0.674
2.6,0.127,45.14,0.017,9.4,5.5,-17.2,-0.8,65.8,0.686
2.7,0.124,45.14,0.018,9.4,5.3,-17.0,-0.6,64.6,0.699
2.8,0.12,45.14,0.019,9.2,5.3,-16.8,-0.5,63.6,0.71
2.9,0.117,45.14,0.019,9.1,5.3,-16.6,-0.2,62.4,0.723
3.0,0.113,45.14,0.02,9.0,5.1,-16.4,-0.1,61.2,0.738
3.1,0.108,45.14,0.021,8.7,5.0,-16.2,-0.2,60.2,0.75
3.2,0.103,45.14,0.021,8.6,5.1,-16.0,-0.4,60.2,0.75
3.3,0.096,45.14,0.022,8.3,5.1,-15.8,-0.5,59.4,0.76
3.4,0.092,45.14,0.023,8.1,5.2,-15.6,-0.3,58.4,0.773
3.5,0.09,45.14,0.023,7.9,5.2,-15.4,-0.1,57.2,0.789
3.6,0.09,45.14,0.024,7.7,5.4,-15.3,-0.0,56.8,0.795
3.7,0.091,45.14,0.025,7.5,5.5,-15.1,0.2,55.8,0.809
3.8,0.091,45.14,0.025,7.4,5.7,-14.9,0.4,55.2,0.818
3.9,0.09,45.14,0.026,7.3,5.8,-14.7,0.6,54.4,0.83
4.0,0.089,45.14,0.027,7.3,6.0,-14.5,0.9,53.8,0.839
4.1,0.088,45.14,0.027,7.2,6.1,-14.3,1.0,53.2,0.848
4.2,0.087,45.14,0.028,7.1,6.2,-14.2,1.3,52.4,0.861
4.3,0.085,45.14,0.029,6.9,6.4,-14.0,1.6,51.4,0.878
4.4,0.085,45.14,0.029,6.7,6.5,-13.9,1.7,50.8,0.889
4.5,0.083,45.14,0.03,6.4,6.6,-13.7,1.8,49.8,0.906
4.6,0.084,45.14,0.031,6.3,6.6,-13.5,2.0,48.8,0.925
4.7,0.084,45.14,0.031,6.2,6.8,-13.4,2.1,48.6,0.929
4.8,0.088,45.14,0.032,6.1,6.9,-13.2,2.2,48.0,0.94
4.9,0.092,45.14,0.033,6.0,7.0,-13.3,2.0,48.6,0.929
5.0,0.095,45.14,0.033,5.9,7.3,-13.4,2.1,49.0,0.921
5.1,0.1,45.14,0.034,5.7,7.4,-13.4,2.0,49.0,0.921
5.2,0.106,45.14,0.035,5.5,7.5,-13.4,1.9,49.0,0.921
5.3,0.11,45.14,0.035,5.4,7.6,-13.5,1.8,49.4,0.914
5.4,0.114,45.14,0.036,5.3,7.8,-13.6,1.7,50.0,0.903
5.5,0.116,45.14,0.037,5.2,8.0,-13.6,1.8,50.0,0.903
