Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,0.68,1.74,0.0,0.0,0.68,1.74,1.868,0.0,0.963,660.0,1.0
0.1,0.66,1.72,0.0,0.0,0.66,1.72,1.842,0.001,0.963,659.60756,0.999
0.2,0.64,1.7,0.0,0.0,0.64,1.7,1.816,0.001,0.964,659.3268,0.999
0.3,0.66,1.69,0.0,0.0,0.66,1.69,1.814,0.002,0.964,658.97103,0.998
0.4,0.58,2.07,0.0,0.0,0.58,2.07,2.15,0.003,0.957,658.62289,0.998
0.5,0.45,1.91,0.0,0.0,0.45,1.91,1.962,0.003,0.961,658.35627,0.998
0.6,0.35,2.41,0.0,0.0,0.35,2.41,2.435,0.004,0.951,658.07033,0.997
0.7,0.34,2.45,0.0,0.0,0.34,2.45,2.473,0.005,0.951,657.78601,0.997
0.8,0.44,2.3,0.0,0.0,0.44,2.3,2.342,0.005,0.953,657.56696,0.996
0.9,1.0,2.1,0.0,0.0,1.0,2.1,2.326,0.006,0.953,657.37094,0.996
1.0,0.86,1.45,0.0,0.0,0.86,1.45,1.686,0.007,0.966,657.05895,0.996
1.1,0.88,1.61,0.0,0.0,0.88,1.61,1.835,0.007,0.963,656.75853,0.995
1.2,1.41,1.31,0.0,0.0,1.41,1.31,1.925,0.008,0.962,656.43268,0.995
1.3,1.42,1.66,0.0,0.0,1.42,1.66,2.184,0.009,0.956,656.11741,0.994
1.4,1.39,2.05,0.0,0.0,1.39,2.05,2.477,0.009,0.95,655.89861,0.994
1.5,1.02,1.49,0.0,0.0,1.02,1.49,1.806,0.01,0.964,655.63416,0.993
1.6,1.46,2.13,0.0,0.0,1.46,2.13,2.582,0.011,0.948,655.31635,0.993
1.7,1.44,2.12,0.0,0.0,1.44,2.12,2.563,0.011,0.949,655.08442,0.993
1.8,1.44,2.12,0.0,0.0,1.44,2.12,2.563,0.012,0.949,654.8196,0.992
1.9,1.64,2.6,0.0,0.0,1.64,2.6,3.074,0.013,0.939,654.53269,0.992
2.0,0.62,1.64,0.0,0.0,0.62,1.64,1.753,0.013,0.965,654.25673,0.991
2.1,0.17,1.25,0.0,0.0,0.17,1.25,1.262,0.014,0.975,653.8985,0.991
2.2,0.77,1.43,0.0,0.0,0.77,1.43,1.624,0.015,0.968,653.65164,0.99
