Proximity Threshold,Time to Target,Time on Target,Average Time on Target,Adjusted Time on Target,heterogeneity,Seekers,Explorers,Isocontours
0.1,0.244,1.8000000000000005,0.5400000000000003,1.0800000000000005,0.44,5,11,9
