Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,17,0.0,18.4,10.9,,,0.28
0.0,18,0.0,22.5,22.7,,,0.28
0.0,19,0.0,-16.5,-6.7,,,0.28
0.0,20,0.0,-2.5,-21.0,,,0.28
0.0,21,0.0,-13.7,21.2,,,0.28
0.0,22,0.0,15.8,4.1,,,0.28
0.0,23,0.0,12.6,-4.6,,,0.28
0.0,24,0.0,-1.2,18.8,,,0.28
0.0,25,0.0,19.1,-13.7,,,0.28
0.1,17,0.0,18.4,11.0,1.0,11.284,0.28
0.1,18,0.0,22.4,22.7,0.0,22.568,0.28
0.1,19,0.0,-16.5,-6.8,0.0,22.568,0.28
0.1,20,0.0,-2.4,-21.0,0.0,22.568,0.28
0.1,21,0.0,-13.6,21.3,0.0,22.568,0.28
0.1,22,0.0,15.7,4.1,2.0,7.523,0.28
0.1,23,0.0,12.5,-4.7,2.0,7.523,0.28
0.1,24,0.0,-1.3,18.8,0.0,22.568,0.28
0.1,25,0.0,19.1,-13.6,1.0,11.284,0.28
0.2,17,0.0,18.3,10.9,1.0,11.284,0.28
0.2,18,0.0,22.4,22.7,0.0,22.568,0.28
0.2,19,0.0,-16.4,-6.8,0.0,22.568,0.28
0.2,20,0.0,-2.3,-21.0,0.0,22.568,0.28
0.2,21,0.0,-13.7,21.3,0.0,22.568,0.28
0.2,22,0.0,15.7,4.0,2.0,7.523,0.28
0.2,23,0.0,12.5,-4.7,2.0,7.523,0.28
0.2,24,0.0,-1.4,18.8,0.0,22.568,0.28
0.2,25,0.0,19.1,-13.6,1.0,11.284,0.28
0.3,17,0.0,18.3,11.0,1.0,11.284,0.28
0.3,18,0.0,22.4,22.7,0.0,22.568,0.28
0.3,19,0.0,-16.4,-6.8,0.0,22.568,0.28
0.3,20,0.0,-2.2,-21.0,0.0,22.568,0.28
0.3,21,0.0,-13.8,21.2,0.0,22.568,0.28
0.3,22,0.0,15.7,4.1,2.0,7.523,0.28
0.3,23,0.0,12.4,-4.8,2.0,7.523,0.28
0.3,24,0.0,-1.4,18.9,0.0,22.568,0.28
0.3,25,0.0,19.1,-13.7,1.0,11.284,0.28
0.4,17,0.0,18.3,11.0,1.0,11.284,0.28
0.4,18,0.0,22.5,22.8,0.0,22.568,0.28
0.4,19,0.0,-16.5,-6.8,0.0,22.568,0.28
0.4,20,0.0,-2.2,-21.0,0.0,22.568,0.28
0.4,21,0.0,-13.8,21.3,0.0,22.568,0.28
0.4,22,0.0,15.7,4.2,2.0,7.523,0.28
0.4,23,0.0,12.4,-4.7,2.0,7.523,0.28
0.4,24,0.0,-1.4,18.9,0.0,22.568,0.28
0.4,25,0.0,19.1,-13.7,1.0,11.284,0.28
0.5,17,0.0,18.3,11.0,1.0,11.284,0.28
0.5,18,0.0,22.4,22.8,0.0,22.568,0.28
0.5,19,0.0,-16.5,-6.8,0.0,22.568,0.28
0.5,20,0.0,-2.2,-21.0,0.0,22.568,0.28
0.5,21,0.0,-13.9,21.3,0.0,22.568,0.28
0.5,22,0.0,15.7,4.3,2.0,7.523,0.28
0.5,23,0.0,12.3,-4.8,2.0,7.523,0.28
0.5,24,0.0,-1.4,18.8,0.0,22.568,0.28
0.5,25,0.0,19.2,-13.7,1.0,11.284,0.28
0.6,17,0.0,18.3,11.0,1.0,11.284,0.28
0.6,18,0.0,22.3,22.8,0.0,22.568,0.28
0.6,19,0.0,-16.5,-6.8,0.0,22.568,0.28
0.6,20,0.0,-2.2,-21.0,0.0,22.568,0.28
0.6,21,0.0,-13.9,21.3,0.0,22.568,0.28
0.6,22,0.0,15.7,4.4,2.0,7.523,0.28
0.6,23,0.0,12.3,-4.8,2.0,7.523,0.28
0.6,24,0.002,-1.3,18.8,0.0,22.568,0.279
0.6,25,0.0,19.2,-13.8,1.0,11.284,0.28
