Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,9.1,-7.2,,,-8.94,24.41,-18.04,31.61,36.396,0.0,0.728,-0.496,0.869,
0.0,2,24.4,13.7,,,-8.94,24.41,-33.34,10.71,35.018,0.0,0.7,-0.952,0.306,
0.0,3,22.1,21.1,,,-8.94,24.41,-31.04,3.31,31.216,0.0,0.624,-0.994,0.106,
0.0,4,-22.6,17.2,,,-8.94,24.41,13.66,7.21,15.446,0.0,0.309,0.884,0.467,
0.0,5,17.2,-18.7,,,-8.94,24.41,-26.14,43.11,50.416,0.0,1.008,-0.518,0.855,
0.0,6,6.5,21.5,,,-8.94,24.41,-15.44,2.91,15.712,0.0,0.314,-0.983,0.185,
0.0,7,20.1,-10.5,,,-8.94,24.41,-29.04,34.91,45.41,0.0,0.908,-0.64,0.769,
0.0,8,14.3,19.7,,,-8.94,24.41,-23.24,4.71,23.712,0.0,0.474,-0.98,0.199,
0.0,9,-6.3,-7.3,,,-8.94,24.41,-2.64,31.71,31.82,0.0,0.636,-0.083,0.997,
0.0,10,9.5,-6.2,,,-8.94,24.41,-18.44,30.61,35.735,0.0,0.715,-0.516,0.857,
0.0,11,-10.2,7.6,,,-8.94,24.41,1.26,16.81,16.857,0.0,0.337,0.075,0.997,
0.1,1,9.1,-7.2,-0.1,0.5,-8.39,24.32,-17.49,31.52,36.047,0.001,0.721,-0.485,0.874,0.9519607843137254
0.1,2,24.5,13.7,1.0,0.1,-8.39,24.32,-32.89,10.62,34.562,0.001,0.691,-0.952,0.307,-0.9167164179104479
0.1,3,22.1,21.1,0.0,0.5,-8.39,24.32,-30.49,3.22,30.66,0.001,0.613,-0.994,0.105,0.105
0.1,4,-22.6,17.2,-0.2,-0.3,-8.39,24.32,14.21,7.12,15.894,0.001,0.318,0.894,0.448,-0.8675900277008312
0.1,5,17.3,-18.7,0.3,-0.8,-8.39,24.32,-25.69,43.02,50.107,0.001,1.002,-0.513,0.859,-0.9848946135831382
0.1,6,6.5,21.5,-0.3,0.1,-8.39,24.32,-14.89,2.82,15.155,0.001,0.303,-0.983,0.186,0.9920886075949367
0.1,7,20.1,-10.4,0.1,1.0,-8.39,24.32,-28.49,34.72,44.913,0.001,0.898,-0.634,0.773,0.7060696517412937
0.1,8,14.3,19.8,0.3,0.9,-8.39,24.32,-22.69,4.52,23.136,0.001,0.463,-0.981,0.195,-0.1251844046364594
0.1,9,-6.3,-7.3,-0.3,-0.1,-8.39,24.32,-2.09,31.62,31.689,0.001,0.634,-0.066,0.998,-0.25316455696202533
0.1,10,9.5,-6.1,0.2,0.4,-8.39,24.32,-17.89,30.42,35.291,0.001,0.706,-0.507,0.862,0.5445190156599553
0.1,11,-10.1,7.6,0.3,0.4,-8.39,24.32,1.71,16.72,16.807,0.001,0.336,0.102,0.995,0.8572000000000001
0.2,1,9.1,-7.1,-0.1,0.7,-7.98,24.08,-17.08,31.18,35.552,0.001,0.711,-0.48,0.877,0.9362093352192363
0.2,2,24.6,13.7,0.5,0.3,-7.98,24.08,-32.58,10.38,34.194,0.001,0.684,-0.953,0.304,-0.6608919382504288
0.2,3,22.1,21.2,0.6,0.3,-7.98,24.08,-30.08,2.88,30.218,0.001,0.604,-0.995,0.095,-0.8472429210134128
0.2,4,-22.7,17.2,-0.2,0.3,-7.98,24.08,14.72,6.88,16.248,0.001,0.325,0.906,0.423,-0.15041551246537407
0.2,5,17.3,-18.8,0.3,-0.5,-7.98,24.08,-25.28,42.88,49.777,0.001,0.996,-0.508,0.861,-0.9998284734133791
0.2,6,6.5,21.5,-0.3,0.2,-7.98,24.08,-14.48,2.58,14.708,0.001,0.294,-0.984,0.175,0.9146814404432132
