Proximity Threshold,Time to Target,Time on Target,Average Time on Target,Adjusted Time on Target,heterogeneity,Seekers,Explorers,Isocontours
0.1,0.0,15.666666666666709,0.9400000000000026,1.8800000000000052,0.0,25,0,0
