Time,ID,behv,com_radius,Battery,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.0,1,isocontour,5,100.0,-13.9,2.6,-199.3,,,,-13.9,2.6,-199.3,1
0.0,2,isocontour,5,100.0,-4.2,18.5,-361.9,,,,-4.2,18.5,-361.9,2
0.0,3,isocontour,5,100.0,19.3,17.6,-681.3,,,,19.3,17.6,-681.3,3
0.0,4,isocontour,5,100.0,-4.0,9.6,-107.9,,,,-4.0,9.6,-107.9,4
0.0,5,isocontour,5,100.0,-1.4,6.2,-40.3,,,,-1.4,6.2,-40.3,5
0.0,6,isocontour,5,100.0,-10.8,10.6,-228.0,,,,-10.8,10.6,-228.0,6
0.0,7,isocontour,5,100.0,-14.5,-15.4,-450.1,,,,-14.5,-15.4,-450.1,7
0.0,8,isocontour,5,100.0,14.7,16.8,-498.3,,,,14.7,16.8,-498.3,8
0.0,9,isocontour,5,100.0,14.9,3.7,-237.1,,,,14.9,3.7,-237.1,9
0.0,10,isocontour,5,100.0,3.7,7.0,-63.0,,,,3.7,7.0,-63.0,10
0.0,11,isocontour,5,100.0,-6.7,-16.1,-303.8,,,,-6.7,-16.1,-303.8,11
0.0,12,isocontour,5,100.0,-13.2,-12.4,-328.2,,,,-13.2,-12.4,-328.2,12
0.0,13,isocontour,5,100.0,16.2,-6.4,-301.6,,,,16.2,-6.4,-301.6,13
0.0,14,isocontour,5,100.0,-5.0,-18.8,-376.9,,,,-5.0,-18.8,-376.9,14
0.0,15,isocontour,5,100.0,10.2,8.2,-172.5,,,,10.2,8.2,-172.5,15
0.0,16,isocontour,5,100.0,-1.2,-6.1,-38.0,,,,-1.2,-6.1,-38.0,16
0.0,17,isocontour,5,100.0,-7.5,-8.9,-135.8,,,,-7.5,-8.9,-135.8,17
0.0,18,isocontour,5,100.0,-19.8,-7.9,-455.6,,,,-19.8,-7.9,-455.6,18
0.0,19,isocontour,5,100.0,7.5,11.8,-195.9,,,,7.5,11.8,-195.9,19
0.0,20,isocontour,5,100.0,18.9,-8.7,-432.8,,,,18.9,-8.7,-432.8,20
0.0,21,isocontour,5,100.0,-13.2,17.5,-479.4,,,,-13.2,17.5,-479.4,21
0.0,22,isocontour,5,100.0,1.6,-8.8,-80.9,,,,1.6,-8.8,-80.9,22
0.0,23,isocontour,5,100.0,14.6,-17.2,-511.6,,,,14.6,-17.2,-511.6,23
0.0,24,isocontour,5,100.0,11.5,5.7,-165.2,,,,11.5,5.7,-165.2,24
0.0,25,isocontour,5,100.0,-16.8,-9.1,-365.3,,,,-16.8,-9.1,-365.3,25
0.0,26,isocontour,5,100.0,13.0,19.9,-564.6,,,,13.0,19.9,-564.6,26
0.0,27,isocontour,5,100.0,-5.5,-14.7,-245.9,,,,-5.5,-14.7,-245.9,27
0.0,28,isocontour,5,100.0,-12.7,-8.8,-237.3,,,,-12.7,-8.8,-237.3,28
0.0,29,isocontour,5,100.0,-8.2,-6.9,-115.1,,,,-8.2,-6.9,-115.1,29
0.0,30,isocontour,5,100.0,-13.6,-1.6,-188.3,,,,-13.6,-1.6,-188.3,30
0.0,31,isocontour,5,100.0,-12.0,-5.4,-174.5,,,,-12.0,-5.4,-174.5,31
0.0,32,isocontour,5,100.0,-14.9,12.2,-370.7,,,,-14.9,12.2,-370.7,32
0.0,33,isocontour,5,100.0,-13.5,6.4,-223.6,,,,-13.5,6.4,-223.6,33
0.0,34,isocontour,5,100.0,-11.3,16.7,-407.1,,,,-11.3,16.7,-407.1,34
0.0,35,isocontour,5,100.0,-19.4,-13.4,-557.4,,,,-19.4,-13.4,-557.4,35
0.0,36,isocontour,5,100.0,-3.6,-9.4,-102.1,,,,-3.6,-9.4,-102.1,36
0.0,37,isocontour,5,100.0,9.1,19.9,-478.1,,,,9.1,19.9,-478.1,37
0.0,38,isocontour,5,100.0,18.8,4.6,-373.3,,,,18.8,4.6,-373.3,38
0.0,39,isocontour,5,100.0,1.6,-4.4,-22.1,,,,1.6,-4.4,-22.1,39
0.0,40,isocontour,5,100.0,-0.5,8.9,-79.2,,,,-0.5,8.9,-79.2,40
0.1,1,isocontour,5,100.0,-13.9,2.6,-200.6,-0.4,0.2,0.4,-13.6,-1.6,-188.3,30
0.1,2,isocontour,5,100.0,-4.2,18.5,-360.9,0.5,-0.2,0.5,-4.2,18.5,-361.9,2
0.1,3,isocontour,5,99.99,19.2,17.5,-673.6,-1.5,-0.5,1.6,14.7,16.8,-498.3,8
0.1,4,isocontour,5,100.0,-4.0,9.6,-108.8,-0.1,0.5,0.5,-1.4,6.2,-40.3,5
0.1,5,isocontour,5,99.99,-1.5,6.3,-41.8,-0.9,1.0,1.3,-1.5,6.3,-40.3,5
