Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,24,0.0,-3.4,-6.3,,,0.28
0.0,25,0.0,12.6,-14.3,,,0.28
0.1,24,0.0,-3.4,-6.3,0.0,22.568,0.28
0.1,25,0.0,12.6,-14.2,0.0,22.568,0.28
0.2,24,0.0,-3.3,-6.3,0.0,22.568,0.28
0.2,25,0.002,12.6,-14.3,0.0,22.568,0.279
0.3,24,0.0,-3.3,-6.2,0.0,22.568,0.28
0.3,25,0.028,12.5,-14.2,0.0,22.568,0.272
0.4,24,0.0,-3.2,-6.2,0.0,22.568,0.28
0.4,25,0.105,12.5,-14.2,0.0,22.568,0.251
0.5,24,0.0,-3.1,-6.2,0.0,22.568,0.28
0.5,25,0.218,12.6,-14.3,0.0,22.568,0.219
0.6,24,0.0,-3.2,-6.2,0.0,22.568,0.28
0.6,25,0.359,12.7,-14.3,0.0,22.568,0.18
0.7,24,0.0,-3.1,-6.1,0.0,22.568,0.28
0.7,25,0.47,12.6,-14.3,0.0,22.568,0.148
0.8,24,0.0,-3.2,-6.1,0.0,22.568,0.28
0.8,25,0.562,12.6,-14.4,0.0,22.568,0.123
0.9,24,0.0,-3.1,-6.1,0.0,22.568,0.28
0.9,25,0.657,12.5,-14.3,0.0,22.568,0.096
1.0,24,0.0,-3.1,-6.0,0.0,22.568,0.28
1.0,25,0.788,12.6,-14.3,0.0,22.568,0.059
1.1,24,0.0,-3.2,-6.0,0.0,22.568,0.28
1.1,25,0.901,12.5,-14.2,0.0,22.568,0.028
1.2,24,0.001,-3.1,-6.0,0.0,22.568,0.28
1.2,25,1.019,12.6,-14.1,0.0,22.568,0.005
1.3,24,0.002,-3.1,-6.0,0.0,22.568,0.279
1.3,25,1.143,12.7,-14.2,0.0,22.568,0.04
1.4,24,0.004,-3.0,-6.0,0.0,22.568,0.279
1.4,25,1.246,12.8,-14.4,0.0,22.568,0.069
1.5,24,0.007,-2.9,-6.0,0.0,22.568,0.278
1.5,25,1.345,12.8,-14.5,0.0,22.568,0.097
1.6,24,0.011,-2.9,-5.9,0.0,22.568,0.277
1.6,25,1.439,12.9,-14.7,0.0,22.568,0.123
1.7,24,0.018,-2.9,-5.9,0.0,22.568,0.275
1.7,25,1.524,12.9,-14.8,0.0,22.568,0.147
1.8,24,0.026,-2.9,-5.9,0.0,22.568,0.273
1.8,25,1.586,12.9,-15.0,0.0,22.568,0.164
1.9,24,0.035,-3.0,-5.9,0.0,22.568,0.27
1.9,25,1.639,13.0,-15.1,0.0,22.568,0.179
2.0,24,0.047,-2.9,-6.0,0.0,22.568,0.267
2.0,25,1.697,13.0,-15.1,0.0,22.568,0.195
2.1,24,0.061,-2.9,-6.1,0.0,22.568,0.263
2.1,25,1.744,13.0,-15.2,0.0,22.568,0.208
2.2,24,0.075,-3.0,-6.0,0.0,22.568,0.259
2.2,25,1.775,13.1,-15.3,0.0,22.568,0.217
2.3,24,0.09,-3.0,-5.9,0.0,22.568,0.255
2.3,25,1.796,13.2,-15.4,0.0,22.568,0.223
2.4,24,0.107,-3.1,-5.9,0.0,22.568,0.25
2.4,25,1.825,13.4,-15.6,0.0,22.568,0.231
2.5,24,0.124,-3.1,-5.8,0.0,22.568,0.245
2.5,25,1.854,13.5,-15.8,0.0,22.568,0.239
2.6,24,0.143,-3.1,-5.7,0.0,22.568,0.24
2.6,25,1.882,13.5,-16.0,0.0,22.568,0.247
2.7,24,0.164,-3.1,-5.7,0.0,22.568,0.234
2.7,25,1.892,13.6,-16.1,0.0,22.568,0.25
2.8,24,0.189,-3.0,-5.7,0.0,22.568,0.227
2.8,25,1.914,13.6,-16.2,0.0,22.568,0.256
2.9,24,0.214,-2.8,-5.7,0.0,22.568,0.22
2.9,25,1.945,13.7,-16.4,0.0,22.568,0.265
3.0,24,0.24,-2.7,-5.7,0.0,22.568,0.213
3.0,25,1.946,13.8,-16.6,0.0,22.568,0.265
3.1,24,0.262,-2.8,-5.7,0.0,22.568,0.207
3.1,25,1.956,13.7,-16.5,0.0,22.568,0.268
3.2,24,0.284,-2.8,-5.7,0.0,22.568,0.201
3.2,25,1.954,13.8,-16.5,0.0,22.568,0.267
3.3,24,0.305,-2.9,-5.8,0.0,22.568,0.195
3.3,25,1.967,13.7,-16.3,0.0,22.568,0.271
3.4,24,0.328,-2.8,-5.7,0.0,22.568,0.188
3.4,25,1.997,13.6,-16.4,0.0,22.568,0.279
3.5,24,0.348,-2.9,-5.7,0.0,22.568,0.183
3.5,25,2.021,13.5,-16.4,0.0,22.568,0.286
3.6,24,0.368,-3.0,-5.7,0.0,22.568,0.177
3.6,25,2.061,13.1,-16.4,0.0,22.568,0.297
3.7,24,0.388,-3.0,-5.7,0.0,22.568,0.171
3.7,25,2.071,13.0,-16.4,0.0,22.568,0.3
3.8,24,0.408,-3.1,-5.8,0.0,22.568,0.166
3.8,25,2.087,12.7,-16.4,0.0,22.568,0.304
3.9,24,0.431,-3.1,-5.9,0.0,22.568,0.159
3.9,25,2.093,12.6,-16.4,0.0,22.568,0.306
4.0,24,0.457,-3.0,-6.0,0.0,22.568,0.152
4.0,25,2.093,12.5,-16.4,0.0,22.568,0.306
4.1,24,0.478,-3.1,-6.0,0.0,22.568,0.146
4.1,25,2.126,12.1,-16.4,0.0,22.568,0.315
4.2,24,0.504,-3.0,-6.1,0.0,22.568,0.139
4.2,25,2.141,11.9,-16.5,0.0,22.568,0.32
4.3,24,0.531,-2.9,-6.1,0.0,22.568,0.131
4.3,25,2.16,11.7,-16.6,0.0,22.568,0.325
4.4,24,0.554,-2.9,-6.2,0.0,22.568,0.125
4.4,25,2.178,11.5,-16.6,0.0,22.568,0.33
4.5,24,0.579,-2.8,-6.1,0.0,22.568,0.118
4.5,25,2.181,11.2,-16.6,0.0,22.568,0.331
4.6,24,0.602,-2.7,-6.1,0.0,22.568,0.111
4.6,25,2.175,11.1,-16.6,0.0,22.568,0.329
4.7,24,0.628,-2.7,-6.1,0.0,22.568,0.104
4.7,25,2.182,11.0,-16.6,0.0,22.568,0.331
4.8,24,0.656,-2.6,-6.2,0.0,22.568,0.096
4.8,25,2.195,10.6,-16.6,0.0,22.568,0.335
4.9,24,0.676,-2.6,-6.2,0.0,22.568,0.091
4.9,25,2.197,10.4,-16.7,0.0,22.568,0.335
5.0,24,0.694,-2.7,-6.3,0.0,22.568,0.086
5.0,25,2.195,10.3,-16.7,0.0,22.568,0.335
5.1,24,0.712,-2.8,-6.3,0.0,22.568,0.081
5.1,25,2.193,10.0,-16.6,0.0,22.568,0.334
5.2,24,0.727,-2.8,-6.2,0.0,22.568,0.076
5.2,25,2.19,9.7,-16.6,0.0,22.568,0.333
5.3,24,0.741,-2.8,-6.2,0.0,22.568,0.073
5.3,25,2.187,9.6,-16.6,0.0,22.568,0.332
5.4,24,0.76,-2.8,-6.1,0.0,22.568,0.067
5.4,25,2.177,9.5,-16.5,0.0,22.568,0.33
5.5,24,0.773,-2.8,-6.1,0.0,22.568,0.064
5.5,25,2.176,9.4,-16.6,0.0,22.568,0.329
5.6,24,0.785,-2.9,-6.1,0.0,22.568,0.06
5.6,25,2.169,9.3,-16.5,0.0,22.568,0.327
5.7,24,0.801,-2.8,-6.0,0.0,22.568,0.056
5.7,25,2.165,9.1,-16.5,0.0,22.568,0.326
5.8,24,0.82,-2.7,-6.0,0.0,22.568,0.05
5.8,25,2.175,8.9,-16.6,0.0,22.568,0.329
5.9,24,0.84,-2.6,-6.0,0.0,22.568,0.045
5.9,25,2.174,8.8,-16.6,0.0,22.568,0.329
6.0,24,0.857,-2.4,-6.0,0.0,22.568,0.04
6.0,25,2.169,8.7,-16.6,0.0,22.568,0.327
6.1,24,0.877,-2.3,-6.0,0.0,22.568,0.034
6.1,25,2.148,8.9,-16.6,0.0,22.568,0.321
6.2,24,0.896,-2.2,-6.0,0.0,22.568,0.029
6.2,25,2.127,9.2,-16.7,0.0,22.568,0.316
6.3,24,0.913,-2.1,-5.9,0.0,22.568,0.024
6.3,25,2.102,9.3,-16.6,0.0,22.568,0.309
6.4,24,0.932,-2.0,-5.9,0.0,22.568,0.019
6.4,25,2.097,9.2,-16.6,0.0,22.568,0.307
6.5,24,0.949,-1.8,-5.8,0.0,22.568,0.014
6.5,25,2.082,9.3,-16.7,0.0,22.568,0.303
6.6,24,0.965,-1.7,-5.8,0.0,22.568,0.01
6.6,25,2.076,9.2,-16.7,0.0,22.568,0.301
6.7,24,0.986,-1.5,-5.7,0.0,22.568,0.004
6.7,25,2.068,9.1,-16.7,0.0,22.568,0.299
6.8,24,1.002,-1.2,-5.6,0.0,22.568,0.001
6.8,25,2.061,8.9,-16.7,0.0,22.568,0.297
6.9,24,1.015,-1.2,-5.6,0.0,22.568,0.004
6.9,25,2.042,9.0,-16.7,0.0,22.568,0.292
7.0,24,1.044,-1.2,-5.8,0.0,22.568,0.012
7.0,25,2.024,9.0,-16.8,0.0,22.568,0.287
7.1,24,1.062,-1.2,-5.9,0.0,22.568,0.017
7.1,25,1.996,9.0,-16.5,0.0,22.568,0.279
7.2,24,1.069,-1.4,-5.9,0.0,22.568,0.019
7.2,25,1.969,8.9,-16.4,0.0,22.568,0.271
7.3,24,1.076,-1.5,-5.9,0.0,22.568,0.021
7.3,25,1.947,9.0,-16.3,0.0,22.568,0.265
7.4,24,1.072,-1.6,-5.6,0.0,22.568,0.02
7.4,25,1.931,9.0,-16.4,0.0,22.568,0.261
7.5,24,1.075,-1.6,-5.5,0.0,22.568,0.021
7.5,25,1.922,9.0,-16.5,0.0,22.568,0.258
7.6,24,1.081,-1.7,-5.5,0.0,22.568,0.023
7.6,25,1.906,9.0,-16.5,0.0,22.568,0.254
7.7,24,1.081,-1.9,-5.4,0.0,22.568,0.023
7.7,25,1.882,9.0,-16.4,0.0,22.568,0.247
7.8,24,1.078,-1.8,-5.1,0.0,22.568,0.022
7.8,25,1.853,9.0,-16.3,0.0,22.568,0.239
7.9,24,1.081,-1.8,-5.0,0.0,22.568,0.023
7.9,25,1.823,9.1,-16.1,0.0,22.568,0.23
8.0,24,1.087,-1.7,-4.9,0.0,22.568,0.024
8.0,25,1.792,9.2,-15.8,0.0,22.568,0.222
8.1,24,1.085,-1.6,-4.7,0.0,22.568,0.024
8.1,25,1.768,9.1,-15.6,0.0,22.568,0.215
8.2,24,1.103,-1.4,-4.8,0.0,22.568,0.029
8.2,25,1.741,9.1,-15.4,0.0,22.568,0.208
8.3,24,1.112,-1.2,-4.8,0.0,22.568,0.031
8.3,25,1.713,9.1,-15.1,0.0,22.568,0.2
8.4,24,1.114,-1.0,-4.6,0.0,22.568,0.032
8.4,25,1.692,9.1,-15.0,0.0,22.568,0.194
8.5,24,1.117,-0.8,-4.5,0.0,22.568,0.033
8.5,25,1.678,9.1,-14.9,0.0,22.568,0.19
