Time,ID,behv,com_radius,Battery,Battery Percent,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id,N,Ns,Ne,Ni
0.0,1,seeker,17.841241161527712,47520,100.0,-24.2,-3.5,0.0,,,,-24.2,-3.5,0.0,1,,,,
0.0,2,seeker,17.841241161527712,47520,100.0,21.5,-23.9,0.0,,,,21.5,-23.9,0.0,2,,,,
0.0,3,seeker,17.841241161527712,47520,100.0,22.6,21.4,0.0,,,,22.6,21.4,0.0,3,,,,
0.0,4,seeker,17.841241161527712,47520,100.0,17.0,16.5,0.0,,,,17.0,16.5,0.0,4,,,,
0.0,5,seeker,17.841241161527712,47520,100.0,21.0,-9.7,0.0,,,,21.0,-9.7,0.0,5,,,,
0.0,6,seeker,17.841241161527712,47520,100.0,-23.9,24.3,0.0,,,,-23.9,24.3,0.0,6,,,,
0.0,7,explorer,17.841241161527712,47520,100.0,18.7,-17.1,0.0,,,,18.7,-17.1,0.0,7,,,,
0.0,8,explorer,17.841241161527712,47520,100.0,23.7,-14.6,0.0,,,,23.7,-14.6,0.0,8,,,,
0.0,9,explorer,17.841241161527712,47520,100.0,-2.0,-11.7,0.0,,,,-2.0,-11.7,0.0,9,,,,
0.0,10,explorer,17.841241161527712,47520,100.0,-20.9,-16.4,0.0,,,,-20.9,-16.4,0.0,10,,,,
0.0,Target,,,,,-10.45,1.62,0.0,3.25,5.95,,,,,,,,,
0.1,1,seeker,17.841241161527712,47518.76,100.0,-24.2,-3.4,0.0,-0.1,1.0,1.0,-24.2,-3.4,0.0,1,1,0,1,0
0.1,2,seeker,17.841241161527712,47519.12,100.0,21.5,-24.0,0.0,-0.3,-0.8,0.9,21.5,-24.0,0.0,2,3,1,2,0
0.1,3,seeker,17.841241161527712,47518.79,100.0,22.7,21.5,0.0,0.6,0.8,1.0,22.7,21.5,0.0,3,1,1,0,0
0.1,4,seeker,17.841241161527712,47519.59,100.0,17.0,16.4,0.0,-0.2,-0.6,0.6,17.0,16.4,0.0,4,1,1,0,0
0.1,5,seeker,17.841241161527712,47518.79,100.0,21.0,-9.6,0.0,-0.2,1.0,1.0,21.0,-9.6,0.0,5,3,1,2,0
0.1,6,seeker,17.841241161527712,47519.95,100.0,-23.9,24.4,0.0,0.2,0.3,0.4,-23.9,24.4,0.0,6,0,0,0,0
0.1,7,explorer,17.841241161527712,47411.86,99.77,18.4,-17.3,0.0,-3.3,-2.9,4.4,18.4,-17.3,0.0,7,3,2,1,0
0.1,8,explorer,17.841241161527712,47520.0,100.0,23.7,-14.6,0.0,0.1,0.1,0.1,23.7,-14.6,0.0,8,3,2,1,0
0.1,9,explorer,17.841241161527712,47502.71,99.96,-2.2,-11.7,0.0,-2.4,-0.1,2.4,-2.2,-11.7,0.0,9,0,0,0,0
0.1,10,explorer,17.841241161527712,47503.36,99.96,-21.1,-16.4,0.0,-2.3,-0.0,2.3,-21.1,-16.4,0.0,10,1,1,0,0
0.1,Target,,,,,-10.39,1.5,0.094,0.78,-1.45,,,,,,,,,
0.2,1,seeker,17.841241161527712,47517.47,99.99,-24.2,-3.4,0.0,-0.1,1.0,1.0,-24.2,-3.4,0.0,1,1,0,1,0
0.2,2,seeker,17.841241161527712,47517.92,100.0,21.5,-24.1,0.0,-0.1,-1.0,1.0,21.5,-24.1,0.0,2,3,1,2,0
0.2,3,seeker,17.841241161527712,47518.08,100.0,22.7,21.5,0.0,0.3,0.7,0.8,22.7,21.5,0.0,3,1,1,0,0
0.2,4,seeker,17.841241161527712,47519.37,100.0,17.0,16.4,0.0,-0.5,-0.1,0.5,17.0,16.4,0.0,4,1,1,0,0
0.2,5,seeker,17.841241161527712,47517.47,99.99,21.0,-9.5,0.0,-0.0,1.0,1.0,21.0,-9.5,0.0,5,3,1,2,0
0.2,6,seeker,17.841241161527712,47519.9,100.0,-23.8,24.4,0.0,0.1,0.3,0.3,-23.8,24.4,0.0,6,0,0,0,0
0.2,7,explorer,17.841241161527712,47264.49,99.46,17.9,-17.5,0.0,-4.6,-1.6,4.9,17.9,-17.5,0.0,7,3,2,1,0
0.2,8,explorer,17.841241161527712,47388.29,99.72,24.1,-14.6,0.0,4.7,-0.1,4.7,24.1,-14.6,0.0,8,3,2,1,0
0.2,9,explorer,17.841241161527712,47485.43,99.93,-2.2,-11.9,0.0,1.2,-2.1,2.4,-2.2,-11.9,0.0,9,0,0,0,0
0.2,10,explorer,17.841241161527712,47487.74,99.93,-21.0,-16.2,0.0,1.3,1.9,2.3,-21.0,-16.2,0.0,10,1,1,0,0
0.2,Target,,,,,-10.53,1.42,0.33,-1.7,-0.9,,,,,,,,,
0.3,1,seeker,17.841241161527712,47516.66,99.99,-24.2,-3.3,0.0,0.1,0.8,0.8,-24.2,-3.3,0.0,1,1,0,1,0
0.3,2,seeker,17.841241161527712,47517.46,99.99,21.5,-24.2,0.0,0.4,-0.6,0.7,21.5,-24.2,0.0,2,3,1,2,0
0.3,3,seeker,17.841241161527712,47517.12,99.99,22.8,21.6,0.0,0.8,0.4,0.9,22.8,21.6,0.0,3,1,1,0,0
0.3,4,seeker,17.841241161527712,47519.26,100.0,16.9,16.4,0.0,-0.2,-0.4,0.4,16.9,16.4,0.0,4,1,1,0,0
0.3,5,seeker,17.841241161527712,47517.4,99.99,21.0,-9.5,0.0,-0.1,0.4,0.4,21.0,-9.5,0.0,5,3,1,2,0
0.3,6,seeker,17.841241161527712,47519.84,100.0,-23.8,24.4,0.0,0.2,-0.3,0.4,-23.8,24.4,0.0,6,0,0,0,0
0.3,7,explorer,17.841241161527712,47262.4,99.46,17.8,-17.5,0.0,-0.7,1.0,1.2,17.8,-17.5,0.0,7,3,2,1,0
0.3,8,explorer,17.841241161527712,47335.99,99.61,24.4,-14.8,0.0,1.8,-2.9,3.4,24.4,-14.8,0.0,8,3,2,1,0
0.3,9,explorer,17.841241161527712,47468.14,99.89,-1.9,-11.9,0.0,2.4,-0.3,2.4,-1.9,-11.9,0.0,9,0,0,0,0
0.3,10,explorer,17.841241161527712,47472.73,99.9,-21.0,-16.0,0.0,0.1,2.3,2.3,-21.0,-16.0,0.0,10,1,1,0,0
0.3,Target,,,,,-10.32,1.98,0.384,2.48,6.57,,,,,,,,,
0.4,1,seeker,17.841241161527712,47515.38,99.99,-24.2,-3.2,0.0,-0.1,1.0,1.0,-24.2,-3.2,0.0,1,1,0,1,0
0.4,2,seeker,17.841241161527712,47517.25,99.99,21.5,-24.2,0.0,-0.2,-0.5,0.5,21.5,-24.2,0.0,2,3,1,2,0
0.4,3,seeker,17.841241161527712,47515.8,99.99,22.8,21.6,0.0,0.7,0.7,1.0,22.8,21.6,0.0,3,1,1,0,0
0.4,4,seeker,17.841241161527712,47518.85,100.0,16.9,16.4,0.0,-0.7,-0.2,0.7,16.9,16.4,0.0,4,1,1,0,0
0.4,5,seeker,17.841241161527712,47516.15,99.99,21.0,-9.4,0.0,-0.1,1.0,1.0,21.0,-9.4,0.0,5,3,1,2,0
0.4,6,seeker,17.841241161527712,47519.79,100.0,-23.8,24.4,0.0,-0.1,0.3,0.3,-23.8,24.4,0.0,6,0,0,0,0
0.4,7,explorer,17.841241161527712,47228.95,99.39,17.7,-17.7,0.0,-1.3,-2.7,3.0,17.7,-17.7,0.0,7,3,2,1,0
0.4,8,explorer,17.841241161527712,47219.57,99.37,24.7,-15.1,0.0,3.6,-2.7,4.5,24.7,-15.1,0.0,8,3,2,1,0
0.4,9,explorer,17.841241161527712,47450.86,99.85,-2.1,-12.0,0.0,-2.2,-0.8,2.3,-2.1,-12.0,0.0,9,0,0,0,0
