Time,ID,behv,Battery,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.1,14,isocontour,99.72,-0.1,-4.0,-15.7,0.1,-4.7,4.7,-2.0,0.4,-4.2,18
0.1,15,isocontour,99.99,-4.7,-0.6,-22.9,0.6,1.5,1.6,-2.0,0.4,-4.2,18
0.1,16,isocontour,99.0,-0.6,5.0,-25.3,-6.2,3.7,7.2,-2.0,0.4,-4.2,18
0.1,17,isocontour,99.71,-3.1,2.2,-14.7,4.8,0.1,4.8,-2.0,0.4,-4.2,18
0.1,18,isocontour,99.73,-2.0,0.9,-4.7,0.4,4.7,4.7,-2.0,0.9,-4.2,18
0.1,19,isocontour,99.69,7.6,-5.3,-86.7,-0.5,4.9,4.9,4.8,-4.8,-46.7,11
0.1,20,isocontour,99.99,-7.3,-8.9,-132.3,1.3,0.9,1.6,-7.3,-8.9,-135.8,20
0.2,1,isocontour,99.62,-0.8,-7.1,-51.4,-4.0,-2.8,4.9,-2.0,0.4,-4.2,18
0.2,2,isocontour,99.59,8.8,2.1,-82.6,-1.3,-4.9,5.1,9.0,0.4,-80.4,9
0.2,3,isocontour,99.91,0.2,4.8,-22.7,-2.1,2.1,3.0,-2.0,0.4,-4.2,18
0.2,4,isocontour,99.64,-7.9,-8.7,-137.7,2.3,-0.8,2.4,-7.3,-8.9,-132.3,20
0.2,5,isocontour,99.98,-2.0,-7.3,-57.1,1.4,0.7,1.6,-2.0,0.4,-4.2,18
0.2,6,isocontour,99.65,9.4,3.2,-98.2,-2.3,-3.4,4.1,9.0,0.4,-80.4,9
0.2,7,isocontour,99.56,9.1,-1.5,-84.3,0.8,-2.4,2.5,4.8,-4.8,-46.7,11
0.2,8,isocontour,99.52,8.6,2.8,-80.7,-2.1,5.2,5.6,9.0,0.4,-80.4,9
0.2,9,isocontour,99.31,8.8,0.0,-76.6,-2.0,-4.3,4.7,8.8,0.0,-80.4,9
0.2,10,isocontour,99.48,0.9,4.2,-18.4,-3.4,0.1,3.4,-2.0,0.4,-4.2,18
0.2,11,isocontour,99.25,5.8,-5.0,-58.5,4.8,1.0,4.9,4.8,-4.8,-46.7,11
0.2,12,isocontour,99.88,0.2,4.6,-20.8,1.2,2.5,2.8,-2.0,0.4,-4.2,18
0.2,13,isocontour,99.98,-4.1,7.0,-66.1,0.4,-1.5,1.6,-2.0,0.4,-4.2,18
0.2,14,isocontour,99.6,-0.4,-4.2,-17.9,-2.6,-2.5,3.6,-2.0,0.4,-4.2,18
0.2,15,isocontour,99.98,-4.9,-0.7,-24.2,-1.2,-1.1,1.6,-2.0,0.4,-4.2,18
0.2,16,isocontour,98.59,-1.0,5.4,-29.6,-4.0,3.6,5.4,-2.0,0.4,-4.2,18
0.2,17,isocontour,99.56,-2.8,2.2,-12.5,3.8,0.4,3.8,-2.0,0.4,-4.2,18
0.2,18,isocontour,99.68,-2.0,1.2,-5.2,0.2,2.7,2.7,-2.0,0.4,-4.2,18
0.2,19,isocontour,99.61,7.6,-5.0,-83.0,-0.3,3.1,3.1,4.8,-4.8,-46.7,11
0.2,20,isocontour,99.98,-7.4,-9.0,-135.8,-0.6,-1.5,1.6,-7.4,-9.0,-132.3,20
0.3,1,isocontour,99.16,-1.4,-7.2,-53.2,-5.5,-0.4,5.5,-2.0,0.4,-4.2,18
0.3,2,isocontour,99.23,8.7,2.6,-81.5,-1.9,4.8,5.2,4.8,-4.8,-46.7,11
0.3,3,isocontour,99.03,-0.3,5.2,-27.5,-5.1,4.7,6.9,-2.0,0.4,-4.2,18
0.3,4,isocontour,99.35,-7.5,-8.8,-132.7,4.6,-1.2,4.8,-7.3,-8.9,-132.3,20
0.3,5,isocontour,99.97,-2.2,-7.3,-58.1,-1.6,-0.2,1.6,-2.0,0.4,-4.2,18
0.3,6,isocontour,99.21,9.2,2.7,-91.7,-1.8,-5.1,5.4,4.8,-4.8,-46.7,11
0.3,7,isocontour,99.51,9.3,-1.3,-87.8,2.1,1.5,2.6,4.8,-4.8,-46.7,11
0.3,8,isocontour,98.74,8.2,3.3,-78.1,-3.6,5.6,6.7,4.8,-4.8,-46.7,11
0.3,9,isocontour,99.29,8.7,0.1,-74.9,-1.0,1.3,1.6,4.8,-4.8,-46.7,11
0.3,10,isocontour,99.2,0.5,4.3,-18.7,-4.5,1.2,4.7,-2.0,0.4,-4.2,18
0.3,11,isocontour,98.92,6.3,-4.8,-63.2,4.8,1.2,4.9,4.8,-4.8,-46.7,11
0.3,12,isocontour,99.51,-0.4,4.5,-20.1,-5.1,-0.9,5.2,-2.0,0.4,-4.2,18
0.3,13,isocontour,99.97,-4.2,6.9,-65.9,-1.3,-0.9,1.6,-2.0,0.4,-4.2,18
0.3,14,isocontour,99.49,-0.4,-4.5,-20.8,0.2,-3.4,3.4,-2.0,0.4,-4.2,18
0.3,15,isocontour,99.97,-4.8,-0.8,-23.3,1.0,-1.2,1.6,-2.0,0.4,-4.2,18
0.3,16,isocontour,98.16,-1.5,5.5,-32.7,-5.1,1.7,5.4,-2.0,0.4,-4.2,18
0.3,17,isocontour,99.43,-2.6,2.5,-13.0,1.8,3.1,3.6,-2.0,0.4,-4.2,18
0.3,18,isocontour,99.63,-1.9,1.4,-5.7,0.2,2.5,2.5,-2.0,0.4,-4.2,18
0.3,19,isocontour,99.22,7.8,-5.5,-90.7,1.6,-5.0,5.2,4.8,-4.8,-46.7,11
0.3,20,isocontour,99.97,-7.3,-9.1,-136.4,1.1,-1.2,1.6,-7.3,-9.1,-132.3,20
0.4,1,isocontour,98.91,-1.7,-7.4,-57.6,-3.9,-2.2,4.5,-2.0,0.4,-4.2,18
0.4,2,isocontour,97.54,8.2,3.3,-78.0,-4.6,7.2,8.5,4.8,-4.8,-46.7,11
0.4,3,isocontour,98.57,-0.9,5.5,-30.6,-5.0,2.4,5.5,-2.0,0.4,-4.2,18
0.4,4,isocontour,98.97,-7.6,-8.3,-125.4,-0.9,5.1,5.2,-7.3,-8.9,-132.3,20
0.4,5,isocontour,99.96,-2.0,-7.2,-55.9,1.1,1.2,1.6,-2.0,0.4,-4.2,18
0.4,6,isocontour,99.01,9.0,2.3,-86.1,-2.1,-3.7,4.3,4.8,-4.8,-46.7,11
0.4,7,isocontour,99.47,9.3,-1.1,-86.8,-0.2,2.5,2.5,4.8,-4.8,-46.7,11
0.4,8,isocontour,97.47,7.7,3.9,-74.9,-4.8,6.2,7.8,4.8,-4.8,-46.7,11
0.4,9,isocontour,98.83,8.6,0.7,-75.0,-0.2,5.6,5.6,4.8,-4.8,-46.7,11
0.4,10,isocontour,98.8,0.1,4.7,-21.8,-3.8,3.7,5.3,-2.0,0.4,-4.2,18
0.4,11,isocontour,98.69,6.5,-4.5,-62.7,2.3,3.7,4.4,4.8,-4.8,-46.7,11
0.4,12,isocontour,99.23,-0.6,4.8,-23.9,-2.8,3.8,4.7,-2.0,0.4,-4.2,18
0.4,13,isocontour,99.96,-4.1,6.8,-63.4,1.2,-1.1,1.6,-2.0,0.4,-4.2,18
0.4,14,isocontour,99.21,-0.4,-5.0,-25.4,-0.8,-4.7,4.8,-2.0,0.4,-4.2,18
0.4,15,isocontour,99.96,-4.7,-0.7,-22.6,0.6,1.5,1.6,-2.0,0.4,-4.2,18
0.4,16,isocontour,97.8,-2.0,5.6,-35.7,-5.0,1.1,5.1,-2.0,0.4,-4.2,18
0.4,17,isocontour,99.37,-2.5,2.8,-14.0,1.0,2.7,2.9,-2.0,0.4,-4.2,18
0.4,18,isocontour,99.51,-2.0,1.8,-7.1,-0.8,3.5,3.6,-2.0,0.4,-4.2,18
0.4,19,isocontour,98.79,8.3,-5.5,-98.7,5.4,0.6,5.4,4.8,-4.8,-46.7,11
0.4,20,isocontour,99.96,-7.2,-9.0,-133.0,1.2,1.0,1.6,-7.2,-9.0,-132.3,20
0.5,1,isocontour,98.79,-1.4,-7.5,-58.1,3.4,-1.0,3.5,-2.0,0.4,-4.2,18
0.5,2,isocontour,96.69,8.0,4.0,-80.1,-1.6,6.6,6.8,4.8,-4.8,-46.7,11
0.5,3,isocontour,98.22,-1.4,5.5,-32.3,-5.1,0.5,5.1,-2.0,0.4,-4.2,18
0.5,4,isocontour,98.96,-7.6,-8.4,-128.8,-0.7,-1.4,1.6,-7.6,-8.4,-125.4,4
0.5,5,isocontour,99.91,-1.9,-7.4,-57.9,1.9,-1.8,2.6,-2.0,0.4,-4.2,18
0.5,6,isocontour,98.86,8.6,2.4,-79.8,-3.8,0.7,3.9,4.8,-4.8,-46.7,11
0.5,7,isocontour,99.0,9.1,-0.5,-82.6,-1.8,5.3,5.6,4.8,-4.8,-46.7,11
0.5,8,isocontour,97.45,7.7,4.1,-76.4,0.0,1.8,1.8,4.8,-4.8,-46.7,11
0.5,9,isocontour,98.47,8.7,1.2,-77.8,1.0,5.0,5.1,4.8,-4.8,-46.7,11
0.5,10,isocontour,98.35,-0.4,5.0,-24.8,-4.7,2.9,5.5,-2.0,0.4,-4.2,18
0.5,11,isocontour,98.26,6.9,-4.1,-63.9,3.5,4.2,5.5,4.8,-4.8,-46.7,11
0.5,12,isocontour,98.93,-0.9,5.2,-28.1,-3.2,3.6,4.8,-2.0,0.4,-4.2,18
0.5,13,isocontour,99.94,-4.1,7.0,-65.8,-0.3,1.6,1.6,-2.0,0.4,-4.2,18
0.5,14,isocontour,98.86,-0.6,-5.5,-30.6,-1.4,-4.9,5.1,-2.0,0.4,-4.2,18
0.5,15,isocontour,99.94,-4.7,-0.5,-22.2,0.2,1.6,1.6,-2.0,0.4,-4.2,18
0.5,16,isocontour,97.69,-2.3,5.7,-37.5,-3.4,0.3,3.4,-2.0,0.4,-4.2,18
0.5,17,isocontour,98.95,-2.4,3.3,-16.9,0.7,5.4,5.4,-2.0,0.4,-4.2,18
0.5,18,isocontour,99.27,-2.1,2.2,-9.3,-1.1,4.4,4.5,-2.0,0.4,-4.2,18
0.5,19,isocontour,98.59,8.5,-5.1,-97.8,1.8,3.8,4.2,4.8,-4.8,-46.7,11
0.5,20,isocontour,99.53,-7.4,-8.5,-127.0,-2.0,5.1,5.5,-7.6,-8.3,-125.4,4
0.6,1,isocontour,98.78,-1.4,-7.3,-55.7,0.2,1.6,1.6,-2.0,0.4,-4.2,18
0.6,2,isocontour,95.75,7.9,4.7,-84.6,-1.0,7.0,7.1,4.8,-4.8,-46.7,11
0.6,3,isocontour,97.78,-1.9,5.7,-35.9,-5.2,1.7,5.5,-2.0,0.4,-4.2,18
0.6,4,isocontour,98.94,-7.8,-8.4,-131.5,-2.0,0.2,2.0,-7.8,-8.4,-125.4,4
0.6,5,isocontour,99.7,-1.4,-7.3,-55.7,4.3,0.5,4.3,-2.0,0.4,-4.2,18
0.6,6,isocontour,98.74,8.8,2.7,-84.4,1.7,3.1,3.5,4.8,-4.8,-46.7,11
0.6,7,isocontour,98.95,9.2,-0.8,-85.4,1.4,-2.3,2.7,4.8,-4.8,-46.7,11
0.6,8,isocontour,97.45,7.7,4.0,-74.7,-0.4,-1.2,1.3,4.8,-4.8,-46.7,11
0.6,9,isocontour,98.4,8.7,0.9,-77.0,-0.1,-2.9,2.9,4.8,-4.8,-46.7,11
0.6,10,isocontour,98.22,-0.7,5.0,-25.4,-3.6,0.2,3.6,-2.0,0.4,-4.2,18
0.6,11,isocontour,98.22,7.0,-3.9,-64.4,1.5,1.9,2.4,4.8,-4.8,-46.7,11
0.6,12,isocontour,98.72,-1.4,5.3,-29.6,-4.3,0.5,4.3,-2.0,0.4,-4.2,18
0.6,13,isocontour,99.93,-4.1,7.2,-68.0,0.1,1.6,1.6,-2.0,0.4,-4.2,18
0.6,14,isocontour,98.65,-0.9,-5.8,-34.2,-3.3,-2.7,4.3,-2.0,0.4,-4.2,18
0.6,15,isocontour,99.93,-4.5,-0.6,-20.9,1.4,-0.7,1.6,-2.0,0.4,-4.2,18
0.6,16,isocontour,97.65,-2.6,5.8,-39.8,-2.5,1.0,2.7,-2.0,0.4,-4.2,18
0.6,17,isocontour,98.77,-2.3,3.7,-19.3,0.9,4.0,4.1,-2.0,0.4,-4.2,18
0.6,18,isocontour,99.23,-2.1,2.4,-10.3,0.3,2.4,2.4,-2.0,0.4,-4.2,18
0.6,19,isocontour,98.29,8.4,-4.6,-91.4,-1.1,4.7,4.8,4.8,-4.8,-46.7,11
0.6,20,isocontour,99.22,-6.9,-8.6,-121.5,4.8,-0.8,4.9,-7.6,-8.3,-125.4,4
0.7,1,isocontour,98.76,-1.2,-7.4,-56.9,1.6,-1.1,1.9,-2.0,0.4,-4.2,18
0.7,2,isocontour,95.74,7.8,4.8,-84.5,-0.9,1.4,1.7,4.8,-4.8,-46.7,11
0.7,3,isocontour,97.71,-2.2,5.8,-37.8,-2.8,0.6,2.9,-2.0,0.4,-4.2,18
0.7,4,isocontour,98.87,-7.6,-8.6,-130.5,2.5,-1.7,3.0,-6.9,-8.6,-121.5,20
0.7,5,isocontour,99.31,-1.9,-7.5,-59.7,-5.0,-1.5,5.2,-2.0,0.4,-4.2,18
0.7,6,isocontour,98.72,8.8,2.5,-84.1,0.4,-1.8,1.8,4.8,-4.8,-46.7,11
0.7,7,isocontour,98.89,9.4,-0.5,-88.5,1.8,2.3,2.9,4.8,-4.8,-46.7,11
0.7,8,isocontour,97.41,7.8,3.8,-74.8,1.1,-2.1,2.4,4.8,-4.8,-46.7,11
0.7,9,isocontour,98.38,8.8,0.7,-78.0,0.8,-1.9,2.1,4.8,-4.8,-46.7,11
0.7,10,isocontour,98.19,-0.9,5.1,-27.0,-2.1,1.2,2.4,-2.0,0.4,-4.2,18
0.7,11,isocontour,98.04,7.4,-3.7,-68.8,3.8,1.5,4.1,4.8,-4.8,-46.7,11
0.7,12,isocontour,98.68,-1.6,5.4,-31.4,-2.2,1.1,2.5,-2.0,0.4,-4.2,18
0.7,13,isocontour,99.92,-4.0,7.1,-66.3,1.6,-0.3,1.6,-2.0,0.4,-4.2,18
0.7,14,isocontour,98.5,-1.2,-6.1,-38.2,-2.5,-2.9,3.8,-2.0,0.4,-4.2,18
0.7,15,isocontour,99.92,-4.7,-0.7,-22.2,-1.2,-1.1,1.6,-2.0,0.4,-4.2,18
0.7,16,isocontour,97.56,-2.8,5.9,-42.7,-2.9,1.1,3.1,-2.0,0.4,-4.2,18
0.7,17,isocontour,98.58,-2.6,4.0,-23.1,-2.8,3.0,4.1,-2.0,0.4,-4.2,18
0.7,18,isocontour,98.8,-2.0,3.0,-13.0,0.5,5.4,5.4,-2.0,0.4,-4.2,18
0.7,19,isocontour,97.91,8.5,-4.1,-89.8,1.6,4.9,5.2,4.8,-4.8,-46.7,11
0.7,20,isocontour,99.21,-6.9,-8.7,-124.7,-0.4,-1.5,1.6,-6.9,-8.7,-121.5,20
0.8,1,isocontour,98.3,-1.8,-7.5,-60.0,-5.4,-1.0,5.5,-2.0,0.4,-4.2,18
0.8,2,isocontour,95.69,8.0,4.6,-84.5,1.4,-2.3,2.7,4.8,-4.8,-46.7,11
0.8,3,isocontour,97.6,-2.5,5.8,-40.2,-3.5,0.6,3.6,-2.0,0.4,-4.2,18
0.8,4,isocontour,98.81,-7.3,-8.5,-125.9,2.8,0.3,2.8,-6.9,-8.6,-121.5,20
0.8,5,isocontour,99.3,-2.1,-7.6,-61.8,-1.1,-1.1,1.6,-2.0,0.4,-4.2,18
0.8,6,isocontour,98.52,8.9,2.1,-82.8,0.3,-4.2,4.2,4.8,-4.8,-46.7,11
0.8,7,isocontour,98.71,9.4,-0.1,-87.8,-0.2,4.0,4.0,4.8,-4.8,-46.7,11
0.8,8,isocontour,97.3,7.8,3.4,-72.5,0.1,-3.4,3.4,4.8,-4.8,-46.7,11
0.8,9,isocontour,97.92,9.3,0.9,-87.7,5.2,2.0,5.6,4.8,-4.8,-46.7,11
0.8,10,isocontour,98.14,-1.2,5.2,-28.3,-2.5,0.8,2.6,-2.0,0.4,-4.2,18
0.8,11,isocontour,97.99,7.5,-3.5,-67.8,0.5,2.5,2.5,4.8,-4.8,-46.7,11
0.8,12,isocontour,98.48,-1.8,5.7,-36.1,-2.3,3.5,4.2,-2.0,0.4,-4.2,18
0.8,13,isocontour,99.91,-4.1,7.1,-68.0,-1.6,0.3,1.6,-2.0,0.4,-4.2,18
0.8,14,isocontour,98.04,-1.3,-6.6,-45.4,-1.2,-5.4,5.5,-2.0,0.4,-4.2,18
0.8,15,isocontour,99.91,-4.5,-0.8,-21.2,1.2,-1.0,1.6,-2.0,0.4,-4.2,18
0.8,16,isocontour,97.22,-3.3,6.1,-48.5,-4.3,2.6,5.0,-2.0,0.4,-4.2,18
0.8,17,isocontour,98.11,-2.7,4.6,-28.2,-0.7,5.6,5.6,-2.0,0.4,-4.2,18
0.8,18,isocontour,98.35,-2.3,3.5,-17.3,-2.5,4.9,5.5,-2.0,0.4,-4.2,18
0.8,19,isocontour,97.7,8.4,-3.7,-84.3,-1.4,4.1,4.3,4.8,-4.8,-46.7,11
0.8,20,isocontour,99.2,-6.8,-8.9,-124.9,1.2,-1.0,1.6,-6.8,-8.9,-121.5,20
0.9,1,isocontour,98.29,-1.7,-7.7,-62.0,0.7,-1.5,1.7,-2.0,0.4,-4.2,18
0.9,2,isocontour,95.39,8.0,4.1,-80.1,-0.2,-4.8,4.8,4.8,-4.8,-46.7,11
0.9,3,isocontour,97.56,-2.7,5.9,-42.7,-2.1,1.2,2.4,-2.0,0.4,-4.2,18
0.9,4,isocontour,98.5,-6.8,-8.7,-122.2,4.6,-1.6,4.9,-6.9,-8.6,-121.5,20
0.9,5,isocontour,96.71,-3.0,-7.8,-70.5,-9.6,-2.5,9.9,-2.0,0.4,-4.2,18
0.9,6,isocontour,98.38,9.2,2.1,-89.4,3.7,-0.2,3.7,4.8,-4.8,-46.7,11
0.9,7,isocontour,98.58,9.1,0.0,-81.9,-3.2,1.7,3.6,4.8,-4.8,-46.7,11
0.9,8,isocontour,97.26,7.9,3.2,-73.2,1.3,-2.1,2.5,4.8,-4.8,-46.7,11
0.9,9,isocontour,97.86,9.1,0.7,-83.2,-2.3,-1.8,2.9,4.8,-4.8,-46.7,11
0.9,10,isocontour,97.91,-1.6,5.3,-30.3,-4.3,0.8,4.4,-2.0,0.4,-4.2,18
0.9,11,isocontour,97.86,7.6,-3.1,-66.7,0.8,3.5,3.6,4.8,-4.8,-46.7,11
0.9,12,isocontour,98.05,-2.3,5.9,-40.2,-5.2,1.7,5.5,-2.0,0.4,-4.2,18
0.9,13,isocontour,99.9,-4.0,7.2,-67.6,1.5,0.6,1.6,-2.0,0.4,-4.2,18
0.9,14,isocontour,97.79,-1.4,-7.0,-51.6,-1.1,-4.3,4.4,-2.0,0.4,-4.2,18
0.9,15,isocontour,99.9,-4.4,-0.9,-20.2,1.3,-1.0,1.6,-2.0,0.4,-4.2,18
0.9,16,isocontour,96.75,-3.6,6.6,-56.5,-3.4,4.4,5.6,-2.0,0.4,-4.2,18
0.9,17,isocontour,97.86,-2.6,5.0,-32.3,0.4,4.5,4.5,-2.0,0.4,-4.2,18
0.9,18,isocontour,98.31,-2.4,3.7,-19.3,-0.6,2.4,2.5,-2.0,0.4,-4.2,18
0.9,19,isocontour,97.39,7.9,-3.7,-76.6,-4.9,-0.4,4.9,4.8,-4.8,-46.7,11
0.9,20,isocontour,99.15,-6.6,-8.8,-121.3,2.6,0.1,2.6,-2.0,0.4,-4.2,18
1.0,1,isocontour,98.03,-2.1,-7.9,-66.6,-4.2,-1.9,4.6,-2.1,-7.9,-62.0,1
1.0,2,isocontour,95.32,7.8,4.3,-79.2,-1.8,2.3,2.9,7.8,4.3,-80.1,2
1.0,3,isocontour,97.1,-3.2,6.3,-49.4,-4.4,3.4,5.6,-3.2,6.3,-42.7,3
1.0,4,isocontour,98.49,-6.9,-8.6,-120.9,-0.6,1.2,1.3,-6.9,-8.6,-122.2,4
1.0,5,isocontour,96.25,-3.5,-8.0,-76.6,-5.3,-1.7,5.6,-3.5,-8.0,-70.5,5
1.0,6,isocontour,97.63,9.5,2.6,-98.1,3.3,5.7,6.6,9.5,2.6,-89.4,6
1.0,7,isocontour,98.47,9.4,-0.0,-88.4,3.5,-0.6,3.6,9.4,-0.0,-81.9,7
1.0,8,isocontour,96.87,8.2,3.7,-80.5,2.6,4.6,5.3,8.2,3.7,-73.2,8
1.0,9,isocontour,97.47,9.0,1.3,-83.0,-0.7,5.2,5.2,9.0,1.3,-83.2,9
1.0,10,isocontour,97.47,-2.1,5.5,-35.0,-4.8,2.7,5.5,-2.1,5.5,-30.3,10
1.0,11,isocontour,97.4,7.8,-2.6,-68.1,2.7,4.9,5.6,7.8,-2.6,-66.7,11
1.0,12,isocontour,97.98,-2.4,6.2,-44.0,-0.3,2.9,2.9,-2.4,6.2,-40.2,12
1.0,13,isocontour,99.89,-3.9,7.4,-69.6,0.3,1.6,1.6,-3.9,7.4,-67.6,13
1.0,14,isocontour,97.66,-1.8,-7.1,-53.5,-3.7,-0.6,3.7,-1.8,-7.1,-51.6,14
1.0,15,isocontour,99.89,-4.5,-1.0,-21.3,-1.0,-1.3,1.6,-4.5,-1.0,-20.2,15
1.0,16,isocontour,96.47,-4.0,6.9,-63.2,-3.7,3.0,4.8,-4.0,6.9,-56.5,16
1.0,17,isocontour,97.42,-2.8,5.6,-38.8,-1.9,5.2,5.5,-2.8,5.6,-32.3,17
1.0,18,isocontour,98.04,-2.3,4.2,-22.9,0.1,4.7,4.7,-2.3,4.2,-19.3,18
1.0,19,isocontour,97.03,7.9,-3.2,-73.4,0.2,5.1,5.1,7.9,-3.2,-76.6,19
1.0,20,isocontour,97.24,-5.7,-8.9,-111.0,9.0,-0.4,9.0,-5.7,-8.9,-121.3,20
1.1,1,isocontour,97.78,-2.6,-7.8,-67.1,-4.4,1.0,4.5,-1.8,-7.1,-51.6,14
1.1,2,isocontour,94.46,7.4,4.9,-78.5,-3.9,5.7,6.9,8.2,3.7,-73.2,8
1.1,3,isocontour,96.85,-3.6,6.5,-55.0,-4.0,2.3,4.6,-2.3,4.2,-19.3,18
1.1,4,isocontour,98.15,-6.4,-8.6,-115.3,5.0,-0.6,5.0,-2.1,-7.9,-62.0,1
1.1,5,isocontour,95.93,-4.0,-8.0,-80.2,-4.9,0.1,4.9,-1.8,-7.1,-51.6,14
1.1,6,isocontour,97.2,9.1,3.0,-92.7,-4.0,3.7,5.4,8.2,3.7,-73.2,8
1.1,7,isocontour,98.34,9.8,0.0,-95.1,3.5,0.5,3.5,7.8,-2.6,-66.7,11
1.1,8,isocontour,96.43,7.9,4.2,-79.6,-2.9,4.7,5.5,7.9,4.2,-73.2,8
1.1,9,isocontour,97.05,8.7,1.7,-79.1,-3.0,4.5,5.4,7.8,-2.6,-66.7,11
1.1,10,isocontour,97.34,-2.3,5.9,-39.3,-1.5,3.2,3.5,-2.3,4.2,-19.3,18
1.1,11,isocontour,97.02,7.9,-2.1,-66.7,0.7,5.1,5.1,7.9,-2.1,-66.7,11
1.1,12,isocontour,97.53,-2.8,6.5,-50.5,-4.4,3.4,5.6,-2.3,4.2,-19.3,18
1.1,13,isocontour,99.88,-3.8,7.4,-68.6,1.6,0.2,1.6,-2.3,4.2,-19.3,18
1.1,14,isocontour,97.54,-2.1,-7.1,-55.5,-3.5,-0.4,3.5,-2.1,-7.1,-51.6,14
1.1,15,isocontour,99.88,-4.4,-0.9,-20.1,1.1,1.2,1.6,-4.4,-0.9,-20.2,15
1.1,16,isocontour,96.41,-3.8,7.1,-65.7,1.4,2.5,2.9,-2.3,4.2,-19.3,18
1.1,17,isocontour,97.29,-3.1,5.8,-43.0,-2.9,2.2,3.6,-2.3,4.2,-19.3,18
1.1,18,isocontour,97.61,-2.6,4.6,-28.4,-2.9,4.6,5.4,-2.6,4.6,-19.3,18
1.1,19,isocontour,96.94,8.1,-3.0,-75.0,2.0,2.5,3.2,7.8,-2.6,-66.7,11
1.1,20,isocontour,96.95,-5.2,-8.9,-105.5,4.8,0.2,4.8,-1.8,-7.1,-51.6,14
1.2,1,isocontour,97.36,-3.1,-7.8,-70.1,-5.4,0.0,5.4,-1.8,-7.1,-51.6,14
1.2,2,isocontour,92.24,7.0,5.7,-81.9,-3.9,8.6,9.4,7.8,-2.6,-66.7,11
1.2,3,isocontour,96.7,-3.8,6.8,-60.7,-2.5,2.9,3.8,-2.3,4.2,-19.3,18
