Time,ID,behv,com_radius,Battery,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.0,1,seeker,5,100.0,0.6,4.8,-59.731,,,,0.6,4.8,-23.03,1
0.0,2,seeker,5,100.0,4.3,2.1,-12.163,,,,4.3,2.1,-22.524,2
0.0,3,seeker,5,100.0,7.5,9.5,-117.184,,,,7.5,9.5,-145.571,3
0.0,4,seeker,5,100.0,1.0,2.8,-35.861,,,,1.0,2.8,-8.964,4
0.0,5,seeker,5,100.0,-0.9,-5.8,-62.704,,,,-0.9,-5.8,-34.428,5
0.0,6,explorer,10,100.0,-6.1,-8.6,-189.1,,,,-6.1,-8.6,-111.0,6
0.0,7,explorer,10,100.0,-3.8,-5.7,-107.2,,,,-3.8,-5.7,-46.9,7
0.0,8,explorer,10,100.0,-3.2,9.1,-182.2,,,,-3.2,9.1,-93.8,8
0.0,9,explorer,10,100.0,0.5,-8.4,-76.6,,,,0.5,-8.4,-70.4,9
0.0,10,explorer,10,100.0,5.2,-4.1,-8.7,,,,5.2,-4.1,-44.1,10
0.0,11,isocontour,6,100.0,-6.5,-4.6,-154.7,,,,-6.5,-4.6,-62.7,11
0.0,12,isocontour,6,100.0,-7.1,-3.8,-166.1,,,,-7.1,-3.8,-65.1,12
0.0,13,isocontour,6,100.0,-5.2,3.2,-133.5,,,,-5.2,3.2,-37.0,13
0.0,14,isocontour,6,100.0,-1.1,-8.2,-92.6,,,,-1.1,-8.2,-67.7,14
0.0,15,isocontour,6,100.0,-7.2,7.6,-238.7,,,,-7.2,7.6,-109.5,15
0.0,Target,,,,5.51,-1.18,-31.712,-1.77,-2.83,,,,,
0.1,1,seeker,5,99.98,0.7,4.6,-52.459,0.8,-1.6,1.8,1.0,2.8,-8.964,4
0.1,2,seeker,5,99.99,4.3,1.9,-9.649,0.1,-1.5,1.5,5.2,-4.1,-8.7,10
0.1,3,seeker,5,100.0,7.5,9.5,-115.368,-0.1,0.2,0.2,7.5,9.5,-117.184,3
0.1,4,seeker,5,99.99,1.1,2.7,-30.389,1.0,-1.3,1.6,5.2,-4.1,-8.7,10
0.1,5,seeker,5,99.99,-0.8,-5.8,-58.406,1.5,0.3,1.5,5.2,-4.1,-8.7,10
0.1,6,explorer,10,100.0,-6.1,-8.7,-186.3,-0.2,-0.6,0.6,-3.8,-5.7,-46.9,7
0.1,7,explorer,10,100.0,-3.8,-5.7,-104.4,-0.1,-0.6,0.6,5.2,-4.1,-8.7,10
0.1,8,explorer,10,100.0,-3.2,9.2,-175.3,0.2,0.6,0.6,-3.2,9.2,-93.8,8
0.1,9,explorer,10,100.0,0.6,-8.4,-75.9,0.7,-0.2,0.7,5.2,-4.1,-8.7,10
0.1,10,explorer,10,100.0,5.3,-4.1,-9.7,0.6,-0.3,0.7,5.3,-4.1,-8.7,10
0.1,11,isocontour,6,99.96,-6.2,-4.7,-144.2,2.3,-0.9,2.5,-3.8,-5.7,-46.9,7
0.1,12,isocontour,6,99.96,-6.9,-3.9,-154.7,2.3,-1.0,2.5,-3.8,-5.7,-46.9,7
0.1,13,isocontour,6,99.72,-5.3,2.7,-124.0,-0.8,-4.6,4.7,-5.3,2.7,-37.0,13
0.1,14,isocontour,6,99.58,-0.6,-8.1,-84.4,5.4,0.2,5.4,5.2,-4.1,-8.7,10
0.1,15,isocontour,6,99.6,-6.9,7.2,-213.7,3.3,-4.2,5.3,-5.2,3.2,-37.0,13
0.1,Target,,,,5.22,-1.02,-0.105,-2.87,1.69,,,,,
0.2,1,seeker,5,99.97,0.8,4.4,-45.903,0.9,-1.6,1.8,5.2,-4.1,-8.7,10
0.2,2,seeker,5,99.99,4.3,1.9,-7.995,0.4,-0.9,1.0,5.2,-4.1,-8.7,10
0.2,3,seeker,5,100.0,7.5,9.5,-114.735,-0.2,0.1,0.2,7.5,9.5,-115.368,3
0.2,4,seeker,5,99.98,1.3,2.6,-25.641,1.1,-1.0,1.5,5.2,-4.1,-8.7,10
0.2,5,seeker,5,99.97,-0.6,-5.7,-53.482,1.8,0.3,1.8,5.2,-4.1,-8.7,10
0.2,6,explorer,10,100.0,-6.0,-8.7,-179.6,0.7,-0.0,0.7,5.2,-4.1,-8.7,10
0.2,7,explorer,10,100.0,-3.8,-5.8,-99.1,0.7,-0.2,0.7,5.2,-4.1,-8.7,10
0.2,8,explorer,10,100.0,-3.1,9.3,-168.3,0.5,0.4,0.6,-5.2,3.2,-37.0,13
0.2,9,explorer,10,100.0,0.7,-8.4,-74.6,0.7,-0.2,0.7,5.2,-4.1,-8.7,10
0.2,10,explorer,10,100.0,5.3,-4.2,-10.8,0.5,-0.4,0.6,5.2,-4.1,-8.7,10
0.2,11,isocontour,6,99.58,-5.7,-4.8,-128.0,5.0,-1.3,5.2,5.2,-4.1,-8.7,10
0.2,12,isocontour,6,99.63,-6.5,-4.3,-142.3,3.4,-3.7,5.0,5.2,-4.1,-8.7,10
0.2,13,isocontour,6,99.31,-5.3,2.2,-113.2,-0.1,-5.4,5.4,5.2,-4.1,-8.7,10
0.2,14,isocontour,6,99.53,-0.3,-8.0,-78.0,2.3,1.5,2.7,5.2,-4.1,-8.7,10
0.2,15,isocontour,6,99.44,-6.8,6.8,-195.8,1.3,-3.6,3.8,-5.2,3.2,-37.0,13
0.2,Target,,,,4.92,-0.91,-0.106,-3.11,1.2,,,,,
0.3,1,seeker,5,99.95,0.9,4.3,-47.806,1.4,-1.2,1.8,4.3,1.9,-7.995,2
0.3,2,seeker,5,99.99,4.3,1.9,-10.027,0.4,-0.0,0.4,4.3,1.9,-7.995,2
0.3,3,seeker,5,100.0,7.5,9.5,-120.548,-0.2,-0.1,0.2,7.5,9.5,-114.735,3
0.3,4,seeker,5,99.97,1.4,2.6,-27.517,1.5,-0.5,1.6,4.3,1.9,-7.995,2
0.3,5,seeker,5,99.96,-0.4,-5.7,-49.278,1.8,0.5,1.9,5.2,-4.1,-8.7,10
0.3,6,explorer,10,100.0,-6.0,-8.7,-177.8,-0.5,0.4,0.6,5.2,-4.1,-8.7,10
0.3,7,explorer,10,99.99,-3.6,-5.7,-95.8,1.5,0.0,1.5,5.2,-4.1,-8.7,10
0.3,8,explorer,10,100.0,-3.1,9.3,-176.0,0.7,-0.1,0.7,-5.2,3.2,-37.0,13
0.3,9,explorer,10,99.98,0.9,-8.5,-69.8,1.8,-0.2,1.8,5.2,-4.1,-8.7,10
0.3,10,explorer,10,100.0,5.4,-4.2,-8.8,0.6,-0.0,0.6,5.2,-4.1,-8.7,10
0.3,11,isocontour,6,99.36,-5.3,-4.8,-119.5,4.3,-0.6,4.3,5.2,-4.1,-8.7,10
0.3,12,isocontour,6,99.4,-6.2,-4.6,-138.8,2.8,-3.4,4.4,5.2,-4.1,-8.7,10
0.3,13,isocontour,6,99.27,-5.2,2.0,-115.2,0.5,-2.3,2.4,5.2,-4.1,-8.7,10
0.3,14,isocontour,6,99.23,-0.3,-8.5,-81.5,0.2,-4.8,4.8,5.2,-4.1,-8.7,10
0.3,15,isocontour,6,99.22,-6.4,6.6,-191.3,3.7,-2.3,4.4,5.2,-4.1,-8.7,10
0.3,Target,,,,5.04,-1.23,-0.118,1.23,-3.1,,,,,
0.4,1,seeker,5,99.93,1.1,4.2,-49.813,1.4,-1.2,1.8,4.3,1.9,-7.995,2
0.4,2,seeker,5,99.98,4.2,1.9,-12.537,-0.9,0.6,1.1,4.3,1.9,-7.995,2
0.4,3,seeker,5,100.0,7.5,9.5,-124.26,-0.1,0.1,0.1,7.5,9.5,-114.735,3
0.4,4,seeker,5,99.96,1.5,2.5,-29.674,1.3,-0.8,1.5,4.3,1.9,-7.995,2
0.4,5,seeker,5,99.94,-0.2,-5.6,-48.145,1.7,0.2,1.7,5.2,-4.1,-8.7,10
0.4,6,explorer,10,100.0,-6.1,-8.6,-180.5,-0.3,0.5,0.6,5.2,-4.1,-8.7,10
0.4,7,explorer,10,99.97,-3.5,-5.8,-95.8,1.8,-0.4,1.8,5.2,-4.1,-8.7,10
0.4,8,explorer,10,100.0,-3.1,9.3,-186.6,-0.1,0.6,0.6,5.2,-4.1,-8.7,10
0.4,9,explorer,10,99.98,0.9,-8.5,-68.8,0.9,-0.4,1.0,5.2,-4.1,-8.7,10
0.4,10,explorer,10,100.0,5.4,-4.1,-7.1,-0.4,0.5,0.6,5.2,-4.1,-8.7,10
0.4,11,isocontour,6,99.29,-5.0,-4.9,-117.2,3.0,-0.3,3.0,5.2,-4.1,-8.7,10
0.4,12,isocontour,6,99.14,-5.9,-4.9,-138.3,3.1,-3.4,4.6,5.2,-4.1,-8.7,10
0.4,13,isocontour,6,99.13,-5.3,1.6,-121.3,-0.8,-3.7,3.8,5.2,-4.1,-8.7,10
0.4,14,isocontour,6,98.46,-0.4,-9.2,-91.9,-0.7,-6.6,6.6,5.2,-4.1,-8.7,10
0.4,15,isocontour,6,98.99,-6.3,6.2,-191.8,0.9,-4.3,4.4,5.2,-4.1,-8.7,10
0.4,Target,,,,5.31,-1.45,-0.117,2.62,-2.06,,,,,
0.5,1,seeker,5,99.93,1.1,4.0,-47.523,0.6,-1.3,1.4,5.4,-4.1,-7.1,10
0.5,2,seeker,5,99.97,4.3,1.8,-12.075,0.5,-1.8,1.9,5.4,-4.1,-7.1,10
0.5,3,seeker,5,100.0,7.5,9.5,-129.68,-0.2,0.0,0.2,7.5,9.5,-114.735,3
0.5,4,seeker,5,99.95,1.6,2.4,-27.721,0.7,-1.3,1.5,5.4,-4.1,-7.1,10
0.5,5,seeker,5,99.93,-0.0,-5.6,-41.24,1.7,0.6,1.8,5.4,-4.1,-7.1,10
0.5,6,explorer,10,100.0,-6.0,-8.6,-170.2,0.7,-0.1,0.7,5.2,-4.1,-8.7,10
0.5,7,explorer,10,99.95,-3.3,-5.9,-87.6,1.7,-1.0,2.0,5.4,-4.1,-7.1,10
0.5,8,explorer,10,100.0,-3.0,9.3,-185.8,0.6,0.2,0.6,5.2,-4.1,-8.7,10
0.5,9,explorer,10,99.98,1.0,-8.5,-63.1,0.8,0.1,0.8,5.4,-4.1,-7.1,10
0.5,10,explorer,10,100.0,5.3,-4.1,-6.1,-0.6,0.1,0.6,5.3,-4.1,-7.1,10
0.5,11,isocontour,6,99.02,-4.6,-5.2,-106.4,3.1,-3.4,4.6,5.2,-4.1,-8.7,10
0.5,12,isocontour,6,98.73,-5.4,-5.1,-120.6,5.2,-1.4,5.4,5.2,-4.1,-8.7,10
0.5,13,isocontour,6,99.05,-5.1,1.3,-111.5,1.8,-2.5,3.1,5.2,-4.1,-8.7,10
0.5,14,isocontour,6,98.44,-0.2,-9.3,-85.7,1.7,-1.1,2.0,5.4,-4.1,-7.1,10
0.5,15,isocontour,6,98.95,-6.1,5.9,-182.3,1.1,-2.2,2.5,5.2,-4.1,-8.7,10
0.5,Target,,,,5.03,-1.63,-0.112,-2.81,-1.8,,,,,
0.6,1,seeker,5,99.91,1.2,3.9,-48.451,0.6,-1.6,1.7,5.3,-4.1,-6.1,10
0.6,2,seeker,5,99.95,4.3,1.6,-11.838,0.3,-1.9,1.9,5.3,-4.1,-6.1,10
0.6,3,seeker,5,100.0,7.5,9.5,-129.494,0.2,-0.0,0.2,7.5,9.5,-114.735,3
