Time,ID,behv,com_radius,Battery,Battery Percent,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id,N,Ns,Ne,Ni
0.0,1,seeker,7,47520,100.0,11.7,-10.4,-476.464,,,,11.7,-10.4,-246.653,1,,,,
0.0,2,seeker,7,47520,100.0,4.0,10.9,-615.38,,,,4.0,10.9,-134.734,2,,,,
0.0,3,seeker,7,47520,100.0,-3.5,-11.2,-45.602,,,,-3.5,-11.2,-137.421,3,,,,
0.0,4,seeker,7,47520,100.0,-17.3,-15.9,-91.442,,,,-17.3,-15.9,-549.32,4,,,,
0.0,5,explorer,10,47520,100.0,14.2,2.1,-721.7,,,,14.2,2.1,-204.5,5,,,,
0.0,6,explorer,10,47520,100.0,0.4,-18.9,-197.3,,,,0.4,-18.9,-355.9,6,,,,
0.0,7,explorer,10,47520,100.0,-19.5,-19.7,-191.8,,,,-19.5,-19.7,-767.9,7,,,,
0.0,8,explorer,10,47520,100.0,-15.1,3.1,-183.4,,,,-15.1,3.1,-236.3,8,,,,
0.0,9,explorer,10,47520,100.0,-8.9,16.6,-686.9,,,,-8.9,16.6,-356.2,9,,,,
0.0,10,explorer,10,47520,100.0,-11.0,1.3,-118.7,,,,-11.0,1.3,-122.7,10,,,,
0.0,11,explorer,10,47520,100.0,-3.7,1.0,-152.5,,,,-3.7,1.0,-14.4,11,,,,
0.0,12,explorer,10,47520,100.0,18.0,12.6,-1278.7,,,,18.0,12.6,-482.8,12,,,,
0.0,13,explorer,10,47520,100.0,3.5,15.5,-813.8,,,,3.5,15.5,-253.5,13,,,,
0.0,14,explorer,10,47520,100.0,-5.2,4.8,-229.4,,,,-5.2,4.8,-50.1,14,,,,
0.0,15,isocontour,6,47520,100.0,-13.7,8.1,-323.6,,,,-13.7,8.1,-253.0,15,,,,
0.0,16,isocontour,6,47520,100.0,7.8,10.4,-718.6,,,,7.8,10.4,-169.6,16,,,,
0.0,17,isocontour,6,47520,100.0,-0.3,8.2,-409.9,,,,-0.3,8.2,-67.1,17,,,,
0.0,18,isocontour,6,47520,100.0,11.7,-12.3,-480.2,,,,11.7,-12.3,-286.1,18,,,,
0.0,19,isocontour,6,47520,100.0,-14.0,-5.3,-33.2,,,,-14.0,-5.3,-222.3,19,,,,
0.0,Target,,,,,-10.08,-9.54,-192.614,1.27,0.4,,,,,,,,,
0.1,1,seeker,7,47519.96,100.0,11.7,-10.4,-480.266,0.1,0.3,0.3,11.7,-10.4,-246.653,1,1,0,0,1
0.1,2,seeker,7,47519.46,100.0,3.9,10.9,-618.641,-0.6,-0.4,0.7,-0.3,8.2,-67.1,17,3,0,1,2
0.1,3,seeker,7,47519.96,100.0,-3.6,-11.2,-46.064,-0.2,0.2,0.3,-3.6,-11.2,-45.602,3,1,0,1,0
0.1,4,seeker,7,47519.96,100.0,-17.2,-15.8,-88.413,0.1,0.3,0.3,-17.2,-15.8,-91.442,4,1,0,1,0
0.1,5,explorer,10,47519.95,100.0,14.2,2.0,-728.6,0.2,-0.3,0.4,14.2,2.0,-204.5,5,0,0,0,0
0.1,6,explorer,10,47519.95,100.0,0.4,-18.9,-196.5,-0.3,0.0,0.3,0.4,-18.9,-197.3,6,0,0,0,0
0.1,7,explorer,10,47519.94,100.0,-19.5,-19.7,-187.7,-0.1,0.3,0.3,-17.3,-15.9,-91.4,4,1,1,0,0
0.1,8,explorer,10,47519.96,100.0,-15.1,3.1,-186.0,0.0,0.3,0.3,-11.0,1.3,-118.7,10,2,0,1,1
0.1,9,explorer,10,47519.95,100.0,-8.9,16.6,-691.7,0.3,-0.2,0.4,-8.9,16.6,-356.2,9,0,0,0,0
0.1,10,explorer,10,47519.95,100.0,-11.0,1.3,-120.0,0.0,-0.3,0.3,-3.7,1.0,-14.4,11,3,0,3,0
0.1,11,explorer,10,47519.95,100.0,-3.6,1.0,-155.3,0.1,-0.3,0.3,-3.6,1.0,-14.4,11,2,0,2,0
0.1,12,explorer,10,47519.95,100.0,18.0,12.6,-1287.0,-0.3,0.1,0.3,18.0,12.6,-482.8,12,0,0,0,0
0.1,13,explorer,10,47519.94,100.0,3.6,15.5,-819.7,0.1,-0.3,0.3,4.0,10.9,-134.7,2,1,1,0,0
0.1,14,explorer,10,47519.94,100.0,-5.2,4.8,-232.3,0.1,-0.3,0.3,-3.7,1.0,-14.4,11,3,0,2,1
0.1,15,isocontour,6,47519.93,100.0,-13.7,8.0,-325.3,0.1,-0.3,0.3,-5.2,4.8,-50.1,14,4,0,4,0
0.1,16,isocontour,6,47519.9,100.0,7.8,10.4,-723.9,-0.4,-0.1,0.4,4.0,10.9,-134.7,2,2,1,1,0
0.1,17,isocontour,6,47519.93,100.0,-0.3,8.2,-413.8,-0.3,-0.3,0.4,-3.7,1.0,-14.4,11,4,1,3,0
0.1,18,isocontour,6,47519.26,100.0,11.7,-12.2,-482.5,-0.1,0.8,0.8,11.7,-10.4,-246.7,1,1,1,0,0
0.1,19,isocontour,6,47519.92,100.0,-14.0,-5.2,-33.9,-0.1,0.4,0.4,-14.0,-5.2,-33.2,19,2,0,2,0
0.1,Target,,,,,-10.17,-9.64,-0.018,-0.85,-1.03,,,,,,,,,
0.2,1,seeker,7,47519.92,100.0,11.7,-10.4,-474.807,0.1,0.3,0.3,11.7,-10.4,-246.653,1,1,0,0,1
0.2,2,seeker,7,47518.91,100.0,3.8,10.8,-611.103,-0.5,-0.5,0.7,-3.7,1.0,-14.4,11,3,0,1,2
0.2,3,seeker,7,47519.94,100.0,-3.6,-11.1,-44.263,-0.0,0.2,0.2,-3.6,-11.1,-45.602,3,1,0,1,0
0.2,4,seeker,7,47519.94,100.0,-17.2,-15.8,-89.966,0.2,0.1,0.2,-17.2,-15.8,-88.413,4,1,0,1,0
0.2,5,explorer,10,47519.9,100.0,14.2,2.0,-720.9,-0.1,-0.3,0.3,14.2,2.0,-204.5,5,0,0,0,0
0.2,6,explorer,10,47519.9,100.0,0.4,-18.9,-194.5,0.0,-0.3,0.3,0.4,-18.9,-196.5,6,0,0,0,0
0.2,7,explorer,10,47519.9,100.0,-19.5,-19.7,-190.4,0.2,-0.2,0.3,-17.2,-15.8,-88.4,4,1,1,0,0
0.2,8,explorer,10,47519.91,100.0,-15.1,3.1,-188.0,-0.0,0.3,0.3,-3.7,1.0,-14.4,11,2,0,1,1
0.2,9,explorer,10,47519.9,100.0,-8.8,16.6,-691.5,0.3,0.1,0.3,-8.8,16.6,-356.2,9,0,0,0,0
0.2,10,explorer,10,47519.9,100.0,-11.0,1.3,-120.6,0.2,0.2,0.3,-3.7,1.0,-14.4,11,3,0,3,0
0.2,11,explorer,10,47519.9,100.0,-3.7,1.0,-153.7,-0.2,0.3,0.4,-3.7,1.0,-14.4,11,2,0,2,0
0.2,12,explorer,10,47519.9,100.0,18.0,12.6,-1277.0,-0.3,-0.2,0.4,18.0,12.6,-482.8,12,0,0,0,0
0.2,13,explorer,10,47519.89,100.0,3.6,15.5,-817.0,0.3,0.1,0.3,-0.3,8.2,-67.1,17,1,1,0,0
0.2,14,explorer,10,47519.9,100.0,-5.2,4.8,-231.0,-0.3,0.1,0.3,-3.7,1.0,-14.4,11,3,0,2,1
