Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,11.7,-10.4,,,-10.08,-9.54,-21.78,0.86,21.797,0.0,0.545,-0.999,0.039,
0.0,2,4.0,10.9,,,-10.08,-9.54,-14.08,-20.44,24.82,0.0,0.62,-0.567,-0.824,
0.0,3,-3.5,-11.2,,,-10.08,-9.54,-6.58,1.66,6.786,0.0,0.17,-0.97,0.245,
0.0,4,-17.3,-15.9,,,-10.08,-9.54,7.22,6.36,9.622,0.0,0.241,0.75,0.661,
0.1,1,11.7,-10.4,0.1,0.3,-10.17,-9.64,-21.87,0.76,21.883,0.001,0.547,-0.999,0.035,-0.2829113924050633
0.1,2,3.9,10.9,-0.6,-0.4,-10.17,-9.64,-14.07,-20.54,24.897,0.001,0.622,-0.565,-0.825,0.9278779472954231
0.1,3,-3.6,-11.2,-0.2,0.2,-10.17,-9.64,-6.57,1.56,6.753,0.001,0.169,-0.973,0.231,0.8508833922261485
0.1,4,-17.2,-15.8,0.1,0.3,-10.17,-9.64,7.03,6.16,9.347,0.001,0.234,0.752,0.659,0.8636075949367089
0.2,1,11.7,-10.4,0.1,0.3,-10.03,-9.63,-21.73,0.77,21.744,0.002,0.544,-0.999,0.035,-0.2829113924050633
0.2,2,3.8,10.8,-0.5,-0.5,-10.03,-9.63,-13.83,-20.43,24.671,0.002,0.617,-0.561,-0.828,0.9823196605374824
0.2,3,-3.6,-11.1,-0.0,0.2,-10.03,-9.63,-6.43,1.47,6.596,0.002,0.165,-0.975,0.223,0.223
0.2,4,-17.2,-15.8,0.2,0.1,-10.03,-9.63,7.17,6.17,9.459,0.002,0.236,0.758,0.652,0.967857142857143
0.3,1,11.8,-10.4,0.1,0.2,-10.15,-9.7,-21.95,0.7,21.961,0.003,0.549,-0.999,0.032,-0.4174107142857143
0.3,2,3.8,10.8,-0.7,-0.6,-10.15,-9.7,-13.95,-20.5,24.796,0.003,0.62,-0.563,-0.827,0.9656182212581343
0.3,3,-3.6,-11.1,-0.2,0.3,-10.15,-9.7,-6.55,1.4,6.698,0.003,0.167,-0.978,0.209,0.7155124653739612
0.3,4,-17.2,-15.8,0.7,0.5,-10.15,-9.7,7.05,6.1,9.323,0.003,0.233,0.756,0.654,0.9955813953488373
0.4,1,11.8,-10.3,-0.0,0.3,-10.09,-9.59,-21.89,0.71,21.902,0.004,0.548,-0.999,0.032,0.032
0.4,2,3.7,10.7,-0.6,-0.7,-10.09,-9.59,-13.79,-20.29,24.533,0.004,0.613,-0.562,-0.827,0.9936008676789586
0.4,3,-3.6,-11.1,0.0,0.2,-10.09,-9.59,-6.49,1.51,6.663,0.004,0.167,-0.974,0.227,0.227
0.4,4,-17.1,-15.8,0.2,0.2,-10.09,-9.59,7.01,6.21,9.365,0.004,0.234,0.749,0.663,0.997879858657244
0.5,1,11.7,-10.3,-0.0,0.1,-9.98,-9.5,-21.68,0.8,21.695,0.005,0.542,-0.999,0.037,0.037
0.5,2,3.7,10.6,-0.7,-0.6,-9.98,-9.5,-13.68,-20.1,24.314,0.005,0.608,-0.563,-0.827,0.9656182212581343
0.5,3,-3.6,-11.1,-0.2,0.1,-9.98,-9.5,-6.38,1.6,6.578,0.005,0.164,-0.97,0.243,0.9745535714285714
0.5,4,-17.2,-15.8,-0.3,-0.2,-9.98,-9.5,7.22,6.3,9.582,0.005,0.24,0.753,0.657,-0.9897506925207756
0.6,1,11.7,-10.3,-0.1,0.2,-9.87,-9.43,-21.57,0.87,21.588,0.006,0.54,-0.999,0.04,0.4816964285714285
0.6,2,3.6,10.6,-0.5,-0.5,-9.87,-9.43,-13.47,-20.03,24.138,0.006,0.603,-0.558,-0.83,0.9816124469589816
0.6,3,-3.6,-11.1,-0.2,0.1,-9.87,-9.43,-6.27,1.67,6.489,0.006,0.162,-0.966,0.257,0.9772321428571429
0.6,4,-17.2,-15.8,-0.3,-0.2,-9.87,-9.43,7.33,6.37,9.711,0.006,0.243,0.755,0.656,-0.9908587257617729
0.7,1,11.7,-10.3,-0.1,0.2,-9.93,-9.31,-21.63,0.99,21.653,0.007,0.541,-0.999,0.046,0.4870535714285714
0.7,2,3.6,10.5,-0.5,-0.5,-9.93,-9.31,-13.53,-19.81,23.99,0.007,0.6,-0.564,-0.826,0.983026874115983
