Time,ID,behv,com_radius,Battery,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.0,1,isocontour,5,100.0,8.4,9.0,-1.5,,,,8.4,9.0,-1.5,1
0.0,2,isocontour,5,100.0,1.2,4.0,1.7,,,,1.2,4.0,1.7,2
0.0,3,isocontour,5,100.0,-7.8,-1.0,-1.2,,,,-7.8,-1.0,-1.2,3
0.0,4,isocontour,5,100.0,-1.5,-0.7,0.4,,,,-1.5,-0.7,0.4,4
0.0,5,isocontour,5,100.0,-9.7,6.0,0.3,,,,-9.7,6.0,0.3,5
0.0,6,isocontour,5,100.0,-0.3,1.2,1.6,,,,-0.3,1.2,1.6,6
0.0,7,isocontour,5,100.0,-4.4,4.7,0.2,,,,-4.4,4.7,0.2,7
0.0,8,isocontour,5,100.0,2.6,-0.5,0.0,,,,2.6,-0.5,0.0,8
0.0,9,isocontour,5,100.0,4.5,4.6,0.1,,,,4.5,4.6,0.1,9
0.0,10,isocontour,5,100.0,-8.0,9.6,-1.6,,,,-8.0,9.6,-1.6,10
0.0,11,isocontour,5,100.0,-7.0,-4.5,-1.7,,,,-7.0,-4.5,-1.7,11
0.0,12,isocontour,5,100.0,-8.5,0.5,-0.2,,,,-8.5,0.5,-0.2,12
0.0,13,isocontour,5,100.0,7.9,-7.0,-0.3,,,,7.9,-7.0,-0.3,13
0.0,14,isocontour,5,100.0,-5.0,8.1,-1.6,,,,-5.0,8.1,-1.6,14
0.0,15,isocontour,5,100.0,6.9,-9.5,0.1,,,,6.9,-9.5,0.1,15
0.0,16,isocontour,5,100.0,5.4,-5.5,-1.3,,,,5.4,-5.5,-1.3,16
0.0,17,isocontour,5,100.0,5.8,-2.1,-1.8,,,,5.8,-2.1,-1.8,17
0.0,18,isocontour,5,100.0,9.5,-3.7,-0.9,,,,9.5,-3.7,-0.9,18
0.0,19,isocontour,5,100.0,7.0,-6.2,-1.0,,,,7.0,-6.2,-1.0,19
0.0,20,isocontour,5,100.0,-0.4,3.5,2.0,,,,-0.4,3.5,2.0,20
0.0,21,isocontour,5,100.0,-6.9,-3.9,-1.9,,,,-6.9,-3.9,-1.9,21
0.0,22,isocontour,5,100.0,-9.9,4.9,0.9,,,,-9.9,4.9,0.9,22
0.0,23,isocontour,5,100.0,-2.1,-8.1,1.3,,,,-2.1,-8.1,1.3,23
0.0,24,isocontour,5,100.0,-2.7,4.0,1.1,,,,-2.7,4.0,1.1,24
