Time,ID,behv,N,comm_area,Area Coverage
0.0,1,seeker,,1000.0,
0.0,2,seeker,,1000.0,
0.0,3,seeker,,1000.0,
0.0,4,seeker,,1000.0,
0.0,5,seeker,,1000.0,
0.0,6,seeker,,1000.0,
0.0,7,seeker,,1000.0,
0.0,8,seeker,,1000.0,
0.0,9,seeker,,1000.0,
0.0,10,explorer,,1000.0,
0.0,Target,,,,
0.1,1,seeker,0.0,1000.0,1000.0
0.1,2,seeker,4.0,1000.0,200.0
0.1,3,seeker,5.0,1000.0,166.667
0.1,4,seeker,3.0,1000.0,250.0
0.1,5,seeker,0.0,1000.0,1000.0
0.1,6,seeker,2.0,1000.0,333.333
0.1,7,seeker,1.0,1000.0,500.0
0.1,8,seeker,5.0,1000.0,166.667
0.1,9,seeker,3.0,1000.0,250.0
0.1,10,explorer,1.0,1000.0,500.0
0.1,Target,,,,
0.2,1,seeker,0.0,1000.0,1000.0
0.2,2,seeker,4.0,1000.0,200.0
0.2,3,seeker,5.0,1000.0,166.667
0.2,4,seeker,3.0,1000.0,250.0
0.2,5,seeker,0.0,1000.0,1000.0
0.2,6,seeker,2.0,1000.0,333.333
0.2,7,seeker,1.0,1000.0,500.0
0.2,8,seeker,5.0,1000.0,166.667
0.2,9,seeker,3.0,1000.0,250.0
0.2,10,explorer,1.0,1000.0,500.0
0.2,Target,,,,
0.3,1,seeker,0.0,1000.0,1000.0
0.3,2,seeker,4.0,1000.0,200.0
0.3,3,seeker,5.0,1000.0,166.667
0.3,4,seeker,3.0,1000.0,250.0
0.3,5,seeker,0.0,1000.0,1000.0
0.3,6,seeker,2.0,1000.0,333.333
0.3,7,seeker,1.0,1000.0,500.0
0.3,8,seeker,5.0,1000.0,166.667
0.3,9,seeker,3.0,1000.0,250.0
0.3,10,explorer,1.0,1000.0,500.0
0.3,Target,,,,
0.4,1,seeker,0.0,1000.0,1000.0
0.4,2,seeker,4.0,1000.0,200.0
0.4,3,seeker,5.0,1000.0,166.667
0.4,4,seeker,3.0,1000.0,250.0
0.4,5,seeker,0.0,1000.0,1000.0
0.4,6,seeker,2.0,1000.0,333.333
0.4,7,seeker,1.0,1000.0,500.0
0.4,8,seeker,5.0,1000.0,166.667
0.4,9,seeker,3.0,1000.0,250.0
0.4,10,explorer,1.0,1000.0,500.0
0.4,Target,,,,
0.5,1,seeker,0.0,1000.0,1000.0
0.5,2,seeker,4.0,1000.0,200.0
0.5,3,seeker,5.0,1000.0,166.667
0.5,4,seeker,3.0,1000.0,250.0
0.5,5,seeker,0.0,1000.0,1000.0
0.5,6,seeker,2.0,1000.0,333.333
0.5,7,seeker,1.0,1000.0,500.0
0.5,8,seeker,5.0,1000.0,166.667
0.5,9,seeker,3.0,1000.0,250.0
0.5,10,explorer,1.0,1000.0,500.0
0.5,Target,,,,
0.6,1,seeker,0.0,1000.0,1000.0
0.6,2,seeker,4.0,1000.0,200.0
0.6,3,seeker,5.0,1000.0,166.667
0.6,4,seeker,3.0,1000.0,250.0
0.6,5,seeker,0.0,1000.0,1000.0
0.6,6,seeker,2.0,1000.0,333.333
0.6,7,seeker,1.0,1000.0,500.0
0.6,8,seeker,5.0,1000.0,166.667
0.6,9,seeker,3.0,1000.0,250.0
0.6,10,explorer,1.0,1000.0,500.0
0.6,Target,,,,
0.7,1,seeker,0.0,1000.0,1000.0
0.7,2,seeker,4.0,1000.0,200.0
0.7,3,seeker,5.0,1000.0,166.667
0.7,4,seeker,4.0,1000.0,200.0
0.7,5,seeker,0.0,1000.0,1000.0
0.7,6,seeker,3.0,1000.0,250.0
0.7,7,seeker,1.0,1000.0,500.0
0.7,8,seeker,5.0,1000.0,166.667
0.7,9,seeker,3.0,1000.0,250.0
0.7,10,explorer,1.0,1000.0,500.0
0.7,Target,,,,
0.8,1,seeker,0.0,1000.0,1000.0
0.8,2,seeker,4.0,1000.0,200.0
0.8,3,seeker,5.0,1000.0,166.667
0.8,4,seeker,4.0,1000.0,200.0
0.8,5,seeker,0.0,1000.0,1000.0
0.8,6,seeker,3.0,1000.0,250.0
0.8,7,seeker,1.0,1000.0,500.0
0.8,8,seeker,5.0,1000.0,166.667
0.8,9,seeker,3.0,1000.0,250.0
0.8,10,explorer,1.0,1000.0,500.0
0.8,Target,,,,
0.9,1,seeker,0.0,1000.0,1000.0
0.9,2,seeker,4.0,1000.0,200.0
0.9,3,seeker,5.0,1000.0,166.667
0.9,4,seeker,4.0,1000.0,200.0
0.9,5,seeker,0.0,1000.0,1000.0
0.9,6,seeker,3.0,1000.0,250.0
0.9,7,seeker,1.0,1000.0,500.0
0.9,8,seeker,5.0,1000.0,166.667
0.9,9,seeker,3.0,1000.0,250.0
0.9,10,explorer,1.0,1000.0,500.0
0.9,Target,,,,
1.0,1,seeker,0.0,1000.0,1000.0
1.0,2,seeker,5.0,1000.0,166.667
1.0,3,seeker,5.0,1000.0,166.667
1.0,4,seeker,4.0,1000.0,200.0
1.0,5,seeker,0.0,1000.0,1000.0
1.0,6,seeker,4.0,1000.0,200.0
1.0,7,seeker,1.0,1000.0,500.0
1.0,8,seeker,5.0,1000.0,166.667
1.0,9,seeker,3.0,1000.0,250.0
1.0,10,explorer,1.0,1000.0,500.0
1.0,Target,,,,
1.1,1,seeker,0.0,1000.0,1000.0
1.1,2,seeker,5.0,1000.0,166.667
1.1,3,seeker,5.0,1000.0,166.667
1.1,4,seeker,4.0,1000.0,200.0
1.1,5,seeker,0.0,1000.0,1000.0
1.1,6,seeker,4.0,1000.0,200.0
1.1,7,seeker,1.0,1000.0,500.0
1.1,8,seeker,5.0,1000.0,166.667
1.1,9,seeker,3.0,1000.0,250.0
1.1,10,explorer,1.0,1000.0,500.0
1.1,Target,,,,
1.2,1,seeker,0.0,1000.0,1000.0
1.2,2,seeker,5.0,1000.0,166.667
1.2,3,seeker,5.0,1000.0,166.667
1.2,4,seeker,4.0,1000.0,200.0
1.2,5,seeker,0.0,1000.0,1000.0
1.2,6,seeker,5.0,1000.0,166.667
1.2,7,seeker,1.0,1000.0,500.0
1.2,8,seeker,5.0,1000.0,166.667
1.2,9,seeker,4.0,1000.0,200.0
1.2,10,explorer,1.0,1000.0,500.0
1.2,Target,,,,
1.3,1,seeker,0.0,1000.0,1000.0
1.3,2,seeker,5.0,1000.0,166.667
1.3,3,seeker,5.0,1000.0,166.667
1.3,4,seeker,4.0,1000.0,200.0
1.3,5,seeker,0.0,1000.0,1000.0
1.3,6,seeker,5.0,1000.0,166.667
1.3,7,seeker,1.0,1000.0,500.0
1.3,8,seeker,5.0,1000.0,166.667
1.3,9,seeker,4.0,1000.0,200.0
1.3,10,explorer,1.0,1000.0,500.0
1.3,Target,,,,
1.4,1,seeker,0.0,1000.0,1000.0
1.4,2,seeker,5.0,1000.0,166.667
1.4,3,seeker,5.0,1000.0,166.667
1.4,4,seeker,4.0,1000.0,200.0
1.4,5,seeker,0.0,1000.0,1000.0
1.4,6,seeker,5.0,1000.0,166.667
1.4,7,seeker,1.0,1000.0,500.0
1.4,8,seeker,5.0,1000.0,166.667
1.4,9,seeker,4.0,1000.0,200.0
1.4,10,explorer,1.0,1000.0,500.0
1.4,Target,,,,
1.5,1,seeker,0.0,1000.0,1000.0
1.5,2,seeker,5.0,1000.0,166.667
1.5,3,seeker,5.0,1000.0,166.667
1.5,4,seeker,4.0,1000.0,200.0
1.5,5,seeker,0.0,1000.0,1000.0
1.5,6,seeker,5.0,1000.0,166.667
