Time,Sum Area Coverage,Time/Total Time,Non-Dimensional Area Coverage
0.0,0.0,0.0,0.0
0.1,2706.67,0.001,1.083
0.2,2706.67,0.001,1.083
0.3,2620.0,0.002,1.048
0.4,2673.33,0.003,1.069
0.5,2673.33,0.003,1.069
0.6,2753.33,0.004,1.101
0.7,2673.33,0.005,1.069
0.8,2753.33,0.005,1.101
0.9,2773.33,0.006,1.109
1.0,2813.33,0.007,1.125
1.1,2880.0,0.007,1.152
1.2,2880.0,0.008,1.152
1.3,2880.0,0.009,1.152
1.4,2880.0,0.009,1.152
1.5,2880.0,0.01,1.152
1.6,2933.33,0.011,1.173
1.7,2933.33,0.011,1.173
1.8,2933.33,0.012,1.173
1.9,2866.67,0.013,1.147
2.0,2846.67,0.013,1.139
2.1,2846.67,0.014,1.139
2.2,2900.0,0.015,1.16
2.3,2846.67,0.015,1.139
2.4,2846.67,0.016,1.139
2.5,2846.67,0.017,1.139
2.6,2846.67,0.017,1.139
2.7,2846.67,0.018,1.139
2.8,2886.67,0.019,1.155
2.9,2846.67,0.019,1.139
3.0,2813.33,0.02,1.125
3.1,2766.67,0.021,1.107
3.2,2766.67,0.021,1.107
3.3,2666.67,0.022,1.067
3.4,2666.67,0.023,1.067
3.5,2626.67,0.023,1.051
3.6,2546.67,0.024,1.019
3.7,2753.34,0.025,1.101
3.8,2820.0,0.025,1.128
3.9,2820.0,0.026,1.128
4.0,2820.0,0.027,1.128
4.1,2740.0,0.027,1.096
4.2,2690.48,0.028,1.076
4.3,2690.48,0.029,1.076
4.4,2690.48,0.029,1.076
4.5,2710.48,0.03,1.084
4.6,2723.81,0.031,1.09
4.7,2957.14,0.031,1.183
4.8,2923.81,0.032,1.17
4.9,2927.62,0.033,1.171
5.0,2856.19,0.033,1.142
5.1,2896.19,0.034,1.158
5.2,3082.86,0.035,1.233
5.3,3029.52,0.035,1.212
5.4,3082.86,0.036,1.233
5.5,3136.19,0.037,1.254
5.6,3066.19,0.037,1.226
5.7,3119.52,0.038,1.248
5.8,3092.38,0.039,1.237
5.9,3092.38,0.039,1.237
6.0,3145.71,0.04,1.258
6.1,3099.05,0.041,1.24
6.2,3132.38,0.041,1.253
6.3,3102.86,0.042,1.241
6.4,3029.52,0.043,1.212
6.5,3202.86,0.043,1.281
6.6,3202.86,0.044,1.281
6.7,2989.52,0.045,1.196
6.8,2913.33,0.045,1.165
6.9,2887.78,0.046,1.155
7.0,2887.78,0.047,1.155
7.1,2836.19,0.047,1.134
7.2,3010.64,0.048,1.204
7.3,2716.67,0.049,1.087
7.4,2696.82,0.049,1.079
7.5,2713.97,0.05,1.086
7.6,2702.38,0.051,1.081
7.7,2682.38,0.051,1.073
7.8,2661.27,0.052,1.065
7.9,2606.35,0.053,1.043
8.0,2611.43,0.053,1.045
8.1,2573.65,0.054,1.029
8.2,2546.98,0.055,1.019
8.3,2532.7,0.055,1.013
8.4,2532.7,0.056,1.013
8.5,2532.7,0.057,1.013
8.6,2532.7,0.057,1.013
8.7,2492.7,0.058,0.997
8.8,2492.7,0.059,0.997
8.9,2553.65,0.059,1.021
9.0,2523.98,0.06,1.01
9.1,2537.32,0.061,1.015
9.2,2523.98,0.061,1.01
9.3,2523.98,0.062,1.01
9.4,2467.62,0.063,0.987
9.5,2473.35,0.063,0.989
9.6,2461.76,0.064,0.985
9.7,2548.43,0.065,1.019
9.8,2516.54,0.065,1.007
9.9,2435.76,0.066,0.974
10.0,2416.88,0.067,0.967
10.1,2420.52,0.067,0.968
10.2,2416.07,0.068,0.966
10.3,2404.36,0.069,0.962
10.4,2404.36,0.069,0.962
10.5,2484.36,0.07,0.994
10.6,2471.03,0.071,0.988
10.7,2466.58,0.071,0.987
10.8,2466.58,0.072,0.987
10.9,2359.44,0.073,0.944
11.0,2417.22,0.073,0.967
11.1,2482.95,0.074,0.993
11.2,2466.58,0.075,0.987
11.3,2441.33,0.075,0.977
11.4,2417.06,0.076,0.967
11.5,2429.61,0.077,0.972
11.6,2429.61,0.077,0.972
11.7,2472.47,0.078,0.989
11.8,2476.88,0.079,0.991
11.9,2459.92,0.079,0.984
12.0,2417.06,0.08,0.967
12.1,2417.06,0.081,0.967
12.2,2459.92,0.081,0.984
12.3,2417.06,0.082,0.967
12.4,2423.72,0.083,0.969
12.5,2424.63,0.083,0.97
12.6,2386.15,0.084,0.954
12.7,2443.71,0.085,0.977
12.8,2393.41,0.085,0.957
12.9,2398.49,0.086,0.959
13.0,2358.83,0.087,0.944
13.1,2305.8,0.087,0.922
13.2,2310.25,0.088,0.924
13.3,2313.58,0.089,0.925
13.4,2330.75,0.089,0.932
13.5,2368.83,0.09,0.948
13.6,2566.01,0.091,1.026
13.7,2583.78,0.091,1.034
13.8,2583.78,0.092,1.034
13.9,2566.01,0.093,1.026
14.0,2576.31,0.093,1.031
14.1,2576.31,0.094,1.031
14.2,2576.31,0.095,1.031
14.3,2576.31,0.095,1.031
14.4,2569.64,0.096,1.028
14.5,2572.67,0.097,1.029
14.6,2576.31,0.097,1.031
14.7,2546.78,0.098,1.019
14.8,2555.37,0.099,1.022
14.9,2564.9,0.099,1.026
15.0,2555.37,0.1,1.022
15.1,2555.37,0.101,1.022
15.2,2555.37,0.101,1.022
15.3,2534.72,0.102,1.014
15.4,2493.1,0.103,0.997
15.5,2493.1,0.103,0.997
15.6,2508.66,0.104,1.003
15.7,2508.05,0.105,1.003
15.8,2517.24,0.105,1.007
15.9,2531.99,0.106,1.013
16.0,2579.94,0.107,1.032
16.1,2555.53,0.107,1.022
16.2,2570.07,0.108,1.028
16.3,2623.41,0.109,1.049
16.4,2577.88,0.109,1.031
16.5,2368.04,0.11,0.947
16.6,2573.57,0.111,1.029
16.7,2416.15,0.111,0.966
16.8,2401.07,0.112,0.96
16.9,2389.48,0.113,0.956
17.0,2323.77,0.113,0.93
17.1,2257.1,0.114,0.903
17.2,2555.18,0.115,1.022
17.3,2542.5,0.115,1.017
17.4,2285.67,0.116,0.914
17.5,2339.79,0.117,0.936
17.6,2311.93,0.117,0.925
17.7,2337.54,0.118,0.935
17.8,2347.97,0.119,0.939
17.9,2277.66,0.119,0.911
18.0,2231.17,0.12,0.892
18.1,2161.5,0.121,0.865
18.2,2165.14,0.121,0.866
18.3,2247.84,0.122,0.899
18.4,2176.41,0.123,0.871
18.5,2150.85,0.123,0.86
18.6,2141.98,0.124,0.857
18.7,2211.6,0.125,0.885
18.8,2249.55,0.125,0.9
18.9,2255.11,0.126,0.902
19.0,2244.98,0.127,0.898
19.1,2262.41,0.127,0.905
19.2,2271.75,0.128,0.909
19.3,2295.39,0.129,0.918
19.4,2262.82,0.129,0.905
19.5,2269.83,0.13,0.908
19.6,2257.59,0.131,0.903
19.7,2223.83,0.131,0.89
19.8,2230.8,0.132,0.892
19.9,2211.62,0.133,0.885
20.0,2204.29,0.133,0.882
20.1,2198.6,0.134,0.879
20.2,2186.34,0.135,0.875
20.3,2219.12,0.135,0.888
20.4,2158.42,0.136,0.863
20.5,2129.55,0.137,0.852
20.6,2145.92,0.137,0.858
20.7,2189.47,0.138,0.876
20.8,2164.62,0.139,0.866
20.9,2187.6,0.139,0.875
21.0,2187.91,0.14,0.875
