Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,12,0.0,14.2,2.2,,,0.249
0.0,13,0.0,10.3,-14.8,,,0.249
0.0,14,0.0,6.3,-23.9,,,0.249
0.0,15,0.0,20.8,11.9,,,0.249
0.0,16,0.0,17.5,12.1,,,0.249
0.0,17,0.0,-1.2,23.7,,,0.249
0.0,18,0.0,-14.6,19.0,,,0.249
0.0,19,0.0,7.5,12.9,,,0.249
0.0,20,0.0,24.7,5.6,,,0.249
0.0,21,0.0,22.3,1.8,,,0.249
0.0,22,0.0,-1.6,-14.2,,,0.249
0.0,23,0.0,-6.7,-9.8,,,0.249
0.0,24,0.0,-6.8,-24.6,,,0.249
0.0,25,0.0,-3.4,20.1,,,0.249
0.1,12,0.0,14.2,2.1,3.0,5.642,0.249
0.1,13,0.0,10.4,-14.9,1.0,11.284,0.249
0.1,14,0.0,6.2,-23.9,1.0,11.284,0.249
0.1,15,0.0,20.7,11.9,3.0,5.642,0.249
0.1,16,0.0,17.5,12.1,4.0,4.514,0.249
0.1,17,0.0,-1.1,23.7,1.0,11.284,0.249
0.1,18,0.0,-14.7,19.0,0.0,22.568,0.249
0.1,19,0.0,7.6,12.9,1.0,11.284,0.249
0.1,20,0.0,24.7,5.5,4.0,4.514,0.249
0.1,21,0.0,22.3,1.7,3.0,5.642,0.249
0.1,22,0.0,-1.5,-14.2,1.0,11.284,0.249
0.1,23,0.0,-6.7,-9.8,1.0,11.284,0.249
0.1,24,0.0,-6.8,-24.7,0.0,22.568,0.249
0.1,25,0.0,-3.4,20.0,2.0,7.523,0.249
0.2,12,0.0,14.2,2.2,3.0,5.642,0.249
0.2,13,0.0,10.3,-14.9,1.0,11.284,0.249
0.2,14,0.0,6.1,-23.9,1.0,11.284,0.249
0.2,15,0.0,20.8,12.0,3.0,5.642,0.249
0.2,16,0.0,17.5,12.1,4.0,4.514,0.249
0.2,17,0.0,-1.0,23.7,1.0,11.284,0.249
0.2,18,0.0,-14.7,19.1,0.0,22.568,0.249
0.2,19,0.0,7.7,12.9,1.0,11.284,0.249
0.2,20,0.0,24.7,5.6,4.0,4.514,0.249
0.2,21,0.0,22.3,1.6,3.0,5.642,0.249
0.2,22,0.0,-1.5,-14.2,1.0,11.284,0.249
0.2,23,0.0,-6.8,-9.8,1.0,11.284,0.249
0.2,24,0.0,-6.7,-24.7,0.0,22.568,0.249
0.2,25,0.0,-3.4,20.0,1.0,11.284,0.249
0.3,12,0.0,14.2,2.2,3.0,5.642,0.249
0.3,13,0.0,10.3,-14.8,1.0,11.284,0.249
0.3,14,0.0,6.0,-23.9,1.0,11.284,0.249
0.3,15,0.0,20.8,12.0,3.0,5.642,0.249
0.3,16,0.0,17.5,12.2,4.0,4.514,0.249
0.3,17,0.0,-0.9,23.7,1.0,11.284,0.249
0.3,18,0.0,-14.6,19.0,0.0,22.568,0.249
0.3,19,0.0,7.8,13.0,1.0,11.284,0.249
0.3,20,0.0,24.7,5.5,4.0,4.514,0.249
0.3,21,0.0,22.3,1.6,3.0,5.642,0.249
0.3,22,0.0,-1.4,-14.2,1.0,11.284,0.249
0.3,23,0.0,-6.9,-9.8,1.0,11.284,0.249
0.3,24,0.0,-6.6,-24.7,0.0,22.568,0.249
0.3,25,0.0,-3.3,20.0,1.0,11.284,0.249
0.4,12,0.0,14.3,2.3,3.0,5.642,0.249
0.4,13,0.0,10.3,-14.8,1.0,11.284,0.249
0.4,14,0.0,5.9,-23.9,1.0,11.284,0.249
0.4,15,0.0,20.8,11.9,3.0,5.642,0.249
0.4,16,0.0,17.5,12.3,4.0,4.514,0.249
0.4,17,0.0,-0.8,23.7,1.0,11.284,0.249
0.4,18,0.0,-14.6,18.9,0.0,22.568,0.249
0.4,19,0.0,7.7,13.0,1.0,11.284,0.249
0.4,20,0.0,24.7,5.5,4.0,4.514,0.249
0.4,21,0.0,22.3,1.7,3.0,5.642,0.249
0.4,22,0.0,-1.3,-14.2,1.0,11.284,0.249
0.4,23,0.0,-6.8,-9.8,1.0,11.284,0.249
0.4,24,0.0,-6.7,-24.7,0.0,22.568,0.249
0.4,25,0.0,-3.4,20.0,1.0,11.284,0.249
0.5,12,0.0,14.2,2.4,3.0,5.642,0.249
0.5,13,0.0,10.3,-14.7,1.0,11.284,0.249
0.5,14,0.0,5.9,-23.9,1.0,11.284,0.249
0.5,15,0.0,20.9,12.0,3.0,5.642,0.249
0.5,16,0.0,17.4,12.3,4.0,4.514,0.249
0.5,17,0.0,-0.7,23.8,1.0,11.284,0.249
0.5,18,0.0,-14.5,19.0,1.0,11.284,0.249
0.5,19,0.0,7.6,13.1,1.0,11.284,0.249
0.5,20,0.0,24.6,5.5,4.0,4.514,0.249
0.5,21,0.0,22.3,1.6,3.0,5.642,0.249
0.5,22,0.0,-1.4,-14.2,1.0,11.284,0.249
0.5,23,0.0,-6.9,-9.8,1.0,11.284,0.249
0.5,24,0.0,-6.8,-24.7,0.0,22.568,0.249
0.5,25,0.0,-3.5,20.1,2.0,7.523,0.249
0.6,12,0.0,14.1,2.4,3.0,5.642,0.249
0.6,13,0.0,10.4,-14.6,1.0,11.284,0.249
0.6,14,0.0,5.9,-24.0,1.0,11.284,0.249
0.6,15,0.0,21.0,12.0,3.0,5.642,0.249
0.6,16,0.0,17.3,12.3,4.0,4.514,0.249
0.6,17,0.0,-0.8,23.8,1.0,11.284,0.249
0.6,18,0.0,-14.5,19.0,1.0,11.284,0.249
0.6,19,0.0,7.6,13.0,1.0,11.284,0.249
0.6,20,0.0,24.6,5.4,4.0,4.514,0.249
0.6,21,0.0,22.3,1.5,3.0,5.642,0.249
0.6,22,0.0,-1.5,-14.2,1.0,11.284,0.249
0.6,23,0.0,-7.0,-9.7,1.0,11.284,0.249
0.6,24,0.0,-6.7,-24.7,0.0,22.568,0.249
0.6,25,0.0,-3.4,20.1,2.0,7.523,0.249
0.7,12,0.0,14.0,2.3,3.0,5.642,0.249
0.7,13,0.0,10.3,-14.5,1.0,11.284,0.249
0.7,14,0.0,5.8,-24.0,1.0,11.284,0.249
0.7,15,0.0,21.0,11.9,3.0,5.642,0.249
0.7,16,0.0,17.4,12.4,4.0,4.514,0.249
0.7,17,0.0,-0.7,23.8,1.0,11.284,0.249
0.7,18,0.0,-14.5,19.0,1.0,11.284,0.249
0.7,19,0.0,7.5,12.8,1.0,11.284,0.249
