Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.249,0.0,0.0,24.7,23.7,-14.6,-24.6,175.2,0.0
0.1,0.249,146.32,0.001,24.7,23.7,-14.7,-24.7,175.6,0.833
0.2,0.249,150.08,0.001,24.7,23.7,-14.7,-24.7,175.6,0.855
0.3,0.249,150.08,0.002,24.7,23.7,-14.6,-24.7,175.4,0.856
0.4,0.249,150.08,0.003,24.7,23.7,-14.6,-24.7,175.4,0.856
0.5,0.249,135.03,0.003,24.6,23.8,-14.5,-24.7,175.2,0.771
0.6,0.249,135.03,0.004,24.6,23.8,-14.5,-24.7,175.2,0.771
0.7,0.249,135.03,0.005,24.6,23.8,-14.5,-24.7,175.2,0.771
0.8,0.249,135.03,0.005,24.7,23.8,-14.5,-24.7,175.4,0.77
0.9,0.249,135.03,0.006,24.7,23.6,-14.5,-24.8,175.2,0.771
1.0,0.248,153.09,0.007,24.7,23.4,-14.5,-24.8,174.8,0.876
1.1,0.248,138.04,0.007,24.7,23.2,-14.4,-24.8,174.2,0.792
1.2,0.247,138.04,0.008,24.7,22.9,-14.3,-24.7,173.2,0.797
1.3,0.245,138.04,0.009,24.5,22.7,-14.0,-24.7,171.8,0.803
1.4,0.243,138.04,0.009,24.3,22.5,-13.8,-24.7,170.6,0.809
1.5,0.241,138.04,0.01,24.2,22.3,-13.6,-24.7,169.6,0.814
1.6,0.238,132.4,0.011,24.0,22.2,-13.5,-24.7,168.8,0.784
1.7,0.235,130.52,0.011,23.9,22.0,-13.3,-24.6,167.6,0.779
1.8,0.231,130.52,0.012,23.7,21.8,-13.1,-24.7,166.6,0.783
1.9,0.227,130.52,0.013,23.4,21.6,-12.8,-24.7,165.0,0.791
2.0,0.222,130.52,0.013,23.2,21.4,-12.5,-24.7,163.6,0.798
2.1,0.217,130.52,0.014,23.0,21.2,-12.3,-24.6,162.2,0.805
2.2,0.211,123.0,0.015,22.9,21.0,-12.0,-24.7,161.2,0.763
2.3,0.205,123.0,0.015,22.6,20.8,-11.7,-24.7,159.6,0.771
2.4,0.198,123.0,0.016,22.4,20.6,-11.5,-24.7,158.4,0.777
2.5,0.191,123.0,0.017,22.2,20.4,-11.4,-24.6,157.2,0.782
2.6,0.184,123.0,0.017,21.9,20.2,-11.3,-24.6,156.0,0.788
2.7,0.177,123.0,0.018,21.7,20.0,-11.2,-24.7,155.2,0.793
2.8,0.169,123.0,0.019,21.4,19.8,-10.9,-24.7,153.6,0.801
2.9,0.16,123.0,0.019,21.3,19.6,-10.8,-24.8,153.0,0.804
3.0,0.153,123.0,0.02,21.1,19.4,-10.7,-24.8,152.0,0.809
3.1,0.144,123.0,0.021,20.9,19.1,-10.4,-24.9,150.6,0.817
3.2,0.136,123.0,0.021,20.6,18.9,-10.3,-24.8,149.2,0.824
3.3,0.127,123.0,0.022,20.3,18.7,-10.0,-24.8,147.6,0.833
3.4,0.12,118.11,0.023,20.0,18.5,-9.9,-24.7,146.2,0.808
3.5,0.114,118.11,0.023,19.8,18.3,-9.8,-24.6,145.0,0.815
3.6,0.109,118.11,0.024,19.7,18.1,-9.6,-24.6,144.0,0.82
