Time,Sum Area Coverage,Time/Total Time,Non-Dimensional Area Coverage
0.0,0.0,0.0,0.0
0.1,3866.67,0.001,1.547
0.2,3866.67,0.001,1.547
0.3,3866.67,0.002,1.547
0.4,3866.67,0.003,1.547
0.5,3866.67,0.003,1.547
0.6,3866.67,0.004,1.547
0.7,3866.67,0.005,1.547
0.8,3866.67,0.005,1.547
0.9,3866.67,0.006,1.547
1.0,3866.67,0.007,1.547
1.1,3866.67,0.007,1.547
1.2,3866.67,0.008,1.547
1.3,3866.67,0.009,1.547
1.4,3866.67,0.009,1.547
1.5,3866.67,0.01,1.547
1.6,3866.67,0.011,1.547
1.7,3866.67,0.011,1.547
1.8,3866.67,0.012,1.547
1.9,3866.67,0.013,1.547
2.0,3866.67,0.013,1.547
2.1,3750.0,0.014,1.5
2.2,3750.0,0.015,1.5
2.3,3750.0,0.015,1.5
2.4,3750.0,0.016,1.5
2.5,3650.0,0.017,1.46
2.6,3650.0,0.017,1.46
2.7,3650.0,0.018,1.46
2.8,3650.0,0.019,1.46
2.9,3650.0,0.019,1.46
3.0,3650.0,0.02,1.46
3.1,3650.0,0.021,1.46
3.2,3750.0,0.021,1.5
3.3,3750.0,0.022,1.5
3.4,3200.0,0.023,1.28
3.5,3116.67,0.023,1.247
3.6,2900.0,0.024,1.16
3.7,3200.0,0.025,1.28
3.8,3116.67,0.025,1.247
3.9,3116.67,0.026,1.247
4.0,3116.67,0.027,1.247
4.1,2900.0,0.027,1.16
4.2,2900.0,0.028,1.16
4.3,2900.0,0.029,1.16
4.4,2900.0,0.029,1.16
4.5,2983.33,0.03,1.193
4.6,2983.33,0.031,1.193
4.7,2900.0,0.031,1.16
4.8,2983.33,0.032,1.193
4.9,2900.0,0.033,1.16
5.0,2576.19,0.033,1.03
5.1,2650.0,0.034,1.06
5.2,2650.0,0.035,1.06
5.3,2650.0,0.035,1.06
5.4,2650.0,0.036,1.06
5.5,2576.19,0.037,1.03
5.6,2526.19,0.037,1.01
5.7,2516.67,0.038,1.007
5.8,2516.67,0.039,1.007
5.9,2516.67,0.039,1.007
6.0,2516.67,0.04,1.007
6.1,2650.0,0.041,1.06
6.2,2650.0,0.041,1.06
6.3,2650.0,0.042,1.06
6.4,2650.0,0.043,1.06
6.5,2650.0,0.043,1.06
6.6,2650.0,0.044,1.06
6.7,2650.0,0.045,1.06
6.8,2516.67,0.045,1.007
6.9,2600.0,0.046,1.04
7.0,2600.0,0.047,1.04
7.1,2600.0,0.047,1.04
7.2,2600.0,0.048,1.04
7.3,2600.0,0.049,1.04
7.4,2600.0,0.049,1.04
7.5,2600.0,0.05,1.04
7.6,2600.0,0.051,1.04
7.7,2600.0,0.051,1.04
7.8,2600.0,0.052,1.04
7.9,2600.0,0.053,1.04
8.0,2600.0,0.053,1.04
8.1,2600.0,0.054,1.04
8.2,2600.0,0.055,1.04
8.3,2600.0,0.055,1.04
8.4,2600.0,0.056,1.04
8.5,2600.0,0.057,1.04
8.6,2600.0,0.057,1.04
8.7,2600.0,0.058,1.04
8.8,2600.0,0.059,1.04
8.9,2600.0,0.059,1.04
9.0,2516.67,0.06,1.007
9.1,2516.67,0.061,1.007
9.2,2566.67,0.061,1.027
9.3,2516.67,0.062,1.007
9.4,2516.67,0.063,1.007
9.5,2516.67,0.063,1.007
9.6,2516.67,0.064,1.007
9.7,2516.67,0.065,1.007
9.8,2516.67,0.065,1.007
9.9,2516.67,0.066,1.007
10.0,2516.67,0.067,1.007
10.1,2516.67,0.067,1.007
10.2,2516.67,0.068,1.007
10.3,2516.67,0.069,1.007
10.4,2516.67,0.069,1.007
10.5,2516.67,0.07,1.007
10.6,2516.67,0.071,1.007
10.7,2650.0,0.071,1.06
10.8,2516.67,0.072,1.007
10.9,2516.67,0.073,1.007
11.0,2516.67,0.073,1.007
11.1,2516.67,0.074,1.007
11.2,2516.67,0.075,1.007
11.3,2516.67,0.075,1.007
11.4,2650.0,0.076,1.06
11.5,2650.0,0.077,1.06
11.6,2650.0,0.077,1.06
11.7,2650.0,0.078,1.06
11.8,2650.0,0.079,1.06
11.9,2650.0,0.079,1.06
12.0,2650.0,0.08,1.06
12.1,2650.0,0.081,1.06
12.2,2433.33,0.081,0.973
12.3,2433.33,0.082,0.973
12.4,2433.33,0.083,0.973
12.5,2433.33,0.083,0.973
12.6,2433.33,0.084,0.973
12.7,2366.67,0.085,0.947
12.8,2366.67,0.085,0.947
12.9,2366.67,0.086,0.947
13.0,2366.67,0.087,0.947
13.1,2366.67,0.087,0.947
13.2,2366.67,0.088,0.947
13.3,2366.67,0.089,0.947
13.4,2366.67,0.089,0.947
13.5,2366.67,0.09,0.947
13.6,2366.67,0.091,0.947
13.7,2366.67,0.091,0.947
13.8,2366.67,0.092,0.947
13.9,2366.67,0.093,0.947
14.0,2483.33,0.093,0.993
14.1,2366.67,0.094,0.947
14.2,2566.67,0.095,1.027
14.3,2566.67,0.095,1.027
14.4,2566.67,0.096,1.027
14.5,2566.67,0.097,1.027
14.6,2566.67,0.097,1.027
14.7,2566.67,0.098,1.027
14.8,2566.67,0.099,1.027
14.9,2566.67,0.099,1.027
15.0,2566.67,0.1,1.027
15.1,2566.67,0.101,1.027
15.2,2566.67,0.101,1.027
15.3,2566.67,0.102,1.027
15.4,2566.67,0.103,1.027
15.5,2683.33,0.103,1.073
15.6,2683.33,0.104,1.073
15.7,2683.33,0.105,1.073
15.8,2683.33,0.105,1.073
15.9,2683.33,0.106,1.073
16.0,2683.33,0.107,1.073
16.1,2433.33,0.107,0.973
16.2,2433.33,0.108,0.973
16.3,2433.33,0.109,0.973
16.4,2683.33,0.109,1.073
16.5,2433.33,0.11,0.973
16.6,2683.33,0.111,1.073
16.7,2683.33,0.111,1.073
16.8,2683.33,0.112,1.073
16.9,2433.33,0.113,0.973
17.0,2433.33,0.113,0.973
17.1,2433.33,0.114,0.973
17.2,2683.33,0.115,1.073
17.3,2683.33,0.115,1.073
17.4,2683.33,0.116,1.073
17.5,2683.33,0.117,1.073
17.6,2683.33,0.117,1.073
17.7,2683.33,0.118,1.073
17.8,2683.33,0.119,1.073
17.9,2683.33,0.119,1.073
18.0,2683.33,0.12,1.073
18.1,2683.33,0.121,1.073
18.2,2683.33,0.121,1.073
18.3,2683.33,0.122,1.073
18.4,2683.33,0.123,1.073
18.5,2683.33,0.123,1.073
18.6,2566.67,0.124,1.027
18.7,2566.67,0.125,1.027
18.8,2566.67,0.125,1.027
18.9,2566.67,0.126,1.027
19.0,2566.67,0.127,1.027
19.1,2566.67,0.127,1.027
19.2,2566.67,0.128,1.027
19.3,2566.67,0.129,1.027
19.4,2566.67,0.129,1.027
19.5,2566.67,0.13,1.027
19.6,2566.67,0.131,1.027
19.7,2566.67,0.131,1.027
19.8,2566.67,0.132,1.027
19.9,2566.67,0.133,1.027
20.0,2566.67,0.133,1.027
20.1,2566.67,0.134,1.027
20.2,2566.67,0.135,1.027
20.3,2566.67,0.135,1.027
20.4,2566.67,0.136,1.027
20.5,2566.67,0.137,1.027
20.6,2566.67,0.137,1.027
20.7,2566.67,0.138,1.027
20.8,2566.67,0.139,1.027
20.9,2566.67,0.139,1.027
21.0,2566.67,0.14,1.027
21.1,2566.67,0.141,1.027
21.2,2566.67,0.141,1.027
21.3,2566.67,0.142,1.027
21.4,2566.67,0.143,1.027
21.5,2650.0,0.143,1.06
21.6,2650.0,0.144,1.06
21.7,2566.67,0.145,1.027
21.8,2650.0,0.145,1.06
21.9,2650.0,0.146,1.06
22.0,2566.67,0.147,1.027
22.1,2566.67,0.147,1.027
22.2,2566.67,0.148,1.027
22.3,2566.67,0.149,1.027
22.4,2566.67,0.149,1.027
22.5,2566.67,0.15,1.027
22.6,2566.67,0.151,1.027
22.7,2566.67,0.151,1.027
22.8,2566.67,0.152,1.027
22.9,2566.67,0.153,1.027
23.0,2566.67,0.153,1.027
23.1,2566.67,0.154,1.027
