Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,8,0.0,-7.2,-23.5,,,0.249
0.0,9,0.0,-5.3,-18.2,,,0.249
0.0,10,0.0,17.7,10.7,,,0.249
0.1,8,0.0,-7.2,-23.4,1.0,17.841,0.249
0.1,9,0.0,-5.3,-18.3,1.0,17.841,0.249
0.1,10,0.0,17.7,10.7,0.0,35.682,0.249
0.2,8,0.0,-7.2,-23.5,1.0,17.841,0.249
0.2,9,0.0,-5.2,-18.3,1.0,17.841,0.249
0.2,10,0.0,17.7,10.8,0.0,35.682,0.249
0.3,8,0.0,-7.2,-23.5,1.0,17.841,0.249
0.3,9,0.0,-5.1,-18.4,1.0,17.841,0.249
0.3,10,0.0,17.7,10.8,0.0,35.682,0.249
0.4,8,0.0,-7.1,-23.5,1.0,17.841,0.249
0.4,9,0.0,-5.2,-18.4,1.0,17.841,0.249
0.4,10,0.0,17.7,10.8,0.0,35.682,0.249
0.5,8,0.0,-7.2,-23.5,1.0,17.841,0.249
0.5,9,0.0,-5.2,-18.4,1.0,17.841,0.249
0.5,10,0.0,17.7,10.8,0.0,35.682,0.249
0.6,8,0.0,-7.2,-23.6,1.0,17.841,0.249
0.6,9,0.0,-5.2,-18.4,1.0,17.841,0.249
0.6,10,0.0,17.5,10.6,0.0,35.682,0.249
0.7,8,0.0,-7.1,-23.6,1.0,17.841,0.249
0.7,9,0.0,-5.3,-18.4,1.0,17.841,0.249
0.7,10,0.0,17.4,10.5,0.0,35.682,0.249
0.8,8,0.0,-7.0,-23.4,1.0,17.841,0.249
0.8,9,0.0,-5.2,-18.3,1.0,17.841,0.249
0.8,10,0.0,17.3,10.4,0.0,35.682,0.249
0.9,8,0.0,-6.8,-23.2,1.0,17.841,0.249
0.9,9,0.0,-5.2,-18.2,1.0,17.841,0.249
0.9,10,0.0,17.1,10.2,0.0,35.682,0.249
1.0,8,0.0,-6.8,-23.1,1.0,17.841,0.249
1.0,9,0.0,-5.0,-18.1,1.0,17.841,0.249
1.0,10,0.0,17.0,10.0,0.0,35.682,0.249
1.1,8,0.0,-6.7,-22.9,1.0,17.841,0.249
1.1,9,0.001,-4.7,-18.0,1.0,17.841,0.248
1.1,10,0.0,16.9,9.9,0.0,35.682,0.249
1.2,8,0.0,-6.6,-22.8,1.0,17.841,0.249
1.2,9,0.002,-4.5,-17.9,1.0,17.841,0.248
1.2,10,0.001,16.7,9.8,0.0,35.682,0.248
1.3,8,0.0,-6.6,-22.7,1.0,17.841,0.249
1.3,9,0.005,-4.2,-17.8,1.0,17.841,0.247
1.3,10,0.003,16.6,9.7,0.0,35.682,0.248
1.4,8,0.001,-6.4,-22.5,1.0,17.841,0.248
1.4,9,0.009,-4.1,-17.7,1.0,17.841,0.246
1.4,10,0.007,16.4,9.5,0.0,35.682,0.247
1.5,8,0.002,-6.2,-22.3,1.0,17.841,0.248
1.5,9,0.016,-3.9,-17.5,1.0,17.841,0.245
1.5,10,0.013,16.1,9.3,0.0,35.682,0.245
1.6,8,0.004,-5.9,-22.1,1.0,17.841,0.248
1.6,9,0.025,-3.8,-17.4,1.0,17.841,0.242
1.6,10,0.021,15.9,9.1,0.0,35.682,0.243
1.7,8,0.007,-5.7,-22.0,1.0,17.841,0.247
