Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,-2.62,2.32,-0.26,0.86,-2.36,1.46,2.775,0.0,0.944,330.0,1.0
0.1,-2.64,2.32,0.29,1.12,-2.93,1.2,3.166,0.001,0.937,329.82521,0.999
0.2,-2.65,2.29,0.57,1.42,-3.22,0.87,3.335,0.001,0.933,329.73502,0.999
0.3,-2.65,2.3,1.12,1.49,-3.77,0.81,3.856,0.002,0.923,329.61239,0.999
0.4,-2.65,2.34,1.23,1.7,-3.88,0.64,3.932,0.003,0.921,329.52012,0.999
0.5,-2.92,2.6,1.33,1.91,-4.25,0.69,4.306,0.003,0.914,329.40543,0.998
0.6,-2.24,2.7,1.32,2.07,-3.56,0.63,3.615,0.004,0.928,329.23032,0.998
0.7,-0.81,2.09,1.39,2.27,-2.2,-0.18,2.207,0.005,0.956,329.04394,0.997
0.8,-1.23,0.24,1.38,1.85,-2.61,-1.61,3.067,0.005,0.939,328.88067,0.997
0.9,-0.79,-0.77,1.23,1.81,-2.02,-2.58,3.277,0.006,0.934,328.72652,0.996
1.0,-2.55,2.33,1.06,1.68,-3.61,0.65,3.668,0.007,0.927,328.60633,0.996
1.1,-1.01,1.32,1.58,1.73,-2.59,-0.41,2.622,0.007,0.948,328.46113,0.995
1.2,-1.07,0.6,1.82,1.93,-2.89,-1.33,3.181,0.008,0.936,328.31561,0.995
1.3,-0.9,-0.63,1.73,1.51,-2.63,-2.14,3.391,0.009,0.932,328.14637,0.994
1.4,-1.22,-0.78,1.87,1.69,-3.09,-2.47,3.956,0.009,0.921,327.9695,0.994
1.5,-2.28,0.25,2.32,1.73,-4.6,-1.48,4.832,0.01,0.903,327.81649,0.993
1.6,-1.71,-0.64,2.2,1.29,-3.91,-1.93,4.36,0.011,0.913,327.67728,0.993
1.7,-1.17,-0.68,2.07,1.34,-3.24,-2.02,3.818,0.011,0.924,327.54634,0.993
1.8,-1.14,-0.61,2.51,1.33,-3.65,-1.94,4.134,0.012,0.917,327.3695,0.992
1.9,-1.07,-0.53,2.9,1.35,-3.97,-1.88,4.393,0.013,0.912,327.20722,0.992
2.0,-2.44,2.18,3.33,1.29,-5.77,0.89,5.838,0.013,0.883,327.02273,0.991
2.1,-2.38,1.73,3.11,1.26,-5.49,0.47,5.51,0.014,0.89,326.86254,0.99
2.2,-0.98,1.4,3.18,1.4,-4.16,0.0,4.16,0.015,0.917,326.70327,0.99
2.3,0.45,1.47,2.92,1.13,-2.47,0.34,2.493,0.015,0.95,326.51457,0.989
2.4,1.3,2.97,3.36,0.99,-2.06,1.98,2.857,0.016,0.943,326.35899,0.989
2.5,-0.78,2.51,3.1,0.92,-3.88,1.59,4.193,0.017,0.916,326.22845,0.989
2.6,1.76,4.98,2.81,0.77,-1.05,4.21,4.339,0.017,0.913,326.08092,0.988
2.7,2.46,5.31,2.62,0.8,-0.16,4.51,4.513,0.018,0.91,325.94414,0.988
2.8,2.4,5.28,2.39,0.76,0.01,4.52,4.52,0.019,0.91,325.79262,0.987
2.9,2.34,5.26,2.81,0.64,-0.47,4.62,4.644,0.019,0.907,325.64464,0.987
3.0,-2.35,2.1,2.5,0.36,-4.85,1.74,5.153,0.02,0.897,325.4855,0.986
3.1,-1.72,2.6,2.39,-0.22,-4.11,2.82,4.984,0.021,0.9,325.33014,0.986
3.2,-0.1,2.56,2.0,-0.46,-2.1,3.02,3.678,0.021,0.926,325.2137,0.985
3.3,1.14,3.22,1.72,-0.42,-0.58,3.64,3.686,0.022,0.926,325.06887,0.985
3.4,1.96,5.38,1.47,-0.34,0.49,5.72,5.741,0.023,0.885,324.92646,0.985
3.5,-0.86,2.94,1.74,-0.73,-2.6,3.67,4.498,0.023,0.91,324.80221,0.984
3.6,0.47,4.96,1.37,-1.19,-0.9,6.15,6.216,0.024,0.876,324.66128,0.984
3.7,1.84,5.48,0.93,-1.14,0.91,6.62,6.682,0.025,0.866,324.48517,0.983
3.8,1.84,5.48,0.8,-1.66,1.04,7.14,7.215,0.025,0.856,324.36343,0.983
3.9,1.84,5.48,0.92,-1.88,0.92,7.36,7.417,0.026,0.852,324.19052,0.982
4.0,-2.17,2.12,0.97,-1.73,-3.14,3.85,4.968,0.027,0.901,323.9892,0.982
4.1,-1.05,2.83,1.07,-2.04,-2.12,4.87,5.311,0.027,0.894,323.84945,0.981
4.2,1.36,2.59,1.05,-2.46,0.31,5.05,5.06,0.028,0.899,323.71314,0.981
4.3,2.47,4.13,0.71,-2.21,1.76,6.34,6.58,0.029,0.868,323.60077,0.981
4.4,2.85,4.44,0.14,-2.15,2.71,6.59,7.125,0.029,0.858,323.43943,0.98
4.5,-0.22,2.27,-0.36,-2.42,0.14,4.69,4.692,0.03,0.906,323.32264,0.98
4.6,-0.82,1.97,-0.91,-2.2,0.09,4.17,4.171,0.031,0.917,323.19963,0.979
4.7,-1.89,1.24,-1.48,-2.22,-0.41,3.46,3.484,0.031,0.93,323.03379,0.979
4.8,-2.73,0.72,-1.48,-2.39,-1.25,3.11,3.352,0.032,0.933,322.89715,0.978
4.9,-3.03,0.51,-1.67,-1.9,-1.36,2.41,2.767,0.033,0.945,322.76122,0.978
5.0,-2.04,2.03,-1.54,-1.93,-0.5,3.96,3.991,0.033,0.92,322.64797,0.978
5.1,-2.84,1.95,-1.66,-1.42,-1.18,3.37,3.571,0.034,0.929,322.52608,0.977
5.2,-3.56,2.21,-1.87,-1.59,-1.69,3.8,4.159,0.035,0.917,322.37298,0.977
5.3,-2.5,2.31,-1.85,-1.09,-0.65,3.4,3.462,0.035,0.931,322.24721,0.977
5.4,-2.53,2.32,-1.97,-0.52,-0.56,2.84,2.895,0.036,0.942,322.12232,0.976
5.5,-3.08,0.14,-2.22,-0.6,-0.86,0.74,1.135,0.037,0.977,321.99793,0.976
5.6,-2.49,1.37,-2.53,-0.63,0.04,2.0,2.0,0.037,0.96,321.87204,0.975
5.7,-1.41,1.81,-2.83,-0.66,1.42,2.47,2.849,0.038,0.943,321.73985,0.975
5.8,-1.66,2.19,-2.95,-0.07,1.29,2.26,2.602,0.039,0.948,321.63522,0.975
5.9,-2.34,2.46,-3.27,0.35,0.93,2.11,2.306,0.039,0.954,321.5031,0.974
6.0,-2.28,1.76,-3.2,0.23,0.92,1.53,1.785,0.04,0.964,321.35805,0.974
6.1,-3.04,1.96,-3.06,0.82,0.02,1.14,1.14,0.041,0.977,321.24887,0.973
6.2,-2.94,2.43,-3.25,1.32,0.31,1.11,1.152,0.041,0.977,321.13083,0.973
6.3,-2.58,2.36,-2.9,1.29,0.32,1.07,1.117,0.042,0.978,320.98942,0.973
6.4,-2.6,2.37,-2.76,1.87,0.16,0.5,0.525,0.043,0.99,320.86154,0.972
6.5,-2.79,0.44,-2.26,2.11,-0.53,-1.67,1.752,0.043,0.965,320.73926,0.972
6.6,-2.97,0.9,-2.3,2.59,-0.67,-1.69,1.818,0.044,0.964,320.62308,0.972
6.7,-2.1,0.98,-1.84,2.99,-0.26,-2.01,2.027,0.045,0.959,320.50526,0.971
6.8,-2.31,2.64,-1.27,3.15,-1.04,-0.51,1.158,0.045,0.977,320.33351,0.971
6.9,-2.64,3.24,-0.85,2.93,-1.79,0.31,1.817,0.046,0.964,320.18306,0.97
7.0,-2.59,1.52,-0.3,3.18,-2.29,-1.66,2.828,0.047,0.943,320.0545,0.97
7.1,-3.78,2.61,-0.42,3.14,-3.36,-0.53,3.402,0.047,0.932,319.94061,0.97
7.2,-3.21,3.51,-0.54,3.19,-2.67,0.32,2.689,0.048,0.946,319.83157,0.969
7.3,-2.94,3.58,-0.05,3.5,-2.89,0.08,2.891,0.049,0.942,319.7194,0.969
7.4,-2.92,3.57,0.16,3.86,-3.08,-0.29,3.094,0.049,0.938,319.60698,0.969
7.5,-4.13,2.07,0.06,3.98,-4.19,-1.91,4.605,0.05,0.908,319.49316,0.968
7.6,-4.14,3.05,0.52,4.27,-4.66,-1.22,4.817,0.051,0.904,319.36334,0.968
7.7,-3.16,3.51,0.54,4.53,-3.7,-1.02,3.838,0.051,0.923,319.20954,0.967
7.8,-0.78,3.12,1.1,4.67,-1.88,-1.55,2.437,0.052,0.951,319.08187,0.967
7.9,-0.14,2.96,0.98,4.68,-1.12,-1.72,2.053,0.053,0.959,318.9615,0.967
8.0,-2.82,1.81,0.94,4.39,-3.76,-2.58,4.56,0.053,0.909,318.81456,0.966
8.1,-1.32,2.89,1.4,4.63,-2.72,-1.74,3.229,0.054,0.935,318.68679,0.966
8.2,-0.22,3.46,1.35,4.33,-1.57,-0.87,1.795,0.055,0.964,318.56281,0.965
8.3,0.76,3.6,1.48,4.61,-0.72,-1.01,1.24,0.055,0.975,318.42786,0.965
8.4,1.03,3.71,1.44,4.77,-0.41,-1.06,1.137,0.056,0.977,318.28942,0.965
8.5,-1.82,2.25,1.51,4.38,-3.33,-2.13,3.953,0.057,0.921,318.16843,0.964
8.6,-1.16,3.07,1.55,3.99,-2.71,-0.92,2.862,0.057,0.943,318.02912,0.964
8.7,0.14,3.81,1.94,3.57,-1.8,0.24,1.816,0.058,0.964,317.89619,0.963
8.8,1.12,4.07,1.83,3.29,-0.71,0.78,1.055,0.059,0.979,317.72663,0.963
8.9,1.19,4.2,1.71,3.02,-0.52,1.18,1.289,0.059,0.974,317.57656,0.962
9.0,-2.16,2.25,1.56,2.96,-3.72,-0.71,3.787,0.06,0.924,317.44186,0.962
9.1,-0.96,3.5,1.63,3.18,-2.59,0.32,2.61,0.061,0.948,317.31281,0.962
9.2,0.19,4.18,1.66,3.39,-1.47,0.79,1.669,0.061,0.967,317.16758,0.961
9.3,1.19,4.56,2.11,3.0,-0.92,1.56,1.811,0.062,0.964,317.00734,0.961
9.4,1.33,4.79,2.59,3.09,-1.26,1.7,2.116,0.063,0.958,316.86963,0.96
9.5,-1.53,3.05,2.52,2.68,-4.05,0.37,4.067,0.063,0.919,316.6893,0.96
9.6,-0.88,3.72,2.49,2.81,-3.37,0.91,3.491,0.064,0.93,316.57394,0.959
9.7,0.38,4.5,2.35,2.82,-1.97,1.68,2.589,0.065,0.948,316.43209,0.959
9.8,1.38,4.78,2.48,2.3,-1.1,2.48,2.713,0.065,0.946,316.29196,0.958
9.9,1.38,4.76,2.38,2.38,-1.0,2.38,2.582,0.066,0.948,316.13952,0.958
10.0,-1.6,2.74,2.88,2.05,-4.48,0.69,4.533,0.067,0.909,316.02324,0.958
10.1,-1.09,3.54,2.87,2.18,-3.96,1.36,4.187,0.067,0.916,315.86663,0.957
10.2,-0.87,4.06,2.86,1.66,-3.73,2.4,4.435,0.068,0.911,315.72632,0.957
10.3,-0.87,4.04,3.25,1.7,-4.12,2.34,4.738,0.069,0.905,315.63501,0.956
10.4,-0.87,4.04,3.12,1.75,-3.99,2.29,4.6,0.069,0.908,315.53674,0.956
10.5,-1.28,2.98,3.55,1.35,-4.83,1.63,5.098,0.07,0.898,315.45093,0.956
10.6,-1.06,3.65,3.58,0.76,-4.64,2.89,5.466,0.071,0.891,315.32869,0.956
10.7,-0.86,4.18,3.45,0.21,-4.31,3.97,5.86,0.071,0.883,315.26724,0.955
10.8,-0.87,4.18,3.59,0.31,-4.46,3.87,5.905,0.072,0.882,315.20419,0.955
10.9,-0.89,4.2,3.51,-0.29,-4.4,4.49,6.287,0.073,0.874,315.139,0.955
11.0,-1.36,2.99,3.78,-0.31,-5.14,3.3,6.108,0.073,0.878,315.06908,0.955
11.1,-1.1,3.62,3.49,-0.79,-4.59,4.41,6.365,0.074,0.873,314.95399,0.954
11.2,-0.92,4.08,3.07,-1.06,-3.99,5.14,6.507,0.075,0.87,314.8848,0.954
11.3,-0.92,4.08,3.08,-1.65,-4.0,5.73,6.988,0.075,0.86,314.82369,0.954
11.4,-0.91,4.08,2.77,-1.55,-3.68,5.63,6.726,0.076,0.865,314.76019,0.954
11.5,-1.35,3.06,3.0,-1.66,-4.35,4.72,6.419,0.077,0.872,314.67293,0.954
11.6,-1.08,3.73,3.15,-2.12,-4.23,5.85,7.219,0.077,0.856,314.61524,0.953
11.7,-0.9,4.16,3.07,-1.96,-3.97,6.12,7.295,0.078,0.854,314.52749,0.953
11.8,-0.92,4.15,3.3,-2.16,-4.22,6.31,7.591,0.079,0.848,314.45767,0.953
11.9,-0.91,4.15,2.96,-2.06,-3.87,6.21,7.317,0.079,0.854,314.34563,0.953
12.0,-1.35,2.94,3.06,-2.54,-4.41,5.48,7.034,0.08,0.859,314.288,0.952
12.1,-0.36,3.77,2.79,-3.07,-3.15,6.84,7.53,0.081,0.849,314.19596,0.952
12.2,-0.2,4.21,2.84,-2.95,-3.04,7.16,7.779,0.081,0.844,314.10636,0.952
12.3,0.88,0.99,2.52,-2.78,-1.64,3.77,4.111,0.082,0.918,313.92274,0.951
12.4,0.84,0.92,1.98,-2.89,-1.14,3.81,3.977,0.083,0.92,313.61457,0.95
12.5,-0.29,0.16,1.62,-2.7,-1.91,2.86,3.439,0.083,0.931,313.36342,0.95
12.6,0.57,0.4,1.34,-3.18,-0.77,3.58,3.662,0.084,0.927,313.11202,0.949
12.7,0.72,0.86,1.3,-2.96,-0.58,3.82,3.864,0.085,0.923,312.93596,0.948
12.8,0.69,0.86,1.11,-3.42,-0.42,4.28,4.301,0.085,0.914,312.75256,0.948
12.9,0.7,0.86,1.22,-3.36,-0.52,4.22,4.252,0.086,0.915,312.56258,0.947
13.0,-1.08,2.03,0.66,-3.29,-1.74,5.32,5.597,0.087,0.888,312.39199,0.947
13.1,-0.34,1.97,0.17,-3.08,-0.51,5.05,5.076,0.087,0.898,312.2405,0.946
13.2,-0.16,2.53,-0.01,-2.73,-0.15,5.26,5.262,0.088,0.895,312.0867,0.946
13.3,-0.15,2.52,-0.31,-3.09,0.16,5.61,5.612,0.089,0.888,311.92979,0.945
13.4,-0.13,2.52,-0.8,-3.33,0.67,5.85,5.888,0.089,0.882,311.81017,0.945
