Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,3.14,3.4,-19.28,1.22,22.42,2.18,22.526,0.0,0.437,277.2,1.0
0.1,1.1,4.03,-19.37,1.12,20.47,2.91,20.676,0.001,0.483,277.19877,1.0
0.2,1.08,4.39,-19.5,1.17,20.58,3.22,20.83,0.002,0.479,277.19635,1.0
0.3,1.02,4.59,-19.63,1.21,20.65,3.38,20.925,0.003,0.477,277.19428,1.0
0.4,1.03,4.59,-19.53,1.31,20.56,3.28,20.82,0.004,0.48,277.19224,1.0
0.5,1.03,4.59,-19.56,1.44,20.59,3.15,20.83,0.005,0.479,277.19026,1.0
0.6,1.04,4.58,-19.49,1.33,20.53,3.25,20.786,0.006,0.48,277.18852,1.0
0.7,1.05,4.59,-19.36,1.38,20.41,3.21,20.661,0.007,0.483,277.18725,1.0
0.8,1.05,4.58,-19.49,1.33,20.54,3.25,20.796,0.008,0.48,277.18548,1.0
0.9,1.04,4.59,-19.57,1.43,20.61,3.16,20.851,0.009,0.479,277.18411,1.0
1.0,1.06,4.62,-19.65,1.32,20.71,3.3,20.971,0.01,0.476,277.18326,1.0
1.1,1.06,4.59,-19.64,1.45,20.7,3.14,20.937,0.011,0.477,277.18217,1.0
1.2,1.05,4.58,-19.66,1.32,20.71,3.26,20.965,0.012,0.476,277.18087,1.0
1.3,1.06,4.58,-19.53,1.33,20.59,3.25,20.845,0.013,0.479,277.17972,1.0
1.4,1.06,4.58,-19.49,1.2,20.55,3.38,20.826,0.014,0.479,277.17845,1.0
1.5,1.06,4.58,-19.42,1.32,20.48,3.26,20.738,0.015,0.482,277.17741,1.0
1.6,1.06,4.57,-19.47,1.2,20.53,3.37,20.805,0.016,0.48,277.17639,1.0
1.7,1.06,4.57,-19.41,1.31,20.47,3.26,20.728,0.017,0.482,277.17519,1.0
1.8,1.07,4.57,-19.52,1.39,20.59,3.18,20.834,0.018,0.479,277.17403,1.0
1.9,1.07,4.57,-19.45,1.5,20.52,3.07,20.748,0.019,0.481,277.17284,1.0
2.0,1.07,4.57,-19.43,1.37,20.5,3.2,20.748,0.02,0.481,277.17156,1.0
2.1,1.07,4.57,-19.5,1.48,20.57,3.09,20.801,0.021,0.48,277.17082,1.0
2.2,1.07,4.57,-19.54,1.61,20.61,2.96,20.821,0.022,0.479,277.17002,1.0
2.3,1.06,4.58,-19.52,1.48,20.58,3.1,20.812,0.023,0.48,277.16923,1.0
2.4,0.56,4.1,-19.61,1.57,20.17,2.53,20.328,0.024,0.492,277.1685,1.0
