Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,13.2,13.1,,,-19.28,1.22,-32.48,-11.88,34.584,0.0,0.865,-0.939,-0.344,
0.1,1,13.2,13.1,-0.3,-0.7,-19.37,1.12,-32.57,-11.98,34.703,0.001,0.868,-0.939,-0.345,0.6866141732283463
0.2,1,13.1,13.0,-0.4,-0.8,-19.5,1.17,-32.6,-11.83,34.68,0.002,0.867,-0.94,-0.341,0.7257270693512304
0.3,1,13.1,12.9,-0.4,-0.8,-19.63,1.21,-32.73,-11.69,34.755,0.003,0.869,-0.942,-0.336,0.7221476510067114
0.4,1,13.1,12.8,-0.2,-0.9,-19.53,1.31,-32.63,-11.49,34.594,0.004,0.865,-0.943,-0.332,0.5286334056399132
0.5,1,13.0,12.8,-0.2,-0.7,-19.56,1.44,-32.56,-11.36,34.485,0.005,0.862,-0.944,-0.329,0.5756868131868133
0.6,1,13.0,12.7,-0.4,-0.7,-19.49,1.33,-32.49,-11.37,34.422,0.006,0.861,-0.944,-0.33,0.7550868486352357
0.7,1,13.0,12.6,-0.3,-0.9,-19.36,1.38,-32.36,-11.22,34.25,0.007,0.856,-0.945,-0.328,0.6097997892518441
0.8,1,13.0,12.5,-0.2,-0.9,-19.49,1.33,-32.49,-11.17,34.356,0.008,0.859,-0.946,-0.325,0.5224511930585684
0.9,1,12.9,12.4,-0.4,-0.9,-19.57,1.43,-32.47,-10.97,34.273,0.009,0.857,-0.947,-0.32,0.6769543147208122
1.0,1,12.9,12.4,-0.2,-0.7,-19.65,1.32,-32.55,-11.08,34.384,0.01,0.86,-0.947,-0.322,0.5697802197802198
1.1,1,12.9,12.3,-0.3,-0.9,-19.64,1.45,-32.54,-10.85,34.301,0.011,0.858,-0.949,-0.316,0.5996838777660695
1.2,1,12.8,12.2,-0.2,-0.7,-19.66,1.32,-32.46,-10.88,34.235,0.012,0.856,-0.948,-0.318,0.5662087912087912
1.3,1,12.8,12.1,-0.3,-0.9,-19.53,1.33,-32.33,-10.77,34.077,0.013,0.852,-0.949,-0.316,0.5996838777660695
1.4,1,12.8,12.0,-0.3,-0.9,-19.49,1.2,-32.29,-10.8,34.048,0.014,0.851,-0.948,-0.317,0.6003161222339305
1.5,1,12.8,11.9,-0.2,-0.8,-19.42,1.32,-32.22,-10.58,33.913,0.015,0.848,-0.95,-0.312,0.5328484848484849
1.6,1,12.7,11.9,-0.3,-0.8,-19.47,1.2,-32.17,-10.7,33.903,0.016,0.848,-0.949,-0.316,0.6293911007025761
1.7,1,12.7,11.8,-0.5,-0.7,-19.41,1.31,-32.11,-10.49,33.78,0.017,0.844,-0.951,-0.311,0.8060465116279069
1.8,1,12.6,11.7,-0.4,-0.8,-19.52,1.39,-32.12,-10.31,33.734,0.018,0.843,-0.952,-0.306,0.6997762863534676
1.9,1,12.6,11.6,-0.3,-0.9,-19.45,1.5,-32.05,-10.1,33.604,0.019,0.84,-0.954,-0.301,0.5870389884088514
2.0,1,12.6,11.5,-0.2,-0.9,-19.43,1.37,-32.03,-10.13,33.594,0.02,0.84,-0.953,-0.302,0.5015184381778741
2.1,1,12.6,11.6,0.1,0.3,-19.5,1.48,-32.1,-10.12,33.657,0.021,0.841,-0.954,-0.301,-0.5876582278481012
2.2,1,12.6,11.6,0.1,0.4,-19.54,1.61,-32.14,-9.99,33.657,0.022,0.841,-0.955,-0.297,-0.5201456310679612
2.3,1,12.5,11.6,-0.8,0.1,-19.52,1.48,-32.02,-10.12,33.581,0.023,0.84,-0.954,-0.301,0.9095533498759304
2.4,1,12.6,11.6,0.6,-0.3,-19.61,1.57,-32.21,-10.03,33.736,0.024,0.843,-0.955,-0.297,-0.7211624441132637
2.5,1,12.5,11.5,-0.5,-0.5,-19.5,1.65,-32.0,-9.85,33.482,0.025,0.837,-0.956,-0.294,0.8840169731258841
2.6,1,12.5,11.5,-0.6,-0.6,-19.63,1.64,-32.13,-9.86,33.609,0.026,0.84,-0.956,-0.293,0.8826855123674912
2.7,1,12.4,11.4,-0.6,-0.6,-19.73,1.73,-32.13,-9.67,33.554,0.027,0.839,-0.958,-0.288,0.880565371024735
2.8,1,12.4,11.3,-0.5,-0.7,-19.79,1.62,-32.19,-9.68,33.614,0.028,0.84,-0.958,-0.288,0.7913953488372093
2.9,1,12.3,11.3,-0.4,-0.6,-19.81,1.48,-32.11,-9.82,33.578,0.029,0.839,-0.956,-0.292,0.773370319001387
3.0,1,12.3,11.2,-0.6,-0.7,-19.69,1.54,-31.99,-9.66,33.417,0.03,0.835,-0.957,-0.289,0.8421908893709327
3.1,1,12.2,11.1,-0.4,-0.6,-19.58,1.46,-31.78,-9.64,33.21,0.031,0.83,-0.957,-0.29,0.772260748959778
3.2,1,12.2,11.1,-0.5,-0.8,-19.65,1.34,-31.85,-9.76,33.312,0.032,0.833,-0.956,-0.293,0.7554612937433721
3.3,1,12.2,11.0,-0.4,-0.7,-19.55,1.25,-31.75,-9.75,33.213,0.033,0.83,-0.956,-0.294,0.7297766749379653
3.4,1,12.1,10.9,-0.5,-0.8,-19.49,1.37,-31.59,-9.53,32.996,0.034,0.825,-0.957,-0.289,0.7525980911983033
3.5,1,12.1,10.8,-0.4,-0.7,-19.62,1.41,-31.72,-9.39,33.081,0.035,0.827,-0.959,-0.284,0.7225806451612903
3.6,1,12.0,10.8,-0.5,-0.5,-19.66,1.54,-31.66,-9.26,32.986,0.036,0.825,-0.96,-0.281,0.8776520509193778
3.7,1,12.0,10.7,-0.4,-0.7,-19.68,1.4,-31.68,-9.3,33.017,0.037,0.825,-0.96,-0.282,0.7213399503722083
3.8,1,11.9,10.6,-0.4,-0.7,-19.69,1.54,-31.59,-9.06,32.864,0.038,0.822,-0.961,-0.276,0.7166253101736972
3.9,1,11.9,10.6,-0.4,-0.7,-19.58,1.62,-31.48,-8.98,32.736,0.039,0.818,-0.962,-0.274,0.7153846153846154
4.0,1,11.8,10.5,-0.6,-0.7,-19.58,1.49,-31.38,-9.01,32.648,0.04,0.816,-0.961,-0.276,0.8349240780911062
4.1,1,11.8,10.4,-0.4,-0.7,-19.67,1.59,-31.47,-8.81,32.68,0.041,0.817,-0.963,-0.27,0.7124069478908188
4.2,1,11.8,10.4,-0.4,-0.7,-19.75,1.7,-31.55,-8.7,32.728,0.042,0.818,-0.964,-0.266,0.7094292803970222
4.3,1,11.7,10.3,-0.3,-0.7,-19.84,1.8,-31.54,-8.5,32.665,0.043,0.817,-0.966,-0.26,0.6191601049868767
4.4,1,11.7,10.2,-0.3,-0.6,-19.96,1.76,-31.66,-8.44,32.766,0.044,0.819,-0.966,-0.258,0.6625931445603577
4.5,1,11.6,10.2,-0.5,-0.6,-19.83,1.72,-31.43,-8.48,32.554,0.045,0.814,-0.965,-0.26,0.8175416133162611
4.6,1,11.6,10.1,-0.5,-0.7,-19.81,1.59,-31.41,-8.51,32.542,0.046,0.814,-0.965,-0.262,0.7743023255813953
4.7,1,11.5,10.0,-0.5,-0.7,-19.91,1.68,-31.41,-8.32,32.493,0.047,0.812,-0.967,-0.256,0.7705813953488372
4.8,1,11.5,10.0,-0.4,-0.7,-20.03,1.74,-31.53,-8.26,32.594,0.048,0.815,-0.967,-0.253,0.6996277915632755
4.9,1,11.5,9.9,-0.3,-0.7,-19.88,1.69,-31.38,-8.21,32.436,0.049,0.811,-0.967,-0.253,0.6131233595800524
5.0,1,11.4,9.8,-0.7,-0.3,-19.76,1.74,-31.16,-8.06,32.186,0.05,0.805,-0.968,-0.25,0.9876640419947506
5.1,1,11.3,9.8,-0.6,-0.5,-19.74,1.61,-31.04,-8.19,32.102,0.051,0.803,-0.967,-0.255,0.906145966709347
5.2,1,11.3,9.7,-0.6,-0.6,-19.85,1.69,-31.15,-8.01,32.163,0.052,0.804,-0.969,-0.249,0.8607773851590105
5.3,1,11.2,9.7,-0.6,-0.4,-19.97,1.63,-31.17,-8.07,32.198,0.053,0.805,-0.968,-0.251,0.9447988904299585
5.4,1,11.1,9.6,-0.6,-0.6,-20.03,1.75,-31.13,-7.85,32.105,0.054,0.803,-0.97,-0.245,0.8586572438162544
5.5,1,11.1,9.6,-0.5,-0.6,-19.83,1.87,-30.93,-7.73,31.881,0.055,0.797,-0.97,-0.242,0.8069142125480153
5.6,1,11.0,9.5,-0.7,-0.6,-19.74,1.96,-30.74,-7.54,31.651,0.056,0.791,-0.971,-0.238,0.8920824295010845
5.7,1,11.0,9.5,-0.6,-0.5,-19.78,2.09,-30.78,-7.41,31.659,0.057,0.791,-0.972,-0.234,0.8965428937259922
5.8,1,10.9,9.4,-0.7,-0.6,-19.87,2.19,-30.77,-7.21,31.603,0.058,0.79,-0.974,-0.228,0.8878524945770064
5.9,1,10.9,9.4,-0.5,-0.5,-19.9,2.06,-30.8,-7.34,31.663,0.059,0.792,-0.973,-0.232,0.8521923620933523
6.0,1,10.8,9.3,-0.5,-0.6,-20.03,2.05,-30.83,-7.25,31.671,0.06,0.792,-0.973,-0.229,0.7988476312419974
6.1,1,10.8,9.2,-0.5,-0.5,-19.86,1.96,-30.66,-7.24,31.503,0.061,0.788,-0.973,-0.23,0.8507779349363509
6.2,1,10.7,9.2,-0.5,-0.5,-19.99,2.01,-30.69,-7.19,31.521,0.062,0.788,-0.974,-0.228,0.8500707213578501
6.3,1,10.7,9.1,-0.5,-0.5,-20.12,1.99,-30.82,-7.11,31.629,0.063,0.791,-0.974,-0.225,0.8479490806223481
6.4,1,10.6,9.1,-0.6,-0.7,-19.9,1.86,-30.5,-7.24,31.348,0.064,0.784,-0.973,-0.231,0.8085683297180044
6.5,1,10.5,9.0,-0.5,-0.5,-20.0,1.95,-30.5,-7.05,31.304,0.065,0.783,-0.974,-0.225,0.8479490806223481
6.6,1,10.5,9.0,-0.7,-0.6,-20.13,1.93,-30.63,-7.07,31.435,0.066,0.786,-0.974,-0.225,0.8859002169197396
6.7,1,10.4,8.9,-0.5,-0.6,-19.83,1.8,-30.23,-7.1,31.053,0.067,0.776,-0.973,-0.229,0.7988476312419974
6.8,1,10.4,8.8,-0.5,-0.7,-19.88,1.68,-30.28,-7.12,31.106,0.068,0.778,-0.973,-0.229,0.7520930232558141
6.9,1,10.3,8.8,-0.5,-0.5,-19.93,1.56,-30.23,-7.24,31.085,0.069,0.777,-0.972,-0.233,0.8521923620933523
7.0,1,10.3,8.7,-0.6,-0.5,-19.99,1.44,-30.29,-7.26,31.148,0.07,0.779,-0.972,-0.233,0.8959026888604353
7.1,1,10.2,8.7,-0.5,-0.7,-20.13,1.42,-30.33,-7.28,31.191,0.071,0.78,-0.972,-0.233,0.7547674418604652
7.2,1,10.2,8.6,-0.5,-0.6,-19.73,1.45,-29.93,-7.15,30.772,0.072,0.769,-0.973,-0.232,0.8011523687580024
7.3,1,10.1,8.5,-0.6,-0.7,-19.6,1.42,-29.7,-7.08,30.532,0.073,0.763,-0.973,-0.232,0.8093275488069414
7.4,1,10.1,8.5,-0.5,-0.5,-19.71,1.49,-29.81,-7.01,30.623,0.074,0.766,-0.973,-0.229,0.8500707213578501
7.5,1,10.0,8.4,-0.5,-0.7,-19.6,1.56,-29.6,-6.84,30.38,0.075,0.76,-0.974,-0.225,0.7494186046511627
7.6,1,10.0,8.3,-0.5,-0.6,-19.47,1.61,-29.47,-6.69,30.22,0.076,0.756,-0.975,-0.221,0.7939820742637643
