Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,-10.8,10.6,,,0.72,10.17,11.52,-0.43,11.528,0.0,0.231,0.999,-0.037,
0.0,2,23.1,-8.2,,,0.72,10.17,-22.38,18.37,28.954,0.0,0.579,-0.773,0.634,
0.0,3,-21.3,13.6,,,0.72,10.17,22.02,-3.43,22.286,0.0,0.446,0.988,-0.154,
0.0,4,-17.0,-6.8,,,0.72,10.17,17.72,16.97,24.535,0.0,0.491,0.722,0.692,
0.0,5,-15.4,21.3,,,0.72,10.17,16.12,-11.13,19.589,0.0,0.392,0.823,-0.568,
0.0,6,-6.6,3.4,,,0.72,10.17,7.32,6.77,9.971,0.0,0.199,0.734,0.679,
0.0,7,14.8,-1.3,,,0.72,10.17,-14.08,11.47,18.161,0.0,0.363,-0.775,0.632,
0.1,1,-10.9,10.7,-0.1,1.0,1.07,10.5,11.97,-0.2,11.972,0.001,0.239,1.0,-0.017,-0.11641791044776122
0.1,2,23.2,-8.2,0.9,-0.3,1.07,10.5,-22.13,18.7,28.973,0.001,0.579,-0.764,0.645,-0.9284510010537408
0.1,3,-21.4,13.5,-0.9,-0.3,1.07,10.5,22.47,-3.0,22.669,0.001,0.453,0.991,-0.132,-0.8981032665964174
0.1,4,-17.1,-6.7,-0.8,0.3,1.07,10.5,18.17,17.2,25.02,0.001,0.5,0.726,0.687,-0.43875878220140513
0.1,5,-15.4,21.4,0.1,0.6,1.07,10.5,16.47,-10.9,19.75,0.001,0.395,0.834,-0.552,-0.4075657894736842
0.1,6,-6.7,3.4,-0.8,-0.2,1.07,10.5,7.77,7.1,10.525,0.001,0.211,0.738,0.675,-0.8792727272727274
0.1,7,14.8,-1.3,0.1,0.3,1.07,10.5,-13.73,11.8,18.104,0.001,0.362,-0.758,0.652,0.3791139240506329
0.2,1,-10.8,10.7,0.3,0.5,0.95,10.41,11.75,-0.29,11.754,0.001,0.235,1.0,-0.025,0.49313893653516294
0.2,2,23.3,-8.3,0.5,-0.5,0.95,10.41,-22.35,18.71,29.148,0.001,0.583,-0.767,0.642,-0.9964639321074965
0.2,3,-21.4,13.5,-0.4,-0.4,0.95,10.41,22.35,-3.09,22.563,0.001,0.451,0.991,-0.137,-0.6035335689045938
0.2,4,-17.2,-6.7,-0.9,0.2,0.95,10.41,18.15,17.11,24.943,0.001,0.499,0.728,0.686,-0.561822125813449
0.2,5,-15.3,21.4,0.2,0.3,0.95,10.41,16.25,-10.99,19.617,0.001,0.392,0.828,-0.56,-0.0066481994459834165
0.2,6,-6.7,3.4,-0.5,-0.2,0.95,10.41,7.65,7.01,10.376,0.001,0.208,0.737,0.676,-0.9345083487940631
0.2,7,14.8,-1.2,-0.1,0.9,0.95,10.41,-13.85,11.61,18.072,0.001,0.361,-0.766,0.642,0.7222958057395144
