,Time Averaged Accuracy,Time Averaged Spreading,Heterogeneity,seekers,explorers,isocontours
0,0.0193706666666666,0.8343693333333334,0.0,0,0,5
0,0.0242386666666666,0.930118,0.2,0,1,4
0,0.0282919999999999,7.170201333333333,0.4,0,2,3
0,0.0296526666666666,14.53324,0.6,0,3,2
0,0.0131619999999999,inf,0.8,0,4,1
