Time,ID,z,Measurement,x,y,Ni,Linear Coverage,Abs(zi/z_goal),Ln(Abs(zi/z_goal))
0.3,30,,-534.7,-11.3,13.1,1.0,6.0,5.347,1.677
0.3,31,,-42.2,11.5,8.1,3.0,3.0,0.422,-0.863
0.3,32,,-716.5,-5.9,-5.5,2.0,4.0,7.165,1.969
0.3,33,,-88.4,14.5,5.6,3.0,3.0,0.884,-0.123
0.3,34,,-35.1,11.1,8.7,4.0,2.4,0.351,-1.047
0.3,35,,-844.8,-0.4,-11.8,0.0,12.0,8.448,2.134
0.3,36,,-348.0,-6.8,13.3,1.0,6.0,3.48,1.247
0.3,37,,-357.9,-4.8,5.5,0.0,12.0,3.579,1.275
0.3,38,,-971.4,-9.6,-8.1,3.0,3.0,9.714,2.274
0.3,39,,-359.1,6.7,-3.6,3.0,3.0,3.591,1.278
0.4,20,,-777.7,-6.8,-6.2,2.0,4.0,7.777,2.051
0.4,21,,-0.7,12.4,14.4,2.0,4.0,0.007,-4.962
0.4,22,,-325.2,11.4,-3.3,3.0,3.0,3.252,1.179
0.4,23,,-429.0,11.6,-6.0,3.0,3.0,4.29,1.456
0.4,24,,-33.4,14.5,9.6,4.0,2.4,0.334,-1.097
0.4,25,,-236.0,3.3,1.8,0.0,12.0,2.36,0.859
0.4,26,,-103.6,1.7,12.4,1.0,6.0,1.036,0.035
0.4,27,,-82.8,4.6,9.0,1.0,6.0,0.828,-0.189
0.4,28,,-359.9,11.7,-4.3,3.0,3.0,3.599,1.281
0.4,29,,-1211.4,-9.3,-13.1,1.0,6.0,12.114,2.494
0.4,30,,-527.6,-11.2,13.0,1.0,6.0,5.276,1.663
0.4,31,,-44.2,11.6,8.1,3.0,3.0,0.442,-0.816
0.4,32,,-714.0,-5.8,-5.5,2.0,4.0,7.14,1.966
0.4,33,,-90.3,14.4,5.6,3.0,3.0,0.903,-0.102
0.4,34,,-36.7,11.1,8.7,4.0,2.4,0.367,-1.002
0.4,35,,-843.8,-0.4,-11.7,0.0,12.0,8.438,2.133
0.4,36,,-342.3,-6.8,13.3,1.0,6.0,3.423,1.231
0.4,37,,-354.6,-4.8,5.6,0.0,12.0,3.546,1.266
0.4,38,,-968.1,-9.6,-8.0,3.0,3.0,9.681,2.27
0.4,39,,-359.9,6.7,-3.6,3.0,3.0,3.599,1.281
0.5,20,,-779.0,-6.7,-6.2,2.0,4.0,7.79,2.053
0.5,21,,-0.8,12.4,14.4,2.0,4.0,0.008,-4.828
0.5,22,,-326.9,11.4,-3.2,3.0,3.0,3.269,1.184
0.5,23,,-432.4,11.6,-6.0,3.0,3.0,4.324,1.464
0.5,24,,-35.3,14.5,9.6,4.0,2.4,0.353,-1.041
0.5,25,,-236.5,3.4,1.8,0.0,12.0,2.365,0.861
0.5,26,,-103.1,1.8,12.4,1.0,6.0,1.031,0.031
0.5,27,,-83.3,4.7,8.9,1.0,6.0,0.833,-0.183
0.5,28,,-362.8,11.7,-4.2,3.0,3.0,3.628,1.289
0.5,29,,-1211.3,-9.3,-13.0,1.0,6.0,12.113,2.494
0.5,30,,-523.5,-11.2,13.0,1.0,6.0,5.235,1.655
0.5,31,,-46.5,11.6,8.0,3.0,3.0,0.465,-0.766
0.5,32,,-713.5,-5.8,-5.4,2.0,4.0,7.135,1.965
0.5,33,,-93.4,14.4,5.6,3.0,3.0,0.934,-0.068
0.5,34,,-39.2,11.1,8.6,4.0,2.4,0.392,-0.936
0.5,35,,-846.0,-0.4,-11.6,0.0,12.0,8.46,2.135
0.5,36,,-339.5,-6.7,13.3,1.0,6.0,3.395,1.222
0.5,37,,-354.4,-4.8,5.6,0.0,12.0,3.544,1.265
0.5,38,,-970.0,-9.5,-8.0,3.0,3.0,9.7,2.272
0.5,39,,-362.3,6.7,-3.6,3.0,3.0,3.623,1.287
0.6,20,,-781.9,-6.7,-6.1,2.0,4.0,7.819,2.057
0.6,21,,-0.7,12.4,14.3,2.0,4.0,0.007,-4.962
0.6,22,,-327.6,11.4,-3.2,3.0,3.0,3.276,1.187
0.6,23,,-431.8,11.5,-5.9,3.0,3.0,4.318,1.463
0.6,24,,-35.7,14.5,9.6,4.0,2.4,0.357,-1.03
0.6,25,,-237.8,3.5,1.9,0.0,12.0,2.378,0.866
0.6,26,,-105.6,1.8,12.4,1.0,6.0,1.056,0.054
0.6,27,,-85.1,4.7,8.9,1.0,6.0,0.851,-0.161
0.6,28,,-363.2,11.7,-4.2,3.0,3.0,3.632,1.29
0.6,29,,-1214.9,-9.3,-12.9,1.0,6.0,12.149,2.497
0.6,30,,-527.4,-11.1,13.0,1.0,6.0,5.274,1.663
0.6,31,,-48.3,11.6,7.9,3.0,3.0,0.483,-0.728
0.6,32,,-715.5,-5.8,-5.3,2.0,4.0,7.155,1.968
0.6,33,,-94.4,14.3,5.5,3.0,3.0,0.944,-0.058
0.6,34,,-40.8,11.2,8.5,4.0,2.4,0.408,-0.896
0.6,35,,-847.6,-0.4,-11.6,0.0,12.0,8.476,2.137
0.6,36,,-341.8,-6.7,13.3,1.0,6.0,3.418,1.229
0.6,37,,-357.8,-4.8,5.7,0.0,12.0,3.578,1.275
0.6,38,,-973.7,-9.5,-8.0,3.0,3.0,9.737,2.276
0.6,39,,-363.9,6.7,-3.5,3.0,3.0,3.639,1.292
0.7,20,,-772.9,-6.7,-6.1,2.0,4.0,7.729,2.045
0.7,21,,-0.7,12.4,14.3,2.0,4.0,0.007,-4.962
0.7,22,,-320.4,11.4,-3.1,3.0,3.0,3.204,1.164
0.7,23,,-424.7,11.5,-5.9,3.0,3.0,4.247,1.446
0.7,24,,-35.2,14.4,9.5,4.0,2.4,0.352,-1.044
0.7,25,,-232.8,3.5,1.9,0.0,12.0,2.328,0.845
0.7,26,,-104.1,1.8,12.4,1.0,6.0,1.041,0.04
0.7,27,,-82.8,4.8,8.9,1.0,6.0,0.828,-0.189
0.7,28,,-355.7,11.7,-4.1,3.0,3.0,3.557,1.269
0.7,29,,-1202.7,-9.3,-12.8,1.0,6.0,12.027,2.487
0.7,30,,-523.1,-11.1,13.1,1.0,6.0,5.231,1.655
0.7,31,,-47.6,11.6,7.9,3.0,3.0,0.476,-0.742
0.7,32,,-707.5,-5.7,-5.3,2.0,4.0,7.075,1.957
0.7,33,,-92.0,14.2,5.5,3.0,3.0,0.92,-0.083
0.7,34,,-39.6,11.2,8.5,4.0,2.4,0.396,-0.926
0.7,35,,-835.6,-0.4,-11.5,0.0,12.0,8.356,2.123
0.7,36,,-339.3,-6.6,13.3,1.0,6.0,3.393,1.222
0.7,37,,-353.4,-4.7,5.7,0.0,12.0,3.534,1.262
0.7,38,,-963.1,-9.5,-7.9,3.0,3.0,9.631,2.265
0.7,39,,-357.5,6.7,-3.5,3.0,3.0,3.575,1.274
0.8,20,,-767.6,-6.6,-6.1,2.0,4.0,7.676,2.038
0.8,21,,-0.6,12.4,14.2,2.0,4.0,0.006,-5.116
0.8,22,,-313.6,11.4,-3.1,3.0,3.0,3.136,1.143
0.8,23,,-417.9,11.5,-5.8,3.0,3.0,4.179,1.43
0.8,24,,-34.2,14.4,9.4,4.0,2.4,0.342,-1.073
0.8,25,,-229.2,3.6,1.9,0.0,12.0,2.292,0.829
0.8,26,,-103.8,1.9,12.3,1.0,6.0,1.038,0.037
0.8,27,,-82.1,4.8,8.9,1.0,6.0,0.821,-0.197
0.8,28,,-348.2,11.7,-4.0,3.0,3.0,3.482,1.248
0.8,29,,-1196.5,-9.3,-12.8,1.0,6.0,11.965,2.482
0.8,30,,-521.9,-11.0,13.1,1.0,6.0,5.219,1.652
0.8,31,,-46.7,11.6,7.8,3.0,3.0,0.467,-0.761
0.8,32,,-702.4,-5.7,-5.2,2.0,4.0,7.024,1.949
0.8,33,,-89.3,14.2,5.5,3.0,3.0,0.893,-0.113
0.8,34,,-38.9,11.2,8.4,4.0,2.4,0.389,-0.944
0.8,35,,-827.4,-0.4,-11.4,0.0,12.0,8.274,2.113
0.8,36,,-340.0,-6.6,13.3,1.0,6.0,3.4,1.224
0.8,37,,-350.9,-4.7,5.8,0.0,12.0,3.509,1.255
0.8,38,,-956.8,-9.5,-7.8,3.0,3.0,9.568,2.258
0.8,39,,-350.9,6.8,-3.4,3.0,3.0,3.509,1.255
0.9,20,,-756.3,-6.6,-6.0,2.0,4.0,7.563,2.023
0.9,21,,-0.6,12.4,14.1,2.0,4.0,0.006,-5.116
0.9,22,,-307.7,11.4,-3.0,3.0,3.0,3.077,1.124
0.9,23,,-410.0,11.5,-5.7,3.0,3.0,4.1,1.411
0.9,24,,-33.3,14.4,9.4,4.0,2.4,0.333,-1.1
0.9,25,,-224.5,3.6,1.9,0.0,12.0,2.245,0.809
0.9,26,,-102.3,1.9,12.3,1.0,6.0,1.023,0.023
0.9,27,,-80.0,4.8,8.9,1.0,6.0,0.8,-0.223
0.9,28,,-340.4,11.7,-3.9,3.0,3.0,3.404,1.225
0.9,29,,-1184.0,-9.2,-12.8,1.0,6.0,11.84,2.471
0.9,30,,-516.2,-10.9,13.0,1.0,6.0,5.162,1.641
0.9,31,,-46.1,11.6,7.7,3.0,3.0,0.461,-0.774
0.9,32,,-691.8,-5.7,-5.2,2.0,4.0,6.918,1.934
0.9,33,,-87.2,14.1,5.5,3.0,3.0,0.872,-0.137
0.9,34,,-37.8,11.2,8.4,4.0,2.4,0.378,-0.973
0.9,35,,-815.2,-0.4,-11.3,0.0,12.0,8.152,2.098
0.9,36,,-336.7,-6.6,13.3,1.0,6.0,3.367,1.214
0.9,37,,-344.6,-4.7,5.8,0.0,12.0,3.446,1.237
0.9,38,,-947.0,-9.4,-7.8,3.0,3.0,9.47,2.248
0.9,39,,-343.0,6.8,-3.3,3.0,3.0,3.43,1.233
1.0,20,,-761.7,-6.5,-6.0,2.0,4.0,7.617,2.03
1.0,21,,-0.6,12.4,14.1,2.0,4.0,0.006,-5.116
1.0,22,,-308.5,11.4,-2.9,3.0,3.0,3.085,1.127
1.0,23,,-411.0,11.5,-5.7,3.0,3.0,4.11,1.413
1.0,24,,-34.3,14.4,9.4,4.0,2.4,0.343,-1.07
1.0,25,,-226.4,3.7,1.9,0.0,12.0,2.264,0.817
1.0,26,,-104.0,1.9,12.2,1.0,6.0,1.04,0.039
1.0,27,,-82.4,4.9,8.8,1.0,6.0,0.824,-0.194
1.0,28,,-342.8,11.7,-3.9,3.0,3.0,3.428,1.232
1.0,29,,-1190.8,-9.2,-12.7,1.0,6.0,11.908,2.477
1.0,30,,-518.5,-10.9,13.0,1.0,6.0,5.185,1.646
1.0,31,,-48.0,11.6,7.7,3.0,3.0,0.48,-0.734
1.0,32,,-694.4,-5.6,-5.1,2.0,4.0,6.944,1.938
1.0,33,,-89.3,14.0,5.4,3.0,3.0,0.893,-0.113
1.0,34,,-39.6,11.2,8.4,4.0,2.4,0.396,-0.926
1.0,35,,-820.5,-0.4,-11.3,0.0,12.0,8.205,2.105
1.0,36,,-338.4,-6.5,13.3,1.0,6.0,3.384,1.219
1.0,37,,-348.1,-4.6,5.9,0.0,12.0,3.481,1.247
1.0,38,,-950.1,-9.4,-7.7,3.0,3.0,9.501,2.251
1.0,39,,-345.3,6.9,-3.3,3.0,3.0,3.453,1.239
1.1,20,,-752.4,-6.5,-6.0,2.0,4.0,7.524,2.018
1.1,21,,-0.8,12.4,14.0,2.0,4.0,0.008,-4.828
1.1,22,,-302.7,11.4,-2.9,3.0,3.0,3.027,1.108
1.1,23,,-404.7,11.4,-5.6,3.0,3.0,4.047,1.398
1.1,24,,-34.4,14.4,9.3,4.0,2.4,0.344,-1.067
1.1,25,,-222.0,3.8,1.9,0.0,12.0,2.22,0.798
1.1,26,,-100.5,2.0,12.2,1.0,6.0,1.005,0.005
1.1,27,,-79.2,4.9,8.8,1.0,6.0,0.792,-0.233
1.1,28,,-337.5,11.7,-3.8,3.0,3.0,3.375,1.216
1.1,29,,-1178.0,-9.2,-12.7,1.0,6.0,11.78,2.466
1.1,30,,-509.7,-10.8,13.0,1.0,6.0,5.097,1.629
1.1,31,,-47.7,11.7,7.6,3.0,3.0,0.477,-0.74
1.1,32,,-684.5,-5.6,-5.1,2.0,4.0,6.845,1.924
1.1,33,,-88.5,14.0,5.4,3.0,3.0,0.885,-0.122
1.1,34,,-39.5,11.2,8.3,4.0,2.4,0.395,-0.929
1.1,35,,-810.2,-0.4,-11.2,0.0,12.0,8.102,2.092
1.1,36,,-331.3,-6.4,13.3,1.0,6.0,3.313,1.198
1.1,37,,-341.3,-4.6,5.9,0.0,12.0,3.413,1.228
1.1,38,,-937.0,-9.3,-7.7,3.0,3.0,9.37,2.238
1.1,39,,-338.8,6.9,-3.2,3.0,3.0,3.388,1.22
1.2,20,,-744.9,-6.5,-5.9,2.0,4.0,7.449,2.008
1.2,21,,-0.7,12.4,13.9,2.0,4.0,0.007,-4.962
1.2,22,,-296.5,11.5,-2.8,3.0,3.0,2.965,1.087
1.2,23,,-398.2,11.4,-5.5,3.0,3.0,3.982,1.382
1.2,24,,-33.2,14.4,9.3,4.0,2.4,0.332,-1.103
1.2,25,,-217.3,3.8,2.0,0.0,12.0,2.173,0.776
1.2,26,,-100.0,2.0,12.2,1.0,6.0,1.0,0.0
1.2,27,,-76.7,5.0,8.8,1.0,6.0,0.767,-0.265
1.2,28,,-331.2,11.7,-3.8,3.0,3.0,3.312,1.198
1.2,29,,-1166.6,-9.2,-12.6,1.0,6.0,11.666,2.457
1.2,30,,-507.1,-10.7,13.0,1.0,6.0,5.071,1.624
1.2,31,,-46.7,11.6,7.6,3.0,3.0,0.467,-0.761
1.2,32,,-677.9,-5.5,-5.1,2.0,4.0,6.779,1.914
1.2,33,,-86.7,13.9,5.4,3.0,3.0,0.867,-0.143
1.2,34,,-38.8,11.2,8.2,4.0,2.4,0.388,-0.947
1.2,35,,-800.2,-0.3,-11.2,0.0,12.0,8.002,2.08
1.2,36,,-329.7,-6.4,13.3,1.0,6.0,3.297,1.193
1.2,37,,-338.5,-4.6,6.0,0.0,12.0,3.385,1.219
1.2,38,,-929.6,-9.3,-7.6,3.0,3.0,9.296,2.23
1.2,39,,-333.1,6.9,-3.2,4.0,2.4,3.331,1.203
1.3,20,,-733.5,-6.4,-5.8,2.0,4.0,7.335,1.993
1.3,21,,-0.8,12.4,13.9,2.0,4.0,0.008,-4.828
1.3,22,,-290.9,11.5,-2.7,3.0,3.0,2.909,1.068
1.3,23,,-391.8,11.4,-5.5,3.0,3.0,3.918,1.366
1.3,24,,-33.2,14.4,9.2,4.0,2.4,0.332,-1.103
1.3,25,,-212.4,3.9,2.0,0.0,12.0,2.124,0.753
1.3,26,,-97.6,2.0,12.1,1.0,6.0,0.976,-0.024
1.3,27,,-74.3,4.9,8.9,1.0,6.0,0.743,-0.297
1.3,28,,-326.5,11.7,-3.8,3.0,3.0,3.265,1.183
1.3,29,,-1154.7,-9.2,-12.5,1.0,6.0,11.547,2.446
1.3,30,,-500.1,-10.7,13.0,1.0,6.0,5.001,1.61
1.3,31,,-46.4,11.6,7.5,3.0,3.0,0.464,-0.768
1.3,32,,-666.8,-5.5,-5.0,2.0,4.0,6.668,1.897
1.3,33,,-86.0,13.9,5.3,3.0,3.0,0.86,-0.151
1.3,34,,-38.4,11.3,8.1,4.0,2.4,0.384,-0.957
1.3,35,,-791.1,-0.3,-11.1,0.0,12.0,7.911,2.068
1.3,36,,-323.2,-6.3,13.3,1.0,6.0,3.232,1.173
1.3,37,,-332.0,-4.6,6.0,0.0,12.0,3.32,1.2
1.3,38,,-917.2,-9.2,-7.6,3.0,3.0,9.172,2.216
1.3,39,,-326.6,7.0,-3.1,3.0,3.0,3.266,1.184
1.4,20,,-722.2,-6.4,-5.8,2.0,4.0,7.222,1.977
1.4,21,,-0.9,12.4,13.8,2.0,4.0,0.009,-4.711
1.4,22,,-286.7,11.5,-2.7,3.0,3.0,2.867,1.053
1.4,23,,-386.2,11.4,-5.4,3.0,3.0,3.862,1.351
1.4,24,,-33.0,14.3,9.2,4.0,2.4,0.33,-1.109
1.4,25,,-207.7,3.9,2.0,1.0,6.0,2.077,0.731
1.4,26,,-96.1,2.0,12.1,1.0,6.0,0.961,-0.04
1.4,27,,-72.2,5.0,8.9,1.0,6.0,0.722,-0.326
1.4,28,,-322.2,11.7,-3.7,3.0,3.0,3.222,1.17
1.4,29,,-1143.7,-9.1,-12.5,1.0,6.0,11.437,2.437
1.4,30,,-492.0,-10.6,13.0,1.0,6.0,4.92,1.593
1.4,31,,-45.7,11.6,7.5,3.0,3.0,0.457,-0.783
1.4,32,,-655.9,-5.4,-4.9,2.0,4.0,6.559,1.881
1.4,33,,-85.4,13.8,5.3,3.0,3.0,0.854,-0.158
1.4,34,,-37.8,11.2,8.1,4.0,2.4,0.378,-0.973
1.4,35,,-781.3,-0.3,-11.1,0.0,12.0,7.813,2.056
1.4,36,,-316.4,-6.2,13.3,1.0,6.0,3.164,1.152
1.4,37,,-326.2,-4.5,6.1,0.0,12.0,3.262,1.182
1.4,38,,-906.3,-9.2,-7.5,3.0,3.0,9.063,2.204
1.4,39,,-321.6,7.0,-3.1,4.0,2.4,3.216,1.168
1.5,20,,-722.5,-6.3,-5.7,2.0,4.0,7.225,1.978
1.5,21,,-1.1,12.4,13.8,2.0,4.0,0.011,-4.51
1.5,22,,-289.8,11.4,-2.6,3.0,3.0,2.898,1.064
1.5,23,,-389.7,11.4,-5.4,3.0,3.0,3.897,1.36
1.5,24,,-35.0,14.3,9.1,4.0,2.4,0.35,-1.05
1.5,25,,-210.0,4.0,2.0,1.0,6.0,2.1,0.742
1.5,26,,-95.5,2.0,12.0,1.0,6.0,0.955,-0.046
1.5,27,,-73.5,5.0,8.8,1.0,6.0,0.735,-0.308
1.5,28,,-324.6,11.8,-3.6,3.0,3.0,3.246,1.177
1.5,29,,-1144.5,-9.1,-12.4,1.0,6.0,11.445,2.438
1.5,30,,-488.1,-10.5,13.0,1.0,6.0,4.881,1.585
1.5,31,,-48.5,11.6,7.4,3.0,3.0,0.485,-0.724
1.5,32,,-656.3,-5.4,-4.9,2.0,4.0,6.563,1.881
1.5,33,,-88.1,13.8,5.3,3.0,3.0,0.881,-0.127
1.5,34,,-40.3,11.2,8.0,4.0,2.4,0.403,-0.909
1.5,35,,-783.7,-0.3,-11.0,0.0,12.0,7.837,2.059
1.5,36,,-314.7,-6.2,13.3,1.0,6.0,3.147,1.146
1.5,37,,-325.0,-4.5,6.1,0.0,12.0,3.25,1.179
1.5,38,,-906.8,-9.2,-7.5,3.0,3.0,9.068,2.205
1.5,39,,-323.1,7.0,-3.0,4.0,2.4,3.231,1.173
1.6,20,,-727.2,-6.3,-5.7,2.0,4.0,7.272,1.984
1.6,21,,-1.0,12.4,13.8,2.0,4.0,0.01,-4.605
1.6,22,,-291.3,11.4,-2.6,3.0,3.0,2.913,1.069
1.6,23,,-390.2,11.4,-5.3,3.0,3.0,3.902,1.361
1.6,24,,-34.9,14.3,9.1,4.0,2.4,0.349,-1.053
1.6,25,,-212.3,4.0,2.0,1.0,6.0,2.123,0.753
1.6,26,,-98.0,2.1,12.0,1.0,6.0,0.98,-0.02
1.6,27,,-75.6,5.1,8.8,1.0,6.0,0.756,-0.28
1.6,28,,-324.4,11.8,-3.6,3.0,3.0,3.244,1.177
1.6,29,,-1149.7,-9.1,-12.4,1.0,6.0,11.497,2.442
1.6,30,,-489.9,-10.4,13.0,1.0,6.0,4.899,1.589
1.6,31,,-49.8,11.5,7.4,3.0,3.0,0.498,-0.697
1.6,32,,-660.4,-5.4,-4.8,2.0,4.0,6.604,1.888
1.6,33,,-88.2,13.7,5.3,3.0,3.0,0.882,-0.126
1.6,34,,-41.8,11.1,8.0,4.0,2.4,0.418,-0.872
1.6,35,,-788.0,-0.3,-11.0,0.0,12.0,7.88,2.064
1.6,36,,-316.7,-6.1,13.3,1.0,6.0,3.167,1.153
1.6,37,,-328.2,-4.5,6.2,0.0,12.0,3.282,1.188
1.6,38,,-912.2,-9.1,-7.5,3.0,3.0,9.122,2.211
1.6,39,,-325.2,7.0,-3.0,4.0,2.4,3.252,1.179
1.7,20,,-732.4,-6.3,-5.6,2.0,4.0,7.324,1.991
1.7,21,,-1.1,12.3,13.7,2.0,4.0,0.011,-4.51
1.7,22,,-292.2,11.4,-2.6,3.0,3.0,2.922,1.072
1.7,23,,-390.8,11.4,-5.2,3.0,3.0,3.908,1.363
1.7,24,,-35.7,14.2,9.1,4.0,2.4,0.357,-1.03
1.7,25,,-214.1,4.1,2.1,1.0,6.0,2.141,0.761
1.7,26,,-101.2,2.0,12.0,1.0,6.0,1.012,0.012
1.7,27,,-78.5,5.1,8.7,1.0,6.0,0.785,-0.242
1.7,28,,-325.9,11.8,-3.5,3.0,3.0,3.259,1.181
1.7,29,,-1153.2,-9.1,-12.3,1.0,6.0,11.532,2.445
1.7,30,,-492.9,-10.4,13.0,1.0,6.0,4.929,1.595
1.7,31,,-51.3,11.5,7.4,3.0,3.0,0.513,-0.667
1.7,32,,-664.0,-5.4,-4.7,2.0,4.0,6.64,1.893
1.7,33,,-88.9,13.6,5.3,3.0,3.0,0.889,-0.118
1.7,34,,-43.8,11.1,8.0,4.0,2.4,0.438,-0.826
1.7,35,,-793.0,-0.3,-10.9,0.0,12.0,7.93,2.071
1.7,36,,-318.5,-6.1,13.3,1.0,6.0,3.185,1.158
1.7,37,,-330.1,-4.4,6.3,0.0,12.0,3.301,1.194
1.7,38,,-917.8,-9.1,-7.5,3.0,3.0,9.178,2.217
1.7,39,,-327.9,7.0,-2.9,4.0,2.4,3.279,1.188
1.8,20,,-723.9,-6.3,-5.6,2.0,4.0,7.239,1.979
1.8,21,,-1.0,12.3,13.6,2.0,4.0,0.01,-4.605
1.8,22,,-285.4,11.4,-2.5,3.0,3.0,2.854,1.049
1.8,23,,-382.5,11.4,-5.1,3.0,3.0,3.825,1.342
1.8,24,,-34.6,14.1,9.1,4.0,2.4,0.346,-1.061
1.8,25,,-208.5,4.1,2.1,1.0,6.0,2.085,0.735
1.8,26,,-100.2,2.0,12.0,1.0,6.0,1.002,0.002
1.8,27,,-76.7,5.1,8.7,1.0,6.0,0.767,-0.265
1.8,28,,-318.9,11.8,-3.4,3.0,3.0,3.189,1.16
1.8,29,,-1140.5,-9.0,-12.3,1.0,6.0,11.405,2.434
1.8,30,,-487.5,-10.3,13.0,1.0,6.0,4.875,1.584
1.8,31,,-49.9,11.4,7.4,3.0,3.0,0.499,-0.695
1.8,32,,-655.9,-5.3,-4.7,2.0,4.0,6.559,1.881
1.8,33,,-86.6,13.6,5.3,3.0,3.0,0.866,-0.144
1.8,34,,-42.4,11.0,7.9,4.0,2.4,0.424,-0.858
1.8,35,,-782.9,-0.3,-10.9,0.0,12.0,7.829,2.058
