Time,Average Ln(Abs(zi/z_goal)),Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
55.0,0.045,24.0,0.55,11.3,12.3,2.9,1.6,38.2,0.628
55.1,0.039,24.0,0.551,11.2,12.2,2.8,1.6,38.0,0.632
55.2,0.047,24.0,0.552,11.2,12.2,2.9,1.7,37.6,0.638
55.3,0.036,24.0,0.553,11.1,12.1,2.9,1.7,37.2,0.645
55.4,0.02,24.0,0.554,11.1,12.0,2.9,1.7,37.0,0.649
55.5,0.023,24.0,0.555,11.0,12.0,2.9,1.8,36.6,0.656
55.6,0.016,24.0,0.556,11.0,12.0,2.9,1.8,36.6,0.656
55.7,0.007,24.0,0.557,10.9,12.0,2.9,1.8,36.4,0.659
55.8,-0.01,24.0,0.558,10.8,11.9,2.9,1.8,36.0,0.667
55.9,0.015,24.0,0.559,10.8,11.9,2.9,1.8,36.0,0.667
56.0,-0.009,24.0,0.56,10.7,11.8,2.8,1.8,35.8,0.67
56.1,-0.015,24.0,0.561,10.6,11.8,2.8,1.9,35.4,0.678
56.2,-0.033,24.0,0.562,10.7,11.7,2.7,1.8,35.8,0.67
56.3,-0.048,24.0,0.563,10.8,11.7,2.7,1.8,36.0,0.667
56.4,-0.058,24.0,0.564,10.9,11.7,2.7,1.8,36.2,0.663
56.5,-0.045,24.0,0.565,11.1,11.8,2.7,1.7,37.0,0.649
56.6,-0.02,24.0,0.566,11.2,11.8,2.6,1.7,37.4,0.642
56.7,-0.041,24.0,0.567,11.2,11.9,2.6,1.7,37.6,0.638
56.8,-0.027,24.0,0.568,11.3,11.9,2.6,1.7,37.8,0.635
56.9,-0.049,24.0,0.569,11.2,12.1,2.6,1.7,38.0,0.632
57.0,-0.029,24.0,0.57,11.3,12.1,2.5,1.7,38.4,0.625
57.1,-0.005,24.0,0.571,11.3,12.0,2.5,1.7,38.2,0.628
57.2,-0.001,24.0,0.572,11.3,12.1,2.4,1.7,38.6,0.622
57.3,0.022,24.0,0.573,11.2,12.2,2.5,1.7,38.4,0.625
57.4,0.001,24.0,0.574,11.1,12.2,2.5,1.7,38.2,0.628
57.5,0.022,24.0,0.575,11.1,12.1,2.5,1.7,38.0,0.632
57.6,0.023,24.0,0.576,11.2,12.1,2.5,1.7,38.2,0.628
57.7,0.039,24.0,0.577,11.3,12.1,2.5,1.7,38.4,0.625
57.8,0.027,24.0,0.578,11.3,12.2,2.5,1.7,38.6,0.622
57.9,0.044,24.0,0.579,11.3,12.1,2.5,1.8,38.2,0.628
58.0,0.018,24.0,0.58,11.4,12.0,2.6,1.9,37.8,0.635
58.1,-0.008,24.0,0.581,11.6,12.0,2.6,1.9,38.2,0.628
58.2,0.004,24.0,0.582,11.6,11.9,2.6,1.9,38.0,0.632
58.3,0.026,24.0,0.583,11.5,11.8,2.7,1.9,37.4,0.642
58.4,0.024,24.0,0.584,11.6,11.8,2.7,2.0,37.4,0.642
58.5,0.015,24.0,0.585,11.7,11.8,2.7,2.0,37.6,0.638
58.6,0.034,24.0,0.586,11.8,11.7,2.7,2.0,37.6,0.638
58.7,0.007,24.0,0.587,12.0,11.7,2.7,1.9,38.2,0.628
58.8,-0.0,24.0,0.588,12.1,11.6,2.7,1.9,38.2,0.628
58.9,0.013,24.0,0.589,12.1,11.6,2.7,1.9,38.2,0.628
59.0,0.001,24.0,0.59,12.1,11.6,2.8,1.9,38.0,0.632
59.1,-0.009,24.0,0.591,12.1,11.6,2.8,1.9,38.0,0.632
59.2,-0.024,24.0,0.592,12.1,11.5,2.8,1.9,37.8,0.635
59.3,-0.038,24.0,0.593,12.0,11.6,2.8,1.9,37.8,0.635
59.4,-0.03,24.0,0.594,12.0,11.7,2.7,1.8,38.4,0.625
59.5,-0.019,24.0,0.595,12.0,11.8,2.8,1.8,38.4,0.625
59.6,-0.016,24.0,0.596,11.9,11.9,2.8,1.8,38.4,0.625
59.7,0.006,24.0,0.597,11.8,11.9,2.8,1.8,38.2,0.628
59.8,0.005,24.0,0.598,11.8,11.9,2.8,1.8,38.2,0.628
59.9,-0.02,24.0,0.599,11.8,11.8,2.9,1.7,38.0,0.632
60.0,0.0,24.0,0.6,11.8,11.7,2.9,1.7,37.8,0.635
60.1,-0.017,24.0,0.601,11.9,11.7,2.9,1.7,38.0,0.632
60.2,0.01,24.0,0.602,12.0,11.9,2.9,1.6,38.8,0.619
60.3,-0.009,24.0,0.603,11.9,11.9,2.9,1.6,38.6,0.622
60.4,-0.029,24.0,0.604,12.0,11.9,2.9,1.6,38.8,0.619
60.5,-0.003,24.0,0.605,12.1,11.9,2.8,1.5,39.4,0.609
60.6,-0.023,24.0,0.606,12.1,11.8,2.8,1.5,39.2,0.612
60.7,-0.021,24.0,0.607,12.2,11.8,2.8,1.5,39.4,0.609
60.8,-0.037,24.0,0.608,12.3,11.9,2.8,1.5,39.8,0.603
60.9,-0.036,24.0,0.609,12.3,11.9,2.8,1.5,39.8,0.603
61.0,-0.047,24.0,0.61,12.4,11.8,2.8,1.5,39.8,0.603
61.1,-0.064,24.0,0.611,12.4,11.8,2.7,1.5,40.0,0.6
61.2,-0.037,24.0,0.612,12.4,11.9,2.7,1.5,40.2,0.597
61.3,-0.056,24.0,0.613,12.3,11.9,2.7,1.4,40.2,0.597
61.4,-0.031,24.0,0.614,12.3,11.9,2.7,1.4,40.2,0.597
61.5,-0.023,24.0,0.615,12.2,11.8,2.7,1.3,40.0,0.6
61.6,-0.043,24.0,0.616,12.2,11.8,2.8,1.3,39.8,0.603
61.7,-0.049,24.0,0.617,12.2,11.9,2.7,1.3,40.2,0.597
61.8,-0.065,24.0,0.618,12.2,11.9,2.7,1.3,40.2,0.597
61.9,-0.074,24.0,0.619,12.1,11.9,2.7,1.2,40.2,0.597
62.0,-0.084,24.0,0.62,12.1,12.0,2.6,1.1,40.8,0.588
62.1,-0.104,24.0,0.621,12.0,12.1,2.6,1.1,40.8,0.588
62.2,-0.117,24.0,0.622,11.9,12.1,2.5,1.0,41.0,0.585
62.3,-0.119,24.0,0.623,11.9,12.0,2.4,1.0,41.0,0.585
62.4,-0.112,24.0,0.624,11.9,12.0,2.4,1.0,41.0,0.585
62.5,-0.084,24.0,0.625,11.8,11.9,2.3,1.0,40.8,0.588
62.6,-0.059,24.0,0.626,11.8,11.8,2.3,1.0,40.6,0.591
62.7,-0.043,24.0,0.627,11.7,11.8,2.3,1.0,40.4,0.594
62.8,-0.032,24.0,0.628,11.7,12.0,2.3,1.0,40.8,0.588
62.9,-0.033,24.0,0.629,11.7,12.0,2.3,1.0,40.8,0.588
63.0,-0.025,24.0,0.63,11.6,12.0,2.4,1.0,40.4,0.594
63.1,-0.006,24.0,0.631,11.6,12.0,2.3,1.1,40.4,0.594
63.2,0.0,24.0,0.632,11.5,12.1,2.3,1.1,40.4,0.594
63.3,-0.022,24.0,0.633,11.5,12.1,2.3,1.1,40.4,0.594
63.4,0.002,24.0,0.634,11.6,12.1,2.3,1.1,40.6,0.591
63.5,0.002,24.0,0.635,11.8,12.0,2.3,1.1,40.8,0.588
63.6,0.016,24.0,0.636,11.8,11.9,2.3,1.1,40.6,0.591
63.7,0.02,24.0,0.637,11.8,11.9,2.3,1.1,40.6,0.591
63.8,-0.001,24.0,0.638,11.8,11.8,2.3,1.1,40.4,0.594
63.9,-0.006,24.0,0.639,11.8,11.9,2.2,1.1,40.8,0.588
64.0,-0.005,24.0,0.64,11.8,12.1,2.2,1.2,41.0,0.585
64.1,-0.013,24.0,0.641,11.8,12.2,2.1,1.2,41.4,0.58
64.2,0.01,24.0,0.642,12.0,12.2,2.2,1.2,41.6,0.577
64.3,0.011,24.0,0.643,12.0,12.1,2.2,1.2,41.4,0.58
64.4,-0.006,24.0,0.644,11.9,12.1,2.2,1.3,41.0,0.585
64.5,-0.011,24.0,0.645,12.0,12.1,2.2,1.3,41.2,0.583
64.6,-0.021,24.0,0.646,12.1,12.1,2.1,1.3,41.6,0.577
64.7,0.005,24.0,0.647,12.2,12.3,2.1,1.3,42.2,0.569
64.8,0.009,24.0,0.648,12.3,12.3,2.1,1.3,42.4,0.566
64.9,0.003,24.0,0.649,12.4,12.2,2.1,1.3,42.4,0.566
65.0,-0.002,24.0,0.65,12.4,12.2,2.2,1.3,42.2,0.569
65.1,-0.024,24.0,0.651,12.5,12.1,2.2,1.3,42.2,0.569
65.2,-0.019,24.0,0.652,12.6,12.1,2.3,1.3,42.2,0.569
65.3,-0.017,24.15,0.653,12.8,12.2,2.2,1.3,43.0,0.562
65.4,0.007,24.15,0.654,12.8,12.3,2.2,1.3,43.2,0.559
65.5,0.022,24.15,0.655,12.7,12.5,2.1,1.3,43.6,0.554
65.6,0.03,24.15,0.656,12.7,12.6,2.1,1.3,43.8,0.551
65.7,0.041,24.15,0.657,12.6,12.7,2.0,1.4,43.8,0.551
65.8,0.02,24.15,0.658,12.5,12.7,2.0,1.4,43.6,0.554
65.9,0.012,24.15,0.659,12.4,12.7,2.0,1.4,43.4,0.556
66.0,0.018,24.0,0.66,12.3,12.7,2.0,1.4,43.2,0.556
66.1,0.011,24.0,0.661,12.3,12.8,2.0,1.4,43.4,0.553
66.2,0.029,24.0,0.662,12.3,12.8,1.9,1.4,43.6,0.55
66.3,0.047,24.0,0.663,12.2,12.8,1.8,1.4,43.6,0.55
66.4,0.063,24.0,0.664,12.2,12.8,1.9,1.4,43.4,0.553
66.5,0.079,24.0,0.665,12.1,12.8,1.9,1.5,43.0,0.558
66.6,0.088,24.0,0.666,12.0,13.0,2.0,1.5,43.0,0.558
66.7,0.068,24.0,0.667,12.0,13.1,1.9,1.5,43.4,0.553
66.8,0.085,24.0,0.668,12.0,13.2,2.0,1.5,43.4,0.553
66.9,0.103,24.0,0.669,11.9,13.2,2.0,1.5,43.2,0.556
67.0,0.084,24.0,0.67,11.8,13.2,1.9,1.5,43.2,0.556
67.1,0.101,24.0,0.671,11.8,13.1,2.0,1.6,42.6,0.563
67.2,0.115,24.0,0.672,11.7,13.1,2.0,1.6,42.4,0.566
67.3,0.113,24.0,0.673,11.6,13.0,2.1,1.6,41.8,0.574
67.4,0.087,24.0,0.674,11.6,12.9,2.1,1.6,41.6,0.577
67.5,0.059,24.0,0.675,11.5,13.0,2.1,1.6,41.6,0.577
67.6,0.057,24.0,0.676,11.5,13.1,2.1,1.7,41.6,0.577
67.7,0.044,24.0,0.677,11.4,13.1,2.1,1.7,41.4,0.58
67.8,0.061,24.0,0.678,11.4,13.1,2.1,1.8,41.2,0.583
67.9,0.077,24.0,0.679,11.3,13.0,2.1,1.8,40.8,0.588
68.0,0.068,24.0,0.68,11.3,13.0,2.1,1.8,40.8,0.588
68.1,0.069,24.0,0.681,11.3,12.9,2.2,1.9,40.2,0.597
68.2,0.043,24.0,0.682,11.2,13.0,2.2,1.9,40.2,0.597
68.3,0.016,24.0,0.683,11.1,13.1,2.2,2.0,40.0,0.6
68.4,0.006,24.0,0.684,11.0,13.2,2.2,2.0,40.0,0.6
68.5,-0.007,24.0,0.685,11.0,13.4,2.2,2.0,40.4,0.594
68.6,-0.029,24.0,0.686,10.9,13.5,2.2,2.0,40.4,0.594
68.7,-0.036,24.0,0.687,10.9,13.5,2.1,2.0,40.6,0.591
68.8,-0.039,24.0,0.688,10.8,13.5,2.0,2.0,40.6,0.591
68.9,-0.013,24.0,0.689,10.8,13.4,1.9,2.1,40.4,0.594
69.0,0.008,24.0,0.69,10.7,13.4,1.9,2.1,40.2,0.597
69.1,-0.005,24.0,0.691,10.7,13.3,1.9,2.1,40.0,0.6
69.2,-0.025,24.0,0.692,10.6,13.2,1.9,2.1,39.6,0.606
69.3,-0.037,24.0,0.693,10.6,13.2,1.8,2.1,39.8,0.603
69.4,-0.056,24.0,0.694,10.5,13.1,1.8,2.1,39.4,0.609
69.5,-0.047,24.0,0.695,10.6,13.0,1.8,2.1,39.4,0.609
69.6,-0.044,24.0,0.696,10.7,13.0,1.7,2.1,39.8,0.603
69.7,-0.022,24.0,0.697,10.9,12.9,1.7,2.0,40.2,0.597
69.8,-0.033,24.0,0.698,11.0,12.9,1.7,2.0,40.4,0.594
69.9,-0.05,24.0,0.699,11.1,12.8,1.7,1.9,40.6,0.591
70.0,-0.029,24.0,0.7,11.2,12.8,1.8,1.9,40.6,0.591
70.1,-0.026,24.0,0.701,11.3,12.7,1.8,1.9,40.6,0.591
70.2,-0.002,24.0,0.702,11.5,12.7,1.8,1.9,41.0,0.585
70.3,-0.005,24.0,0.703,11.5,12.6,1.8,1.9,40.8,0.588
70.4,0.013,24.0,0.704,11.6,12.6,1.8,1.8,41.2,0.583
70.5,0.015,24.0,0.705,11.7,12.7,1.9,1.8,41.4,0.58
70.6,-0.007,24.0,0.706,11.7,12.7,1.9,1.8,41.4,0.58
70.7,0.016,24.0,0.707,11.8,12.8,1.9,1.8,41.8,0.574
70.8,0.037,24.0,0.708,11.8,12.9,1.9,1.8,42.0,0.571
70.9,0.043,24.0,0.709,11.8,12.8,2.0,1.8,41.6,0.577
71.0,0.041,24.0,0.71,11.8,12.8,2.0,1.8,41.6,0.577
71.1,0.017,24.0,0.711,11.7,12.7,2.0,1.8,41.2,0.583
71.2,-0.006,24.0,0.712,11.6,12.7,2.1,1.9,40.6,0.591
71.3,-0.018,24.0,0.713,11.7,12.7,2.1,1.8,41.0,0.585
71.4,-0.036,24.0,0.714,11.8,12.8,2.1,1.8,41.4,0.58
71.5,-0.028,24.0,0.715,11.9,12.8,2.1,1.8,41.6,0.577
71.6,-0.004,24.0,0.716,11.9,12.7,2.0,1.7,41.8,0.574
71.7,0.016,24.0,0.717,11.9,12.7,2.0,1.8,41.6,0.577
71.8,0.025,24.0,0.718,11.8,12.6,2.0,1.8,41.2,0.583
71.9,-0.0,24.0,0.719,11.8,12.7,2.0,1.8,41.4,0.58
72.0,-0.022,24.0,0.72,11.7,12.8,2.0,1.8,41.4,0.58
72.1,-0.034,24.0,0.721,11.8,12.9,1.9,1.8,42.0,0.571
72.2,-0.046,24.0,0.722,11.9,12.8,1.9,1.8,42.0,0.571
72.3,-0.02,24.0,0.723,12.0,12.8,1.9,1.8,42.2,0.569
72.4,-0.033,24.0,0.724,12.0,12.7,1.8,1.8,42.2,0.569
72.5,-0.039,24.0,0.725,12.0,12.6,1.8,1.8,42.0,0.571
72.6,-0.055,24.0,0.726,11.9,12.5,1.7,1.8,41.8,0.574
72.7,-0.033,24.0,0.727,11.8,12.4,1.6,1.8,41.6,0.577
72.8,-0.024,24.0,0.728,11.8,12.4,1.5,1.7,42.0,0.571
72.9,-0.023,24.0,0.729,11.7,12.4,1.5,1.7,41.8,0.574
73.0,-0.02,24.0,0.73,11.8,12.3,1.5,1.7,41.8,0.574
73.1,0.001,24.0,0.731,11.8,12.2,1.5,1.6,41.8,0.574
73.2,0.016,24.0,0.732,11.7,12.1,1.5,1.6,41.4,0.58
73.3,0.009,24.0,0.733,11.7,12.1,1.5,1.6,41.4,0.58
73.4,-0.007,24.0,0.734,11.6,12.0,1.5,1.6,41.0,0.585
73.5,0.005,24.0,0.735,11.6,12.0,1.4,1.6,41.2,0.583
73.6,-0.015,24.0,0.736,11.5,11.9,1.4,1.7,40.6,0.591
73.7,-0.035,24.0,0.737,11.5,11.9,1.3,1.7,40.8,0.588
73.8,-0.013,24.0,0.738,11.4,11.9,1.2,1.8,40.6,0.591
73.9,0.01,24.0,0.739,11.4,11.8,1.2,1.8,40.4,0.594
74.0,-0.007,24.0,0.74,11.3,11.8,1.2,1.8,40.2,0.597
74.1,-0.004,24.0,0.741,11.2,11.7,1.2,1.9,39.6,0.606
74.2,-0.022,24.0,0.742,11.2,11.7,1.2,1.9,39.6,0.606
74.3,0.004,24.0,0.743,11.2,11.7,1.2,1.9,39.6,0.606
74.4,0.025,24.0,0.744,11.3,11.8,1.2,1.9,40.0,0.6
74.5,0.008,24.0,0.745,11.2,11.7,1.2,2.0,39.4,0.609
74.6,0.01,24.0,0.746,11.2,11.7,1.2,2.0,39.4,0.609
74.7,-0.004,24.0,0.747,11.1,11.8,1.1,2.0,39.6,0.606
74.8,-0.02,24.0,0.748,11.1,12.0,1.1,2.1,39.8,0.603
74.9,-0.013,24.0,0.749,11.0,12.1,1.0,2.1,40.0,0.6
75.0,-0.011,24.0,0.75,11.0,12.2,1.0,2.1,40.2,0.597
75.1,-0.022,24.0,0.751,10.9,12.3,0.9,2.1,40.4,0.594
75.2,0.001,24.0,0.752,10.9,12.5,0.9,2.1,40.8,0.588
75.3,-0.022,24.0,0.753,10.9,12.6,0.9,2.1,41.0,0.585
75.4,-0.001,24.0,0.754,10.9,12.7,0.8,2.2,41.2,0.583
75.5,0.003,24.0,0.755,10.9,12.7,0.8,2.1,41.4,0.58
75.6,-0.002,24.0,0.756,10.9,12.6,0.9,2.2,40.8,0.588
75.7,-0.024,24.0,0.757,10.9,12.5,0.9,2.2,40.6,0.591
75.8,-0.023,24.0,0.758,10.9,12.5,0.9,2.2,40.6,0.591
75.9,-0.03,24.0,0.759,11.1,12.4,0.9,2.1,41.0,0.585
76.0,-0.004,24.0,0.76,11.1,12.4,1.0,2.0,41.0,0.585
76.1,-0.024,24.0,0.761,11.2,12.3,1.0,2.0,41.0,0.585
76.2,-0.034,24.0,0.762,11.2,12.2,1.0,2.0,40.8,0.588
76.3,-0.02,24.0,0.763,11.1,12.3,1.0,2.0,40.8,0.588
76.4,-0.034,24.0,0.764,11.1,12.3,1.0,1.9,41.0,0.585
76.5,-0.044,24.0,0.765,11.0,12.2,1.0,1.9,40.6,0.591
76.6,-0.06,24.0,0.766,10.9,12.3,0.9,1.9,40.8,0.588
76.7,-0.058,24.0,0.767,10.9,12.4,0.9,1.8,41.2,0.583
76.8,-0.057,24.0,0.768,10.8,12.4,0.8,1.8,41.2,0.583
76.9,-0.061,24.0,0.769,10.8,12.4,0.9,1.7,41.2,0.583
77.0,-0.065,24.0,0.77,10.7,12.4,0.9,1.6,41.2,0.583
77.1,-0.076,24.0,0.771,10.6,12.3,1.0,1.5,40.8,0.588
77.2,-0.075,24.0,0.772,10.6,12.2,0.9,1.5,40.8,0.588
77.3,-0.053,24.0,0.773,10.5,12.2,1.0,1.5,40.4,0.594
77.4,-0.063,24.0,0.774,10.5,12.1,1.0,1.5,40.2,0.597
77.5,-0.042,24.0,0.775,10.4,12.0,1.0,1.5,39.8,0.603
77.6,-0.056,24.0,0.776,10.4,11.9,1.1,1.5,39.4,0.609
77.7,-0.071,24.0,0.777,10.3,11.9,1.1,1.5,39.2,0.612
77.8,-0.089,24.0,0.778,10.3,11.8,1.1,1.6,38.8,0.619
77.9,-0.11,24.0,0.779,10.3,11.8,1.1,1.6,38.8,0.619
78.0,-0.083,24.0,0.78,10.2,11.7,1.2,1.5,38.4,0.625
78.1,-0.066,24.0,0.781,10.1,11.7,1.2,1.5,38.2,0.628
78.2,-0.083,24.0,0.782,10.0,11.6,1.2,1.6,37.6,0.638
78.3,-0.102,24.0,0.783,10.0,11.5,1.2,1.6,37.4,0.642
78.4,-0.109,24.0,0.784,9.9,11.5,1.2,1.6,37.2,0.645
78.5,-0.081,24.0,0.785,9.9,11.4,1.2,1.5,37.2,0.645
78.6,-0.097,24.0,0.786,9.8,11.4,1.3,1.5,36.8,0.652
78.7,-0.118,24.0,0.787,9.7,11.3,1.3,1.5,36.4,0.659
78.8,-0.131,24.0,0.788,9.7,11.3,1.3,1.4,36.6,0.656
78.9,-0.128,24.0,0.789,9.7,11.2,1.3,1.3,36.6,0.656
79.0,-0.122,24.0,0.79,9.6,11.3,1.3,1.3,36.6,0.656
79.1,-0.139,24.0,0.791,9.5,11.4,1.3,1.3,36.6,0.656
79.2,-0.124,24.0,0.792,9.5,11.4,1.2,1.3,36.8,0.652
79.3,-0.133,24.0,0.793,9.5,11.5,1.2,1.2,37.2,0.645
79.4,-0.11,24.0,0.794,9.4,11.6,1.2,1.2,37.2,0.645
79.5,-0.127,24.0,0.795,9.4,11.6,1.1,1.1,37.6,0.638
79.6,-0.129,24.0,0.796,9.3,11.6,1.1,1.1,37.4,0.642
79.7,-0.119,24.0,0.797,9.3,11.6,1.1,1.1,37.4,0.642
79.8,-0.127,24.0,0.798,9.2,11.7,1.0,1.1,37.6,0.638
79.9,-0.136,24.0,0.799,9.1,11.7,0.9,1.0,37.8,0.635
80.0,-0.122,24.0,0.8,9.1,11.6,0.9,1.0,37.6,0.638
80.1,-0.139,24.0,0.801,9.0,11.5,0.8,0.9,37.6,0.638
80.2,-0.11,24.0,0.802,9.0,11.5,0.7,0.8,38.0,0.632
80.3,-0.126,24.0,0.803,8.9,11.4,0.7,0.8,37.6,0.638
80.4,-0.124,24.0,0.804,8.9,11.3,0.6,0.8,37.6,0.638
80.5,-0.092,24.0,0.805,8.8,11.3,0.5,0.8,37.6,0.638
80.6,-0.109,24.0,0.806,8.8,11.2,0.5,0.8,37.4,0.642
80.7,-0.095,24.0,0.807,8.7,11.2,0.5,0.7,37.4,0.642
80.8,-0.073,24.0,0.808,8.6,11.1,0.4,0.7,37.2,0.645
80.9,-0.064,24.0,0.809,8.6,11.1,0.4,0.7,37.2,0.645
81.0,-0.079,24.0,0.81,8.5,11.0,0.3,0.7,37.0,0.649
81.1,-0.099,24.0,0.811,8.5,10.9,0.4,0.7,36.6,0.656
81.2,-0.094,24.0,0.812,8.5,10.9,0.3,0.7,36.8,0.652
81.3,-0.106,24.0,0.813,8.4,10.9,0.2,0.7,36.8,0.652
81.4,-0.081,24.0,0.814,8.4,10.9,0.2,0.6,37.0,0.649
81.5,-0.089,24.0,0.815,8.3,10.9,0.1,0.6,37.0,0.649
81.6,-0.097,24.0,0.816,8.3,10.8,0.1,0.7,36.6,0.656
81.7,-0.075,24.0,0.817,8.3,10.9,-0.0,0.7,37.0,0.649
81.8,-0.091,24.0,0.818,8.2,10.9,0.0,0.7,36.8,0.652
81.9,-0.062,24.0,0.819,8.2,10.9,-0.0,0.6,37.0,0.649
82.0,-0.064,24.0,0.82,8.2,10.8,-0.0,0.6,36.8,0.652
82.1,-0.07,24.0,0.821,8.2,10.8,-0.1,0.6,37.0,0.649
82.2,-0.067,24.0,0.822,8.2,10.8,-0.1,0.6,37.0,0.649
82.3,-0.073,24.0,0.823,8.2,10.8,-0.2,0.6,37.2,0.645
82.4,-0.09,24.0,0.824,8.1,10.8,-0.2,0.5,37.2,0.645
82.5,-0.102,24.0,0.825,8.1,10.8,-0.2,0.4,37.4,0.642
82.6,-0.117,24.0,0.826,8.1,10.7,-0.3,0.4,37.4,0.642
82.7,-0.129,24.0,0.827,8.0,10.7,-0.4,0.3,37.6,0.638
82.8,-0.105,24.0,0.828,8.0,10.7,-0.5,0.3,37.8,0.635
82.9,-0.088,24.0,0.829,8.0,10.7,-0.4,0.2,37.8,0.635
83.0,-0.057,24.0,0.83,7.9,10.6,-0.5,0.2,37.6,0.638
83.1,-0.074,24.0,0.831,7.9,10.6,-0.5,0.2,37.6,0.638
83.2,-0.052,24.0,0.832,7.9,10.8,-0.4,0.1,38.0,0.632
83.3,-0.03,24.0,0.833,7.8,10.9,-0.4,0.1,38.0,0.632
83.4,-0.027,24.0,0.834,7.9,10.9,-0.4,0.1,38.2,0.628
83.5,-0.008,24.0,0.835,7.8,10.9,-0.3,0.1,37.8,0.635
83.6,0.014,24.0,0.836,7.8,11.0,-0.4,0.1,38.2,0.628
83.7,0.031,24.0,0.837,7.8,11.0,-0.3,0.2,37.8,0.635
83.8,0.05,24.0,0.838,7.9,11.1,-0.3,0.2,38.2,0.628
83.9,0.065,24.0,0.839,7.9,11.1,-0.3,0.2,38.2,0.628
84.0,0.063,24.0,0.84,8.1,11.1,-0.3,0.2,38.6,0.622
84.1,0.036,24.0,0.841,8.2,11.1,-0.3,0.3,38.6,0.622
84.2,0.013,24.0,0.842,8.2,11.1,-0.4,0.3,38.8,0.619
84.3,-0.007,24.0,0.843,8.2,11.0,-0.4,0.4,38.4,0.625
84.4,-0.029,24.0,0.844,8.1,11.0,-0.4,0.4,38.2,0.628
84.5,-0.042,24.0,0.845,8.1,11.0,-0.4,0.4,38.2,0.628
84.6,-0.041,24.0,0.846,8.0,11.0,-0.4,0.4,38.0,0.632
84.7,-0.056,24.0,0.847,8.1,11.0,-0.4,0.3,38.4,0.625
84.8,-0.06,24.0,0.848,8.2,11.0,-0.4,0.2,38.8,0.619
84.9,-0.035,24.0,0.849,8.3,11.2,-0.5,0.2,39.6,0.606
85.0,-0.051,24.0,0.85,8.4,11.3,-0.5,0.2,40.0,0.6
85.1,-0.051,24.0,0.851,8.3,11.3,-0.6,0.2,40.0,0.6
85.2,-0.028,24.0,0.852,8.3,11.4,-0.5,0.2,40.0,0.6
85.3,-0.027,24.0,0.853,8.4,11.5,-0.5,0.2,40.4,0.594
85.4,-0.048,24.0,0.854,8.3,11.5,-0.6,0.2,40.4,0.594
85.5,-0.052,24.0,0.855,8.4,11.5,-0.6,0.2,40.6,0.591
85.6,-0.026,24.0,0.856,8.4,11.5,-0.6,0.1,40.8,0.588
85.7,-0.007,24.0,0.857,8.4,11.5,-0.6,0.1,40.8,0.588
85.8,-0.024,24.0,0.858,8.5,11.4,-0.6,0.1,40.8,0.588
85.9,-0.017,24.0,0.859,8.5,11.4,-0.5,0.0,40.8,0.588
86.0,-0.017,24.0,0.86,8.6,11.4,-0.6,0.0,41.2,0.583
86.1,-0.02,24.0,0.861,8.5,11.3,-0.5,0.0,40.6,0.591
86.2,-0.023,24.0,0.862,8.4,11.4,-0.7,0.1,40.8,0.588
86.3,0.005,24.0,0.863,8.5,11.5,-0.7,0.1,41.2,0.583
86.4,-0.01,24.0,0.864,8.5,11.5,-0.6,0.0,41.2,0.583
86.5,-0.012,24.0,0.865,8.4,11.6,-0.6,0.1,41.0,0.585
86.6,-0.032,24.0,0.866,8.5,11.5,-0.6,0.0,41.2,0.583
86.7,-0.046,24.0,0.867,8.6,11.5,-0.6,-0.0,41.4,0.58
86.8,-0.063,24.0,0.868,8.7,11.5,-0.6,-0.0,41.6,0.577
86.9,-0.08,24.0,0.869,8.7,11.5,-0.7,-0.1,42.0,0.571
87.0,-0.079,24.0,0.87,8.6,11.6,-0.8,-0.0,42.0,0.571
87.1,-0.094,24.0,0.871,8.6,11.7,-0.9,-0.1,42.6,0.563
87.2,-0.065,24.0,0.872,8.6,11.9,-1.0,-0.1,43.2,0.556
87.3,-0.038,24.0,0.873,8.5,12.0,-1.0,-0.1,43.2,0.556
87.4,-0.045,24.0,0.874,8.5,12.0,-0.9,-0.2,43.2,0.556
87.5,-0.062,24.0,0.875,8.5,12.0,-0.9,-0.1,43.0,0.558
87.6,-0.066,24.0,0.876,8.4,11.9,-0.9,-0.3,43.0,0.558
87.7,-0.041,24.0,0.877,8.4,12.0,-0.9,-0.3,43.2,0.556
87.8,-0.057,24.0,0.878,8.4,12.1,-1.0,-0.3,43.6,0.55
87.9,-0.053,24.0,0.879,8.4,12.1,-1.0,-0.3,43.6,0.55
88.0,-0.035,24.0,0.88,8.4,12.2,-1.0,-0.4,44.0,0.545
88.1,-0.055,24.0,0.881,8.3,12.2,-1.0,-0.4,43.8,0.548
88.2,-0.054,24.0,0.882,8.2,12.2,-0.9,-0.5,43.6,0.55
88.3,-0.044,24.0,0.883,8.1,12.3,-1.0,-0.5,43.8,0.548
88.4,-0.061,24.0,0.884,8.2,12.4,-0.9,-0.5,44.0,0.545
88.5,-0.038,24.0,0.885,8.1,12.4,-0.9,-0.6,44.0,0.545
88.6,-0.049,24.0,0.886,8.1,12.4,-0.9,-0.6,44.0,0.545
88.7,-0.067,24.0,0.887,8.1,12.5,-0.9,-0.6,44.2,0.543
88.8,-0.079,24.0,0.888,8.0,12.7,-0.9,-0.6,44.4,0.541
