Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.249,0.0,0.0,24.4,23.6,-25.0,-10.2,166.4,0.0
0.1,0.249,101.07,0.001,24.5,23.5,-25.0,-10.3,166.6,0.607
0.2,0.249,101.07,0.001,24.4,23.5,-24.9,-10.3,166.2,0.608
0.3,0.249,101.07,0.002,24.5,23.5,-25.0,-10.4,166.8,0.606
0.4,0.249,101.07,0.003,24.5,23.4,-25.1,-10.5,167.0,0.605
0.5,0.249,101.07,0.003,24.6,23.4,-24.9,-10.6,167.0,0.605
0.6,0.249,101.07,0.004,24.6,23.4,-24.9,-10.7,167.2,0.604
0.7,0.249,101.07,0.005,24.5,23.4,-24.9,-10.7,167.0,0.605
0.8,0.249,101.07,0.005,24.4,23.4,-24.9,-10.7,166.8,0.606
0.9,0.249,101.07,0.006,24.4,23.4,-24.9,-10.8,167.0,0.605
1.0,0.249,101.07,0.007,24.4,23.4,-24.9,-10.9,167.2,0.604
1.1,0.249,101.07,0.007,24.5,23.5,-24.9,-10.8,167.4,0.604
1.2,0.248,101.07,0.008,24.4,23.5,-24.9,-10.8,167.2,0.604
1.3,0.248,101.07,0.009,24.2,23.3,-24.9,-10.6,166.0,0.609
1.4,0.247,101.07,0.009,24.0,23.2,-24.9,-10.4,165.0,0.613
1.5,0.246,101.07,0.01,23.9,23.0,-24.9,-10.3,164.2,0.616
1.6,0.245,101.07,0.011,23.7,22.8,-24.9,-10.2,163.2,0.619
1.7,0.244,101.07,0.011,23.5,22.6,-24.8,-10.0,161.8,0.625
1.8,0.243,101.07,0.012,23.2,22.3,-24.7,-9.9,160.2,0.631
1.9,0.242,101.07,0.013,23.1,22.0,-24.5,-9.9,159.0,0.636
2.0,0.24,101.07,0.013,22.9,21.8,-24.3,-9.7,157.4,0.642
2.1,0.237,90.43,0.014,22.7,21.6,-24.1,-9.5,155.8,0.58
2.2,0.235,90.43,0.015,22.6,21.5,-24.0,-9.5,155.2,0.583
2.3,0.232,90.43,0.015,22.3,21.3,-23.9,-9.4,153.8,0.588
2.4,0.228,90.43,0.016,22.1,21.0,-23.7,-9.3,152.2,0.594
2.5,0.225,90.43,0.017,21.8,20.8,-23.5,-9.2,150.6,0.6
2.6,0.221,90.43,0.017,21.6,20.6,-23.4,-9.2,149.6,0.604
2.7,0.217,90.43,0.018,21.4,20.4,-23.2,-9.1,148.2,0.61
2.8,0.213,90.43,0.019,21.2,20.3,-22.9,-9.1,147.0,0.615
2.9,0.208,90.43,0.019,21.0,20.2,-22.7,-9.2,146.2,0.619
3.0,0.204,90.43,0.02,20.8,20.1,-22.5,-9.2,145.2,0.623
3.1,0.199,79.79,0.021,20.5,20.0,-22.3,-9.1,143.8,0.555
3.2,0.194,79.79,0.021,20.4,20.0,-22.2,-9.0,143.2,0.557
3.3,0.188,79.79,0.022,20.2,19.9,-21.9,-9.0,142.0,0.562
3.4,0.183,79.79,0.023,20.1,19.8,-21.7,-8.8,140.8,0.567
3.5,0.177,79.79,0.023,19.9,19.7,-21.4,-8.8,139.6,0.572
3.6,0.171,79.79,0.024,19.8,19.6,-21.2,-8.7,138.6,0.576
3.7,0.166,79.79,0.025,19.6,19.5,-21.1,-8.6,137.6,0.58
3.8,0.16,79.79,0.025,19.4,19.4,-20.9,-8.6,136.6,0.584
3.9,0.154,79.79,0.026,19.3,19.3,-20.7,-8.3,135.2,0.59
4.0,0.147,79.79,0.027,19.0,19.2,-20.4,-8.2,133.6,0.597
4.1,0.142,79.79,0.027,18.9,19.1,-20.2,-8.3,133.0,0.6
4.2,0.136,79.79,0.028,19.0,19.0,-19.9,-8.3,132.4,0.603
4.3,0.13,79.79,0.029,19.0,18.9,-19.8,-8.2,131.8,0.605
4.4,0.124,79.79,0.029,18.9,18.7,-19.7,-8.3,131.2,0.608
4.5,0.118,79.79,0.03,18.9,18.6,-19.4,-8.3,130.4,0.612
4.6,0.112,79.79,0.031,18.9,18.5,-19.3,-8.4,130.2,0.613
4.7,0.106,75.8,0.031,18.7,18.3,-19.0,-8.5,129.0,0.588
4.8,0.1,75.8,0.032,18.6,18.1,-18.8,-8.4,127.8,0.593
4.9,0.095,75.8,0.033,18.6,17.9,-18.7,-8.5,127.4,0.595
5.0,0.09,75.8,0.033,18.6,17.7,-18.4,-8.4,126.2,0.601
5.1,0.084,73.14,0.034,18.5,17.5,-18.1,-8.3,124.8,0.586
5.2,0.079,69.68,0.035,18.5,17.3,-17.8,-8.2,123.6,0.564
5.3,0.074,69.68,0.035,18.5,17.2,-17.5,-8.2,122.8,0.567
5.4,0.069,69.68,0.036,18.4,17.0,-17.3,-8.2,121.8,0.572
5.5,0.064,69.68,0.037,18.3,16.8,-17.1,-8.2,120.8,0.577
5.6,0.059,69.68,0.037,18.3,16.7,-16.8,-8.2,120.0,0.581
5.7,0.055,69.68,0.038,18.3,16.5,-16.5,-8.3,119.2,0.585
5.8,0.05,67.56,0.039,18.4,16.3,-16.3,-8.3,118.6,0.57
5.9,0.046,67.56,0.039,18.4,16.1,-16.2,-8.2,117.8,0.574
6.0,0.043,67.56,0.04,18.5,15.9,-16.1,-8.1,117.2,0.576
6.1,0.04,67.56,0.041,18.5,15.9,-16.0,-7.8,116.4,0.58
6.2,0.038,67.56,0.041,18.5,15.7,-16.2,-7.6,116.0,0.582
6.3,0.036,67.56,0.042,18.5,15.5,-16.3,-7.6,115.8,0.583
6.4,0.034,67.56,0.043,18.5,15.4,-16.4,-7.8,116.2,0.581
6.5,0.032,67.56,0.043,18.4,15.2,-16.4,-7.9,115.8,0.583
6.6,0.03,63.83,0.044,18.5,15.2,-16.5,-8.0,116.4,0.548
6.7,0.029,63.83,0.045,18.5,15.1,-16.6,-8.0,116.4,0.548
6.8,0.028,63.83,0.045,18.5,15.0,-16.7,-8.2,116.8,0.546
6.9,0.026,63.83,0.046,18.6,15.1,-16.8,-8.5,118.0,0.541
7.0,0.026,63.83,0.047,18.5,15.1,-16.8,-8.7,118.2,0.54
7.1,0.024,63.83,0.047,18.5,15.0,-16.9,-8.9,118.6,0.538
7.2,0.024,63.83,0.048,18.5,15.0,-17.0,-9.2,119.4,0.535
7.3,0.023,63.83,0.049,18.4,14.9,-17.1,-9.5,119.8,0.533
7.4,0.023,63.83,0.049,18.3,14.8,-17.2,-9.6,119.8,0.533
7.5,0.022,63.83,0.05,18.4,14.9,-17.3,-9.8,120.8,0.528
7.6,0.021,63.83,0.051,18.4,14.9,-17.4,-10.1,121.6,0.525
