Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,-0.98,-1.96,0.0,0.0,-0.98,-1.96,2.191,0.0,0.956,660.0,1.0
0.1,-0.99,-1.96,0.0,0.0,-0.99,-1.96,2.196,0.001,0.956,659.95689,1.0
0.2,-0.99,-1.96,0.0,0.0,-0.99,-1.96,2.196,0.001,0.956,659.91416,1.0
0.3,-0.99,-1.95,0.0,0.0,-0.99,-1.95,2.187,0.002,0.956,659.87005,1.0
0.4,-0.83,-1.93,0.0,0.0,-0.83,-1.93,2.101,0.003,0.958,659.81732,1.0
0.5,-0.58,-2.23,0.0,0.0,-0.58,-2.23,2.304,0.003,0.954,659.75643,1.0
0.6,-0.29,-2.61,0.0,0.0,-0.29,-2.61,2.626,0.004,0.947,659.6874,1.0
0.7,-0.37,-3.95,0.0,0.0,-0.37,-3.95,3.967,0.005,0.921,659.61487,0.999
0.8,-0.96,-5.09,0.0,0.0,-0.96,-5.09,5.18,0.005,0.896,659.53907,0.999
0.9,-0.94,-5.09,0.0,0.0,-0.94,-5.09,5.176,0.006,0.896,659.40734,0.999
1.0,-1.14,-4.78,0.0,0.0,-1.14,-4.78,4.914,0.007,0.902,659.31804,0.999
1.1,-0.73,-5.12,0.0,0.0,-0.73,-5.12,5.172,0.007,0.897,659.20409,0.999
1.2,-0.43,-4.92,0.0,0.0,-0.43,-4.92,4.939,0.008,0.901,659.10866,0.999
1.3,-0.5,-4.63,0.0,0.0,-0.5,-4.63,4.657,0.009,0.907,658.98334,0.998
1.4,-0.69,-4.12,0.0,0.0,-0.69,-4.12,4.177,0.009,0.916,658.80212,0.998
1.5,-1.07,-3.44,0.0,0.0,-1.07,-3.44,3.603,0.01,0.928,658.61639,0.998
1.6,-0.8,-3.85,0.0,0.0,-0.8,-3.85,3.932,0.011,0.921,658.47852,0.998
1.7,-1.05,-4.15,0.0,0.0,-1.05,-4.15,4.281,0.011,0.914,658.26766,0.997
1.8,-1.1,-4.19,0.0,0.0,-1.1,-4.19,4.332,0.012,0.913,658.07416,0.997
1.9,-1.13,-4.16,0.0,0.0,-1.13,-4.16,4.311,0.013,0.914,657.91142,0.997
2.0,-0.9,-2.24,0.0,0.0,-0.9,-2.24,2.414,0.013,0.952,657.68964,0.996
2.1,-1.17,-2.58,0.0,0.0,-1.17,-2.58,2.833,0.014,0.943,657.47186,0.996
2.2,-2.0,-3.16,0.0,0.0,-2.0,-3.16,3.74,0.015,0.925,657.31323,0.996
2.3,-1.81,-3.73,0.0,0.0,-1.81,-3.73,4.146,0.015,0.917,657.0927,0.996
2.4,-1.74,-3.82,0.0,0.0,-1.74,-3.82,4.198,0.016,0.916,656.90048,0.995
2.5,-1.74,-3.55,0.0,0.0,-1.74,-3.55,3.953,0.017,0.921,656.7285,0.995
2.6,-1.8,-3.76,0.0,0.0,-1.8,-3.76,4.169,0.017,0.917,656.50389,0.995
