Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,-16.5,8.9,,,3.81,20.21,20.31,11.31,23.247,0.0,0.465,0.874,0.487,
0.0,2,0.3,-2.1,,,3.81,20.21,3.51,22.31,22.584,0.0,0.452,0.155,0.988,
0.0,3,21.3,3.4,,,3.81,20.21,-17.49,16.81,24.259,0.0,0.485,-0.721,0.693,
0.1,1,-16.5,8.9,0.4,0.2,3.68,20.14,20.18,11.24,23.099,0.001,0.462,0.874,0.487,1.0
0.1,2,0.3,-2.0,0.0,0.7,3.68,20.14,3.38,22.14,22.397,0.001,0.448,0.151,0.989,0.989
0.1,3,21.3,3.3,0.4,-0.8,3.68,20.14,-17.62,16.84,24.373,0.001,0.487,-0.723,0.691,-0.9418344519015659
0.2,1,-16.4,9.0,0.5,0.9,4.28,20.07,20.68,11.07,23.456,0.001,0.469,0.882,0.472,0.8405825242718447
0.2,2,0.4,-2.0,0.7,0.5,4.28,20.07,3.88,22.07,22.408,0.001,0.448,0.173,0.985,0.7134883720930232
0.2,3,21.3,3.2,0.5,-0.8,4.28,20.07,-17.02,16.87,23.964,0.001,0.479,-0.71,0.704,-0.9737009544008485
0.3,1,-16.4,9.0,0.2,0.8,4.26,20.27,20.66,11.27,23.534,0.002,0.471,0.878,0.479,0.6773333333333333
0.3,2,0.4,-1.9,0.0,0.5,4.26,20.27,3.86,22.17,22.504,0.002,0.45,0.172,0.985,0.985
0.3,3,21.4,3.1,0.5,-0.8,4.26,20.27,-17.14,17.17,24.261,0.002,0.485,-0.706,0.708,-0.9749734888653235
0.4,1,-16.4,9.1,0.3,0.9,4.23,19.97,20.63,10.87,23.319,0.003,0.466,0.885,0.466,0.7217070600632246
0.4,2,0.4,-1.9,-0.0,0.6,4.23,19.97,3.83,21.87,22.203,0.003,0.444,0.172,0.985,0.985
0.4,3,21.4,3.1,0.5,-0.1,4.23,19.97,-17.17,16.87,24.071,0.003,0.481,-0.713,0.701,-0.8364705882352941
0.5,1,-16.3,9.2,0.3,0.9,4.82,19.97,21.12,10.77,23.708,0.003,0.474,0.891,0.454,0.7122233930453108
0.5,2,0.5,-1.8,0.6,0.5,4.82,19.97,4.32,21.77,22.194,0.003,0.444,0.195,0.981,0.7778489116517284
0.5,3,21.5,3.1,0.5,-0.1,4.82,19.97,-16.68,16.87,23.724,0.003,0.474,-0.703,0.711,-0.8286274509803921
0.6,1,-16.3,9.3,0.3,0.9,5.19,19.57,21.49,10.27,23.818,0.004,0.476,0.902,0.431,0.6938883034773446
0.6,2,0.5,-1.8,0.0,0.5,5.19,19.57,4.69,21.37,21.879,0.004,0.438,0.214,0.977,0.977
0.6,3,21.6,3.0,0.5,-0.8,5.19,19.57,-16.41,16.57,23.321,0.004,0.466,-0.704,0.711,-0.976458112407211
0.7,1,-16.3,9.2,-0.3,-0.8,5.68,19.25,21.98,10.05,24.169,0.005,0.483,0.909,0.416,-0.7090163934426229
0.7,2,0.5,-1.7,0.1,0.4,5.68,19.25,5.18,20.95,21.581,0.005,0.432,0.24,0.971,1.000970873786408
0.7,3,21.5,3.1,-1.3,0.9,5.68,19.25,-15.82,16.15,22.607,0.005,0.452,-0.7,0.714,0.9820366856419988
0.8,1,-16.2,9.2,1.8,-0.6,6.13,18.89,22.33,9.69,24.342,0.005,0.487,0.917,0.398,0.7442277279915656
0.8,2,0.5,-1.7,-0.0,0.6,6.13,18.89,5.63,20.59,21.346,0.005,0.427,0.264,0.965,0.965
0.8,3,21.3,3.1,-1.2,0.3,6.13,18.89,-15.17,15.79,21.896,0.005,0.438,-0.693,0.721,0.8471301535974128
0.9,1,-16.0,9.1,1.7,-0.5,6.73,18.82,22.73,9.72,24.721,0.006,0.494,0.919,0.393,0.7707674943566593
0.9,2,0.5,-1.6,-0.0,0.6,6.73,18.82,6.23,20.42,21.349,0.006,0.427,0.292,0.956,0.9560000000000001
0.9,3,21.2,3.2,-1.2,0.3,6.73,18.82,-14.47,15.62,21.292,0.006,0.426,-0.68,0.734,0.8376717865804365
1.0,1,-15.8,9.2,2.5,1.3,6.6,18.65,22.4,9.45,24.312,0.007,0.486,0.921,0.389,0.9965223562810505
1.0,2,0.5,-1.5,0.6,0.6,6.6,18.65,6.1,20.15,21.053,0.007,0.421,0.29,0.957,0.8812720848056537
1.0,3,21.0,3.3,-2.2,1.3,6.6,18.65,-14.4,15.35,21.047,0.007,0.421,-0.684,0.729,0.9598825831702544
1.1,1,-15.5,9.3,2.3,0.8,7.18,18.67,22.68,9.37,24.539,0.007,0.491,0.924,0.382,0.9982751540041068
1.1,2,0.5,-1.5,0.0,0.8,7.18,18.67,6.68,20.17,21.247,0.007,0.425,0.314,0.949,0.949
1.1,3,20.8,3.5,-2.2,2.0,7.18,18.67,-13.62,15.17,20.387,0.007,0.408,-0.668,0.744,0.9948200470904811
1.2,1,-15.3,9.5,1.9,1.3,7.4,18.94,22.7,9.44,24.585,0.008,0.492,0.923,0.384,0.9786707211120764
1.2,2,0.6,-1.4,0.3,0.9,7.4,18.94,6.8,20.34,21.447,0.008,0.429,0.317,0.948,0.9992623814541622
1.2,3,20.6,3.6,-2.2,1.4,7.4,18.94,-13.2,15.34,20.237,0.008,0.405,-0.652,0.758,0.9569018404907975
1.3,1,-15.1,9.5,2.1,0.8,7.8,18.54,22.9,9.04,24.62,0.009,0.492,0.93,0.367,0.9998219848687141
1.3,2,0.6,-1.3,0.6,0.7,7.8,18.54,7.2,19.84,21.106,0.009,0.422,0.341,0.94,0.9355748373101951
1.3,3,20.4,3.8,-1.7,1.6,7.8,18.54,-12.6,14.74,19.391,0.009,0.388,-0.65,0.76,0.9940042826552463
1.4,1,-14.9,9.6,2.3,0.9,8.33,18.24,23.23,8.64,24.785,0.009,0.496,0.937,0.349,0.9996761133603237
1.4,2,0.6,-1.3,-0.0,0.5,8.33,18.24,7.73,19.54,21.013,0.009,0.42,0.368,0.93,0.93
1.4,3,20.2,4.0,-1.9,2.2,8.33,18.24,-11.87,14.24,18.538,0.009,0.371,-0.64,0.768,0.9995184038527692
1.5,1,-14.7,9.8,2.1,1.5,8.3,18.41,23.0,8.61,24.559,0.01,0.491,0.937,0.351,0.9663696241766758
1.5,2,0.7,-1.2,0.4,0.3,8.3,18.41,7.6,19.61,21.031,0.01,0.421,0.361,0.932,0.8480000000000001
1.5,3,20.0,4.2,-2.0,2.2,8.3,18.41,-11.7,14.21,18.407,0.01,0.368,-0.636,0.772,0.9991254624957956
