Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,3.12,-1.16,-12.94,21.77,16.06,-22.93,27.995,0.0,0.44,330.0,1.0
0.1,2.36,0.02,-12.56,22.21,14.92,-22.19,26.74,0.001,0.465,329.90272,1.0
0.2,2.06,0.38,-12.59,22.06,14.65,-21.68,26.166,0.001,0.477,329.7421,0.999
0.3,2.04,0.38,-12.23,21.85,14.27,-21.47,25.78,0.002,0.484,329.50148,0.998
0.4,1.9,0.69,-11.84,22.29,13.74,-21.6,25.6,0.003,0.488,329.2806,0.998
0.5,1.97,-0.39,-11.62,22.77,13.59,-23.16,26.853,0.003,0.463,329.08306,0.997
0.6,1.69,1.8,-11.06,22.99,12.75,-21.19,24.73,0.004,0.505,328.97324,0.997
0.7,1.24,4.1,-10.96,22.75,12.2,-18.65,22.286,0.005,0.554,328.78271,0.996
0.8,0.61,7.54,-10.93,22.55,11.54,-15.01,18.933,0.005,0.621,328.56752,0.996
0.9,0.58,8.92,-10.42,22.44,11.0,-13.52,17.43,0.006,0.651,328.3334,0.995
1.0,2.78,-0.94,-9.84,22.62,12.62,-23.56,26.727,0.007,0.465,328.1805,0.994
1.1,1.3,3.34,-9.76,23.05,11.06,-19.71,22.601,0.007,0.548,328.06228,0.994
1.2,0.48,5.68,-9.23,22.95,9.71,-17.27,19.813,0.008,0.604,327.93561,0.994
1.3,-0.27,7.74,-9.07,22.69,8.8,-14.95,17.348,0.009,0.653,327.76847,0.993
1.4,-1.62,7.81,-8.49,22.67,6.87,-14.86,16.371,0.009,0.673,327.64281,0.993
1.5,-0.15,3.58,-8.33,23.11,8.18,-19.53,21.174,0.01,0.577,327.47776,0.992
1.6,-1.5,8.63,-8.44,23.06,6.94,-14.43,16.012,0.011,0.68,327.32009,0.992
1.7,-1.46,8.71,-7.91,22.94,6.45,-14.23,15.624,0.011,0.688,327.11348,0.991
1.8,-1.41,8.8,-8.05,23.07,6.64,-14.27,15.739,0.012,0.685,326.96995,0.991
1.9,-1.37,8.87,-7.59,22.87,6.22,-14.0,15.32,0.013,0.694,326.76696,0.99
2.0,2.3,-0.1,-7.71,22.84,10.01,-22.94,25.029,0.013,0.499,326.58188,0.99
