Time,Sum Area Coverage,Time/Total Time,Non-Dimensional Area Coverage
0.0,0.0,0.0,0.0
0.1,3220.0,0.001,1.288
0.2,3320.0,0.001,1.328
0.3,3506.66,0.002,1.403
0.4,3486.66,0.003,1.395
0.5,3453.33,0.003,1.381
0.6,3700.0,0.004,1.48
0.7,3566.66,0.005,1.427
0.8,3653.33,0.005,1.461
0.9,3520.0,0.006,1.408
1.0,3553.33,0.007,1.421
1.1,3593.33,0.007,1.437
1.2,3640.0,0.008,1.456
1.3,3200.0,0.009,1.28
1.4,3286.66,0.009,1.315
1.5,3500.0,0.01,1.4
1.6,3566.66,0.011,1.427
1.7,3570.47,0.011,1.428
1.8,3657.14,0.012,1.463
1.9,3657.14,0.013,1.463
2.0,3890.47,0.013,1.556
2.1,3890.47,0.014,1.556
2.2,3657.14,0.015,1.463
2.3,3443.81,0.015,1.378
2.4,3257.14,0.016,1.303
2.5,3190.47,0.017,1.276
2.6,3043.81,0.017,1.218
2.7,3110.48,0.018,1.244
2.8,3057.14,0.019,1.223
2.9,3310.48,0.019,1.324
3.0,3270.0,0.02,1.308
3.1,3230.0,0.021,1.292
3.2,3230.0,0.021,1.292
3.3,3230.0,0.022,1.292
3.4,3230.0,0.023,1.292
3.5,3230.0,0.023,1.292
3.6,3257.14,0.024,1.303
3.7,3207.62,0.025,1.283
3.8,3200.48,0.025,1.28
3.9,3207.62,0.026,1.283
4.0,3164.76,0.027,1.266
4.1,2945.71,0.027,1.178
4.2,2964.76,0.028,1.186
4.3,2945.71,0.029,1.178
4.4,2932.38,0.029,1.173
4.5,2941.43,0.03,1.177
4.6,2934.28,0.031,1.174
4.7,2920.95,0.031,1.168
4.8,2905.87,0.032,1.162
4.9,2855.87,0.033,1.142
5.0,2839.68,0.033,1.136
5.1,2839.68,0.034,1.136
5.2,2822.71,0.035,1.129
5.3,2682.24,0.035,1.073
5.4,2616.05,0.036,1.046
5.5,2624.46,0.037,1.05
5.6,2495.27,0.037,0.998
5.7,2495.27,0.038,0.998
5.8,2271.46,0.039,0.909
5.9,2427.01,0.039,0.971
6.0,2270.82,0.04,0.908
6.1,2438.12,0.041,0.975
6.2,2462.09,0.041,0.985
6.3,2448.12,0.042,0.979
6.4,2457.65,0.043,0.983
6.5,2460.98,0.043,0.984
6.6,2423.84,0.044,0.97
6.7,2443.38,0.045,0.977
6.8,2330.04,0.045,0.932
6.9,2320.52,0.046,0.928
7.0,2314.96,0.047,0.926
7.1,2434.01,0.047,0.974
7.2,2434.01,0.048,0.974
7.3,2300.68,0.049,0.92
7.4,2288.12,0.049,0.915
7.5,2278.93,0.05,0.912
7.6,2392.39,0.051,0.957
7.7,2396.02,0.051,0.958
