Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.279,0.0,0.0,19.1,24.8,-23.4,-24.3,183.2,0.0
0.1,0.279,182.43,0.001,19.2,24.8,-23.4,-24.4,183.6,0.994
0.2,0.279,182.43,0.001,19.2,24.9,-23.4,-24.4,183.8,0.993
0.3,0.279,182.43,0.002,19.3,24.9,-23.4,-24.4,184.0,0.991
0.4,0.278,182.43,0.003,19.3,24.9,-23.3,-24.5,184.0,0.991
0.5,0.277,182.43,0.003,19.3,24.9,-23.3,-24.6,184.2,0.99
0.6,0.274,182.43,0.004,19.3,24.9,-23.1,-24.6,183.8,0.993
0.7,0.27,176.78,0.005,19.3,24.9,-23.0,-24.7,183.8,0.962
0.8,0.267,173.78,0.005,19.2,25.0,-22.9,-24.8,183.8,0.945
0.9,0.262,173.78,0.006,19.2,24.9,-22.7,-24.8,183.2,0.949
1.0,0.258,168.89,0.007,19.2,24.9,-22.5,-24.7,182.6,0.925
1.1,0.253,168.89,0.007,19.3,24.9,-22.3,-24.7,182.4,0.926
1.2,0.246,168.89,0.008,19.3,24.8,-22.2,-24.7,182.0,0.928
1.3,0.242,168.89,0.009,19.3,24.8,-22.0,-24.7,181.6,0.93
1.4,0.238,168.89,0.009,19.4,24.6,-22.0,-24.8,181.6,0.93
1.5,0.233,168.89,0.01,19.3,24.4,-21.9,-24.8,180.8,0.934
1.6,0.228,168.89,0.011,19.2,24.3,-21.9,-24.8,180.4,0.936
1.7,0.221,167.01,0.011,19.0,24.1,-21.8,-24.8,179.4,0.931
1.8,0.214,163.24,0.012,18.8,23.9,-21.7,-24.7,178.2,0.916
1.9,0.207,158.94,0.013,18.6,23.8,-21.5,-24.5,176.8,0.899
2.0,0.2,158.94,0.013,18.5,23.6,-21.3,-24.3,175.4,0.906
2.1,0.195,146.91,0.014,18.3,23.5,-21.2,-24.1,174.2,0.843
2.2,0.19,145.03,0.015,18.2,23.3,-21.1,-23.9,173.0,0.838
2.3,0.185,145.03,0.015,18.0,23.2,-20.9,-23.8,171.8,0.844
2.4,0.18,145.03,0.016,17.8,23.0,-20.9,-23.6,170.6,0.85
2.5,0.178,145.03,0.017,17.6,22.8,-20.8,-23.4,169.2,0.857
2.6,0.174,145.03,0.017,17.4,22.5,-20.7,-23.2,167.6,0.865
2.7,0.17,144.27,0.018,17.2,22.3,-20.7,-22.9,166.2,0.868
2.8,0.166,141.27,0.019,17.0,22.1,-20.6,-22.8,165.0,0.856
2.9,0.164,134.9,0.019,16.8,21.9,-20.5,-22.6,163.6,0.825
3.0,0.163,134.9,0.02,16.6,21.7,-20.3,-22.4,162.0,0.833
3.1,0.161,134.9,0.021,16.4,21.6,-20.2,-22.2,160.8,0.839
3.2,0.16,133.61,0.021,16.2,21.4,-20.2,-22.0,159.6,0.837
3.3,0.158,134.6,0.022,15.9,21.3,-20.2,-21.9,158.6,0.849
3.4,0.156,134.2,0.023,15.7,21.1,-20.1,-21.7,157.2,0.854
3.5,0.155,134.6,0.023,15.5,20.9,-20.0,-21.5,155.8,0.864
3.6,0.153,134.6,0.024,15.3,20.7,-19.9,-21.3,154.4,0.872
3.7,0.152,134.6,0.025,15.1,20.5,-19.9,-21.1,153.2,0.879
3.8,0.15,132.32,0.025,14.8,20.3,-19.9,-20.9,151.8,0.872
3.9,0.149,132.32,0.026,14.6,20.1,-20.0,-20.7,150.8,0.877
4.0,0.147,130.79,0.027,14.4,19.9,-20.0,-20.5,149.6,0.874
4.1,0.145,130.79,0.027,14.2,19.8,-20.0,-20.3,148.6,0.88
4.2,0.143,130.79,0.028,13.9,19.6,-20.0,-20.1,147.2,0.889
4.3,0.14,119.51,0.029,13.8,19.4,-20.1,-19.9,146.4,0.816
4.4,0.138,123.27,0.029,13.6,19.2,-20.2,-19.7,145.4,0.848
4.5,0.136,119.19,0.03,13.4,19.0,-20.4,-19.6,144.8,0.823
4.6,0.134,122.11,0.031,13.1,18.7,-20.4,-19.4,143.2,0.853
4.7,0.131,117.95,0.031,12.9,18.6,-20.4,-19.3,142.4,0.828
4.8,0.129,117.95,0.032,12.7,18.4,-20.5,-19.1,141.4,0.834
4.9,0.126,114.9,0.033,12.5,18.2,-20.6,-19.0,140.6,0.817
5.0,0.123,114.9,0.033,12.3,18.0,-20.6,-18.7,139.2,0.825
5.1,0.119,114.19,0.034,12.1,17.8,-20.6,-18.5,138.0,0.827
5.2,0.114,112.74,0.035,11.9,17.6,-20.6,-18.3,136.8,0.824
5.3,0.11,112.43,0.035,11.6,17.5,-20.5,-18.1,135.4,0.83
5.4,0.107,112.03,0.036,11.4,17.2,-20.6,-17.9,134.2,0.835
5.5,0.105,112.03,0.037,11.2,17.1,-20.5,-17.7,133.0,0.842
5.6,0.104,112.03,0.037,11.0,17.0,-20.4,-17.5,131.8,0.85
5.7,0.103,112.03,0.038,10.8,16.9,-20.2,-17.4,130.6,0.858
5.8,0.102,112.03,0.039,10.6,16.7,-20.0,-17.2,129.0,0.868
5.9,0.102,108.27,0.039,10.4,16.6,-19.9,-17.1,128.0,0.846
6.0,0.103,112.03,0.04,10.1,16.4,-19.8,-16.8,126.2,0.888
6.1,0.102,107.96,0.041,9.9,16.2,-19.6,-16.6,124.6,0.866
6.2,0.102,107.96,0.041,9.8,16.0,-19.5,-16.4,123.4,0.875
6.3,0.101,104.76,0.042,9.6,15.8,-19.3,-16.2,121.8,0.86
6.4,0.1,103.38,0.043,9.4,15.6,-19.2,-16.0,120.4,0.859
6.5,0.099,102.31,0.043,9.2,15.5,-19.0,-15.8,119.0,0.86
6.6,0.099,102.31,0.044,9.3,15.3,-18.8,-15.6,118.0,0.867
6.7,0.099,102.31,0.045,9.3,15.1,-18.7,-15.5,117.2,0.873
6.8,0.099,102.31,0.045,9.2,15.0,-18.4,-15.3,115.8,0.884
6.9,0.1,96.21,0.046,9.2,14.8,-18.3,-15.1,114.8,0.838
7.0,0.1,96.21,0.047,9.2,14.6,-18.2,-14.8,113.6,0.847
7.1,0.099,94.84,0.047,9.2,14.4,-18.0,-14.7,112.6,0.842
7.2,0.098,94.84,0.048,9.2,14.2,-18.0,-14.6,112.0,0.847
7.3,0.097,83.55,0.049,9.2,14.0,-17.8,-14.4,110.8,0.754
7.4,0.096,83.55,0.049,9.2,13.8,-17.7,-14.2,109.8,0.761
7.5,0.096,77.66,0.05,9.0,13.6,-17.5,-14.0,108.2,0.718
7.6,0.095,74.24,0.051,9.0,13.4,-17.4,-13.8,107.2,0.693
7.7,0.094,74.24,0.051,8.8,13.2,-17.2,-13.7,105.8,0.702
7.8,0.093,74.24,0.052,8.8,13.0,-17.0,-13.6,104.8,0.708
7.9,0.091,73.24,0.053,8.8,12.8,-16.9,-13.4,103.8,0.706
8.0,0.091,73.24,0.053,8.7,12.6,-16.8,-13.3,102.8,0.712
8.1,0.091,73.24,0.054,8.6,12.4,-16.6,-13.2,101.6,0.721
8.2,0.09,72.98,0.055,8.5,12.3,-16.5,-13.2,101.0,0.723
8.3,0.089,71.49,0.055,8.4,12.1,-16.3,-13.1,99.8,0.716
8.4,0.088,67.19,0.056,8.4,11.9,-16.2,-13.0,99.0,0.679
8.5,0.088,65.81,0.057,8.3,11.7,-16.0,-13.0,98.0,0.672
8.6,0.088,65.07,0.057,8.2,11.5,-16.0,-12.9,97.2,0.669
8.7,0.087,63.66,0.058,8.2,11.3,-15.8,-12.7,96.0,0.663
8.8,0.086,63.96,0.059,8.1,11.1,-15.7,-12.5,94.8,0.675
8.9,0.085,63.96,0.059,8.0,10.9,-15.5,-12.3,93.4,0.685
9.0,0.084,60.72,0.06,7.8,10.8,-15.4,-12.1,92.2,0.659
9.1,0.083,59.29,0.061,7.7,10.6,-15.3,-12.0,91.2,0.65
9.2,0.082,59.29,0.061,7.7,10.4,-15.2,-11.9,90.4,0.656
9.3,0.081,57.7,0.062,7.7,10.2,-15.1,-11.7,89.4,0.645
9.4,0.08,57.22,0.063,7.7,10.1,-14.9,-11.6,88.6,0.646
9.5,0.079,56.66,0.063,7.5,9.9,-14.8,-11.3,87.0,0.651
9.6,0.077,54.91,0.064,7.5,9.7,-14.5,-11.2,85.8,0.64
9.7,0.076,54.91,0.065,7.4,9.6,-14.4,-11.0,84.8,0.648
9.8,0.074,54.42,0.065,7.3,9.4,-14.3,-10.8,83.6,0.651
9.9,0.071,54.97,0.066,7.3,9.2,-14.1,-10.6,82.4,0.667
10.0,0.07,54.47,0.067,7.2,9.1,-14.0,-10.4,81.4,0.669
10.1,0.067,54.47,0.067,7.0,8.9,-13.8,-10.2,79.8,0.683
10.2,0.066,54.47,0.068,6.9,8.8,-13.7,-10.0,78.8,0.691
10.3,0.064,51.29,0.069,6.9,8.6,-13.6,-10.0,78.2,0.656
10.4,0.062,51.86,0.069,6.9,8.5,-13.5,-9.9,77.6,0.668
10.5,0.061,51.86,0.07,6.9,8.4,-13.4,-9.6,76.6,0.677
10.6,0.06,50.71,0.071,6.9,8.2,-13.3,-9.5,75.8,0.669
10.7,0.058,51.39,0.071,6.8,8.1,-13.1,-9.4,74.8,0.687
10.8,0.056,51.39,0.072,6.7,8.0,-12.8,-9.2,73.4,0.7
10.9,0.053,51.39,0.073,6.8,7.8,-12.7,-8.9,72.4,0.71
11.0,0.052,51.39,0.073,6.8,7.7,-12.6,-8.7,71.6,0.718
11.1,0.051,47.53,0.074,6.7,7.5,-12.4,-8.7,70.6,0.673
11.2,0.05,47.01,0.075,6.5,7.4,-12.3,-8.4,69.2,0.679
11.3,0.049,47.01,0.075,6.4,7.3,-12.1,-8.4,68.4,0.687
11.4,0.048,47.01,0.076,6.3,7.1,-12.0,-8.3,67.4,0.697
11.5,0.048,47.01,0.077,6.2,7.0,-11.8,-8.1,66.2,0.71
11.6,0.047,45.35,0.077,6.0,6.9,-11.6,-8.0,65.0,0.698
11.7,0.046,45.35,0.078,6.0,6.7,-11.4,-8.0,64.2,0.706
11.8,0.045,44.24,0.079,6.1,6.6,-11.2,-7.8,63.4,0.698
11.9,0.045,42.96,0.079,6.2,6.5,-11.1,-7.7,63.0,0.682
12.0,0.044,42.96,0.08,6.2,6.4,-10.9,-7.6,62.2,0.691
12.1,0.044,42.59,0.081,6.4,6.2,-10.7,-7.6,61.8,0.689
12.2,0.043,42.1,0.081,6.4,6.1,-10.6,-7.4,61.0,0.69
12.3,0.042,41.71,0.082,6.3,5.9,-10.4,-7.2,59.6,0.7
12.4,0.041,39.58,0.083,6.2,5.8,-10.2,-7.0,58.4,0.678
12.5,0.04,37.56,0.083,5.9,5.6,-10.1,-6.9,57.0,0.659
12.6,0.04,37.06,0.084,5.8,5.5,-10.0,-6.8,56.2,0.659
12.7,0.04,37.06,0.085,5.5,5.3,-9.8,-6.6,54.4,0.681
12.8,0.039,35.59,0.085,5.4,5.2,-9.5,-6.6,53.4,0.666
12.9,0.038,35.17,0.086,5.2,5.0,-9.3,-6.6,52.2,0.674
13.0,0.038,33.98,0.087,5.0,4.9,-9.1,-6.6,51.2,0.664
13.1,0.037,33.22,0.087,5.0,4.7,-8.9,-6.6,50.4,0.659
13.2,0.037,32.56,0.088,5.1,4.6,-8.8,-6.5,50.0,0.651
13.3,0.036,32.12,0.089,5.4,4.4,-8.7,-6.5,50.0,0.642
13.4,0.035,30.95,0.089,5.4,4.2,-8.5,-6.3,48.8,0.634
13.5,0.034,30.01,0.09,5.3,4.1,-8.4,-6.2,48.0,0.625
13.6,0.033,28.6,0.091,5.4,3.9,-8.3,-6.2,47.6,0.601
13.7,0.033,27.8,0.091,5.7,3.7,-8.6,-6.1,48.2,0.577
13.8,0.033,27.3,0.092,6.1,3.5,-9.0,-6.0,49.2,0.555
13.9,0.033,27.06,0.093,6.5,3.4,-9.2,-5.9,50.0,0.541
14.0,0.032,27.24,0.093,6.6,3.3,-9.2,-5.8,49.8,0.547
14.1,0.031,25.99,0.094,6.4,3.1,-9.0,-5.7,48.4,0.537
14.2,0.031,25.18,0.095,6.6,3.0,-8.8,-5.7,48.2,0.522
14.3,0.03,24.98,0.095,6.9,2.9,-8.6,-5.5,47.8,0.523
14.4,0.03,24.55,0.096,6.8,2.8,-8.4,-5.4,46.8,0.525
14.5,0.03,24.16,0.097,6.9,2.6,-8.2,-5.6,46.6,0.518
14.6,0.029,24.16,0.097,7.3,2.3,-8.1,-5.5,46.4,0.521
14.7,0.028,23.79,0.098,7.8,2.2,-7.9,-5.5,46.8,0.508
14.8,0.027,24.41,0.099,8.1,2.2,-7.7,-5.4,46.8,0.522
14.9,0.027,24.41,0.099,8.3,2.0,-7.4,-5.3,46.0,0.531
15.0,0.025,24.41,0.1,8.3,1.9,-7.2,-5.2,45.2,0.54
15.1,0.025,24.41,0.101,8.1,1.8,-7.0,-5.3,44.4,0.55
15.2,0.026,24.41,0.101,7.9,1.7,-6.8,-5.3,43.4,0.562
15.3,0.025,24.41,0.102,7.6,1.6,-6.6,-5.2,42.0,0.581
15.4,0.025,23.79,0.103,7.3,1.5,-6.4,-5.1,40.6,0.586
15.5,0.025,23.54,0.103,7.1,1.3,-6.4,-5.2,40.0,0.588
15.6,0.025,23.31,0.104,7.0,1.3,-6.5,-5.3,40.2,0.58
15.7,0.024,23.39,0.105,6.8,1.1,-6.3,-5.4,39.2,0.597
15.8,0.024,23.54,0.105,6.5,1.1,-6.3,-5.6,39.0,0.604
15.9,0.024,23.31,0.106,6.4,1.0,-6.1,-5.7,38.4,0.607
16.0,0.024,23.31,0.107,6.2,0.8,-6.0,-5.7,37.4,0.623
16.1,0.023,23.31,0.107,6.0,0.7,-6.3,-5.6,37.2,0.627
16.2,0.023,23.19,0.108,5.8,0.7,-6.6,-5.6,37.4,0.62
16.3,0.022,23.11,0.109,5.6,0.5,-6.9,-5.8,37.6,0.615
16.4,0.022,22.92,0.109,5.5,0.3,-7.2,-6.0,38.0,0.603
16.5,0.022,22.92,0.11,5.3,0.2,-7.5,-6.0,38.0,0.603
16.6,0.022,22.84,0.111,5.2,0.1,-7.4,-6.0,37.4,0.611
16.7,0.021,22.74,0.111,5.0,0.1,-7.2,-5.9,36.4,0.625
16.8,0.02,22.74,0.112,4.8,0.0,-7.1,-6.0,35.8,0.635
16.9,0.019,22.74,0.113,4.5,-0.0,-6.9,-6.1,35.0,0.65
17.0,0.018,22.74,0.113,4.4,-0.0,-6.7,-6.0,34.2,0.665
17.1,0.018,22.58,0.114,4.2,-0.1,-6.5,-6.0,33.2,0.68
17.2,0.017,22.58,0.115,4.0,-0.3,-6.4,-6.2,32.6,0.693
17.3,0.016,22.58,0.115,3.8,-0.5,-6.3,-6.2,31.6,0.715
17.4,0.016,22.58,0.116,3.6,-0.6,-6.3,-6.1,30.8,0.733
17.5,0.015,22.58,0.117,3.4,-0.8,-6.6,-6.1,30.6,0.738
17.6,0.015,22.58,0.117,3.3,-1.0,-6.7,-6.1,30.2,0.748
17.7,0.014,22.58,0.118,3.0,-1.2,-6.5,-6.0,28.6,0.79
17.8,0.013,22.58,0.119,2.9,-1.5,-6.2,-6.1,27.4,0.824
17.9,0.012,22.58,0.119,2.8,-1.7,-6.2,-6.1,26.8,0.843
18.0,0.011,22.58,0.12,2.5,-1.9,-6.1,-5.9,25.2,0.896
18.1,0.011,22.58,0.121,2.3,-2.0,-5.9,-6.0,24.4,0.925
18.2,0.011,22.58,0.121,2.2,-2.1,-5.7,-6.0,23.6,0.957
18.3,0.01,22.58,0.122,2.1,-2.1,-5.7,-5.9,23.2,0.973
18.4,0.01,22.58,0.123,2.0,-2.4,-5.6,-5.7,21.8,1.036
18.5,0.009,22.58,0.123,1.8,-2.6,-5.4,-5.8,20.8,1.086
18.6,0.009,22.58,0.124,1.7,-2.7,-5.2,-5.9,20.2,1.118
18.7,0.008,22.58,0.125,1.5,-2.9,-5.0,-5.9,19.0,1.188
18.8,0.007,22.58,0.125,1.3,-3.1,-4.8,-5.8,17.6,1.283
18.9,0.007,22.58,0.126,1.1,-3.1,-4.5,-5.7,16.4,1.377
19.0,0.006,22.58,0.127,0.9,-3.1,-4.4,-5.5,15.4,1.466
19.1,0.006,22.58,0.127,0.7,-2.9,-4.2,-5.6,15.2,1.486
19.2,0.006,22.58,0.128,0.4,-2.8,-4.1,-5.8,15.0,1.505
19.3,0.006,22.58,0.129,0.6,-2.6,-4.1,-6.0,16.2,1.394
19.4,0.006,22.58,0.129,0.9,-2.4,-4.3,-6.1,17.8,1.269
19.5,0.006,22.58,0.13,1.3,-2.4,-4.4,-6.3,19.2,1.176
19.6,0.005,22.58,0.131,1.7,-2.1,-4.4,-6.5,21.0,1.075
19.7,0.005,22.58,0.131,2.0,-1.9,-4.6,-6.7,22.8,0.99
19.8,0.006,22.58,0.132,2.1,-1.9,-4.5,-6.7,22.8,0.99
19.9,0.006,22.58,0.133,1.9,-2.1,-4.4,-6.6,21.6,1.045
20.0,0.006,22.58,0.133,1.8,-2.3,-4.2,-6.5,20.4,1.107
20.1,0.006,22.58,0.134,1.7,-2.5,-4.0,-6.5,19.4,1.164
20.2,0.006,22.58,0.135,1.7,-2.6,-3.9,-6.5,19.0,1.188
20.3,0.006,22.58,0.135,1.6,-2.8,-3.7,-6.5,18.0,1.254
20.4,0.006,22.58,0.136,1.6,-3.0,-3.6,-6.4,17.2,1.313
20.5,0.006,22.58,0.137,1.4,-3.1,-3.6,-6.3,16.4,1.377
20.6,0.005,22.58,0.137,1.1,-2.9,-3.6,-6.2,16.0,1.411
20.7,0.005,22.58,0.138,1.0,-2.6,-3.7,-6.1,16.4,1.377
20.8,0.006,22.58,0.139,0.7,-2.4,-3.9,-6.1,16.6,1.36
20.9,0.006,22.58,0.139,0.6,-2.2,-4.1,-6.4,17.8,1.269
21.0,0.005,22.58,0.14,0.5,-2.0,-4.3,-6.7,19.0,1.188
21.1,0.005,22.58,0.141,0.4,-1.9,-4.4,-7.0,19.8,1.14
21.2,0.006,22.58,0.141,0.8,-1.9,-4.5,-7.3,21.4,1.055
21.3,0.006,22.58,0.142,0.9,-1.7,-4.5,-7.3,22.0,1.026
21.4,0.007,22.58,0.143,0.8,-1.6,-4.5,-7.1,21.6,1.045
21.5,0.007,22.58,0.143,0.6,-1.6,-4.4,-6.9,20.6,1.096
21.6,0.007,22.58,0.144,0.5,-1.9,-4.2,-6.8,19.2,1.176
21.7,0.007,22.58,0.145,0.3,-2.0,-4.0,-6.6,17.8,1.269
21.8,0.007,22.58,0.145,0.2,-1.8,-4.1,-6.5,18.0,1.254
21.9,0.008,22.58,0.146,0.0,-1.5,-4.3,-6.3,18.2,1.241
22.0,0.007,22.58,0.147,-0.1,-1.6,-4.4,-6.2,17.8,1.269
22.1,0.008,22.58,0.147,-0.3,-1.5,-4.3,-6.1,17.2,1.313
22.2,0.008,22.58,0.148,-0.4,-1.2,-4.3,-5.9,17.2,1.313
22.3,0.008,22.58,0.149,-0.6,-0.7,-4.2,-5.9,17.6,1.283
22.4,0.009,22.58,0.149,-0.7,-0.3,-4.3,-5.9,18.4,1.227
22.5,0.01,22.58,0.15,-0.7,0.0,-4.5,-5.9,19.4,1.164
22.6,0.01,22.58,0.151,-0.9,0.3,-4.6,-6.3,20.6,1.096
22.7,0.009,22.58,0.151,-1.0,0.7,-4.8,-6.6,22.2,1.017
22.8,0.009,22.58,0.152,-1.0,0.9,-4.8,-6.9,23.2,0.973
22.9,0.009,22.58,0.153,-1.1,0.9,-4.7,-7.2,23.4,0.965
23.0,0.009,22.58,0.153,-1.2,1.1,-4.7,-7.3,23.8,0.949
23.1,0.01,22.58,0.154,-1.3,1.5,-4.8,-7.1,24.2,0.933
23.2,0.011,22.58,0.155,-1.3,2.0,-4.8,-6.9,24.8,0.91
23.3,0.011,22.58,0.155,-1.5,2.1,-4.8,-7.0,24.8,0.91
23.4,0.012,22.58,0.156,-1.5,2.4,-4.7,-7.3,25.8,0.875
23.5,0.013,22.58,0.157,-1.6,2.8,-4.8,-7.4,26.8,0.843
23.6,0.014,22.58,0.157,-1.8,3.3,-4.9,-7.2,27.2,0.83
23.7,0.014,22.58,0.158,-1.7,3.4,-4.9,-7.1,27.4,0.824
23.8,0.015,22.58,0.159,-1.9,3.3,-4.9,-6.9,26.4,0.855
23.9,0.015,22.58,0.159,-1.9,3.0,-4.9,-6.7,25.4,0.889
24.0,0.016,22.58,0.16,-2.1,2.8,-5.0,-6.5,24.4,0.925
24.1,0.015,22.58,0.161,-2.2,2.9,-5.0,-6.4,24.2,0.933
24.2,0.016,22.58,0.161,-2.4,3.3,-5.2,-6.5,25.2,0.896
24.3,0.017,22.58,0.162,-2.4,3.7,-5.2,-6.3,25.6,0.882
24.4,0.017,22.58,0.163,-2.5,4.0,-5.2,-6.2,25.8,0.875
24.5,0.017,22.58,0.163,-2.8,4.3,-5.4,-6.5,26.8,0.843
24.6,0.017,22.58,0.164,-2.9,4.4,-5.5,-6.9,27.8,0.812
24.7,0.016,22.66,0.165,-3.0,4.3,-5.4,-7.0,27.4,0.827
24.8,0.016,22.66,0.165,-3.1,4.5,-5.3,-6.8,27.0,0.839
24.9,0.016,22.74,0.166,-3.2,4.8,-5.4,-6.8,27.6,0.824
25.0,0.015,22.74,0.167,-3.1,4.9,-5.4,-7.1,28.6,0.795
