Time,ID,z,Measurement,x,y,Ni,Linear Coverage,Abs(zi/z_goal),Ln(Abs(zi/z_goal))
0.2,23,,-175.5,-7.1,-14.2,1.0,7.0,1.755,0.562
0.2,24,,-115.2,-8.7,4.6,3.0,3.5,1.152,0.141
0.2,25,,-95.9,7.9,2.0,2.0,4.667,0.959,-0.042
0.2,26,,-219.6,-7.9,10.4,4.0,2.8,2.196,0.787
0.2,27,,-199.4,12.3,-8.0,1.0,7.0,1.994,0.69
0.2,28,,-33.0,-1.2,-8.3,3.0,3.5,0.33,-1.109
0.2,29,,-274.3,4.9,13.0,1.0,7.0,2.743,1.009
0.2,30,,-47.9,2.7,-8.6,2.0,4.667,0.479,-0.736
0.2,31,,-248.5,12.1,6.5,1.0,7.0,2.485,0.91
0.2,32,,-230.1,14.4,-2.6,1.0,7.0,2.301,0.833
0.2,33,,-14.0,-1.3,1.1,2.0,4.667,0.14,-1.966
0.2,34,,-121.3,-5.2,7.5,2.0,4.667,1.213,0.193
0.2,35,,-5.5,-2.8,-3.7,2.0,4.667,0.055,-2.9
0.2,36,,-52.7,4.8,2.1,2.0,4.667,0.527,-0.641
0.2,37,,-328.5,-13.0,10.8,3.0,3.5,3.285,1.189
0.2,38,,-287.8,6.6,12.7,1.0,7.0,2.878,1.057
0.2,39,,-45.7,5.0,-6.1,2.0,4.667,0.457,-0.783
0.3,20,,-244.7,-14.4,5.2,2.0,4.667,2.447,0.895
0.3,21,,-422.8,-14.1,13.1,2.0,4.667,4.228,1.442
0.3,22,,-123.3,-7.7,-11.4,1.0,7.0,1.233,0.209
0.3,23,,-171.5,-7.0,-14.2,1.0,7.0,1.715,0.539
0.3,24,,-113.8,-8.7,4.5,3.0,3.5,1.138,0.129
0.3,25,,-99.2,7.9,2.0,2.0,4.667,0.992,-0.008
0.3,26,,-218.3,-7.8,10.3,4.0,2.8,2.183,0.781
0.3,27,,-199.7,12.3,-7.9,1.0,7.0,1.997,0.692
0.3,28,,-32.1,-1.1,-8.3,3.0,3.5,0.321,-1.136
0.3,29,,-277.2,4.8,13.0,1.0,7.0,2.772,1.02
0.3,30,,-48.4,2.8,-8.6,2.0,4.667,0.484,-0.726
0.3,31,,-251.0,12.1,6.4,1.0,7.0,2.51,0.92
0.3,32,,-232.2,14.4,-2.6,1.0,7.0,2.322,0.842
0.3,33,,-14.9,-1.3,1.1,2.0,4.667,0.149,-1.904
0.3,34,,-121.0,-5.2,7.4,2.0,4.667,1.21,0.191
0.3,35,,-4.7,-2.8,-3.7,2.0,4.667,0.047,-3.058
0.3,36,,-55.0,4.8,2.1,2.0,4.667,0.55,-0.598
0.3,37,,-327.2,-13.0,10.8,3.0,3.5,3.272,1.185
0.3,38,,-289.8,6.5,12.6,1.0,7.0,2.898,1.064
0.3,39,,-47.3,5.1,-6.2,2.0,4.667,0.473,-0.749
0.4,20,,-246.6,-14.4,5.1,2.0,4.667,2.466,0.903
0.4,21,,-425.7,-14.0,13.1,2.0,4.667,4.257,1.449
0.4,22,,-123.6,-7.7,-11.4,1.0,7.0,1.236,0.212
0.4,23,,-170.5,-7.0,-14.2,1.0,7.0,1.705,0.534
0.4,24,,-114.4,-8.7,4.5,3.0,3.5,1.144,0.135
0.4,25,,-96.8,7.9,2.0,2.0,4.667,0.968,-0.033
0.4,26,,-219.3,-7.8,10.3,4.0,2.8,2.193,0.785
0.4,27,,-195.3,12.3,-7.8,1.0,7.0,1.953,0.669
0.4,28,,-32.3,-1.1,-8.4,3.0,3.5,0.323,-1.13
0.4,29,,-274.3,4.8,12.9,1.0,7.0,2.743,1.009
0.4,30,,-48.1,2.8,-8.6,2.0,4.667,0.481,-0.732
0.4,31,,-246.5,12.0,6.4,1.0,7.0,2.465,0.902
0.4,32,,-226.0,14.3,-2.6,1.0,7.0,2.26,0.815
0.4,33,,-15.6,-1.3,1.2,2.0,4.667,0.156,-1.858
0.4,34,,-121.9,-5.1,7.4,2.0,4.667,1.219,0.198
0.4,35,,-5.2,-2.7,-3.8,2.0,4.667,0.052,-2.957
0.4,36,,-54.8,4.9,2.1,2.0,4.667,0.548,-0.601
0.4,37,,-330.0,-13.0,10.7,3.0,3.5,3.3,1.194
0.4,38,,-287.9,6.5,12.6,1.0,7.0,2.879,1.057
0.4,39,,-46.0,5.1,-6.2,2.0,4.667,0.46,-0.777
0.5,20,,-245.7,-14.3,5.1,2.0,4.667,2.457,0.899
0.5,21,,-421.8,-14.0,13.0,2.0,4.667,4.218,1.439
0.5,22,,-125.6,-7.6,-11.4,1.0,7.0,1.256,0.228
0.5,23,,-172.7,-6.9,-14.2,1.0,7.0,1.727,0.546
0.5,24,,-112.9,-8.6,4.5,3.0,3.5,1.129,0.121
0.5,25,,-94.7,8.0,1.9,2.0,4.667,0.947,-0.054
0.5,26,,-215.6,-7.8,10.2,4.0,2.8,2.156,0.768
0.5,27,,-192.1,12.2,-7.8,1.0,7.0,1.921,0.653
0.5,28,,-33.7,-1.0,-8.4,3.0,3.5,0.337,-1.088
0.5,29,,-267.9,4.7,12.9,1.0,7.0,2.679,0.985
0.5,30,,-48.9,2.9,-8.6,2.0,4.667,0.489,-0.715
0.5,31,,-241.3,12.0,6.4,1.0,7.0,2.413,0.881
0.5,32,,-222.0,14.2,-2.6,1.0,7.0,2.22,0.798
0.5,33,,-15.1,-1.3,1.2,2.0,4.667,0.151,-1.89
0.5,34,,-119.3,-5.0,7.4,2.0,4.667,1.193,0.176
0.5,35,,-5.7,-2.7,-3.8,2.0,4.667,0.057,-2.865
0.5,36,,-53.8,4.9,2.1,2.0,4.667,0.538,-0.62
0.5,37,,-328.5,-13.0,10.7,3.0,3.5,3.285,1.189
0.5,38,,-282.7,6.5,12.6,1.0,7.0,2.827,1.039
0.5,39,,-46.3,5.1,-6.2,2.0,4.667,0.463,-0.77
0.6,20,,-240.4,-14.2,5.1,2.0,4.667,2.404,0.877
0.6,21,,-416.4,-13.9,13.0,2.0,4.667,4.164,1.426
0.6,22,,-123.0,-7.6,-11.4,1.0,7.0,1.23,0.207
0.6,23,,-168.9,-6.9,-14.1,1.0,7.0,1.689,0.524
0.6,24,,-109.8,-8.5,4.4,3.0,3.5,1.098,0.093
0.6,25,,-97.2,7.9,2.0,2.0,4.667,0.972,-0.028
0.6,26,,-212.0,-7.8,10.1,4.0,2.8,2.12,0.751
0.6,27,,-193.7,12.2,-7.7,1.0,7.0,1.937,0.661
0.6,28,,-33.6,-0.9,-8.4,3.0,3.5,0.336,-1.091
0.6,29,,-267.4,4.6,12.8,1.0,7.0,2.674,0.984
0.6,30,,-50.4,2.9,-8.7,2.0,4.667,0.504,-0.685
0.6,31,,-243.2,12.0,6.4,1.0,7.0,2.432,0.889
0.6,32,,-224.9,14.2,-2.6,1.0,7.0,2.249,0.81
0.6,33,,-15.4,-1.3,1.3,2.0,4.667,0.154,-1.871
0.6,34,,-117.6,-5.0,7.4,2.0,4.667,1.176,0.162
0.6,35,,-5.1,-2.7,-3.9,2.0,4.667,0.051,-2.976
0.6,36,,-56.3,5.0,2.2,2.0,4.667,0.563,-0.574
0.6,37,,-323.2,-12.9,10.6,3.0,3.5,3.232,1.173
0.6,38,,-282.6,6.4,12.6,1.0,7.0,2.826,1.039
0.6,39,,-48.6,5.1,-6.3,2.0,4.667,0.486,-0.722
0.7,20,,-242.2,-14.1,5.1,2.0,4.667,2.422,0.885
0.7,21,,-419.1,-13.9,13.0,2.0,4.667,4.191,1.433
0.7,22,,-122.1,-7.5,-11.4,1.0,7.0,1.221,0.2
0.7,23,,-167.1,-6.8,-14.1,1.0,7.0,1.671,0.513
0.7,24,,-110.9,-8.5,4.4,3.0,3.5,1.109,0.103
0.7,25,,-96.8,7.9,2.1,2.0,4.667,0.968,-0.033
0.7,26,,-214.6,-7.8,10.1,4.0,2.8,2.146,0.764
0.7,27,,-190.0,12.2,-7.7,1.0,7.0,1.9,0.642
0.7,28,,-32.7,-0.9,-8.4,3.0,3.5,0.327,-1.118
0.7,29,,-267.6,4.6,12.8,1.0,7.0,2.676,0.984
0.7,30,,-49.0,3.0,-8.7,2.0,4.667,0.49,-0.713
0.7,31,,-239.9,11.9,6.3,1.0,7.0,2.399,0.875
0.7,32,,-220.9,14.2,-2.6,1.0,7.0,2.209,0.793
0.7,33,,-16.8,-1.3,1.4,2.0,4.667,0.168,-1.784
0.7,34,,-118.5,-5.0,7.3,2.0,4.667,1.185,0.17
0.7,35,,-5.1,-2.6,-3.9,2.0,4.667,0.051,-2.976
0.7,36,,-56.9,5.1,2.2,2.0,4.667,0.569,-0.564
0.7,37,,-326.2,-13.0,10.6,3.0,3.5,3.262,1.182
0.7,38,,-281.8,6.3,12.5,1.0,7.0,2.818,1.036
0.7,39,,-47.1,5.1,-6.3,2.0,4.667,0.471,-0.753
0.8,20,,-241.6,-14.1,5.1,2.0,4.667,2.416,0.882
0.8,21,,-418.1,-13.9,12.9,2.0,4.667,4.181,1.431
0.8,22,,-123.5,-7.4,-11.4,1.0,7.0,1.235,0.211
0.8,23,,-168.5,-6.8,-14.0,1.0,7.0,1.685,0.522
0.8,24,,-110.3,-8.5,4.3,3.0,3.5,1.103,0.098
0.8,25,,-94.5,7.9,2.1,2.0,4.667,0.945,-0.057
0.8,26,,-212.4,-7.7,10.1,4.0,2.8,2.124,0.753
0.8,27,,-187.4,12.2,-7.6,1.0,7.0,1.874,0.628
0.8,28,,-33.6,-0.8,-8.4,3.0,3.5,0.336,-1.091
0.8,29,,-262.2,4.6,12.7,1.0,7.0,2.622,0.964
0.8,30,,-50.0,3.1,-8.7,2.0,4.667,0.5,-0.693
0.8,31,,-233.3,11.8,6.3,1.0,7.0,2.333,0.847
0.8,32,,-215.9,14.1,-2.7,1.0,7.0,2.159,0.77
0.8,33,,-16.7,-1.3,1.4,2.0,4.667,0.167,-1.79
0.8,34,,-116.9,-5.0,7.3,3.0,3.5,1.169,0.156
0.8,35,,-5.7,-2.6,-3.9,2.0,4.667,0.057,-2.865
0.8,36,,-55.7,5.1,2.2,2.0,4.667,0.557,-0.585
0.8,37,,-324.9,-13.0,10.5,3.0,3.5,3.249,1.178
0.8,38,,-276.9,6.3,12.5,1.0,7.0,2.769,1.018
0.8,39,,-47.2,5.2,-6.4,2.0,4.667,0.472,-0.751
0.9,20,,-236.1,-14.0,5.1,2.0,4.667,2.361,0.859
0.9,21,,-412.5,-13.8,12.9,2.0,4.667,4.125,1.417
0.9,22,,-120.6,-7.4,-11.4,1.0,7.0,1.206,0.187
0.9,23,,-165.7,-6.7,-14.0,1.0,7.0,1.657,0.505
0.9,24,,-106.8,-8.4,4.3,3.0,3.5,1.068,0.066
0.9,25,,-97.4,7.9,2.1,2.0,4.667,0.974,-0.026
0.9,26,,-208.8,-7.7,10.0,4.0,2.8,2.088,0.736
0.9,27,,-189.8,12.2,-7.5,1.0,7.0,1.898,0.641
0.9,28,,-34.0,-0.7,-8.5,3.0,3.5,0.34,-1.079
0.9,29,,-262.1,4.5,12.7,1.0,7.0,2.621,0.964
0.9,30,,-51.7,3.1,-8.7,2.0,4.667,0.517,-0.66
0.9,31,,-235.6,11.8,6.3,1.0,7.0,2.356,0.857
0.9,32,,-217.3,14.0,-2.7,1.0,7.0,2.173,0.776
0.9,33,,-17.3,-1.3,1.5,3.0,3.5,0.173,-1.754
0.9,34,,-115.3,-5.0,7.2,3.0,3.5,1.153,0.142
0.9,35,,-5.2,-2.6,-4.0,2.0,4.667,0.052,-2.957
0.9,36,,-57.8,5.1,2.2,2.0,4.667,0.578,-0.548
0.9,37,,-319.5,-12.9,10.4,3.0,3.5,3.195,1.162
0.9,38,,-277.0,6.2,12.5,1.0,7.0,2.77,1.019
0.9,39,,-49.1,5.1,-6.5,2.0,4.667,0.491,-0.711
1.0,20,,-233.3,-13.9,5.1,2.0,4.667,2.333,0.847
1.0,21,,-412.4,-13.7,12.9,2.0,4.667,4.124,1.417
1.0,22,,-116.9,-7.3,-11.4,1.0,7.0,1.169,0.156
1.0,23,,-161.5,-6.6,-14.0,1.0,7.0,1.615,0.479
1.0,24,,-106.0,-8.4,4.2,3.0,3.5,1.06,0.058
1.0,25,,-100.7,8.0,2.1,2.0,4.667,1.007,0.007
1.0,26,,-208.4,-7.7,9.9,4.0,2.8,2.084,0.734
1.0,27,,-189.7,12.1,-7.5,1.0,7.0,1.897,0.64
1.0,28,,-33.3,-0.7,-8.5,3.0,3.5,0.333,-1.1
1.0,29,,-264.1,4.4,12.6,1.0,7.0,2.641,0.971
1.0,30,,-52.1,3.1,-8.8,2.0,4.667,0.521,-0.652
1.0,31,,-238.1,11.8,6.2,1.0,7.0,2.381,0.868
1.0,32,,-217.8,14.0,-2.7,1.0,7.0,2.178,0.778
1.0,33,,-18.6,-1.2,1.5,3.0,3.5,0.186,-1.682
1.0,34,,-115.1,-4.9,7.1,3.0,3.5,1.151,0.141
1.0,35,,-4.7,-2.5,-4.0,2.0,4.667,0.047,-3.058
1.0,36,,-60.9,5.2,2.2,2.0,4.667,0.609,-0.496
1.0,37,,-319.2,-12.9,10.4,3.0,3.5,3.192,1.161
1.0,38,,-280.0,6.1,12.5,1.0,7.0,2.8,1.03
1.0,39,,-49.3,5.1,-6.5,2.0,4.667,0.493,-0.707
1.1,20,,-228.8,-13.9,5.1,2.0,4.667,2.288,0.828
1.1,21,,-407.0,-13.7,12.9,2.0,4.667,4.07,1.404
1.1,22,,-114.1,-7.2,-11.4,1.0,7.0,1.141,0.132
1.1,23,,-158.5,-6.6,-14.0,1.0,7.0,1.585,0.461
1.1,24,,-102.9,-8.3,4.2,3.0,3.5,1.029,0.029
1.1,25,,-104.0,8.0,2.1,2.0,4.667,1.04,0.039
1.1,26,,-205.8,-7.7,9.9,4.0,2.8,2.058,0.722
1.1,27,,-192.2,12.1,-7.4,1.0,7.0,1.922,0.653
1.1,28,,-33.2,-0.6,-8.5,3.0,3.5,0.332,-1.103
1.1,29,,-264.6,4.4,12.6,1.0,7.0,2.646,0.973
1.1,30,,-53.4,3.2,-8.8,2.0,4.667,0.534,-0.627
1.1,31,,-239.9,11.7,6.2,1.0,7.0,2.399,0.875
1.1,32,,-220.2,13.9,-2.7,1.0,7.0,2.202,0.789
1.1,33,,-19.0,-1.2,1.6,3.0,3.5,0.19,-1.661
1.1,34,,-113.0,-4.9,7.1,3.0,3.5,1.13,0.122
1.1,35,,-4.1,-2.5,-4.1,2.0,4.667,0.041,-3.194
1.1,36,,-63.9,5.3,2.3,2.0,4.667,0.639,-0.448
1.1,37,,-315.8,-12.9,10.3,3.0,3.5,3.158,1.15
1.1,38,,-281.8,6.1,12.5,1.0,7.0,2.818,1.036
1.1,39,,-51.0,5.1,-6.6,2.0,4.667,0.51,-0.673
1.2,20,,-224.0,-13.8,5.1,2.0,4.667,2.24,0.806
1.2,21,,-399.1,-13.6,12.8,2.0,4.667,3.991,1.384
1.2,22,,-114.4,-7.1,-11.4,1.0,7.0,1.144,0.135
1.2,23,,-159.5,-6.5,-14.0,1.0,7.0,1.595,0.467
1.2,24,,-99.4,-8.3,4.2,3.0,3.5,0.994,-0.006
1.2,25,,-102.6,8.0,2.1,2.0,4.667,1.026,0.026
1.2,26,,-200.5,-7.7,9.8,4.0,2.8,2.005,0.696
1.2,27,,-193.5,12.1,-7.4,1.0,7.0,1.935,0.66
1.2,28,,-34.8,-0.6,-8.6,3.0,3.5,0.348,-1.056
1.2,29,,-261.0,4.4,12.6,1.0,7.0,2.61,0.959
1.2,30,,-56.2,3.2,-8.9,2.0,4.667,0.562,-0.576
1.2,31,,-238.3,11.7,6.1,1.0,7.0,2.383,0.868
1.2,32,,-219.9,13.8,-2.7,1.0,7.0,2.199,0.788
1.2,33,,-18.3,-1.3,1.6,3.0,3.5,0.183,-1.698
1.2,34,,-109.9,-5.0,7.0,3.0,3.5,1.099,0.094
1.2,35,,-4.3,-2.5,-4.1,2.0,4.667,0.043,-3.147
1.2,36,,-64.9,5.4,2.3,2.0,4.667,0.649,-0.432
1.2,37,,-308.7,-12.9,10.2,3.0,3.5,3.087,1.127
1.2,38,,-277.1,6.0,12.4,1.0,7.0,2.771,1.019
1.2,39,,-53.4,5.1,-6.7,2.0,4.667,0.534,-0.627
1.3,20,,-220.9,-13.8,5.0,2.0,4.667,2.209,0.793
1.3,21,,-392.8,-13.6,12.7,2.0,4.667,3.928,1.368
1.3,22,,-116.2,-7.1,-11.4,1.0,7.0,1.162,0.15
1.3,23,,-161.6,-6.5,-14.0,1.0,7.0,1.616,0.48
1.3,24,,-98.3,-8.3,4.2,3.0,3.5,0.983,-0.017
1.3,25,,-100.7,7.9,2.1,2.0,4.667,1.007,0.007
1.3,26,,-196.6,-7.7,9.8,4.0,2.8,1.966,0.676
1.3,27,,-192.9,12.1,-7.3,1.0,7.0,1.929,0.657
1.3,28,,-37.1,-0.5,-8.6,3.0,3.5,0.371,-0.992
1.3,29,,-254.5,4.3,12.5,1.0,7.0,2.545,0.934
1.3,30,,-58.8,3.2,-9.0,2.0,4.667,0.588,-0.531
1.3,31,,-232.8,11.6,6.1,1.0,7.0,2.328,0.845
1.3,32,,-217.1,13.8,-2.7,1.0,7.0,2.171,0.775
1.3,33,,-17.7,-1.3,1.7,3.0,3.5,0.177,-1.732
1.3,34,,-106.7,-5.0,7.0,3.0,3.5,1.067,0.065
1.3,35,,-4.7,-2.4,-4.2,2.0,4.667,0.047,-3.058
1.3,36,,-64.2,5.4,2.3,2.0,4.667,0.642,-0.443
1.3,37,,-303.3,-12.9,10.2,3.0,3.5,3.033,1.11
1.3,38,,-271.5,6.0,12.4,1.0,7.0,2.715,0.999
1.3,39,,-54.0,5.1,-6.7,2.0,4.667,0.54,-0.616
1.4,20,,-222.8,-13.7,5.0,2.0,4.667,2.228,0.801
1.4,21,,-394.8,-13.5,12.7,2.0,4.667,3.948,1.373
1.4,22,,-114.0,-7.0,-11.4,1.0,7.0,1.14,0.131
1.4,23,,-158.8,-6.4,-14.0,1.0,7.0,1.588,0.462
1.4,24,,-101.3,-8.3,4.2,3.0,3.5,1.013,0.013
1.4,25,,-100.9,7.9,2.2,2.0,4.667,1.009,0.009
1.4,26,,-198.1,-7.7,9.7,4.0,2.8,1.981,0.684
1.4,27,,-188.8,12.1,-7.2,1.0,7.0,1.888,0.636
1.4,28,,-36.1,-0.5,-8.6,3.0,3.5,0.361,-1.019
1.4,29,,-256.1,4.3,12.5,1.0,7.0,2.561,0.94
1.4,30,,-57.1,3.2,-9.0,2.0,4.667,0.571,-0.56
1.4,31,,-230.7,11.6,6.0,1.0,7.0,2.307,0.836
1.4,32,,-213.3,13.7,-2.7,1.0,7.0,2.133,0.758
1.4,33,,-19.0,-1.3,1.7,3.0,3.5,0.19,-1.661
1.4,34,,-108.9,-5.1,6.9,3.0,3.5,1.089,0.085
1.4,35,,-4.6,-2.4,-4.2,2.0,4.667,0.046,-3.079
1.4,36,,-65.5,5.5,2.3,2.0,4.667,0.655,-0.423
1.4,37,,-306.0,-12.8,10.1,3.0,3.5,3.06,1.118
1.4,38,,-272.2,5.9,12.4,1.0,7.0,2.722,1.001
1.4,39,,-52.3,5.0,-6.8,2.0,4.667,0.523,-0.648
1.5,20,,-222.8,-13.7,5.0,2.0,4.667,2.228,0.801
1.5,21,,-395.9,-13.5,12.7,2.0,4.667,3.959,1.376
1.5,22,,-111.4,-7.0,-11.4,1.0,7.0,1.114,0.108
1.5,23,,-154.9,-6.4,-14.0,1.0,7.0,1.549,0.438
1.5,24,,-103.7,-8.4,4.1,3.0,3.5,1.037,0.036
1.5,25,,-103.0,8.0,2.1,2.0,4.667,1.03,0.03
1.5,26,,-199.5,-7.7,9.6,4.0,2.8,1.995,0.691
1.5,27,,-187.4,12.1,-7.1,1.0,7.0,1.874,0.628
1.5,28,,-35.1,-0.5,-8.7,3.0,3.5,0.351,-1.047
1.5,29,,-259.3,4.3,12.5,1.0,7.0,2.593,0.953
1.5,30,,-56.5,3.2,-9.1,2.0,4.667,0.565,-0.571
1.5,31,,-232.1,11.6,6.0,1.0,7.0,2.321,0.842
1.5,32,,-211.2,13.6,-2.7,1.0,7.0,2.112,0.748
1.5,33,,-20.5,-1.3,1.7,3.0,3.5,0.205,-1.585
1.5,34,,-111.0,-5.1,6.9,3.0,3.5,1.11,0.104
1.5,35,,-4.3,-2.4,-4.3,2.0,4.667,0.043,-3.147
1.5,36,,-67.5,5.5,2.3,2.0,4.667,0.675,-0.393
1.5,37,,-307.6,-12.8,10.1,3.0,3.5,3.076,1.124
1.5,38,,-275.3,5.9,12.4,1.0,7.0,2.753,1.013
1.5,39,,-51.3,5.0,-6.8,2.0,4.667,0.513,-0.667
1.6,20,,-218.5,-13.6,4.9,2.0,4.667,2.185,0.782
1.6,21,,-392.1,-13.4,12.6,2.0,4.667,3.921,1.366
1.6,22,,-107.9,-6.9,-11.4,1.0,7.0,1.079,0.076
1.6,23,,-150.8,-6.3,-13.9,1.0,7.0,1.508,0.411
1.6,24,,-102.1,-8.4,4.1,3.0,3.5,1.021,0.021
1.6,25,,-104.7,7.9,2.1,2.0,4.667,1.047,0.046
1.6,26,,-197.3,-7.7,9.5,4.0,2.8,1.973,0.68
1.6,27,,-188.5,12.0,-7.1,1.0,7.0,1.885,0.634
1.6,28,,-35.1,-0.4,-8.7,3.0,3.5,0.351,-1.047
1.6,29,,-259.8,4.2,12.4,1.0,7.0,2.598,0.955
1.6,30,,-57.1,3.1,-9.1,2.0,4.667,0.571,-0.56
1.6,31,,-234.6,11.5,5.9,1.0,7.0,2.346,0.853
1.6,32,,-212.9,13.6,-2.7,1.0,7.0,2.129,0.756
1.6,33,,-21.3,-1.3,1.8,3.0,3.5,0.213,-1.546
1.6,34,,-110.9,-5.1,6.9,3.0,3.5,1.109,0.103
1.6,35,,-3.8,-2.3,-4.3,2.0,4.667,0.038,-3.27
1.6,36,,-70.7,5.6,2.3,2.0,4.667,0.707,-0.347
1.6,37,,-303.9,-12.8,10.0,3.0,3.5,3.039,1.112
1.6,38,,-277.3,5.8,12.3,1.0,7.0,2.773,1.02
1.6,39,,-52.7,5.0,-6.9,2.0,4.667,0.527,-0.641
1.7,20,,-219.8,-13.5,4.9,2.0,4.667,2.198,0.788
1.7,21,,-395.5,-13.4,12.6,2.0,4.667,3.955,1.375
1.7,22,,-105.7,-6.9,-11.4,1.0,7.0,1.057,0.055
1.7,23,,-147.1,-6.3,-13.9,1.0,7.0,1.471,0.386
1.7,24,,-103.4,-8.4,4.0,3.0,3.5,1.034,0.033
1.7,25,,-104.2,7.9,2.1,2.0,4.667,1.042,0.041
1.7,26,,-200.1,-7.7,9.5,4.0,2.8,2.001,0.694
1.7,27,,-184.6,12.0,-7.0,1.0,7.0,1.846,0.613
1.7,28,,-34.0,-0.4,-8.8,3.0,3.5,0.34,-1.079
1.7,29,,-261.0,4.2,12.4,1.0,7.0,2.61,0.959
1.7,30,,-56.0,3.2,-9.2,2.0,4.667,0.56,-0.58
1.7,31,,-233.3,11.5,5.9,2.0,4.667,2.333,0.847
1.7,32,,-209.6,13.5,-2.6,1.0,7.0,2.096,0.74
1.7,33,,-22.9,-1.3,1.8,3.0,3.5,0.229,-1.474
1.7,34,,-112.8,-5.2,6.8,3.0,3.5,1.128,0.12
1.7,35,,-3.8,-2.3,-4.4,2.0,4.667,0.038,-3.27
1.7,36,,-72.2,5.7,2.3,3.0,3.5,0.722,-0.326
1.7,37,,-307.1,-12.8,9.9,3.0,3.5,3.071,1.122
1.7,38,,-278.1,5.8,12.3,1.0,7.0,2.781,1.023
1.7,39,,-51.6,5.0,-7.0,3.0,3.5,0.516,-0.662
1.8,20,,-214.7,-13.5,4.9,2.0,4.667,2.147,0.764
1.8,21,,-389.0,-13.4,12.5,2.0,4.667,3.89,1.358
1.8,22,,-105.7,-6.8,-11.4,2.0,4.667,1.057,0.055
1.8,23,,-146.7,-6.2,-13.8,1.0,7.0,1.467,0.383
1.8,24,,-99.5,-8.3,4.0,3.0,3.5,0.995,-0.005
1.8,25,,-104.4,7.9,2.1,2.0,4.667,1.044,0.043
1.8,26,,-195.6,-7.7,9.4,4.0,2.8,1.956,0.671
1.8,27,,-187.0,12.0,-7.0,2.0,4.667,1.87,0.626
1.8,28,,-35.4,-0.4,-8.8,3.0,3.5,0.354,-1.038
1.8,29,,-258.4,4.1,12.3,1.0,7.0,2.584,0.949
1.8,30,,-58.6,3.2,-9.3,2.0,4.667,0.586,-0.534
1.8,31,,-232.2,11.4,5.9,2.0,4.667,2.322,0.842
1.8,32,,-210.4,13.4,-2.7,1.0,7.0,2.104,0.744
1.8,33,,-22.7,-1.3,1.9,2.0,4.667,0.227,-1.483
1.8,34,,-109.5,-5.2,6.7,3.0,3.5,1.095,0.091
